basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
334861,ca.proc.d.1911-03-09.1,1911-03-09,,,,topic,QUESTIONS.,,,,,,,
334862,ca.proc.d.1911-03-09.1.1.1,1911-03-09,,,,stagedirection,,,,(Questions answered orally are indicated by an asterisk.),,,,
334863,ca.proc.d.1911-03-09.1.2,1911-03-09,,,,subtopic,QUESTIONS.,FREE MAIL DELIVERY.,,,,,,
334864,ca.proc.d.1911-03-09.1.2.1.1,1911-03-09,,,,stagedirection,,,,"* Mr. MONK:
1.	Under what conditions does the Post Office Department grant free delivery of mail matter in towns and other localities?
2.	What localities in the.province of Quebec at present conform to these conditions and enjoy free delivery of mail matter?
3.	Has the department granted free delivery in any locality which does not conform to conditions it has established? If so, in what cases ?",,,,
334865,ca.proc.d.1911-03-09.1.2.2,1911-03-09,733cae8a-7e57-46c6-ab2e-478ac991835f,ca.m.4942,,Postmaster General,QUESTIONS.,FREE MAIL DELIVERY.,,"1.	Free delivery is established in places where the population is 12,000, and the revenue is $20,000.
2.	Montreal, Quebec, Sherbrooke.
3.	Yes. Free delivery has been established at St. Hyacinthe, Quebec, Three Rivers, Quebec, and Hull, Quebec.

",Liberal,,Mr. LEMIEUX:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=733cae8a-7e57-46c6-ab2e-478ac991835f&Language=E&Section=ALL
334866,ca.proc.d.1911-03-09.1.3,1911-03-09,,,,subtopic,QUESTIONS.,WEST INDIES STEAMSHIP SERVICE.,,,,,,
334867,ca.proc.d.1911-03-09.1.3.1,1911-03-09,339d13c5-7e32-4689-a901-43c60d822d74,ca.m.8017,,,QUESTIONS.,WEST INDIES STEAMSHIP SERVICE.,,"1.	What arrangements are being made, if any, for steamship communication between Halifax and the West Indies?
2.	As the present contract expires shortly, when will the tenders be asked for the new service?
3.	What specifications will be placed before the public regarding boats for the service?
4.	What will their passenger accommodation and freight capacity require to be, and what will be the speed required of the boats?
5.	Has the government decided whether we are to have a weekly or tri-weekly service instead of the present service?

",Conservative (1867-1942),,Mr. CROSBY:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=339d13c5-7e32-4689-a901-43c60d822d74&Language=E&Section=ALL
334868,ca.proc.d.1911-03-09.1.3.2,1911-03-09,e2f3ce71-bd81-4d34-8a08-56a140552231,ca.m.3549,Sir WILFRID LAURIER:,Prime Minister; President of the Privy Council,QUESTIONS.,WEST INDIES STEAMSHIP SERVICE.,,"1 and 2. The government is awaiting a call for tenders which the British government, who will pay half the subsidy, has informed the Canadian government will be issued simultaneously in the United Kingdom, Canada, and the British West Indies.
3 and 4. Adequate passenger and freight
accommodation will be required, and tenders, including speed, will be considered upon their respective merits.
5. Alternative tenders will be asked as to frequency of the proposed new service.

",Liberal,,Wilfrid Laurier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2f3ce71-bd81-4d34-8a08-56a140552231&Language=E&Section=ALL
334869,ca.proc.d.1911-03-09.1.4,1911-03-09,,,,subtopic,QUESTIONS.,ESCOTT POSTMASTERSHIP.,,,,,,
334870,ca.proc.d.1911-03-09.1.4.1,1911-03-09,47b47c19-8fe1-4407-b84f-9029f6aec230,ca.m.2900,,,QUESTIONS.,ESCOTT POSTMASTERSHIP.,,"1.	Who is the present postmaster at Escott, in the county of Leeds, province of Ontario?
2.	What was the date of his appointment?
3.	Who was the postmaster at the said office
up to the appointment of the present incumbent, and how long had he occupied the position?	.	_	_
4.	Was the retiring postmaster dismissed, or for what reason was he discontinued?
5.	Under whose representations, and at whose instance was he so retired?
G. Had any complaint as to incompetency to discharge the duties of the said office been made against the retiring postmaster or his assistant? If so, what was the nature of such complaint, and by whom was it made?
7. Is the government aware that the postmaster who has been retired is said to be an old man, a cripple, and a man who was in need of the income derived from the position he occupied?

",Conservative (1867-1942),,Mr. TAYLOR (Leeds):,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=47b47c19-8fe1-4407-b84f-9029f6aec230&Language=E&Section=ALL
334871,ca.proc.d.1911-03-09.1.4.2,1911-03-09,733cae8a-7e57-46c6-ab2e-478ac991835f,ca.m.4942,,Postmaster General,QUESTIONS.,ESCOTT POSTMASTERSHIP.,,"1.	Mr. F. T. Hutchison.
2.	January 27, 1911.
3.	Mr. George Dowsley, since December 1, 1891.
4.	5 and 6. It having been brought to the attention of the department that the postmaster was not giving his personal attention to the duties of the office, inquiry was made in the matter, and the inspector reported that the postmaster had not attended to the duties of the office for a long period. He farmed the office out to several persons in succession, and it was learned that the person then in charge of the office was obliged to vacate the premises. As the present location of the office was considered to be wholly satisfactory and very convenient, and it would not be in the public interest to have it changed, and as the postmaster was unable to give any attention to the duties of the office, it was deemed advisable to place the office in charge of some one who would keep it in the same premises and give it his personal attention.
7. The department has recently been informed that this is the case.

",Liberal,,Mr. LEMIEUX:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=733cae8a-7e57-46c6-ab2e-478ac991835f&Language=E&Section=ALL
334872,ca.proc.d.1911-03-09.1.5,1911-03-09,,,,subtopic,QUESTIONS.,"IMPORTS OF MEATS, CHEESE AND BUTTER.",,,,,,
334873,ca.proc.d.1911-03-09.1.5.1,1911-03-09,47b47c19-8fe1-4407-b84f-9029f6aec230,ca.m.2900,Mr. TAYLOR (Leeds):,,QUESTIONS.,"IMPORTS OF MEATS, CHEESE AND BUTTER.",,".
1.	How many barrels, boxes or packages of pork, beef, mutton, lamb and cheese have been imported into Canada during the months of October, November and December, 1910, and for the months of January and February, 1911?
2.	What was the weight and value thereof, and the countries from which the same was imported?
3.	What was the number of pounds of butter and number of dozens of eggs, and the

value thereof, and the countries imported from, for the month of February, 1911?

",Conservative (1867-1942),,George Taylor,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=47b47c19-8fe1-4407-b84f-9029f6aec230&Language=E&Section=ALL
334874,ca.proc.d.1911-03-09.1.5.2,1911-03-09,4c0343e7-af09-409c-8b15-82597243d468,ca.m.525,Mr. PATERSON:,Minister of Customs,QUESTIONS.,"IMPORTS OF MEATS, CHEESE AND BUTTER.",,",1. The department has no record of the number of barrels, boxes or packages of pork, beef, &c., imported, the quantity in ' pounds ' simply being shown.
2. The quantity and value of pork, beef, mutton, lamb and cheese imported into Canada, by countries, during the months of October, November, December and January was as follows:
Bacon and Hams, Shoulders and Sides.
-	Country.	Pounds.	Value.October, 1910.. .	Great Britain...	24	8 5United States...	812,893	139,483China 	271	15Hong Kong. ...	100	8November, 1910.	Great Britain...	420	90United States...	299,258	54,312Belgium... .	35	12Hong Kong	455	23December, 1910.	Great Britain...	74	18United States. . .	234,408	39,716New Zea'and...	20,304	2,894Hong Kong	741	50January, 1911...	Great Britain., .	50	13United States. .	223,392	31,240Hong Kong	515	28Japan 	62	4
Beep, salted, in barkkls.
October, 1910....	United States. .	247,301	17,511 18,933November, 1910.	United States. ..	271,408	December, 1910	United States ..	134,092	8,630Newfoundland...	1,255	151January, 1911...	Great Britain....	7,902	702United States	92,944	6,255
Mutton and Lamb, fresh.
October, 1910....	United States	76,027	7,046Australia	217,206	15,766November, 1910	United States	33,760	3,251Australia	103,909	12,341December, 1910..	United States....	71,720	6,063Australia	179,470	11,880January, 1911...	United States	54,665	5,027Australia	157,927	10,371Pork,	Barrelled, in Brine.	October, 1910...	Great Britain. ..	2,5GS	304United States...	1,121,100	114,523China	60	4November, 1910.	United States. .	824,265	85,189Hong Kong.. ..	1,855	131December, 1910	U nited States...	407,820	45,582Newfoundland ..	2,910	322China	291	25Hong Kong	3,499	216January, 1911...	Great Britain....	45,000	5,919United States...	852,135	83,072Hong Kong	302	19

",Liberal,,William Paterson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4c0343e7-af09-409c-8b15-82597243d468&Language=E&Section=ALL
334875,ca.proc.d.1911-03-09.1.5.3,1911-03-09,47b47c19-8fe1-4407-b84f-9029f6aec230,ca.m.2900,Mr. TAYLOR (loeds).,,QUESTIONS.,"IMPORTS OF MEATS, CHEESE AND BUTTER.",,"Other Meats, Fresh.
-	Country.	Pounds.	Value.October, 1910.. .	United States... Australia	59,596 6,480	s 7,774 140November, 1910.	United States...	27,019	4,028December, 1910.	United States... Australia. 	42,350 800	5,303 97January, 1911...	United States... Australia	29,397 11,902	4,520 595
Other meats, salted.
October, 1910. .	United States.. .	58,941	8,191Hong Kong	4,831	323China	860	57November, 1910.	United States.. .	22,701	3,187Italy	031	179P ranee	220	81China	1,481	105Hong Kong	950	66December, 1910.	Great Britain... .	554	144United States...	25,590	3,645Hong Kong	3,071	240Newfoundland ..	900	93January, 1910...	Great Britain....	36,800	2,228United States...	22,538	3,u37Hong Kong	200	10China	200	12
Cheese.
October, 1910...	Great Britain...	8,967	1,774United States...	21,716	4,234France	15,879	3,158Italy	72,709	16,378Belgium	14,489	210Switzerland	30,197	5,254Holland	2,400	397Germany	1,960	391November, 1910.	Great Britain....	10,161	2,270United States...	19,539	3,708France	22,482	4,754Italy 	23,224	4,320Switzerland	36,317	6,755Germany	18,449	3,141Belgium	963	123December, 1910.	Great Britain-...	5,184	1,300United States...	20,274	3,961France	44,559	12,173Italy	66,775	8,878Austria-Hungary	3,439	427Turkey in Asia..	850	40Switzerland	31,873	5,717New Zealand....	260	32Holland	3,543	443January, 1911...	Great Britain....	979	254United States...	18,261	3,418France	1,810	517Italy	18,280	3,153Turkey in Asia..	538	42Switzerland	33,519	6,238
Note-Figures for the month of February will not be available for ten days.

",Conservative (1867-1942),,George Taylor,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=47b47c19-8fe1-4407-b84f-9029f6aec230&Language=E&Section=ALL
334876,ca.proc.d.1911-03-09.1.6,1911-03-09,,,,subtopic,QUESTIONS.,METEGHAN RIVER FORESHORE LOTS.,,,,,,
334877,ca.proc.d.1911-03-09.1.6.1,1911-03-09,a7d067da-f1bc-4093-a252-f9785b004e92,ca.m.386,,,QUESTIONS.,METEGHAN RIVER FORESHORE LOTS.,,"4. Have any grants of foreshore lots at Meteghan river, Digby county, been made by the government since 1896?
2. If So, when and to whom were such grants made, wihat prices were paid, respectively, and what were the dimensions of the respective lots?

",Conservative (1867-1942),,Mr. JAMESON:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a7d067da-f1bc-4093-a252-f9785b004e92&Language=E&Section=ALL
334878,ca.proc.d.1911-03-09.1.6.2,1911-03-09,73436b70-d382-4eb3-9baf-bb0e92fdbf12,ca.m.1047,,Minister of the Naval Service; Minister of Marine and Fisheries,QUESTIONS.,METEGHAN RIVER FORESHORE LOTS.,,"1.	No.
2.	Answered by No. 1.

",Liberal,,Mr. BRODEUR:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=73436b70-d382-4eb3-9baf-bb0e92fdbf12&Language=E&Section=ALL
334879,ca.proc.d.1911-03-09.1.7,1911-03-09,,,,subtopic,QUESTIONS.,BRIER ISLAND LIGHT.,,,,,,
