basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
454357,ca.proc.d.1916-05-08.1,1916-05-08,,,,topic,PRIVATE ADOLPHE GRENIER.,,,,,,,
454358,ca.proc.d.1916-05-08.1.1.1,1916-05-08,,,,stagedirection,,,,On the Orders of the Day:,,,,
454359,ca.proc.d.1916-05-08.1.2,1916-05-08,8844037f-c912-404d-a505-6bf56321dd9a,ca.m.1140,Mr. MARCIL:,,PRIVATE ADOLPHE GRENIER.,,,"I wish to call the attention of the Prime Minister, who is also Acting Minister of Militia, to a case that has been placed before me by the Rev. J.
O.	Dube, parish priest of iSt. Godefroy, in the county of Bonaventure, relating to Private Adolphe Grenier No. 416278, of the 24th, formerly 41st Overseas Battalion. This is rather an unusual case. This young man, 20 years of age, enlisted in Hull
on February 18, 1915, and was reported on the 13th of March last as having been "" killed in action March 3rd."" On attestation the name and address of the next of kin were not stated. He was the adopted son of Pierre LeCourtois and his wife, Genevieve Roussy. These people took him when he was two months old, and brought him up until he was 20 years of age. Last year he happened to be in Hull working for a lumber firm, and he enlisted there and went to the front. He gave on enlistment the name of Adolphe Grenier, presuming that this was the name of his father, although he had been brought up by these two persons whom I have mentioned, who are very humble fishing folks. The question now arises who will succeed to whatever balance of pay has been left by him, and an insurance policy of $1,000 which he has referred to in two scraps of letters which I have in my hand. One of these is written in lead pencil and in it he says he is taking out an insurance policy on behalf of his adopted mother. There is a second letter, dated 12 August, 1915, in which he bids her a fond farewell on the eve of going into action, and hopes he will be able to get through all right, but if he does not he leaves everything to her. It is rather a pathetic letter, and looks as if he had a premonition of his fate. He refers to the sacrifice he is about to make for his Mother Country, England and Canada, and for all the citizens of this country. In addition to this, there is a letter, which I think worth reading, from the commanding Dfiicer of the corps to which this young man belonged:
Flanders, 19/3/16.
Dear Mr. Grenier :
Ere this letter reaches you, you will no doubt have heard from the department at Ottawa of the death of your son.
As his Commanding Officer I desire to place on record my appreciation of the faithful and efficient services which he has rendered and which has been an inspiration to all ranks
I count it a great honour to have in my battalion quite a number of French Canadian soldiers, and they have all been looked upon by my officers and myself as the mainstay of the section to which they belong.
If at any time I can be of service to you, please write me, and if spared, I shall be only too glad to do anything I can to show my deep appreciation of the good work done by your son.
On behalf of my officers, N.C.O.'s and men, I extend our heartfelt sympathy.
Believe me,
Yours sincerely,
J. H. Gunn, Lt.-Col.

From this correspondence, which the reverend gentleman has sent .to me, I see that the officer in charge of the estates of deceased soldiers says that it may take about four or five months before the department will be in a position to deal with the case. The reverend gentleman calls attention to the unusual circumstances that no kin are referred to in the attestation. He was the adopted son of these people; and by these letters, which evidently are a .testament, whatever legal value they may have, he has left all that belonged to him to hie adopted mother, Mrs. Pierre Le-Courtois.

",Liberal,,Charles Marcil,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8844037f-c912-404d-a505-6bf56321dd9a&Language=E&Section=ALL
454360,ca.proc.d.1916-05-08.1.3,1916-05-08,5e8a24b4-f155-4f3d-aacc-e6da13c93756,ca.m.4254,Sir ROBERT BORDEN:,Prime Minister; Secretary of State for External Affairs; President of the Privy Council,PRIVATE ADOLPHE GRENIER.,,,,Conservative (1867-1942),,Robert Laird Borden,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5e8a24b4-f155-4f3d-aacc-e6da13c93756&Language=E&Section=ALL
454361,ca.proc.d.1916-05-08.2,1916-05-08,,,,topic,PRICE OF CODFISH IN PORTUGAL.,,,,,,,
454362,ca.proc.d.1916-05-08.2.1.1,1916-05-08,,,,stagedirection,,,,On the Orders of the Day:,,,,
454363,ca.proc.d.1916-05-08.2.2,1916-05-08,65b95af4-7627-444a-9989-c8b3033301d0,ca.m.9596,Mr. LOGGIE:,,PRICE OF CODFISH IN PORTUGAL.,,,"I wish to bring to the attention of the Minister of Trade and Commerce a matter which I deem important.
I have here a letter dated Oporto, 19th April, 1916. I need not read the whole letter. The concluding paragraph is as follows:
Owing to the high prices to which food has risen in this country, due in great measure to the low exchange, the Government recently appointed Food Commissioners to study the question. Yesterday a law came into force fixing arbitrary maximum prices for codfish considerably below the prices at which we have been selling, these being already below what shippers require for their fish. The law mentions codfish but does not specify the origin. We are therefore in doubt as to whether it applies to imported fish or only to the Portuguese cure. In the meantime we have closed all our stores and have applied to the Civil Governor for a definition of the codfish coming within the decree. We have also made representations of our case to the British minister at Lisbon.
I shall baud this letter to the Minister of Trade and Commerce and ask him to
[Mr. Marcil.l
take such action as he thinks in the interest of Canada.

",Liberal,,William Stewart Loggie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=65b95af4-7627-444a-9989-c8b3033301d0&Language=E&Section=ALL
454364,ca.proc.d.1916-05-08.3,1916-05-08,,,,topic,PAYMENTS TO SOLDIERS' RELATIVES.,,,,,,,
454365,ca.proc.d.1916-05-08.3.1.1,1916-05-08,,,,stagedirection,,,,On the Orders of .the day:,,,,
454366,ca.proc.d.1916-05-08.3.2,1916-05-08,d450f513-61eb-48c4-b15a-6c4a45717765,ca.m.8049,Mr. PUGSLEY:,,PAYMENTS TO SOLDIERS' RELATIVES.,,,"May I -ask the Acting Minister of Militia, who has special charge of the payment over of the portion of the pay of soldiers which may be assigned by them to their relatives? The reason I ask is that I have a very strong letter relating to the case of a young man-and the gentleman who wrote me thinks there are quite a number of similar instances-who arranged that a portion of his pay should go to his mother. The young man is now in England having been wounded; but the information which I have is that for five months no pay has been received by the mother. I cannot help thinking there is some explanation. I hesitate to read the letter to the House, and perhaps I had better send a copy to the Prime Minister.

",Liberal,,William Pugsley,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d450f513-61eb-48c4-b15a-6c4a45717765&Language=E&Section=ALL
454367,ca.proc.d.1916-05-08.3.3,1916-05-08,5e8a24b4-f155-4f3d-aacc-e6da13c93756,ca.m.4254,Sir ROBERT BORDEN:,Prime Minister; Secretary of State for External Affairs; President of the Privy Council,PAYMENTS TO SOLDIERS' RELATIVES.,,,"The Accountant Paymaster General in Ottawa would give to my hon. friend all information which would make it possible for him to communicate with' those who have charge of the matter. There is an overseas paymaster, whose relation to the paymaster at headquarters here is that of district paymaster, I think. I shall endeavour to direct their attention to the matter, and if my hon. friend will send the information in his possession to the Accountant Paymaster General of the Department of Militia and Defence, it will receive attention here, or will be put in train to receive attention on the other side.

",Conservative (1867-1942),,Robert Laird Borden,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5e8a24b4-f155-4f3d-aacc-e6da13c93756&Language=E&Section=ALL
454368,ca.proc.d.1916-05-08.3.4,1916-05-08,d450f513-61eb-48c4-b15a-6c4a45717765,ca.m.8049,Mr. PUGSLEY:,,PAYMENTS TO SOLDIERS' RELATIVES.,,,"I will send a copy of the letter to my right hon. friend.

",Liberal,,William Pugsley,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d450f513-61eb-48c4-b15a-6c4a45717765&Language=E&Section=ALL
454369,ca.proc.d.1916-05-08.4,1916-05-08,,,,topic,ST. BERNARD-ST. MAXIME MAIL CONTRACT.,,,,,,,
454370,ca.proc.d.1916-05-08.4.1.1,1916-05-08,,,,stagedirection,,,,On the Orders of the Day:,,,,
454371,ca.proc.d.1916-05-08.4.2,1916-05-08,733cae8a-7e57-46c6-ab2e-478ac991835f,ca.m.4942,Mr. LEMIEUX:,,ST. BERNARD-ST. MAXIME MAIL CONTRACT.,,,"I call the attention of
the Postmaster General to a telegram I have received and regarding which I have been asked to place a question on the Order Paper; but, as I presume time is limited now, the Postmaster General might give me the information to-morrow. I wish to know the names of the tenderers and the terms of the contract for the carriage of the mails between St- Bernard and St. Maxirae de Scotts in Dorchester county.

",Liberal,,Rodolphe Lemieux,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=733cae8a-7e57-46c6-ab2e-478ac991835f&Language=E&Section=ALL
454372,ca.proc.d.1916-05-08.5,1916-05-08,,,,topic,PRIVATE BILLS.,,,,,,,
454373,ca.proc.d.1916-05-08.5.1,1916-05-08,,,,subtopic,PRIVATE BILLS.,THIRD READING.,,,,,,
454374,ca.proc.d.1916-05-08.5.1.1.1,1916-05-08,,,,stagedirection,,,,"Bill No. 96, for the relief of David Whims-ter Rhodes.-Mr. Boys.",,,,
454375,ca.proc.d.1916-05-08.6,1916-05-08,,,,topic,SENATE AMENDMENTS.,,,,,,,
454376,ca.proc.d.1916-05-08.6.1.1,1916-05-08,,,,stagedirection,,,,"Amendments made by the Senate to Bill No. 31, to incorporate the Eastern Canadian Union Conference Corporation of the Seventh-Day Adventists-Mr. Smith-further considered.",,,,
454377,ca.proc.d.1916-05-08.6.2,1916-05-08,622ee825-5e98-46fb-b73e-3bb0bebbfc18,ca.m.2027,Mr. SMITH:,,SENATE AMENDMENTS.,,,"This Bill passed the House of Commons some days ago and was sent to the Senate, and then to their Private Bills Committee. A few amendments were suggested and adopted, and now the Bill has come back to this House. All the amendments were agreed to by those interested in the Bill.
Amendments concurred in.

",Conservative (1867-1942),,Ernest D'Israeli Smith,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=622ee825-5e98-46fb-b73e-3bb0bebbfc18&Language=E&Section=ALL
454378,ca.proc.d.1916-05-08.7,1916-05-08,,,,topic,SECOND READING.,,,,,,,
454379,ca.proc.d.1916-05-08.7.1.1,1916-05-08,,,,stagedirection,,,,"Bill No. 100, to incorporate the Manitoba-Ontario Railway Company.-Mr. J. E. Armstrong.",,,,
454380,ca.proc.d.1916-05-08.8,1916-05-08,,,,topic,QUESTIONS.,,,,,,,
454381,ca.proc.d.1916-05-08.8.1.1,1916-05-08,,,,stagedirection,,,,[Questions answered orally are indicated by an asterisk.],,,,
454382,ca.proc.d.1916-05-08.8.2,1916-05-08,,,,subtopic,QUESTIONS.,BRITISH COLUMBIA. COMPANIES ACT.,,,,,,
