basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3793628,ca.proc.d.1989-10-02.1,1989-10-02,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3793629,ca.proc.d.1989-10-02.1.1,1989-10-02,,,,subtopic,ROUTINE PROCEEDINGS,PETITIONS,,,,,,
3793630,ca.proc.d.1989-10-02.1.1.1.1,1989-10-02,40db217b-1580-4c83-b079-be605f3f2fab,ca.m.9759,Mr. Albert Cooper (Parliamentary Secretary to Government House Leader):,Parliamentary Secretary to the Minister of Justice and Attorney General of Canada; Parliamentary Secretary to the Leader of the Government in the House of Commons,ROUTINE PROCEEDINGS,PETITIONS,GOVERNMENT RESPONSE,"Mr. Speaker, pursuant to Standing Order 106(8) I have the honour to table, in both official languages, the government's response to four petitions.
[Editor's Note: See today's Votes and Proceedings]

",Progressive Conservative,,Albert Glen Cooper,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=40db217b-1580-4c83-b079-be605f3f2fab&Language=E&Section=ALL
3793631,ca.proc.d.1989-10-02.1.1.2.1,1989-10-02,19484d4b-ea72-419e-8a5f-7077c4906de5,ca.m.1156,Hon. Alan Redway (Minister of State (Housing)):,Minister of State (Housing),ROUTINE PROCEEDINGS,PETITIONS,WORLD HABITAT DAY,"Mr. Speaker, I would like to bring to the attention of this House a significant occasion in housing around the world. Today is World Habitat Day and it gives us the opportunity to focus our thoughts on just how vital the home is to each and every one of us.
For most of us Canadians, it is a day to be thankful for our good fortune, for by and large we are among the best housed people in the world.

Unfortunately, many do not share our good fortune. One billion people in the world do not have decent, safe, sanitary housing. That is why the United Nations General Assembly in 1985 designated the first Monday in October as World Habitat Day.

The United Nations Centre for Human Settlements, or Habitat, has developed an ambitious plan to address shelter issues, the Global Strategy for Shelter to the Year 2000. It was adopted by the United Nations General
Assembly in December 1988. The UN believes that no country can claim to have solved all of its shelter problems and therefore all countries should make a commitment to meet shelter needs.
The theme for World Habitat Day 1989 is ""Shelter, Health and the Family"". This highlights the link between these critical aspects of human welfare. Without proper shelter, including housing, clean water, sanitation and community services, the risk of disease is vastly increased and a stable family life becomes almost impossible.
As one of the world's best housed nations, Canada has experience in solving housing problems that we would like to share with developing countries and with developed countries alike. On the other hand, we have not yet solved all of our own housing problems and we too can learn from the experience of other countries. Canada supports the global strategy and regularly exchanges information with the UN on Canadian initiatives to address housing issues.
Since hosting the International Habitat Conference in 1976, the federal government has provided financial contributions to the information activities of the United Nations Centre for Human Settlements.

The Habitat Information Office for North America and the Caribbean was originally located at the University of British Columbia in Vancouver and later moved to York University in Toronto. We are pleased now to house it in its new quarters in Ottawa. I am happy to announce that Canada Mortgage and Housing Corporation has renewed the funding for the Information Office's activities by granting it $750,000 over three years.
I would like to close by borrowing a few words from the World Habitat Day message of the Secretary General of the United Nations. The home and family are the nucleus of the global community. The home is where we bring up our children, where we find our values, where we develop our abilities. The home is where the fabric of society is woven. In Canada, we share these principles and we continue to do all that we can here at home and

Routine Proceedings
internationally to ensure that people have adequate shelter.

",Progressive Conservative,,Alan Redway,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=19484d4b-ea72-419e-8a5f-7077c4906de5&Language=E&Section=ALL
3793632,ca.proc.d.1989-10-02.1.1.2.2,1989-10-02,874af6ac-cc49-4378-afb5-45add424fdc3,ca.m.7431,Mrs. Beryl Gaffney (Nepean):,,ROUTINE PROCEEDINGS,PETITIONS,WORLD HABITAT DAY,"Mr. Speaker, on behalf of the Official Opposition, I am pleased to have this opportunity to draw attention to World Habitat Day. This occasion, the first Monday of October, was so designated by the United Nations General Assembly in 1985 as a means to focus the world's attention on the desperate battle to improve the shelters of hundreds of millions of people on this earth.
It is indeed shocking that a billion people around the world are in need of adequate housing, with facilities most of us here take for granted, such as clean drinking water, sanitation facilities and a safe environment for our children with educational and employment opportunities on our doorsteps.
Inadequate housing denies people the opportunity to lead fully productive lives and to help in the building of their communities. For many people throughout the world, our own country included, the lack of housing is a denial of life itself.
As the minister stated, the theme of World Habitat Day 1989 is ""Shelter, Health and the Family"". The theme recognizes the fact that shelter is a basic need to us all. In the absence of adequate secure shelter, there is anxiety, anger and frustration. One cannot dispute the linkage between adequate housing and good health. In the absence of adequate shelter and good health, how is the family to survive? How are parents expected to build a better future for their children when their thoughts are dominated by fears of losing what shelter, however inadequate, they possess?
The problems and heartbreak associated with inadequate housing are not limited to the squalid slums of the Third World. Here in Canada, hundreds of thousands of families and individuals live in inadequate housing, often at prices that force them to go without other necessities. The growing network of food banks and other emergency services in Canada can be directly linked to the shortage of affordable housing in this country.
This government has exacerbated the seriousness of the situation by its refusal to provide strong leadership and commit the necessary financial resources to substantially improve the living accommodations of the homeless. I might add that in this morning's The Toronto Star, the minister's statement that we do not need housing and that it is not a national issue in this country is totally irresponsible.
For those whose housing tenure is so insecure that they are in fact homeless and for parents whose children are denied the many joys which should accompany childhood, the task is great both here in Canada and around the world.
I urge the government to give this matter the attention it deserves. I applaud the initiative of the United Nations in pursuing a global strategy as a means of finding solutions to housing problems around the world. I am proud that Canadians have the opportunity to participate in this quest.

",Liberal,,Beryl Gaffney,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=874af6ac-cc49-4378-afb5-45add424fdc3&Language=E&Section=ALL
3793633,ca.proc.d.1989-10-02.1.1.2.3,1989-10-02,2522c99d-47e6-4f5f-8d9d-2fde1146a3cd,ca.m.7524,Ms. Lynn Hunter (Saanich-Gulf Islands):,,ROUTINE PROCEEDINGS,PETITIONS,WORLD HABITAT DAY,"Mr. Speaker, I welcome World Habitat Day on behalf of the New Democratic Party. We hope that the location of the Habitat information office in Ottawa will result in work which will improve our efforts to house people in decent conditions both in Canada and throughout the world.
Many of us have been shocked at recent media reports of death squads in Brazil preying on the more than one million youngsters who are forced to sleep in the open each night. Another media report, most recently in The Vancouver Sun alludes to the hypocrisy of the Canadian government in its dealings with the issue of asbestos.
The United States plans to ban the use and the importation of asbestos by 1997. There is no safe level of asbestos exposure, according to health experts. The Conservative government angrily disagrees. The hypocrisy of the Canadian government in supporting a dangerous industry that is worth $300 million a year and some 2,600 jobs extends far beyond the U.S. border.
Canada's asbestos industry has busily built up export trade in the Third World, where less sophisticated societies are not so scrupulous about safety. Countries such as Pakistan, Korea and Thailand use asbestos to provide housing for the poor. This is the kind of contradiction in which the Conservative government is embroiled.

It is significant that the United Nations, which has declared this to be World Habitat Day, has found that one billion people are not properly housed. No one nation is immune from shelter problems. For Canada, which has seen substantial cut-backs to both international assistance and housing budgets this year, the ground that has been lost.
A government that stands today to celebrate an international day of shelter might also be called to account for some of the following issue which it alone has responsibility for: budgetary cuts for the one program which renovated housing for low income Canadians. The Rental Remedial Action Plan, a program which brought basic improvements to the rooming house and low-income rental housing and is vitally important in our cities, is now terminated. What will replace it? There is reduction of co-operative housing from the proposed target of 5,000 units per year, which was never attained, to a now paltry 1,700 units which is supposed to serve all of Canada. How can we tackle affordable housing this way? It is a crushing blow to housing affordability that present high interest rates and the future goods and services taxes will bring to Canadians. It is no overstatement to say that the goal of housing Canadians to a decent standard is receding despite our unparalleled affluence.
The government, in its wisdom, cannot even fund such worthy self-help projects as Project Beaver, an organization which has specialized in training people in rural and remote parts of Canada to house themselves. My colleague, the Hon. Member for Surrey North, who is our housing critic, is fond of saying that there is no housing problem for the wealthy in Canada. The market does provide everything beyond our wildest dreams but increasingly, the market which this government puts its faith in has nothing to offer in terms of affordable accommodation.
I wonder if this is to be our message to the world on World Habitat Day, put your faith in the magic of the market, and if that does not work, then hope for some charity. It is not the way forward that we in the New Democratic Party endorse. We will be pressing for a housing policy which will house all Canadians and one which will be an example to the world. That would be a
Routine Proceedings
goal worth striving for on succeeding World Habitat Days.

",New Democratic Party,,Lynn Hunter,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2522c99d-47e6-4f5f-8d9d-2fde1146a3cd&Language=E&Section=ALL
3793634,ca.proc.d.1989-10-02.2,1989-10-02,,,,topic,CANADIAN LAWS OFFSHORE APPLICATION ACT,,,,,,,
3793635,ca.proc.d.1989-10-02.2.1,1989-10-02,,,,subtopic,CANADIAN LAWS OFFSHORE APPLICATION ACT,MEASURE TO ENACT,,,,,,
3793636,ca.proc.d.1989-10-02.2.1.1,1989-10-02,761a9263-10e4-4b7c-848d-e7ba3a1f500e,ca.m.2746,Hon. Doug Lewis (Minister of Justice and Attorney General of Canada) moved,Minister of Justice and Attorney General of Canada; Leader of the Government in the House of Commons; Progressive Conservative Party House Leader,CANADIAN LAWS OFFSHORE APPLICATION ACT,MEASURE TO ENACT,,"for leave to introduce Bill C-39, an act to apply federal laws and provincial laws to offshore areas and to amend certain acts in consequence thereof.

",Progressive Conservative,,Douglas Grinslade Lewis,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=761a9263-10e4-4b7c-848d-e7ba3a1f500e&Language=E&Section=ALL
3793637,ca.proc.d.1989-10-02.2.1.2,1989-10-02,402c56ca-0019-4905-903e-4ab16649e19b,ca.m.699,Mr. Speaker:,Speaker of the House of Commons,CANADIAN LAWS OFFSHORE APPLICATION ACT,MEASURE TO ENACT,,"Is it the pleasure of the house that the hon. minister shall have leave to introduce the bill?

",Progressive Conservative,,John Allen Fraser,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=402c56ca-0019-4905-903e-4ab16649e19b&Language=E&Section=ALL
