basepk,chunk_total,original_category,original_cluster,category_entropy_raw,category_entropy_adjusted,cluster_entropy_raw,cluster_entropy_adjusted,category_retention,cluster_retention,category_distinct_count,cluster_distinct_count,category_dominant_share,cluster_dominant_share
3542290,4,Social Policy,1,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3543439,4,"Justice, Rights & Immigration",4,0.5623351446188083,0.4056390622295664,0.0,0.0,0.75,1.0,2,1,0.75,1.0
3543626,4,Economic & Fiscal Policy,0,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3544192,4,Government Operations & Ethics,16,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.5,3,3,0.5,0.5
3545114,4,Parliamentary Affairs,10,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.75,2,2,0.5,0.75
3545876,4,Trade & Industry,16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.25,2,2,0.75,0.75
3546188,4,Parliamentary Affairs,12,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3557066,4,Government Operations & Ethics,16,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3557420,4,Economic & Fiscal Policy,19,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3558529,4,Economic & Fiscal Policy,5,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3559275,4,Economic & Fiscal Policy,0,1.3862943611198906,1.0,1.0397207708399179,0.75,0.25,0.5,4,3,0.25,0.5
3560105,4,Agriculture & Natural Resources,5,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3560503,4,Economic & Fiscal Policy,0,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3562646,4,Agriculture & Natural Resources,16,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3562709,4,Agriculture & Natural Resources,7,1.0397207708399179,0.75,1.0397207708399179,0.75,0.25,0.25,3,3,0.5,0.5
3563661,4,Parliamentary Affairs,10,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.25,2,2,0.75,0.75
3564030,4,Trade & Industry,15,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.75,2,2,0.5,0.75
3565766,4,Economic & Fiscal Policy,19,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.75,0.25,2,4,0.75,0.25
3566087,4,Parliamentary Affairs,3,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3566173,4,Economic & Fiscal Policy,10,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.25,0.25,2,3,0.75,0.5
3566234,4,Economic & Fiscal Policy,16,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3568202,4,Parliamentary Affairs,10,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3571145,4,Social Policy,10,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.5,3,3,0.5,0.5
3573152,4,Parliamentary Affairs,1,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.75,2,2,0.5,0.75
3573872,4,Economic & Fiscal Policy,0,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3574024,4,Social Policy,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.0,1,2,1.0,0.75
3574431,4,"Justice, Rights & Immigration",4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3575291,4,Agriculture & Natural Resources,18,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.25,0.5,2,3,0.75,0.5
3578099,4,Parliamentary Affairs,15,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3578247,4,Economic & Fiscal Policy,0,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3580324,4,Government Operations & Ethics,15,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3582370,4,Trade & Industry,16,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3582789,4,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3585916,4,Social Policy,16,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3587156,4,Economic & Fiscal Policy,16,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3587162,4,Economic & Fiscal Policy,16,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3592049,4,"Justice, Rights & Immigration",7,0.6931471805599453,0.5,1.0397207708399179,0.75,0.0,0.5,2,3,0.5,0.5
3592555,4,Economic & Fiscal Policy,3,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.25,0.25,2,3,0.75,0.5
3592621,4,Social Policy,16,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3594966,4,Trade & Industry,5,0.5623351446188083,0.4056390622295664,0.6931471805599453,0.5,0.75,0.5,2,2,0.75,0.5
3595338,4,"Justice, Rights & Immigration",16,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
3595375,4,"Justice, Rights & Immigration",16,0.0,0.0,1.0397207708399179,0.75,0.0,0.5,1,3,1.0,0.5
3595776,4,Economic & Fiscal Policy,0,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3595829,4,Social Policy,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3595906,4,"Justice, Rights & Immigration",10,1.3862943611198906,1.0,1.0397207708399179,0.75,0.25,0.25,4,3,0.25,0.5
3596210,4,Social Policy,1,0.0,0.0,0.6931471805599453,0.5,0.0,0.5,1,2,1.0,0.5
3596276,4,Social Policy,16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.0,2,2,0.75,0.75
3597005,4,Parliamentary Affairs,15,0.5623351446188083,0.4056390622295664,0.0,0.0,0.75,1.0,2,1,0.75,1.0
3600726,4,Intergovernmental & Constitutional Affairs,4,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3600741,4,Intergovernmental & Constitutional Affairs,3,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3603450,4,Social Policy,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3605325,4,Government Operations & Ethics,5,0.0,0.0,1.0397207708399179,0.75,0.0,0.25,1,3,1.0,0.5
3608008,4,Economic & Fiscal Policy,15,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3612394,4,Government Operations & Ethics,11,1.0397207708399179,0.75,1.0397207708399179,0.75,0.25,0.5,3,3,0.5,0.5
3613796,4,Economic & Fiscal Policy,0,1.0397207708399179,0.75,1.0397207708399179,0.75,0.25,0.25,3,3,0.5,0.5
3615775,4,Government Operations & Ethics,16,0.0,0.0,0.5623351446188083,0.4056390622295664,0.0,0.75,1,2,1.0,0.75
3616347,4,Agriculture & Natural Resources,0,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3617428,4,Parliamentary Affairs,1,0.6931471805599453,0.5,0.6931471805599453,0.5,0.5,0.5,2,2,0.5,0.5
3617869,4,Social Policy,6,1.0397207708399179,0.75,1.3862943611198906,1.0,0.5,0.25,3,4,0.5,0.25
3622910,4,Trade & Industry,18,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3622914,4,Social Policy,13,0.0,0.0,1.0397207708399179,0.75,0.0,0.5,1,3,1.0,0.5
3626328,4,Economic & Fiscal Policy,0,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3626600,4,"Justice, Rights & Immigration",9,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.25,0.5,2,3,0.75,0.5
3627044,4,Economic & Fiscal Policy,0,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3627656,4,"Justice, Rights & Immigration",16,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3627680,4,Trade & Industry,16,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0
3627687,4,Social Policy,16,0.5623351446188083,0.4056390622295664,0.0,0.0,0.75,0.0,2,1,0.75,1.0
3628017,4,Social Policy,16,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.25,2,2,0.5,0.75
3629052,4,Parliamentary Affairs,16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.25,2,2,0.75,0.75
3633266,4,Government Operations & Ethics,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3633671,4,Parliamentary Affairs,12,0.0,0.0,1.3862943611198906,1.0,1.0,0.25,1,4,1.0,0.25
3635192,4,Parliamentary Affairs,10,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3635562,4,Agriculture & Natural Resources,16,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.25,2,3,0.5,0.5
3639079,4,Trade & Industry,16,0.0,0.0,0.6931471805599453,0.5,1.0,0.0,1,2,1.0,0.5
3639126,4,Trade & Industry,18,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3641100,4,Parliamentary Affairs,12,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3641158,4,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3642444,4,Agriculture & Natural Resources,3,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3642448,4,Foreign Affairs & Defence,18,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.5,3,3,0.5,0.5
3642603,4,Agriculture & Natural Resources,16,1.0397207708399179,0.75,0.5623351446188083,0.4056390622295664,0.5,0.0,3,2,0.5,0.75
3642691,4,Foreign Affairs & Defence,10,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.0,2,3,0.5,0.5
3644990,4,Economic & Fiscal Policy,0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3646010,4,Trade & Industry,16,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.25,3,3,0.5,0.5
3647641,4,Trade & Industry,16,1.0397207708399179,0.75,0.5623351446188083,0.4056390622295664,0.25,0.0,3,2,0.5,0.75
3647732,4,Government Operations & Ethics,16,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.25,2,2,0.5,0.75
3649531,4,Government Operations & Ethics,4,0.0,0.0,1.0397207708399179,0.75,0.0,0.5,1,3,1.0,0.5
3651146,4,Parliamentary Affairs,10,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3652269,4,Government Operations & Ethics,16,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3653333,4,Intergovernmental & Constitutional Affairs,3,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3653987,4,Indigenous & Northern Affairs,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3654454,4,"Justice, Rights & Immigration",16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3655847,4,"Justice, Rights & Immigration",16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.0,1,2,1.0,0.75
3657608,4,Foreign Affairs & Defence,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.25,1,2,1.0,0.75
3657731,4,Trade & Industry,5,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.75,0.25,2,4,0.75,0.25
3658880,4,Social Policy,6,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3659157,4,Social Policy,16,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.0,0.25,2,4,0.75,0.25
3659159,4,Economic & Fiscal Policy,5,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.25,2,2,0.5,0.75
3660076,4,Parliamentary Affairs,10,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.25,0.25,2,4,0.75,0.25
3660436,4,Trade & Industry,16,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3661905,4,Agriculture & Natural Resources,10,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3662217,4,Agriculture & Natural Resources,17,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3662270,4,Agriculture & Natural Resources,17,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3662321,4,Agriculture & Natural Resources,17,0.5623351446188083,0.4056390622295664,0.0,0.0,0.75,1.0,2,1,0.75,1.0
3664151,4,Trade & Industry,15,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3664170,4,Trade & Industry,16,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3665454,4,"Justice, Rights & Immigration",16,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3668398,4,Trade & Industry,18,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3668926,4,Social Policy,11,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.25,0.75,2,2,0.75,0.75
3669649,4,Economic & Fiscal Policy,0,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3670928,4,"Justice, Rights & Immigration",10,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3671474,4,Trade & Industry,1,1.0397207708399179,0.75,1.0397207708399179,0.75,0.25,0.5,3,3,0.5,0.5
3672193,4,Intergovernmental & Constitutional Affairs,3,0.5623351446188083,0.4056390622295664,0.0,0.0,0.75,1.0,2,1,0.75,1.0
3673178,4,Social Policy,16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.25,0.75,2,2,0.75,0.75
3673867,4,Parliamentary Affairs,10,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3675151,4,Trade & Industry,3,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.25,2,2,0.75,0.75
3675779,4,Trade & Industry,1,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3675780,4,Trade & Industry,15,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3678401,4,"Justice, Rights & Immigration",15,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3679870,4,Indigenous & Northern Affairs,15,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.25,0.75,2,2,0.75,0.75
3679982,4,Parliamentary Affairs,15,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3680357,4,Intergovernmental & Constitutional Affairs,12,1.0397207708399179,0.75,1.3862943611198906,1.0,0.25,0.0,3,4,0.5,0.25
3680426,4,Agriculture & Natural Resources,19,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3680540,4,Agriculture & Natural Resources,17,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.25,1,2,1.0,0.75
3680790,4,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3681401,4,"Justice, Rights & Immigration",16,0.6931471805599453,0.5,0.0,0.0,0.5,1.0,2,1,0.5,1.0
3681723,4,"Justice, Rights & Immigration",15,0.5623351446188083,0.4056390622295664,0.6931471805599453,0.5,0.75,0.5,2,2,0.75,0.5
3681760,4,"Justice, Rights & Immigration",16,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.5,3,3,0.5,0.5
3682601,4,"Justice, Rights & Immigration",16,0.0,0.0,1.0397207708399179,0.75,1.0,0.0,1,3,1.0,0.5
3683130,4,Agriculture & Natural Resources,3,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.25,0.75,2,2,0.75,0.75
3683684,4,Intergovernmental & Constitutional Affairs,1,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3684645,4,Agriculture & Natural Resources,16,0.0,0.0,1.0397207708399179,0.75,0.0,0.5,1,3,1.0,0.5
3684819,4,Agriculture & Natural Resources,1,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.0,0.25,2,2,0.75,0.75
3684936,4,Agriculture & Natural Resources,5,0.0,0.0,1.0397207708399179,0.75,0.0,0.5,1,3,1.0,0.5
3685679,4,"Justice, Rights & Immigration",1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3686370,4,"Justice, Rights & Immigration",16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.25,2,2,0.75,0.75
3687691,4,"Justice, Rights & Immigration",10,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.5,3,3,0.5,0.5
3687719,4,"Justice, Rights & Immigration",10,0.5623351446188083,0.4056390622295664,0.6931471805599453,0.5,0.75,0.5,2,2,0.75,0.5
3687729,4,"Justice, Rights & Immigration",1,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1.0
3692132,4,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3693852,4,Agriculture & Natural Resources,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.25,1,2,1.0,0.75
3695154,4,Government Operations & Ethics,11,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3695254,4,Parliamentary Affairs,11,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3695474,4,Parliamentary Affairs,15,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3696364,4,Parliamentary Affairs,1,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3697106,4,Agriculture & Natural Resources,17,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.25,2,2,0.75,0.75
3697449,4,Trade & Industry,13,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3697764,4,Intergovernmental & Constitutional Affairs,16,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.25,3,3,0.5,0.5
3698698,4,Parliamentary Affairs,15,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3698930,4,Trade & Industry,17,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.25,2,3,0.5,0.5
3699224,4,Trade & Industry,16,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.25,0.0,2,4,0.75,0.25
3699582,4,Economic & Fiscal Policy,4,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.75,0.75,2,2,0.75,0.75
3699938,4,Trade & Industry,16,0.0,0.0,1.3862943611198906,1.0,1.0,0.25,1,4,1.0,0.25
3700071,4,Foreign Affairs & Defence,10,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3701722,4,Trade & Industry,15,1.0397207708399179,0.75,0.5623351446188083,0.4056390622295664,0.25,0.75,3,2,0.5,0.75
3702888,4,Trade & Industry,13,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3705021,4,"Justice, Rights & Immigration",16,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3705699,4,Parliamentary Affairs,1,0.5623351446188083,0.4056390622295664,0.6931471805599453,0.5,0.25,0.5,2,2,0.75,0.5
3705988,4,Parliamentary Affairs,10,1.0397207708399179,0.75,1.3862943611198906,1.0,0.25,0.25,3,4,0.5,0.25
3707508,4,Trade & Industry,13,1.0397207708399179,0.75,1.0397207708399179,0.75,0.5,0.25,3,3,0.5,0.5
3709920,4,Government Operations & Ethics,3,0.6931471805599453,0.5,0.6931471805599453,0.5,0.0,0.5,2,2,0.5,0.5
3710166,4,Trade & Industry,11,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3710238,4,Government Operations & Ethics,16,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3710252,4,Agriculture & Natural Resources,16,0.6931471805599453,0.5,0.5623351446188083,0.4056390622295664,0.5,0.75,2,2,0.5,0.75
3712224,4,Government Operations & Ethics,16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.0,0.75,2,2,0.75,0.75
3713708,4,"Justice, Rights & Immigration",16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3714248,4,Agriculture & Natural Resources,15,1.3862943611198906,1.0,1.3862943611198906,1.0,0.25,0.25,4,4,0.25,0.25
3716686,4,Trade & Industry,16,0.5623351446188083,0.4056390622295664,0.5623351446188083,0.4056390622295664,0.0,0.75,2,2,0.75,0.75
3717026,4,Government Operations & Ethics,11,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
3717323,4,Economic & Fiscal Policy,0,1.0397207708399179,0.75,0.5623351446188083,0.4056390622295664,0.5,0.75,3,2,0.5,0.75
3718461,4,Economic & Fiscal Policy,16,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3719304,4,Government Operations & Ethics,10,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.0,1,2,1.0,0.75
3720288,4,Economic & Fiscal Policy,16,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.25,2,3,0.5,0.5
3720844,4,Trade & Industry,16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3721160,4,Indigenous & Northern Affairs,2,0.0,0.0,1.3862943611198906,1.0,1.0,0.25,1,4,1.0,0.25
3721625,4,Trade & Industry,3,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3721679,4,Trade & Industry,18,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3724220,4,Trade & Industry,18,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3725904,4,Agriculture & Natural Resources,4,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3726770,4,Trade & Industry,13,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3729089,4,Economic & Fiscal Policy,16,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3730789,4,Agriculture & Natural Resources,16,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0
3731089,4,Trade & Industry,13,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3732372,4,Trade & Industry,13,0.0,0.0,1.0397207708399179,0.75,1.0,0.0,1,3,1.0,0.5
3735056,4,Economic & Fiscal Policy,0,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3736823,4,Indigenous & Northern Affairs,3,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.75,0.25,2,4,0.75,0.25
3737280,4,Parliamentary Affairs,10,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3739077,4,Parliamentary Affairs,10,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3740308,4,"Justice, Rights & Immigration",16,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3741503,4,Economic & Fiscal Policy,15,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3745751,4,Agriculture & Natural Resources,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
3745802,4,Agriculture & Natural Resources,19,0.0,0.0,0.5623351446188083,0.4056390622295664,1.0,0.75,1,2,1.0,0.75
3745926,4,Trade & Industry,5,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.25,2,3,0.75,0.5
3749021,4,Indigenous & Northern Affairs,2,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3750975,4,Agriculture & Natural Resources,17,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3752119,4,Social Policy,16,0.6931471805599453,0.5,1.0397207708399179,0.75,0.5,0.5,2,3,0.5,0.5
3754663,4,Economic & Fiscal Policy,16,0.5623351446188083,0.4056390622295664,1.3862943611198906,1.0,0.25,0.25,2,4,0.75,0.25
3755553,4,Trade & Industry,18,0.5623351446188083,0.4056390622295664,1.0397207708399179,0.75,0.75,0.5,2,3,0.75,0.5
3756041,4,Economic & Fiscal Policy,0,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3757498,4,Government Operations & Ethics,1,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3757694,4,Parliamentary Affairs,12,0.0,0.0,1.3862943611198906,1.0,1.0,0.0,1,4,1.0,0.25
3758456,4,Trade & Industry,13,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3758694,4,Trade & Industry,10,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3760603,4,Trade & Industry,1,0.0,0.0,0.5623351446188083,0.4056390622295664,0.0,0.75,1,2,1.0,0.75
3761300,4,Social Policy,16,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3762084,4,Trade & Industry,1,0.0,0.0,1.3862943611198906,1.0,1.0,0.25,1,4,1.0,0.25
3763928,4,Trade & Industry,16,0.0,0.0,1.0397207708399179,0.75,1.0,0.25,1,3,1.0,0.5
3764865,4,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,0.5,1.0,0.5,1,2,1.0,0.5
3765950,4,Trade & Industry,13,0.5623351446188083,0.4056390622295664,0.6931471805599453,0.5,0.75,0.5,2,2,0.75,0.5
3766383,4,Parliamentary Affairs,10,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3766752,4,Trade & Industry,13,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
3767760,4,Trade & Industry,13,0.0,0.0,1.0397207708399179,0.75,1.0,0.5,1,3,1.0,0.5
3769249,4,Trade & Industry,16,0.5623351446188083,0.4056390622295664,0.6931471805599453,0.5,0.75,0.5,2,2,0.75,0.5
