basepk,chunk_total,original_category,original_cluster,category_entropy_raw,category_entropy_adjusted,cluster_entropy_raw,cluster_entropy_adjusted,category_retention,cluster_retention,category_distinct_count,cluster_distinct_count,category_dominant_share,cluster_dominant_share
2198978,2,Economic & Fiscal Policy,18,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2199037,2,"Justice, Rights & Immigration",15,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2199132,2,Foreign Affairs & Defence,18,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2199150,2,Government Operations & Ethics,15,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2199335,2,Parliamentary Affairs,15,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2200316,2,Economic & Fiscal Policy,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2200749,2,Parliamentary Affairs,15,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2201385,2,Trade & Industry,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2201503,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2202355,2,Government Operations & Ethics,10,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2202511,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2202517,2,Foreign Affairs & Defence,18,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2202856,2,Parliamentary Affairs,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2203711,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2203759,2,Trade & Industry,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2204001,2,Foreign Affairs & Defence,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2204567,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2204603,2,Agriculture & Natural Resources,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2204755,2,Parliamentary Affairs,12,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2204763,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2205656,2,Indigenous & Northern Affairs,2,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2206471,2,Foreign Affairs & Defence,15,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2206513,2,Foreign Affairs & Defence,15,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2206635,2,Government Operations & Ethics,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2207176,2,Foreign Affairs & Defence,4,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2207539,2,Foreign Affairs & Defence,14,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2207545,2,Parliamentary Affairs,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2207880,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2207900,2,Parliamentary Affairs,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2207910,2,Parliamentary Affairs,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2209081,2,Foreign Affairs & Defence,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2209113,2,Parliamentary Affairs,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2209208,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2209424,2,Foreign Affairs & Defence,15,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2209643,2,Economic & Fiscal Policy,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2209661,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2210276,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2210526,2,Government Operations & Ethics,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2210551,2,Foreign Affairs & Defence,18,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2210661,2,Agriculture & Natural Resources,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2210750,2,Foreign Affairs & Defence,18,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2210830,2,Government Operations & Ethics,11,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2211034,2,Economic & Fiscal Policy,5,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2212062,2,Government Operations & Ethics,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2212381,2,Parliamentary Affairs,12,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2212471,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2213221,2,Government Operations & Ethics,11,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2213418,2,Economic & Fiscal Policy,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2214430,2,Economic & Fiscal Policy,16,0.6931471805599453,1.0,0.6931471805599453,1.0,0.0,0.5,2,2,0.5,0.5
2214484,2,Social Policy,6,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2214870,2,"Justice, Rights & Immigration",4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2215161,2,Economic & Fiscal Policy,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2215836,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2216394,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2216686,2,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2216854,2,Government Operations & Ethics,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2217212,2,Parliamentary Affairs,12,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2217237,2,Parliamentary Affairs,4,0.6931471805599453,1.0,0.0,0.0,0.0,1.0,2,1,0.5,1.0
2217265,2,Economic & Fiscal Policy,12,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2217272,2,Parliamentary Affairs,12,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2217526,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2217965,2,Social Policy,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2218027,2,Social Policy,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2218045,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.0,1,2,1.0,0.5
2218424,2,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2218526,2,Economic & Fiscal Policy,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.0,0.5,2,2,0.5,0.5
2218547,2,Economic & Fiscal Policy,1,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2218893,2,Indigenous & Northern Affairs,2,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2219345,2,Economic & Fiscal Policy,19,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2219559,2,Economic & Fiscal Policy,3,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2219744,2,Economic & Fiscal Policy,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2219764,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2220220,2,Economic & Fiscal Policy,14,0.6931471805599453,1.0,0.0,0.0,0.5,0.0,2,1,0.5,1.0
2220595,2,Economic & Fiscal Policy,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2220597,2,Economic & Fiscal Policy,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2221084,2,Foreign Affairs & Defence,18,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2221510,2,Social Policy,3,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2222037,2,Foreign Affairs & Defence,15,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2222165,2,Trade & Industry,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2222249,2,Trade & Industry,0,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2222403,2,Trade & Industry,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2222414,2,Trade & Industry,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.0,1,2,1.0,0.5
2222771,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2222904,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2223132,2,Trade & Industry,16,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2223293,2,Parliamentary Affairs,15,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2224420,2,Economic & Fiscal Policy,0,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2224679,2,Economic & Fiscal Policy,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2224704,2,Trade & Industry,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2224859,2,Economic & Fiscal Policy,15,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2224953,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2225197,2,Social Policy,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2225333,2,Economic & Fiscal Policy,0,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2225422,2,"Justice, Rights & Immigration",4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2225578,2,Economic & Fiscal Policy,3,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2225745,2,Parliamentary Affairs,12,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2225861,2,Indigenous & Northern Affairs,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2226206,2,Parliamentary Affairs,15,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.0,2,2,0.5,0.5
2226283,2,Agriculture & Natural Resources,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2226551,2,Parliamentary Affairs,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2226719,2,Government Operations & Ethics,4,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2227096,2,Economic & Fiscal Policy,0,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2227105,2,Economic & Fiscal Policy,0,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2227114,2,Economic & Fiscal Policy,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2227419,2,Economic & Fiscal Policy,0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2227503,2,Economic & Fiscal Policy,4,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2227591,2,Indigenous & Northern Affairs,2,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2227912,2,Social Policy,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2227970,2,Economic & Fiscal Policy,3,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2227988,2,Economic & Fiscal Policy,16,0.0,0.0,0.6931471805599453,1.0,0.0,0.0,1,2,1.0,0.5
2228184,2,Social Policy,6,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2228717,2,"Justice, Rights & Immigration",4,0.6931471805599453,1.0,0.0,0.0,0.0,1.0,2,1,0.5,1.0
2228982,2,Economic & Fiscal Policy,0,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2229773,2,Social Policy,6,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2229891,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2229949,2,Trade & Industry,13,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2230191,2,Parliamentary Affairs,1,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2230279,2,Social Policy,6,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2230472,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2231123,2,Foreign Affairs & Defence,16,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1.0
2231175,2,Intergovernmental & Constitutional Affairs,3,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2231779,2,Trade & Industry,13,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2231843,2,Social Policy,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2231897,2,Economic & Fiscal Policy,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2231950,2,Trade & Industry,16,0.6931471805599453,1.0,0.0,0.0,0.5,0.0,2,1,0.5,1.0
2232194,2,Economic & Fiscal Policy,0,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2232393,2,Foreign Affairs & Defence,18,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2233608,2,Trade & Industry,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2233750,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2234510,2,Intergovernmental & Constitutional Affairs,3,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2235079,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2235139,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2235306,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2235474,2,Intergovernmental & Constitutional Affairs,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2235821,2,Social Policy,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2236091,2,Foreign Affairs & Defence,16,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1.0
2236334,2,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2236451,2,Social Policy,16,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2236509,2,Trade & Industry,16,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2236910,2,Parliamentary Affairs,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2236997,2,Government Operations & Ethics,9,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2237255,2,Trade & Industry,5,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2237956,2,Agriculture & Natural Resources,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2238256,2,Trade & Industry,3,0.6931471805599453,1.0,0.6931471805599453,1.0,0.0,0.5,2,2,0.5,0.5
2238315,2,Indigenous & Northern Affairs,4,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2238325,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2238371,2,Trade & Industry,18,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2238527,2,Parliamentary Affairs,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2238532,2,Foreign Affairs & Defence,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2238696,2,Foreign Affairs & Defence,3,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2239032,2,Parliamentary Affairs,10,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1.0
2239118,2,Agriculture & Natural Resources,17,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2239598,2,Economic & Fiscal Policy,1,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2239752,2,Economic & Fiscal Policy,5,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2240071,2,Government Operations & Ethics,3,0.6931471805599453,1.0,0.6931471805599453,1.0,0.0,0.5,2,2,0.5,0.5
2240166,2,Government Operations & Ethics,11,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2241002,2,Intergovernmental & Constitutional Affairs,3,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2241406,2,Parliamentary Affairs,1,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2241625,2,Intergovernmental & Constitutional Affairs,3,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2241663,2,Economic & Fiscal Policy,1,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2241671,2,Parliamentary Affairs,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2241751,2,Government Operations & Ethics,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2241754,2,Parliamentary Affairs,12,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2241761,2,Parliamentary Affairs,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2242074,2,Economic & Fiscal Policy,18,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2242126,2,Economic & Fiscal Policy,4,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2242596,2,Intergovernmental & Constitutional Affairs,3,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2242848,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2243043,2,Parliamentary Affairs,4,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2243578,2,Trade & Industry,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2243582,2,Government Operations & Ethics,3,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2243586,2,Government Operations & Ethics,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2243884,2,Parliamentary Affairs,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2243923,2,Economic & Fiscal Policy,15,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2243969,2,Government Operations & Ethics,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2244077,2,Agriculture & Natural Resources,16,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2244082,2,Agriculture & Natural Resources,16,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2244115,2,Parliamentary Affairs,1,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2244664,2,Parliamentary Affairs,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2244767,2,Government Operations & Ethics,4,0.6931471805599453,1.0,0.0,0.0,0.5,1.0,2,1,0.5,1.0
2244879,2,Government Operations & Ethics,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2244902,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2245154,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2245227,2,Intergovernmental & Constitutional Affairs,16,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2245262,2,Parliamentary Affairs,10,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.0,2,2,0.5,0.5
2245301,2,Intergovernmental & Constitutional Affairs,1,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2245718,2,Social Policy,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2245781,2,Social Policy,6,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2245842,2,Trade & Industry,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2246238,2,Trade & Industry,15,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2246624,2,Economic & Fiscal Policy,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2246637,2,Social Policy,3,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2247207,2,Foreign Affairs & Defence,15,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2247505,2,Intergovernmental & Constitutional Affairs,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2247519,2,Intergovernmental & Constitutional Affairs,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2247961,2,Intergovernmental & Constitutional Affairs,3,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2248265,2,Parliamentary Affairs,15,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2248373,2,Parliamentary Affairs,15,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2248955,2,Trade & Industry,18,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2249041,2,Agriculture & Natural Resources,17,0.0,0.0,0.6931471805599453,1.0,0.0,0.5,1,2,1.0,0.5
2249824,2,Government Operations & Ethics,11,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2249855,2,Trade & Industry,16,0.6931471805599453,1.0,0.0,0.0,0.5,0.0,2,1,0.5,1.0
2250154,2,Economic & Fiscal Policy,10,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2250237,2,Government Operations & Ethics,1,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2251313,2,Foreign Affairs & Defence,11,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2251500,2,Agriculture & Natural Resources,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2251626,2,"Justice, Rights & Immigration",4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2251865,2,Government Operations & Ethics,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2251932,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2252024,2,"Justice, Rights & Immigration",4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2252406,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2252459,2,Economic & Fiscal Policy,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2252807,2,Parliamentary Affairs,10,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2252909,2,Government Operations & Ethics,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2253382,2,Parliamentary Affairs,1,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2253616,2,Indigenous & Northern Affairs,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2253627,2,Indigenous & Northern Affairs,2,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2253698,2,Government Operations & Ethics,10,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1.0
2253720,2,Agriculture & Natural Resources,4,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2253819,2,Agriculture & Natural Resources,12,0.6931471805599453,1.0,0.0,0.0,0.5,0.0,2,1,0.5,1.0
2254074,2,Government Operations & Ethics,11,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2254505,2,Agriculture & Natural Resources,3,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2254604,2,Agriculture & Natural Resources,17,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2254748,2,Social Policy,7,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2254781,2,Economic & Fiscal Policy,3,0.6931471805599453,1.0,0.6931471805599453,1.0,0.0,0.5,2,2,0.5,0.5
2254811,2,Social Policy,7,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2254862,2,Foreign Affairs & Defence,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2255353,2,Parliamentary Affairs,1,0.6931471805599453,1.0,0.6931471805599453,1.0,0.5,0.5,2,2,0.5,0.5
2255371,2,Parliamentary Affairs,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0
2255541,2,Foreign Affairs & Defence,16,0.0,0.0,0.6931471805599453,1.0,1.0,0.5,1,2,1.0,0.5
2255556,2,Foreign Affairs & Defence,16,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1.0
2255767,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2255780,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
2255786,2,Trade & Industry,4,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0
