basepk,rows_found,chunk_total_min,chunk_total_max,total_chunk_weight,chunk_total_consistent,all_chunks_present
3047345,2,2,2,1.0,True,True
3047419,4,4,4,1.0,True,True
3047469,13,13,13,1.0,True,True
3047714,2,2,2,1.0,True,True
3047738,8,8,8,1.0,True,True
3047782,2,2,2,1.0,True,True
3048193,2,2,2,1.0,True,True
3048675,3,3,3,1.0,True,True
3048701,2,2,2,1.0,True,True
3048730,2,2,2,1.0,True,True
3048791,2,2,2,1.0,True,True
3048914,2,2,2,1.0,True,True
3048967,2,2,2,1.0,True,True
3049015,2,2,2,1.0,True,True
3049017,2,2,2,1.0,True,True
3049055,2,2,2,1.0,True,True
3049087,2,2,2,1.0,True,True
3049126,2,2,2,1.0,True,True
3049210,2,2,2,1.0,True,True
3049230,2,2,2,1.0,True,True
3049244,6,6,6,1.0,True,True
3049293,2,2,2,1.0,True,True
3049329,2,2,2,1.0,True,True
3049651,2,2,2,1.0,True,True
3049799,7,7,7,1.0,True,True
3049834,5,5,5,1.0,True,True
3049867,11,11,11,1.0,True,True
3049869,7,7,7,1.0,True,True
3050136,4,4,4,1.0,True,True
3050154,2,2,2,1.0,True,True
3050161,3,3,3,1.0,True,True
3050165,2,2,2,1.0,True,True
3050186,13,13,13,1.0,True,True
3050214,8,8,8,1.0,True,True
3050506,5,5,5,1.0,True,True
3050546,4,4,4,1.0,True,True
3050667,2,2,2,1.0,True,True
3050805,2,2,2,1.0,True,True
3050816,4,4,4,1.0,True,True
3050848,2,2,2,1.0,True,True
3050856,7,7,7,1.0,True,True
3050858,3,3,3,1.0,True,True
3050962,5,5,5,1.0,True,True
3050979,2,2,2,1.0,True,True
3051053,2,2,2,1.0,True,True
3051134,4,4,4,1.0,True,True
3051602,2,2,2,1.0,True,True
3051624,4,4,4,1.0,True,True
3051756,5,5,5,1.0,True,True
3051801,9,9,9,1.0,True,True
3051831,2,2,2,1.0,True,True
3051890,13,13,13,1.0,True,True
3051982,2,2,2,1.0,True,True
3051997,2,2,2,1.0,True,True
3052124,2,2,2,1.0,True,True
3052467,6,6,6,1.0,True,True
3052507,11,11,11,1.0,True,True
3052514,2,2,2,1.0,True,True
3052520,7,7,7,1.0,True,True
3052523,5,5,5,1.0,True,True
3052612,2,2,2,1.0,True,True
3052656,4,4,4,1.0,True,True
3052799,2,2,2,1.0,True,True
3052917,2,2,2,1.0,True,True
3052925,2,2,2,1.0,True,True
3052961,3,3,3,1.0,True,True
3052977,5,5,5,1.0,True,True
3053026,12,12,12,1.0,True,True
3053034,12,12,12,1.0,True,True
3053236,7,7,7,1.0,True,True
3053240,4,4,4,1.0,True,True
3053249,2,2,2,1.0,True,True
3053344,2,2,2,1.0,True,True
3053594,3,3,3,1.0,True,True
3053618,13,13,13,1.0,True,True
3053684,2,2,2,1.0,True,True
3053701,2,2,2,1.0,True,True
3053798,2,2,2,1.0,True,True
3054024,2,2,2,1.0,True,True
3054055,3,3,3,1.0,True,True
3054110,3,3,3,1.0,True,True
3054121,10,10,10,1.0,True,True
3054131,2,2,2,1.0,True,True
3054162,6,6,6,1.0,True,True
3054168,3,3,3,1.0,True,True
3054176,2,2,2,1.0,True,True
3054364,2,2,2,1.0,True,True
3054422,9,9,9,1.0,True,True
3054435,2,2,2,1.0,True,True
3054443,7,7,7,1.0,True,True
3054481,6,6,6,1.0,True,True
3054564,2,2,2,1.0,True,True
3054605,2,2,2,1.0,True,True
3054760,12,12,12,1.0,True,True
3054769,5,5,5,1.0,True,True
3055042,3,3,3,1.0,True,True
3055088,10,10,10,1.0,True,True
3055131,2,2,2,1.0,True,True
3055215,2,2,2,1.0,True,True
3055407,4,4,4,1.0,True,True
3055420,2,2,2,1.0,True,True
3055636,2,2,2,1.0,True,True
3055653,2,2,2,1.0,True,True
3055810,2,2,2,1.0,True,True
3055898,11,11,11,1.0,True,True
3055955,15,15,15,1.0,True,True
3055979,2,2,2,1.0,True,True
3056172,2,2,2,1.0,True,True
3056256,5,5,5,1.0,True,True
3056354,3,3,3,1.0,True,True
3056408,13,13,13,1.0,True,True
3056447,7,7,7,1.0,True,True
3056667,3,3,3,1.0,True,True
3056681,3,3,3,1.0,True,True
3056682,3,3,3,1.0,True,True
3056697,2,2,2,1.0,True,True
3056734,2,2,2,1.0,True,True
3056777,2,2,2,1.0,True,True
3056814,8,8,8,1.0,True,True
3057047,2,2,2,1.0,True,True
3057049,4,4,4,1.0,True,True
3057089,3,3,3,1.0,True,True
3057127,2,2,2,1.0,True,True
3057152,2,2,2,1.0,True,True
3057173,8,8,8,1.0,True,True
3057470,12,12,12,1.0,True,True
3057524,9,9,9,1.0,True,True
3057632,2,2,2,1.0,True,True
3057760,2,2,2,1.0,True,True
3057839,5,5,5,1.0,True,True
3057891,2,2,2,1.0,True,True
3058169,2,2,2,1.0,True,True
3058199,4,4,4,1.0,True,True
3058251,6,6,6,1.0,True,True
3058314,7,7,7,1.0,True,True
3058533,7,7,7,1.0,True,True
3058535,2,2,2,1.0,True,True
3058543,3,3,3,1.0,True,True
3058605,6,6,6,1.0,True,True
3058657,2,2,2,1.0,True,True
3058846,3,3,3,1.0,True,True
3058850,2,2,2,1.0,True,True
3058876,2,2,2,1.0,True,True
3058902,5,5,5,1.0,True,True
3059316,2,2,2,1.0,True,True
3059518,2,2,2,1.0,True,True
3059874,9,9,9,1.0,True,True
3060207,6,6,6,1.0,True,True
3060216,10,10,10,1.0,True,True
3060286,2,2,2,1.0,True,True
3060311,14,14,14,1.0,True,True
3060413,4,4,4,1.0,True,True
3060592,2,2,2,1.0,True,True
3060620,12,12,12,1.0,True,True
3060643,13,13,13,1.0,True,True
3060893,2,2,2,1.0,True,True
3060926,3,3,3,1.0,True,True
3061058,2,2,2,1.0,True,True
3061136,2,2,2,1.0,True,True
3061169,2,2,2,1.0,True,True
3061237,2,2,2,1.0,True,True
3061317,3,3,3,1.0,True,True
3061319,2,2,2,1.0,True,True
3061370,14,14,14,1.0,True,True
3061670,13,13,13,1.0,True,True
3061814,2,2,2,1.0,True,True
3061995,3,3,3,1.0,True,True
3061998,2,2,2,1.0,True,True
3062035,3,3,3,1.0,True,True
3062110,2,2,2,1.0,True,True
3062189,11,11,11,1.0,True,True
3062206,5,5,5,1.0,True,True
3062221,2,2,2,1.0,True,True
3062256,2,2,2,1.0,True,True
3062418,2,2,2,1.0,True,True
3062474,6,6,6,1.0,True,True
3062638,2,2,2,1.0,True,True
3062896,3,3,3,1.0,True,True
3062933,2,2,2,1.0,True,True
3063183,7,7,7,1.0,True,True
3063205,2,2,2,1.0,True,True
3063552,3,3,3,1.0,True,True
3063638,2,2,2,1.0,True,True
3063842,5,5,5,1.0,True,True
3063885,2,2,2,1.0,True,True
3064130,2,2,2,1.0,True,True
3064159,2,2,2,1.0,True,True
3064270,2,2,2,1.0,True,True
3064271,2,2,2,1.0,True,True
3064337,2,2,2,1.0,True,True
3064490,2,2,2,1.0,True,True
3064592,2,2,2,1.0,True,True
3064854,2,2,2,1.0,True,True
3065178,2,2,2,1.0,True,True
3065266,8,8,8,1.0,True,True
3065279,3,3,3,1.0,True,True
3065399,7,7,7,1.0,True,True
3065700,2,2,2,1.0,True,True
3065729,2,2,2,1.0,True,True
3066093,2,2,2,1.0,True,True
3066161,2,2,2,1.0,True,True
3066547,6,6,6,1.0,True,True
3066566,2,2,2,1.0,True,True
3066574,9,9,9,1.0,True,True
3066701,2,2,2,1.0,True,True
3066875,3,3,3,1.0,True,True
3066876,2,2,2,1.0,True,True
3066944,10,10,10,1.0,True,True
3066948,3,3,3,1.0,True,True
3066952,2,2,2,1.0,True,True
3066999,2,2,2,1.0,True,True
3067008,3,3,3,1.0,True,True
3067069,2,2,2,1.0,True,True
3067093,3,3,3,1.0,True,True
3067326,2,2,2,1.0,True,True
3067353,2,2,2,1.0,True,True
3067436,3,3,3,1.0,True,True
3067473,8,8,8,1.0,True,True
3067487,7,7,7,1.0,True,True
3067739,6,6,6,1.0,True,True
3068064,4,4,4,1.0,True,True
3068131,2,2,2,1.0,True,True
3068143,3,3,3,1.0,True,True
3068147,2,2,2,1.0,True,True
3068194,4,4,4,1.0,True,True
3068216,2,2,2,1.0,True,True
3068238,7,7,7,1.0,True,True
3068254,4,4,4,1.0,True,True
3068283,3,3,3,1.0,True,True
3068287,4,4,4,1.0,True,True
3068391,2,2,2,1.0,True,True
3068530,3,3,3,1.0,True,True
3068654,2,2,2,1.0,True,True
3068809,2,2,2,1.0,True,True
3068883,5,5,5,1.0,True,True
3068897,4,4,4,1.0,True,True
3068946,3,3,3,1.0,True,True
3068968,9,9,9,1.0,True,True
3069172,2,2,2,1.0,True,True
3069227,5,5,5,1.0,True,True
3069238,5,5,5,1.0,True,True
3069242,3,3,3,1.0,True,True
3069301,2,2,2,1.0,True,True
3069305,2,2,2,1.0,True,True
3069342,4,4,4,1.0,True,True
3069399,2,2,2,1.0,True,True
3069632,2,2,2,1.0,True,True
3069667,4,4,4,1.0,True,True
3069731,2,2,2,1.0,True,True
3069745,2,2,2,1.0,True,True
3069899,2,2,2,1.0,True,True
3069967,2,2,2,1.0,True,True
3070039,3,3,3,1.0,True,True
3070042,3,3,3,1.0,True,True
3070106,2,2,2,1.0,True,True
3070176,2,2,2,1.0,True,True
3070192,2,2,2,1.0,True,True
3070200,2,2,2,1.0,True,True
3070379,2,2,2,1.0,True,True
3070410,2,2,2,1.0,True,True
3070420,3,3,3,1.0,True,True
3070684,3,3,3,1.0,True,True
3070819,2,2,2,1.0,True,True
3070835,2,2,2,1.0,True,True
3071101,3,3,3,1.0,True,True
3071208,2,2,2,1.0,True,True
3071488,2,2,2,1.0,True,True
3071498,2,2,2,1.0,True,True
3071546,2,2,2,1.0,True,True
3071626,4,4,4,1.0,True,True
3071703,4,4,4,1.0,True,True
3071726,2,2,2,1.0,True,True
3071780,2,2,2,1.0,True,True
3071852,2,2,2,1.0,True,True
3072014,2,2,2,1.0,True,True
3072154,4,4,4,1.0,True,True
3072309,7,7,7,1.0,True,True
3072310,3,3,3,1.0,True,True
3072538,2,2,2,1.0,True,True
3072543,2,2,2,1.0,True,True
3072555,3,3,3,1.0,True,True
3072648,2,2,2,1.0,True,True
3072652,4,4,4,1.0,True,True
3072819,2,2,2,1.0,True,True
3072883,2,2,2,1.0,True,True
3072999,6,6,6,1.0,True,True
3073028,2,2,2,1.0,True,True
3073057,4,4,4,1.0,True,True
3073327,2,2,2,1.0,True,True
3073345,3,3,3,1.0,True,True
3073347,2,2,2,1.0,True,True
3073354,3,3,3,1.0,True,True
3073364,6,6,6,1.0,True,True
3073367,2,2,2,1.0,True,True
3073397,8,8,8,1.0,True,True
3073401,3,3,3,1.0,True,True
3073476,4,4,4,1.0,True,True
3073515,4,4,4,1.0,True,True
3073523,2,2,2,1.0,True,True
3073558,2,2,2,1.0,True,True
3073792,9,9,9,1.0,True,True
3073802,4,4,4,1.0,True,True
3073805,8,8,8,1.0,True,True
3073813,13,13,13,1.0,True,True
3074139,4,4,4,1.0,True,True
3074190,8,8,8,1.0,True,True
3074314,2,2,2,1.0,True,True
3074437,2,2,2,1.0,True,True
3074471,2,2,2,1.0,True,True
3074477,6,6,6,1.0,True,True
3074576,2,2,2,1.0,True,True
3074607,2,2,2,1.0,True,True
3074766,6,6,6,1.0,True,True
3074782,3,3,3,1.0,True,True
3074866,3,3,3,1.0,True,True
3075058,2,2,2,1.0,True,True
3075204,10,10,10,1.0,True,True
3075372,2,2,2,1.0,True,True
3075462,2,2,2,1.0,True,True
3075645,2,2,2,1.0,True,True
3075825,2,2,2,1.0,True,True
3075861,5,5,5,1.0,True,True
3075889,2,2,2,1.0,True,True
3075950,2,2,2,1.0,True,True
3075962,8,8,8,1.0,True,True
3076021,2,2,2,1.0,True,True
3076221,5,5,5,1.0,True,True
3076274,5,5,5,1.0,True,True
3076286,5,5,5,1.0,True,True
3076299,3,3,3,1.0,True,True
3076314,3,3,3,1.0,True,True
3076637,12,12,12,1.0,True,True
3076639,2,2,2,1.0,True,True
3076800,3,3,3,1.0,True,True
3076846,2,2,2,1.0,True,True
3076923,2,2,2,1.0,True,True
3076935,2,2,2,1.0,True,True
3077005,2,2,2,1.0,True,True
3077028,6,6,6,1.0,True,True
3077048,2,2,2,1.0,True,True
3077555,3,3,3,1.0,True,True
3077575,2,2,2,1.0,True,True
3077645,6,6,6,1.0,True,True
3077991,6,6,6,1.0,True,True
3078128,2,2,2,1.0,True,True
3078130,2,2,2,1.0,True,True
3078144,4,4,4,1.0,True,True
3078506,2,2,2,1.0,True,True
3078560,2,2,2,1.0,True,True
3078569,3,3,3,1.0,True,True
3078613,3,3,3,1.0,True,True
3078747,2,2,2,1.0,True,True
3078953,3,3,3,1.0,True,True
3079006,3,3,3,1.0,True,True
3079108,3,3,3,1.0,True,True
3079110,5,5,5,1.0,True,True
3079377,2,2,2,1.0,True,True
3079407,2,2,2,1.0,True,True
3079467,14,14,14,1.0,True,True
3079471,3,3,3,1.0,True,True
3079483,5,5,5,1.0,True,True
3079760,9,9,9,1.0,True,True
3079762,4,4,4,1.0,True,True
3079766,10,10,10,1.0,True,True
3080058,4,4,4,1.0,True,True
3080109,8,8,8,1.0,True,True
3080237,2,2,2,1.0,True,True
3080326,2,2,2,1.0,True,True
3080347,2,2,2,1.0,True,True
3080385,7,7,7,1.0,True,True
3080386,9,9,9,1.0,True,True
3080730,5,5,5,1.0,True,True
3080785,11,11,11,1.0,True,True
3080788,2,2,2,1.0,True,True
3080840,2,2,2,1.0,True,True
3081012,2,2,2,1.0,True,True
3081039,2,2,2,1.0,True,True
3081094,8,8,8,1.0,True,True
3081297,2,2,2,1.0,True,True
3081314,3,3,3,1.0,True,True
3081362,7,7,7,1.0,True,True
3081666,2,2,2,1.0,True,True
3081685,8,8,8,1.0,True,True
3081707,7,7,7,1.0,True,True
3081745,6,6,6,1.0,True,True
3081953,3,3,3,1.0,True,True
3081958,3,3,3,1.0,True,True
3081990,7,7,7,1.0,True,True
3082006,4,4,4,1.0,True,True
3082012,7,7,7,1.0,True,True
3082302,4,4,4,1.0,True,True
3082723,3,3,3,1.0,True,True
3082811,3,3,3,1.0,True,True
3083028,3,3,3,1.0,True,True
3083082,8,8,8,1.0,True,True
3083088,7,7,7,1.0,True,True
3083089,3,3,3,1.0,True,True
3083098,2,2,2,1.0,True,True
3083110,11,11,11,1.0,True,True
3083121,12,12,12,1.0,True,True
3083145,10,10,10,1.0,True,True
3083148,7,7,7,1.0,True,True
3083463,6,6,6,1.0,True,True
3083477,4,4,4,1.0,True,True
3083492,7,7,7,1.0,True,True
3083502,3,3,3,1.0,True,True
3083562,2,2,2,1.0,True,True
3083574,2,2,2,1.0,True,True
3083701,4,4,4,1.0,True,True
3083966,2,2,2,1.0,True,True
3083999,7,7,7,1.0,True,True
3084050,3,3,3,1.0,True,True
3084056,7,7,7,1.0,True,True
3084314,2,2,2,1.0,True,True
3084383,7,7,7,1.0,True,True
3084437,3,3,3,1.0,True,True
3084806,2,2,2,1.0,True,True
3084810,2,2,2,1.0,True,True
3084828,2,2,2,1.0,True,True
3084835,4,4,4,1.0,True,True
3085052,2,2,2,1.0,True,True
3085153,2,2,2,1.0,True,True
3085385,4,4,4,1.0,True,True
3085389,4,4,4,1.0,True,True
3085450,2,2,2,1.0,True,True
3085468,3,3,3,1.0,True,True
3085472,7,7,7,1.0,True,True
3085542,5,5,5,1.0,True,True
3085736,3,3,3,1.0,True,True
3085747,3,3,3,1.0,True,True
3085809,2,2,2,1.0,True,True
3085909,2,2,2,1.0,True,True
3085947,2,2,2,1.0,True,True
3086011,2,2,2,1.0,True,True
3086104,3,3,3,1.0,True,True
3086822,3,3,3,1.0,True,True
3086832,6,6,6,1.0,True,True
3086873,3,3,3,1.0,True,True
3087120,3,3,3,1.0,True,True
3087125,2,2,2,1.0,True,True
3087193,3,3,3,1.0,True,True
3087240,10,10,10,1.0,True,True
3087550,5,5,5,1.0,True,True
3087609,8,8,8,1.0,True,True
3088304,3,3,3,1.0,True,True
3088678,2,2,2,1.0,True,True
3088862,2,2,2,1.0,True,True
3088889,11,11,11,1.0,True,True
3088890,5,5,5,1.0,True,True
3088903,8,8,8,1.0,True,True
3089011,2,2,2,1.0,True,True
3089145,3,3,3,1.0,True,True
3089159,2,2,2,1.0,True,True
3089191,2,2,2,1.0,True,True
3089219,12,12,12,1.0,True,True
3089291,2,2,2,1.0,True,True
3089514,9,9,9,1.0,True,True
3089709,2,2,2,1.0,True,True
3089734,9,9,9,1.0,True,True
3089802,5,5,5,1.0,True,True
3089837,8,8,8,1.0,True,True
3090031,10,10,10,1.0,True,True
3090042,4,4,4,1.0,True,True
3090198,2,2,2,1.0,True,True
3090282,2,2,2,1.0,True,True
3090344,2,2,2,1.0,True,True
3090461,2,2,2,1.0,True,True
3090501,2,2,2,1.0,True,True
3090559,2,2,2,1.0,True,True
3090581,6,6,6,1.0,True,True
3090781,14,14,14,1.0,True,True
3090794,10,10,10,1.0,True,True
3090795,5,5,5,1.0,True,True
3090836,2,2,2,1.0,True,True
3090977,2,2,2,1.0,True,True
3090978,2,2,2,1.0,True,True
3091040,2,2,2,1.0,True,True
3091108,11,11,11,1.0,True,True
3091134,14,14,14,1.0,True,True
3091148,14,14,14,1.0,True,True
3091445,5,5,5,1.0,True,True
3091540,3,3,3,1.0,True,True
3091547,3,3,3,1.0,True,True
3091549,6,6,6,1.0,True,True
3091825,3,3,3,1.0,True,True
3091832,5,5,5,1.0,True,True
3092102,2,2,2,1.0,True,True
3092178,12,12,12,1.0,True,True
3092381,2,2,2,1.0,True,True
3092455,2,2,2,1.0,True,True
3092961,13,13,13,1.0,True,True
3092996,8,8,8,1.0,True,True
3092999,3,3,3,1.0,True,True
3093170,2,2,2,1.0,True,True
3093516,4,4,4,1.0,True,True
3093556,4,4,4,1.0,True,True
3093568,5,5,5,1.0,True,True
3093811,2,2,2,1.0,True,True
3093943,3,3,3,1.0,True,True
3093947,2,2,2,1.0,True,True
3094050,2,2,2,1.0,True,True
3094236,2,2,2,1.0,True,True
3094295,11,11,11,1.0,True,True
3094336,2,2,2,1.0,True,True
3094464,2,2,2,1.0,True,True
3094562,6,6,6,1.0,True,True
3094591,9,9,9,1.0,True,True
3094634,3,3,3,1.0,True,True
3094645,2,2,2,1.0,True,True
3094687,5,5,5,1.0,True,True
3094722,3,3,3,1.0,True,True
3094951,2,2,2,1.0,True,True
3095026,2,2,2,1.0,True,True
3095094,4,4,4,1.0,True,True
3095101,5,5,5,1.0,True,True
3095110,3,3,3,1.0,True,True
3095129,2,2,2,1.0,True,True
3095143,2,2,2,1.0,True,True
3095226,3,3,3,1.0,True,True
3095430,10,10,10,1.0,True,True
3095457,5,5,5,1.0,True,True
3095505,2,2,2,1.0,True,True
3095508,14,14,14,1.0,True,True
3095525,2,2,2,1.0,True,True
3095552,3,3,3,1.0,True,True
3095589,2,2,2,1.0,True,True
3095692,2,2,2,1.0,True,True
3095736,11,11,11,1.0,True,True
3095854,2,2,2,1.0,True,True
3095901,6,6,6,1.0,True,True
3095960,2,2,2,1.0,True,True
3096217,8,8,8,1.0,True,True
3096227,2,2,2,1.0,True,True
3096244,5,5,5,1.0,True,True
3096364,2,2,2,1.0,True,True
3096456,2,2,2,1.0,True,True
3096483,3,3,3,1.0,True,True
3096508,2,2,2,1.0,True,True
3096529,3,3,3,1.0,True,True
3096618,5,5,5,1.0,True,True
3096692,2,2,2,1.0,True,True
3096983,2,2,2,1.0,True,True
3097157,2,2,2,1.0,True,True
3097482,9,9,9,1.0,True,True
3097735,3,3,3,1.0,True,True
3097829,3,3,3,1.0,True,True
3097834,2,2,2,1.0,True,True
3097835,8,8,8,1.0,True,True
3097873,11,11,11,1.0,True,True
3097914,2,2,2,1.0,True,True
3097931,2,2,2,1.0,True,True
3098028,7,7,7,1.0,True,True
3098053,2,2,2,1.0,True,True
3098084,14,14,14,1.0,True,True
3098207,2,2,2,1.0,True,True
3098360,3,3,3,1.0,True,True
3098366,8,8,8,1.0,True,True
3098369,9,9,9,1.0,True,True
3098370,6,6,6,1.0,True,True
3098426,4,4,4,1.0,True,True
3098664,2,2,2,1.0,True,True
3098749,3,3,3,1.0,True,True
3098777,2,2,2,1.0,True,True
3098805,5,5,5,1.0,True,True
3099096,8,8,8,1.0,True,True
3099111,2,2,2,1.0,True,True
3099138,10,10,10,1.0,True,True
3099153,3,3,3,1.0,True,True
3099361,2,2,2,1.0,True,True
3099494,3,3,3,1.0,True,True
3099508,6,6,6,1.0,True,True
3099862,3,3,3,1.0,True,True
3099887,2,2,2,1.0,True,True
3099888,4,4,4,1.0,True,True
3099951,12,12,12,1.0,True,True
3099962,2,2,2,1.0,True,True
3100000,4,4,4,1.0,True,True
3100002,3,3,3,1.0,True,True
3100003,6,6,6,1.0,True,True
3100015,8,8,8,1.0,True,True
3100048,2,2,2,1.0,True,True
3100191,9,9,9,1.0,True,True
3100198,2,2,2,1.0,True,True
3100315,4,4,4,1.0,True,True
3100400,4,4,4,1.0,True,True
3100489,3,3,3,1.0,True,True
3100622,2,2,2,1.0,True,True
3100679,5,5,5,1.0,True,True
3100737,2,2,2,1.0,True,True
3100811,9,9,9,1.0,True,True
3100855,2,2,2,1.0,True,True
3100859,5,5,5,1.0,True,True
3100888,4,4,4,1.0,True,True
3101230,2,2,2,1.0,True,True
3101347,2,2,2,1.0,True,True
3101382,2,2,2,1.0,True,True
3101385,2,2,2,1.0,True,True
3101387,3,3,3,1.0,True,True
3101398,2,2,2,1.0,True,True
3101417,4,4,4,1.0,True,True
3101436,2,2,2,1.0,True,True
3101514,4,4,4,1.0,True,True
3101626,2,2,2,1.0,True,True
3101647,2,2,2,1.0,True,True
3101653,5,5,5,1.0,True,True
3101833,2,2,2,1.0,True,True
3101979,2,2,2,1.0,True,True
3102014,6,6,6,1.0,True,True
3102019,2,2,2,1.0,True,True
3102041,6,6,6,1.0,True,True
3102061,5,5,5,1.0,True,True
3102108,2,2,2,1.0,True,True
3102136,2,2,2,1.0,True,True
3102198,2,2,2,1.0,True,True
3102300,11,11,11,1.0,True,True
3102381,8,8,8,1.0,True,True
3102388,4,4,4,1.0,True,True
3102747,2,2,2,1.0,True,True
3102766,4,4,4,1.0,True,True
3102855,7,7,7,1.0,True,True
3102873,2,2,2,1.0,True,True
3102898,5,5,5,1.0,True,True
3102901,2,2,2,1.0,True,True
3102910,2,2,2,1.0,True,True
3103034,2,2,2,1.0,True,True
3103443,10,10,10,1.0,True,True
3103484,2,2,2,1.0,True,True
3103547,2,2,2,1.0,True,True
3103726,5,5,5,1.0,True,True
3103780,2,2,2,1.0,True,True
3103801,4,4,4,1.0,True,True
3103843,3,3,3,1.0,True,True
3103986,2,2,2,1.0,True,True
3104156,2,2,2,1.0,True,True
3104199,2,2,2,1.0,True,True
3104204,2,2,2,1.0,True,True
3104239,6,6,6,1.0,True,True
3104274,2,2,2,1.0,True,True
3104321,4,4,4,1.0,True,True
3104337,3,3,3,1.0,True,True
3104484,2,2,2,1.0,True,True
3104687,2,2,2,1.0,True,True
3104693,3,3,3,1.0,True,True
3104891,7,7,7,1.0,True,True
3104913,2,2,2,1.0,True,True
3104925,3,3,3,1.0,True,True
3105167,2,2,2,1.0,True,True
3105257,2,2,2,1.0,True,True
3105263,4,4,4,1.0,True,True
3105287,2,2,2,1.0,True,True
3105348,2,2,2,1.0,True,True
3105352,2,2,2,1.0,True,True
3105412,3,3,3,1.0,True,True
3105502,5,5,5,1.0,True,True
3105545,3,3,3,1.0,True,True
3105614,2,2,2,1.0,True,True
3105806,3,3,3,1.0,True,True
3105871,4,4,4,1.0,True,True
3105882,4,4,4,1.0,True,True
3105916,2,2,2,1.0,True,True
3105948,5,5,5,1.0,True,True
3106009,2,2,2,1.0,True,True
3106277,4,4,4,1.0,True,True
3106406,9,9,9,1.0,True,True
3106530,2,2,2,1.0,True,True
3106678,2,2,2,1.0,True,True
3106851,4,4,4,1.0,True,True
3107239,6,6,6,1.0,True,True
3107451,2,2,2,1.0,True,True
3107506,2,2,2,1.0,True,True
3107729,2,2,2,1.0,True,True
3107946,4,4,4,1.0,True,True
3107951,3,3,3,1.0,True,True
3107994,2,2,2,1.0,True,True
3108638,3,3,3,1.0,True,True
3108645,9,9,9,1.0,True,True
3108716,8,8,8,1.0,True,True
3108725,12,12,12,1.0,True,True
3108731,3,3,3,1.0,True,True
3109025,2,2,2,1.0,True,True
3109070,2,2,2,1.0,True,True
3109111,3,3,3,1.0,True,True
3109114,2,2,2,1.0,True,True
3109144,2,2,2,1.0,True,True
3109177,2,2,2,1.0,True,True
3109273,5,5,5,1.0,True,True
3109316,5,5,5,1.0,True,True
3109333,2,2,2,1.0,True,True
3109472,2,2,2,1.0,True,True
3109573,2,2,2,1.0,True,True
3109621,2,2,2,1.0,True,True
3109698,3,3,3,1.0,True,True
3109774,3,3,3,1.0,True,True
3109836,8,8,8,1.0,True,True
3109886,8,8,8,1.0,True,True
3109943,3,3,3,1.0,True,True
3109966,2,2,2,1.0,True,True
3110065,4,4,4,1.0,True,True
3110069,2,2,2,1.0,True,True
3110103,2,2,2,1.0,True,True
3110226,4,4,4,1.0,True,True
3110287,2,2,2,1.0,True,True
3110332,2,2,2,1.0,True,True
3110550,9,9,9,1.0,True,True
3110608,3,3,3,1.0,True,True
3110705,2,2,2,1.0,True,True
3110723,6,6,6,1.0,True,True
3110833,2,2,2,1.0,True,True
3110995,4,4,4,1.0,True,True
3111182,4,4,4,1.0,True,True
3111196,3,3,3,1.0,True,True
3111205,2,2,2,1.0,True,True
3111206,3,3,3,1.0,True,True
3111216,7,7,7,1.0,True,True
3111318,2,2,2,1.0,True,True
3111448,2,2,2,1.0,True,True
3111501,2,2,2,1.0,True,True
3111502,3,3,3,1.0,True,True
3111533,2,2,2,1.0,True,True
3111633,2,2,2,1.0,True,True
3111661,2,2,2,1.0,True,True
3111991,2,2,2,1.0,True,True
3112094,4,4,4,1.0,True,True
3112324,5,5,5,1.0,True,True
3112339,2,2,2,1.0,True,True
3112341,2,2,2,1.0,True,True
3112352,5,5,5,1.0,True,True
3112430,3,3,3,1.0,True,True
3112683,4,4,4,1.0,True,True
3112693,4,4,4,1.0,True,True
3112885,2,2,2,1.0,True,True
3112985,2,2,2,1.0,True,True
3113014,5,5,5,1.0,True,True
3113035,2,2,2,1.0,True,True
3113150,5,5,5,1.0,True,True
3113157,2,2,2,1.0,True,True
3113469,8,8,8,1.0,True,True
3113470,6,6,6,1.0,True,True
3113478,11,11,11,1.0,True,True
3113480,7,7,7,1.0,True,True
3113604,2,2,2,1.0,True,True
3113724,5,5,5,1.0,True,True
3113745,5,5,5,1.0,True,True
3113749,6,6,6,1.0,True,True
3113813,10,10,10,1.0,True,True
3113817,3,3,3,1.0,True,True
3113857,2,2,2,1.0,True,True
3113902,5,5,5,1.0,True,True
3114117,2,2,2,1.0,True,True
3114152,2,2,2,1.0,True,True
3114185,2,2,2,1.0,True,True
3114333,3,3,3,1.0,True,True
3114349,2,2,2,1.0,True,True
3114441,2,2,2,1.0,True,True
3114443,8,8,8,1.0,True,True
3114718,3,3,3,1.0,True,True
3114851,2,2,2,1.0,True,True
3114857,3,3,3,1.0,True,True
3115029,2,2,2,1.0,True,True
3115246,3,3,3,1.0,True,True
3115253,3,3,3,1.0,True,True
3115318,2,2,2,1.0,True,True
3115454,2,2,2,1.0,True,True
3115475,2,2,2,1.0,True,True
3115491,2,2,2,1.0,True,True
3115495,2,2,2,1.0,True,True
3115501,11,11,11,1.0,True,True
3115503,4,4,4,1.0,True,True
3115510,13,13,13,1.0,True,True
3115511,14,14,14,1.0,True,True
3115631,8,8,8,1.0,True,True
3115636,7,7,7,1.0,True,True
3115692,2,2,2,1.0,True,True
3115761,2,2,2,1.0,True,True
