basepk,rows_found,chunk_total_min,chunk_total_max,total_chunk_weight,chunk_total_consistent,all_chunks_present
2690171,2,2,2,1.0,True,True
2690218,5,5,5,1.0,True,True
2690344,2,2,2,1.0,True,True
2690369,4,4,4,1.0,True,True
2690392,2,2,2,1.0,True,True
2690628,2,2,2,1.0,True,True
2690652,2,2,2,1.0,True,True
2690687,5,5,5,1.0,True,True
2690777,2,2,2,1.0,True,True
2690828,5,5,5,1.0,True,True
2690830,2,2,2,1.0,True,True
2690921,2,2,2,1.0,True,True
2690930,7,7,7,1.0,True,True
2691177,4,4,4,1.0,True,True
2691243,4,4,4,1.0,True,True
2691499,3,3,3,1.0,True,True
2691544,2,2,2,1.0,True,True
2691729,2,2,2,1.0,True,True
2692073,2,2,2,1.0,True,True
2692140,9,9,9,1.0,True,True
2692166,6,6,6,1.0,True,True
2692208,7,7,7,1.0,True,True
2692267,3,3,3,1.0,True,True
2692280,2,2,2,1.0,True,True
2692464,5,5,5,1.0,True,True
2692557,2,2,2,1.0,True,True
2692606,5,5,5,1.0,True,True
2692627,2,2,2,1.0,True,True
2692647,8,8,8,1.0,True,True
2692651,4,4,4,1.0,True,True
2692752,2,2,2,1.0,True,True
2693097,8,8,8,1.0,True,True
2693124,14,14,14,1.0,True,True
2693125,10,10,10,1.0,True,True
2693139,10,10,10,1.0,True,True
2693140,11,11,11,1.0,True,True
2693156,2,2,2,1.0,True,True
2693345,2,2,2,1.0,True,True
2693380,4,4,4,1.0,True,True
2693418,2,2,2,1.0,True,True
2693565,3,3,3,1.0,True,True
2693749,3,3,3,1.0,True,True
2693753,3,3,3,1.0,True,True
2693775,7,7,7,1.0,True,True
2693793,2,2,2,1.0,True,True
2693860,3,3,3,1.0,True,True
2693998,2,2,2,1.0,True,True
2694236,2,2,2,1.0,True,True
2694251,2,2,2,1.0,True,True
2694297,2,2,2,1.0,True,True
2694301,2,2,2,1.0,True,True
2694337,2,2,2,1.0,True,True
2694376,2,2,2,1.0,True,True
2694441,2,2,2,1.0,True,True
2694481,3,3,3,1.0,True,True
2695138,6,6,6,1.0,True,True
2695139,4,4,4,1.0,True,True
2695145,2,2,2,1.0,True,True
2695258,3,3,3,1.0,True,True
2695491,2,2,2,1.0,True,True
2695540,3,3,3,1.0,True,True
2695562,7,7,7,1.0,True,True
2695585,2,2,2,1.0,True,True
2695850,8,8,8,1.0,True,True
2695893,4,4,4,1.0,True,True
2696141,2,2,2,1.0,True,True
2696182,8,8,8,1.0,True,True
2696186,6,6,6,1.0,True,True
2696188,5,5,5,1.0,True,True
2696204,7,7,7,1.0,True,True
2696291,2,2,2,1.0,True,True
2696335,2,2,2,1.0,True,True
2696366,4,4,4,1.0,True,True
2696709,2,2,2,1.0,True,True
2696739,2,2,2,1.0,True,True
2697042,2,2,2,1.0,True,True
2697380,2,2,2,1.0,True,True
2697393,2,2,2,1.0,True,True
2697425,3,3,3,1.0,True,True
2697457,3,3,3,1.0,True,True
2697531,11,11,11,1.0,True,True
2697542,5,5,5,1.0,True,True
2697750,3,3,3,1.0,True,True
2697795,3,3,3,1.0,True,True
2698202,2,2,2,1.0,True,True
2698208,2,2,2,1.0,True,True
2698353,2,2,2,1.0,True,True
2698409,2,2,2,1.0,True,True
2698466,2,2,2,1.0,True,True
2698794,5,5,5,1.0,True,True
2699081,2,2,2,1.0,True,True
2699099,3,3,3,1.0,True,True
2699112,2,2,2,1.0,True,True
2699113,2,2,2,1.0,True,True
2699130,3,3,3,1.0,True,True
2699147,5,5,5,1.0,True,True
2699417,2,2,2,1.0,True,True
2699423,4,4,4,1.0,True,True
2699469,8,8,8,1.0,True,True
2699519,9,9,9,1.0,True,True
2699523,2,2,2,1.0,True,True
2699529,5,5,5,1.0,True,True
2699603,3,3,3,1.0,True,True
2699607,5,5,5,1.0,True,True
2699835,3,3,3,1.0,True,True
2700635,5,5,5,1.0,True,True
2700679,2,2,2,1.0,True,True
2700699,6,6,6,1.0,True,True
2700744,2,2,2,1.0,True,True
2700781,3,3,3,1.0,True,True
2700860,3,3,3,1.0,True,True
2701094,7,7,7,1.0,True,True
2701105,2,2,2,1.0,True,True
2701142,3,3,3,1.0,True,True
2701170,3,3,3,1.0,True,True
2701206,3,3,3,1.0,True,True
2701219,2,2,2,1.0,True,True
2701230,6,6,6,1.0,True,True
2701468,3,3,3,1.0,True,True
2701732,11,11,11,1.0,True,True
2701757,4,4,4,1.0,True,True
2701983,11,11,11,1.0,True,True
2702039,4,4,4,1.0,True,True
2702062,6,6,6,1.0,True,True
2702081,5,5,5,1.0,True,True
2702469,12,12,12,1.0,True,True
2703059,7,7,7,1.0,True,True
2703070,7,7,7,1.0,True,True
2703144,2,2,2,1.0,True,True
2703403,3,3,3,1.0,True,True
2703437,6,6,6,1.0,True,True
2703465,11,11,11,1.0,True,True
2703772,14,14,14,1.0,True,True
2704182,12,12,12,1.0,True,True
2704187,2,2,2,1.0,True,True
2704525,2,2,2,1.0,True,True
2704617,7,7,7,1.0,True,True
2704640,2,2,2,1.0,True,True
2704874,4,4,4,1.0,True,True
2704921,11,11,11,1.0,True,True
2705193,2,2,2,1.0,True,True
2705356,10,10,10,1.0,True,True
2705376,8,8,8,1.0,True,True
2705401,9,9,9,1.0,True,True
2705422,5,5,5,1.0,True,True
2705748,2,2,2,1.0,True,True
2705753,2,2,2,1.0,True,True
2705773,3,3,3,1.0,True,True
2705788,2,2,2,1.0,True,True
2705792,2,2,2,1.0,True,True
2705804,2,2,2,1.0,True,True
2705887,4,4,4,1.0,True,True
2705892,3,3,3,1.0,True,True
2706481,2,2,2,1.0,True,True
2706569,3,3,3,1.0,True,True
2706876,4,4,4,1.0,True,True
2707032,2,2,2,1.0,True,True
2707228,2,2,2,1.0,True,True
2707276,5,5,5,1.0,True,True
2707326,5,5,5,1.0,True,True
2707721,6,6,6,1.0,True,True
2707743,8,8,8,1.0,True,True
2708122,2,2,2,1.0,True,True
2708332,2,2,2,1.0,True,True
2708390,8,8,8,1.0,True,True
2708455,4,4,4,1.0,True,True
2708546,6,6,6,1.0,True,True
2708549,6,6,6,1.0,True,True
2708791,12,12,12,1.0,True,True
2709098,4,4,4,1.0,True,True
2709131,7,7,7,1.0,True,True
2709195,2,2,2,1.0,True,True
2709198,4,4,4,1.0,True,True
2709409,2,2,2,1.0,True,True
2709474,4,4,4,1.0,True,True
2709477,3,3,3,1.0,True,True
2709538,4,4,4,1.0,True,True
2709689,3,3,3,1.0,True,True
2710050,4,4,4,1.0,True,True
2710098,12,12,12,1.0,True,True
2710131,6,6,6,1.0,True,True
2710403,6,6,6,1.0,True,True
2710557,2,2,2,1.0,True,True
2710589,11,11,11,1.0,True,True
2710610,2,2,2,1.0,True,True
2710932,9,9,9,1.0,True,True
2710937,5,5,5,1.0,True,True
2711317,3,3,3,1.0,True,True
2711330,2,2,2,1.0,True,True
2711378,4,4,4,1.0,True,True
2711386,2,2,2,1.0,True,True
2711415,6,6,6,1.0,True,True
2711697,2,2,2,1.0,True,True
2711706,2,2,2,1.0,True,True
2711776,5,5,5,1.0,True,True
2712317,2,2,2,1.0,True,True
2712372,2,2,2,1.0,True,True
2712392,2,2,2,1.0,True,True
2712670,2,2,2,1.0,True,True
2712741,12,12,12,1.0,True,True
2713150,6,6,6,1.0,True,True
2713209,7,7,7,1.0,True,True
2713237,7,7,7,1.0,True,True
2713265,2,2,2,1.0,True,True
2713532,3,3,3,1.0,True,True
2713536,2,2,2,1.0,True,True
2713558,5,5,5,1.0,True,True
2713607,8,8,8,1.0,True,True
2713613,2,2,2,1.0,True,True
2713918,6,6,6,1.0,True,True
2714336,13,13,13,1.0,True,True
2714370,3,3,3,1.0,True,True
2714648,3,3,3,1.0,True,True
2714693,3,3,3,1.0,True,True
2714718,8,8,8,1.0,True,True
2714765,2,2,2,1.0,True,True
2715090,2,2,2,1.0,True,True
2715103,6,6,6,1.0,True,True
2715137,9,9,9,1.0,True,True
2715430,2,2,2,1.0,True,True
2715456,11,11,11,1.0,True,True
2715531,5,5,5,1.0,True,True
2715774,6,6,6,1.0,True,True
2715781,4,4,4,1.0,True,True
2715815,14,14,14,1.0,True,True
2715883,2,2,2,1.0,True,True
2715924,2,2,2,1.0,True,True
2716178,12,12,12,1.0,True,True
2716179,12,12,12,1.0,True,True
2716180,14,14,14,1.0,True,True
2716483,3,3,3,1.0,True,True
2716541,6,6,6,1.0,True,True
2716596,9,9,9,1.0,True,True
2716839,5,5,5,1.0,True,True
2716895,8,8,8,1.0,True,True
2717066,2,2,2,1.0,True,True
2717222,6,6,6,1.0,True,True
2717256,3,3,3,1.0,True,True
2717257,2,2,2,1.0,True,True
2717287,3,3,3,1.0,True,True
2717290,2,2,2,1.0,True,True
2717306,11,11,11,1.0,True,True
2717543,9,9,9,1.0,True,True
2717577,3,3,3,1.0,True,True
2717581,3,3,3,1.0,True,True
2718309,2,2,2,1.0,True,True
2718316,3,3,3,1.0,True,True
2718337,4,4,4,1.0,True,True
2718358,2,2,2,1.0,True,True
2718428,3,3,3,1.0,True,True
2718701,2,2,2,1.0,True,True
2718706,4,4,4,1.0,True,True
2718739,6,6,6,1.0,True,True
2719023,5,5,5,1.0,True,True
2719085,4,4,4,1.0,True,True
2719147,2,2,2,1.0,True,True
2719396,14,14,14,1.0,True,True
2719454,4,4,4,1.0,True,True
2719457,2,2,2,1.0,True,True
2719584,2,2,2,1.0,True,True
2719828,2,2,2,1.0,True,True
2719849,2,2,2,1.0,True,True
2719862,10,10,10,1.0,True,True
2719873,2,2,2,1.0,True,True
2720167,2,2,2,1.0,True,True
2720200,13,13,13,1.0,True,True
2720224,10,10,10,1.0,True,True
2720293,3,3,3,1.0,True,True
2720303,3,3,3,1.0,True,True
2720345,2,2,2,1.0,True,True
2720369,6,6,6,1.0,True,True
2720390,3,3,3,1.0,True,True
2720633,2,2,2,1.0,True,True
2720735,3,3,3,1.0,True,True
2720831,2,2,2,1.0,True,True
2720932,2,2,2,1.0,True,True
2721046,4,4,4,1.0,True,True
2721064,6,6,6,1.0,True,True
2721065,4,4,4,1.0,True,True
2721091,4,4,4,1.0,True,True
2721151,5,5,5,1.0,True,True
2721429,12,12,12,1.0,True,True
2721542,2,2,2,1.0,True,True
2721720,2,2,2,1.0,True,True
2722136,9,9,9,1.0,True,True
2722178,4,4,4,1.0,True,True
2722538,4,4,4,1.0,True,True
2722808,9,9,9,1.0,True,True
2722819,9,9,9,1.0,True,True
2722910,5,5,5,1.0,True,True
2722924,3,3,3,1.0,True,True
2722936,2,2,2,1.0,True,True
2722967,5,5,5,1.0,True,True
2722981,4,4,4,1.0,True,True
2722992,2,2,2,1.0,True,True
2723100,2,2,2,1.0,True,True
2723179,2,2,2,1.0,True,True
2723221,3,3,3,1.0,True,True
2723229,3,3,3,1.0,True,True
2723271,2,2,2,1.0,True,True
2723412,3,3,3,1.0,True,True
2723491,2,2,2,1.0,True,True
2723492,4,4,4,1.0,True,True
2723657,3,3,3,1.0,True,True
2723723,4,4,4,1.0,True,True
2723752,3,3,3,1.0,True,True
2723759,2,2,2,1.0,True,True
2723775,2,2,2,1.0,True,True
2724022,4,4,4,1.0,True,True
2724050,2,2,2,1.0,True,True
2724179,9,9,9,1.0,True,True
2724298,2,2,2,1.0,True,True
2724313,2,2,2,1.0,True,True
2724498,3,3,3,1.0,True,True
2724528,2,2,2,1.0,True,True
2724694,2,2,2,1.0,True,True
2724736,4,4,4,1.0,True,True
2724763,8,8,8,1.0,True,True
2724764,9,9,9,1.0,True,True
2725014,3,3,3,1.0,True,True
2725098,8,8,8,1.0,True,True
2725117,6,6,6,1.0,True,True
2725174,4,4,4,1.0,True,True
2725378,11,11,11,1.0,True,True
2725543,4,4,4,1.0,True,True
2725546,5,5,5,1.0,True,True
2725589,3,3,3,1.0,True,True
2725591,2,2,2,1.0,True,True
2725906,13,13,13,1.0,True,True
2725927,2,2,2,1.0,True,True
2725969,2,2,2,1.0,True,True
2725973,2,2,2,1.0,True,True
2726214,13,13,13,1.0,True,True
2726238,3,3,3,1.0,True,True
2726265,5,5,5,1.0,True,True
2726271,9,9,9,1.0,True,True
2726277,2,2,2,1.0,True,True
2726280,9,9,9,1.0,True,True
2726518,3,3,3,1.0,True,True
2726535,2,2,2,1.0,True,True
2726772,6,6,6,1.0,True,True
2726773,5,5,5,1.0,True,True
2726776,10,10,10,1.0,True,True
2726777,9,9,9,1.0,True,True
2727048,3,3,3,1.0,True,True
2727067,2,2,2,1.0,True,True
2727269,4,4,4,1.0,True,True
2727300,3,3,3,1.0,True,True
2727305,5,5,5,1.0,True,True
2727386,10,10,10,1.0,True,True
2727427,2,2,2,1.0,True,True
2727576,2,2,2,1.0,True,True
2727644,3,3,3,1.0,True,True
2727703,5,5,5,1.0,True,True
2727718,2,2,2,1.0,True,True
2727724,6,6,6,1.0,True,True
2727887,2,2,2,1.0,True,True
2727891,3,3,3,1.0,True,True
2727949,5,5,5,1.0,True,True
2727995,10,10,10,1.0,True,True
2728012,5,5,5,1.0,True,True
2728364,7,7,7,1.0,True,True
2728652,7,7,7,1.0,True,True
2728689,2,2,2,1.0,True,True
2728921,8,8,8,1.0,True,True
2728981,9,9,9,1.0,True,True
2729010,2,2,2,1.0,True,True
2729256,7,7,7,1.0,True,True
2729285,2,2,2,1.0,True,True
2729298,11,11,11,1.0,True,True
2729363,2,2,2,1.0,True,True
2729406,3,3,3,1.0,True,True
2729410,2,2,2,1.0,True,True
2729646,2,2,2,1.0,True,True
2729654,5,5,5,1.0,True,True
2729655,10,10,10,1.0,True,True
2729657,10,10,10,1.0,True,True
2729662,10,10,10,1.0,True,True
2729698,2,2,2,1.0,True,True
2729741,6,6,6,1.0,True,True
2730044,9,9,9,1.0,True,True
2730076,3,3,3,1.0,True,True
2730279,3,3,3,1.0,True,True
2730372,2,2,2,1.0,True,True
2730426,6,6,6,1.0,True,True
2730430,7,7,7,1.0,True,True
2730444,5,5,5,1.0,True,True
2730739,5,5,5,1.0,True,True
2730790,2,2,2,1.0,True,True
2730804,3,3,3,1.0,True,True
2730866,5,5,5,1.0,True,True
2731116,5,5,5,1.0,True,True
2731135,2,2,2,1.0,True,True
2731519,14,14,14,1.0,True,True
2731542,3,3,3,1.0,True,True
2731597,13,13,13,1.0,True,True
2731642,8,8,8,1.0,True,True
2731686,4,4,4,1.0,True,True
2732016,4,4,4,1.0,True,True
2732332,2,2,2,1.0,True,True
2732406,2,2,2,1.0,True,True
2732415,3,3,3,1.0,True,True
2732479,7,7,7,1.0,True,True
2732518,2,2,2,1.0,True,True
2732738,6,6,6,1.0,True,True
2732745,4,4,4,1.0,True,True
2733057,2,2,2,1.0,True,True
2733152,6,6,6,1.0,True,True
2733155,5,5,5,1.0,True,True
2733367,2,2,2,1.0,True,True
2733373,2,2,2,1.0,True,True
2733397,2,2,2,1.0,True,True
2733456,7,7,7,1.0,True,True
2733826,8,8,8,1.0,True,True
2734047,10,10,10,1.0,True,True
2734119,5,5,5,1.0,True,True
2734151,4,4,4,1.0,True,True
2734395,9,9,9,1.0,True,True
2734435,2,2,2,1.0,True,True
2734449,2,2,2,1.0,True,True
2734486,11,11,11,1.0,True,True
2734865,5,5,5,1.0,True,True
2734915,2,2,2,1.0,True,True
2734928,8,8,8,1.0,True,True
2735318,2,2,2,1.0,True,True
2735332,9,9,9,1.0,True,True
2735347,2,2,2,1.0,True,True
2735778,4,4,4,1.0,True,True
2735829,2,2,2,1.0,True,True
2735860,2,2,2,1.0,True,True
2735868,2,2,2,1.0,True,True
2735870,2,2,2,1.0,True,True
2736303,3,3,3,1.0,True,True
2736548,12,12,12,1.0,True,True
2736561,4,4,4,1.0,True,True
2736588,2,2,2,1.0,True,True
2736618,3,3,3,1.0,True,True
2736899,6,6,6,1.0,True,True
2736926,8,8,8,1.0,True,True
2736942,2,2,2,1.0,True,True
2737225,11,11,11,1.0,True,True
2737231,2,2,2,1.0,True,True
2737284,10,10,10,1.0,True,True
2737291,2,2,2,1.0,True,True
2737533,11,11,11,1.0,True,True
2737546,13,13,13,1.0,True,True
2737549,5,5,5,1.0,True,True
2737597,8,8,8,1.0,True,True
2737609,2,2,2,1.0,True,True
2737838,2,2,2,1.0,True,True
2737873,7,7,7,1.0,True,True
2738032,2,2,2,1.0,True,True
2738279,2,2,2,1.0,True,True
2738314,4,4,4,1.0,True,True
2738394,3,3,3,1.0,True,True
2738449,2,2,2,1.0,True,True
2739134,7,7,7,1.0,True,True
2739190,2,2,2,1.0,True,True
2739191,2,2,2,1.0,True,True
2739233,3,3,3,1.0,True,True
2739244,7,7,7,1.0,True,True
2739256,8,8,8,1.0,True,True
2739257,4,4,4,1.0,True,True
2739272,5,5,5,1.0,True,True
2739346,2,2,2,1.0,True,True
2739379,2,2,2,1.0,True,True
2739381,2,2,2,1.0,True,True
2739399,5,5,5,1.0,True,True
2739404,3,3,3,1.0,True,True
2739427,3,3,3,1.0,True,True
2739438,2,2,2,1.0,True,True
2739698,2,2,2,1.0,True,True
2739717,2,2,2,1.0,True,True
2739721,4,4,4,1.0,True,True
2739838,4,4,4,1.0,True,True
2740107,2,2,2,1.0,True,True
2740157,3,3,3,1.0,True,True
2740251,2,2,2,1.0,True,True
2740490,6,6,6,1.0,True,True
2740546,12,12,12,1.0,True,True
2741071,2,2,2,1.0,True,True
2741356,8,8,8,1.0,True,True
2741368,4,4,4,1.0,True,True
2741425,2,2,2,1.0,True,True
2741473,13,13,13,1.0,True,True
2741853,4,4,4,1.0,True,True
2741862,9,9,9,1.0,True,True
2741903,2,2,2,1.0,True,True
2743080,3,3,3,1.0,True,True
2743377,5,5,5,1.0,True,True
2743400,4,4,4,1.0,True,True
2743405,5,5,5,1.0,True,True
2743446,7,7,7,1.0,True,True
2743790,2,2,2,1.0,True,True
2743819,7,7,7,1.0,True,True
2743903,4,4,4,1.0,True,True
2743991,2,2,2,1.0,True,True
2744451,4,4,4,1.0,True,True
2744464,2,2,2,1.0,True,True
2744494,6,6,6,1.0,True,True
2744531,4,4,4,1.0,True,True
2744733,4,4,4,1.0,True,True
2744759,14,14,14,1.0,True,True
2744774,9,9,9,1.0,True,True
2744942,2,2,2,1.0,True,True
2745260,2,2,2,1.0,True,True
2745262,8,8,8,1.0,True,True
2745288,15,15,15,1.0,True,True
2745322,2,2,2,1.0,True,True
2745353,3,3,3,1.0,True,True
2745378,2,2,2,1.0,True,True
2745395,2,2,2,1.0,True,True
2745882,4,4,4,1.0,True,True
2746133,2,2,2,1.0,True,True
2746552,2,2,2,1.0,True,True
2746842,2,2,2,1.0,True,True
2746859,4,4,4,1.0,True,True
2747079,2,2,2,1.0,True,True
2747084,2,2,2,1.0,True,True
2747196,2,2,2,1.0,True,True
2747287,2,2,2,1.0,True,True
2747587,4,4,4,1.0,True,True
2747620,2,2,2,1.0,True,True
2747882,6,6,6,1.0,True,True
2747927,2,2,2,1.0,True,True
2747979,2,2,2,1.0,True,True
2748001,5,5,5,1.0,True,True
2748022,2,2,2,1.0,True,True
2748569,12,12,12,1.0,True,True
2748577,2,2,2,1.0,True,True
2748611,2,2,2,1.0,True,True
2748647,2,2,2,1.0,True,True
2748654,3,3,3,1.0,True,True
2748937,4,4,4,1.0,True,True
2748941,2,2,2,1.0,True,True
2748947,2,2,2,1.0,True,True
2749323,5,5,5,1.0,True,True
2749357,5,5,5,1.0,True,True
2749374,3,3,3,1.0,True,True
2749666,6,6,6,1.0,True,True
2749851,2,2,2,1.0,True,True
2749855,7,7,7,1.0,True,True
2749857,4,4,4,1.0,True,True
2749877,2,2,2,1.0,True,True
2749941,8,8,8,1.0,True,True
2749943,2,2,2,1.0,True,True
2750097,2,2,2,1.0,True,True
2750115,2,2,2,1.0,True,True
2750191,8,8,8,1.0,True,True
2750204,2,2,2,1.0,True,True
2750239,2,2,2,1.0,True,True
2750255,4,4,4,1.0,True,True
2750483,9,9,9,1.0,True,True
2750508,7,7,7,1.0,True,True
2750557,4,4,4,1.0,True,True
2750581,3,3,3,1.0,True,True
2750611,5,5,5,1.0,True,True
2750929,2,2,2,1.0,True,True
2750942,10,10,10,1.0,True,True
2750947,4,4,4,1.0,True,True
2750980,3,3,3,1.0,True,True
2751004,7,7,7,1.0,True,True
2751032,7,7,7,1.0,True,True
2751038,5,5,5,1.0,True,True
2751039,4,4,4,1.0,True,True
2751378,7,7,7,1.0,True,True
2751383,2,2,2,1.0,True,True
2751726,8,8,8,1.0,True,True
2751789,2,2,2,1.0,True,True
2751881,3,3,3,1.0,True,True
2751885,6,6,6,1.0,True,True
2751941,3,3,3,1.0,True,True
2752095,2,2,2,1.0,True,True
2752319,8,8,8,1.0,True,True
2752347,13,13,13,1.0,True,True
2752364,4,4,4,1.0,True,True
2752441,5,5,5,1.0,True,True
2752500,2,2,2,1.0,True,True
2752684,3,3,3,1.0,True,True
2752693,3,3,3,1.0,True,True
2752721,2,2,2,1.0,True,True
2753136,2,2,2,1.0,True,True
2753173,5,5,5,1.0,True,True
2753275,3,3,3,1.0,True,True
2753293,2,2,2,1.0,True,True
2754062,8,8,8,1.0,True,True
2754125,8,8,8,1.0,True,True
2754129,3,3,3,1.0,True,True
2754168,7,7,7,1.0,True,True
2754171,3,3,3,1.0,True,True
2754180,2,2,2,1.0,True,True
2754190,3,3,3,1.0,True,True
2754539,5,5,5,1.0,True,True
2754553,3,3,3,1.0,True,True
2754798,2,2,2,1.0,True,True
2754839,3,3,3,1.0,True,True
2754858,7,7,7,1.0,True,True
2754882,2,2,2,1.0,True,True
2754897,6,6,6,1.0,True,True
2754930,2,2,2,1.0,True,True
2755564,3,3,3,1.0,True,True
2755603,3,3,3,1.0,True,True
2755614,12,12,12,1.0,True,True
2755615,13,13,13,1.0,True,True
2755654,12,12,12,1.0,True,True
2755657,2,2,2,1.0,True,True
2755671,2,2,2,1.0,True,True
2755891,2,2,2,1.0,True,True
2756121,2,2,2,1.0,True,True
2756163,4,4,4,1.0,True,True
2756200,13,13,13,1.0,True,True
2756552,6,6,6,1.0,True,True
2756565,8,8,8,1.0,True,True
2757118,5,5,5,1.0,True,True
2757132,2,2,2,1.0,True,True
2757545,3,3,3,1.0,True,True
2757577,2,2,2,1.0,True,True
2757581,4,4,4,1.0,True,True
2757583,6,6,6,1.0,True,True
2757848,3,3,3,1.0,True,True
2757931,2,2,2,1.0,True,True
2758346,2,2,2,1.0,True,True
2758367,5,5,5,1.0,True,True
2758389,5,5,5,1.0,True,True
2758415,5,5,5,1.0,True,True
2758662,2,2,2,1.0,True,True
2758838,2,2,2,1.0,True,True
2758951,3,3,3,1.0,True,True
2759103,2,2,2,1.0,True,True
2759106,2,2,2,1.0,True,True
2759301,3,3,3,1.0,True,True
2759385,2,2,2,1.0,True,True
2759411,3,3,3,1.0,True,True
2759432,6,6,6,1.0,True,True
2759666,3,3,3,1.0,True,True
2760004,3,3,3,1.0,True,True
2760287,6,6,6,1.0,True,True
2760331,3,3,3,1.0,True,True
2760332,4,4,4,1.0,True,True
2760333,2,2,2,1.0,True,True
2760398,2,2,2,1.0,True,True
2760606,14,14,14,1.0,True,True
2760676,2,2,2,1.0,True,True
2760683,3,3,3,1.0,True,True
2760708,6,6,6,1.0,True,True
2760770,7,7,7,1.0,True,True
2760776,3,3,3,1.0,True,True
2761029,4,4,4,1.0,True,True
2761096,3,3,3,1.0,True,True
2761139,2,2,2,1.0,True,True
2761141,3,3,3,1.0,True,True
2761143,6,6,6,1.0,True,True
2761145,2,2,2,1.0,True,True
2761172,2,2,2,1.0,True,True
2761193,3,3,3,1.0,True,True
2761235,2,2,2,1.0,True,True
2761271,2,2,2,1.0,True,True
2761631,6,6,6,1.0,True,True
2761664,2,2,2,1.0,True,True
2761876,2,2,2,1.0,True,True
2761937,3,3,3,1.0,True,True
2761966,4,4,4,1.0,True,True
2761971,2,2,2,1.0,True,True
2762106,5,5,5,1.0,True,True
2762314,2,2,2,1.0,True,True
2762318,3,3,3,1.0,True,True
2762321,2,2,2,1.0,True,True
2762362,2,2,2,1.0,True,True
2762383,14,14,14,1.0,True,True
2762442,2,2,2,1.0,True,True
2762665,3,3,3,1.0,True,True
2762702,3,3,3,1.0,True,True
2762756,2,2,2,1.0,True,True
2762766,4,4,4,1.0,True,True
2762806,2,2,2,1.0,True,True
2762818,12,12,12,1.0,True,True
2762825,4,4,4,1.0,True,True
2762829,2,2,2,1.0,True,True
2762860,9,9,9,1.0,True,True
2762909,2,2,2,1.0,True,True
2762922,2,2,2,1.0,True,True
2763138,2,2,2,1.0,True,True
2763219,3,3,3,1.0,True,True
2763227,3,3,3,1.0,True,True
2763307,2,2,2,1.0,True,True
2763340,4,4,4,1.0,True,True
2763664,2,2,2,1.0,True,True
2763686,2,2,2,1.0,True,True
2764085,3,3,3,1.0,True,True
2764120,2,2,2,1.0,True,True
2764166,2,2,2,1.0,True,True
2764379,4,4,4,1.0,True,True
2764413,4,4,4,1.0,True,True
2764423,2,2,2,1.0,True,True
2764433,2,2,2,1.0,True,True
2764443,3,3,3,1.0,True,True
2764521,3,3,3,1.0,True,True
2764588,2,2,2,1.0,True,True
2764592,2,2,2,1.0,True,True
2764593,3,3,3,1.0,True,True
2764671,6,6,6,1.0,True,True
2764980,2,2,2,1.0,True,True
2764991,3,3,3,1.0,True,True
2765012,2,2,2,1.0,True,True
2765047,2,2,2,1.0,True,True
2765065,4,4,4,1.0,True,True
2765069,2,2,2,1.0,True,True
2765121,3,3,3,1.0,True,True
2765122,2,2,2,1.0,True,True
2765450,3,3,3,1.0,True,True
2765478,10,10,10,1.0,True,True
2765494,10,10,10,1.0,True,True
2765504,4,4,4,1.0,True,True
2765550,2,2,2,1.0,True,True
2765579,2,2,2,1.0,True,True
2765956,2,2,2,1.0,True,True
2766074,2,2,2,1.0,True,True
2766090,2,2,2,1.0,True,True
2766148,3,3,3,1.0,True,True
2766149,2,2,2,1.0,True,True
2766181,2,2,2,1.0,True,True
2766198,2,2,2,1.0,True,True
2766212,3,3,3,1.0,True,True
2766257,2,2,2,1.0,True,True
2766518,10,10,10,1.0,True,True
2766594,4,4,4,1.0,True,True
2766620,2,2,2,1.0,True,True
2766700,3,3,3,1.0,True,True
2766789,2,2,2,1.0,True,True
2766960,5,5,5,1.0,True,True
2766990,2,2,2,1.0,True,True
2766996,3,3,3,1.0,True,True
2767067,5,5,5,1.0,True,True
2767108,3,3,3,1.0,True,True
2767433,2,2,2,1.0,True,True
2767436,2,2,2,1.0,True,True
2767464,2,2,2,1.0,True,True
2767504,5,5,5,1.0,True,True
2767818,2,2,2,1.0,True,True
2767827,5,5,5,1.0,True,True
2767834,2,2,2,1.0,True,True
2768196,2,2,2,1.0,True,True
2768208,11,11,11,1.0,True,True
2768216,6,6,6,1.0,True,True
2768248,2,2,2,1.0,True,True
2768721,2,2,2,1.0,True,True
2768744,3,3,3,1.0,True,True
2769128,11,11,11,1.0,True,True
2769174,2,2,2,1.0,True,True
2769234,2,2,2,1.0,True,True
2769270,2,2,2,1.0,True,True
2769380,2,2,2,1.0,True,True
2769755,2,2,2,1.0,True,True
2769778,6,6,6,1.0,True,True
2770000,3,3,3,1.0,True,True
2770067,4,4,4,1.0,True,True
2770481,3,3,3,1.0,True,True
2770526,4,4,4,1.0,True,True
2770536,2,2,2,1.0,True,True
2770545,10,10,10,1.0,True,True
2770569,4,4,4,1.0,True,True
2771056,2,2,2,1.0,True,True
2771068,8,8,8,1.0,True,True
2771148,8,8,8,1.0,True,True
2771303,2,2,2,1.0,True,True
2771530,3,3,3,1.0,True,True
2771746,2,2,2,1.0,True,True
2771777,7,7,7,1.0,True,True
2771913,2,2,2,1.0,True,True
2771951,2,2,2,1.0,True,True
2771959,2,2,2,1.0,True,True
2772170,2,2,2,1.0,True,True
2772291,2,2,2,1.0,True,True
2772313,3,3,3,1.0,True,True
