basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
564250,ca.proc.d.1920-04-14.1,1920-04-14,,,,topic,RE-ESTABLISHMENT OF SOLDIERS.,,,,,,,
564251,ca.proc.d.1920-04-14.1.1.1,1920-04-14,,,,stagedirection,,,,"SECOND REPORT OP SPECIAL COMMITTEE ON PENSION®.
Mr. HUME CRONYN (London) presented the second report of the Special Committee appointed to consider the question of pensions now being paid to pensioners, and to continue the inquiry relating to Soldiers' Civil Re-establishment.
On motion of Mr. Cronyn the report was concurred in.",,,,
564252,ca.proc.d.1920-04-14.2,1920-04-14,,,,topic,REPORTS AND PAPERS TABLED.,,,,,,,
564253,ca.proc.d.1920-04-14.2.1.1,1920-04-14,,,,stagedirection,,,,"Third report of the Select Standing Committee on Banking and Commerce-Mr. Cockishutt.
Copy of the English text of the Treaty between the Principal Allied and Associated Powers and Roumania signed at Paris December 9, 1919-Hon. Mr. Rowell.
General order of Ithe Exchequer Court-Right Hon. Mr. Sifton.",,,,
564254,ca.proc.d.1920-04-14.3,1920-04-14,,,,topic,QUESTIONS.,,,,,,,
564255,ca.proc.d.1920-04-14.3.1.1,1920-04-14,,,,stagedirection,,,,(Questions answered orally are indicated by an asterisk).,,,,
564256,ca.proc.d.1920-04-14.3.2,1920-04-14,,,,subtopic,QUESTIONS.,GOVERNMENT EMPLOYEES AT SOREL.,,,,,,
564257,ca.proc.d.1920-04-14.3.2.1,1920-04-14,47bf0f77-b906-4c4b-b2fa-fb99bda6f130,ca.m.5439,,,QUESTIONS.,GOVERNMENT EMPLOYEES AT SOREL.,,"1.	Have all the Government employees at Sorel received a bonus for last year?
2.	If not, what branch of the service has not received it?
3.	How many employees have not received said bonus, and for what reason?
4.	Does the Government intend to treat all employees alike?
5.	Does the Government intend to give the bonus to those who have not yet received it?
6.	What is the intention of the Government as regards employees for the future?

",Laurier Liberal,,Mr. DECHENE:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=47bf0f77-b906-4c4b-b2fa-fb99bda6f130&Language=E&Section=ALL
564258,ca.proc.d.1920-04-14.3.2.2,1920-04-14,30b20ab0-1fd3-44d6-80e5-f3f9e99fb13a,ca.m.6063,Rt. Hon. A. L. SIFTON:,Secretary of State of Canada,QUESTIONS.,GOVERNMENT EMPLOYEES AT SOREL.,,"Customs and Inland Revenue.
1.	Yes.
2,	3, 4 and 5. (Answered by 1).
6. No information.
Marine and Fisheries.
1.	No.
2.	Mechanics and labourers in the Government shipyards have not received the bonus since April, 1919.
3.	386, reason-they are feoeiving prevailing rates of pay.
4.	Yes-subject to regulation governing the payment of bonus.
5.	Yes, if (they are entitled to it under the regulations.
6.	The intention of the Government will be made known from time to time as occasion may require.
Public Works.
1.	The only employee connected with this department at Sorel, Que., was paid the bonus.
2,	3, 4, 5 and 6. No information.

",Unionist,,Arthur Lewis Sifton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=30b20ab0-1fd3-44d6-80e5-f3f9e99fb13a&Language=E&Section=ALL
564259,ca.proc.d.1920-04-14.3.3,1920-04-14,,,,subtopic,QUESTIONS.,FEDERAL EMERGENCY FUND.,,,,,,
564260,ca.proc.d.1920-04-14.3.3.1,1920-04-14,54527ec0-1e62-40d5-99dc-90f2d267f646,ca.m.8715,,,QUESTIONS.,FEDERAL EMERGENCY FUND.,,"1.	What was the total amount of the Federal Emergency Fund for the re-establishment of. the returned soldier expended up to March X,. 1920?
2.	What was the total amount expended per
month for the months of November, December,. January and February?	,
3.	The total amount expended in each province?
4.	What amount of the $40,000,000 remains unexpended ?

",Laurier Liberal,,Mr. CHISHOLM:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=54527ec0-1e62-40d5-99dc-90f2d267f646&Language=E&Section=ALL
564261,ca.proc.d.1920-04-14.3.3.2,1920-04-14,6cab8398-dae1-4e94-b6be-0177cdcd9b99,ca.m.8626,,Minister of Finance and Receiver General,QUESTIONS.,FEDERAL EMERGENCY FUND.,,"1.	$2,922,283.48. No report from Yukon
for February.
2. November	 Nil.
December and January.. $1,567,179.16
February	 1,355,104.32
$2^922,283.48
S. Alberta	$ 433,813.87
British Columbia	 550,355.40
Manitoba	 140,244.83
New Brunswick	 26,336.8b
. Nova Scotia	 72,771.75
Ontario	 825,851.63
Prince Edward Island..	8,441.44
Quebec		707,034.09
Saskatchewan	 154,568.37
Yukon	 2,885.25

",Conservative (1867-1942),,Sir HENRY DRAYTON:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6cab8398-dae1-4e94-b6be-0177cdcd9b99&Language=E&Section=ALL
564262,ca.proc.d.1920-04-14.3.4,1920-04-14,,,,subtopic,QUESTIONS.,WELLAND CANAL.,,,,,,
564263,ca.proc.d.1920-04-14.3.4.1,1920-04-14,3c716a03-43b1-401d-820f-7921b10e5565,ca.m.6937,,Chief Government Whip,QUESTIONS.,WELLAND CANAL.,,,Laurier Liberal,,Mr. ROBB:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3c716a03-43b1-401d-820f-7921b10e5565&Language=E&Section=ALL
564264,ca.proc.d.1920-04-14.3.4.2,1920-04-14,28f27f0b-b175-49c4-9380-a0beed2adae5,ca.m.9008,,,QUESTIONS.,WELLAND CANAL.,,"1.	8,300 cubic yards of lake gravel.
2.	$1.50 per cubic yard, scow measurement, delivered in piles at each end of concrete road.
3.	National Sand and Material Company, Limited, Welland, Ont.
4.	Sufficient gravel to complete highway has not been purchased, and about 3,500 cubic yards more gravel will be required.
RENT OF DALY BUILDING, OTTAWA. Mr. KAY:
1.	What rent is paid by the Government for the Daly building on Rideau street?
2.	How long does the lease run?
3.	What departments of the Government occupy this building?
4.	Is it fully occupied?

",Unionist (Liberal),,Hon. Mr. REID:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=28f27f0b-b175-49c4-9380-a0beed2adae5&Language=E&Section=ALL
564265,ca.proc.d.1920-04-14.3.4.3,1920-04-14,28f27f0b-b175-49c4-9380-a0beed2adae5,ca.m.9008,,,QUESTIONS.,WELLAND CANAL.,,"1.	$85,000 per annum, which equals 56-93 cents per square foot.
2.	1st July, 1924.
3.	Basement by Militia and Defence, 1st floor by Militia and Defence, 2nd floor by Militia and Defence, 3rd floor by Income Tax Branch of Finance Department, 4th floor by Department of Health, 5th floor by Trade and Commerce, Census and Statistics Branch, 6th floor by Trade and Commerce, Census and Statistics Branch.
4.	Yes. The basement, first and second floors have been fully occupied by the De-

partment of Militia and Defence since the building was leased. The third floor was occupied by a portion of the Census and Statistics until the Naval and Marine Departments were moved from the fifth and sixth floors to the Hunter Building, when the Census and Statistics were moved to the fifth and sixth floors occupying them fully. The Income Tax Branch occupied a large portion of the third floor as soon as vacated by the Census; the central portion of this floor being very dark was vacant for a period of about two weeks, but is now occupied by the stationery section of the Income Tax Branch for the storage and distribution of the tax forms. The Department of Health occupies the whole of the fourth floor.

",Unionist (Liberal),,Hon. Mr. REID:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=28f27f0b-b175-49c4-9380-a0beed2adae5&Language=E&Section=ALL
564266,ca.proc.d.1920-04-14.3.5,1920-04-14,,,,subtopic,QUESTIONS.,CANADIAN MOTOR CAR PLANTS.,,,,,,
564267,ca.proc.d.1920-04-14.3.5.1,1920-04-14,ab9b8087-aa97-49d4-bd8e-da864eb1b310,ca.m.17,,,QUESTIONS.,CANADIAN MOTOR CAR PLANTS.,,"1.	How many motor car plants are there in Canada?
2.	What is the total number of people employed in these plants?
3.	What was the total amount of wages paid by these plants during last year?
4.	What was the value of the total output from these plants during the last year?

",Unionist,,Mr. CAMPBELL:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ab9b8087-aa97-49d4-bd8e-da864eb1b310&Language=E&Section=ALL
564268,ca.proc.d.1920-04-14.3.5.2,1920-04-14,3aa96cf7-101d-444b-8b0e-3662b1b1df3f,ca.m.4097,,,QUESTIONS.,CANADIAN MOTOR CAR PLANTS.,,"1.	The number of motor car plants operating in Canada in 1918 was 9.
2.	The total number of employees in 1918 was as follows: On salary, 627; on wages, 3,941; total, 4,568.
3.	The total amount paid in wages during 1918 was $4,504,368, and in salaries, $1,121,564.
4.	The total output for the year 191S was $59,858,444.
MR. DeWITT FOSTER.

",Conservative (1867-1942),,Sir GEORGE FOSTER:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3aa96cf7-101d-444b-8b0e-3662b1b1df3f&Language=E&Section=ALL
564269,ca.proc.d.1920-04-14.3.5.3,1920-04-14,c2ba6a03-5b42-417d-b4b6-602d6b34ab0d,ca.m.7248,,,QUESTIONS.,CANADIAN MOTOR CAR PLANTS.,,"1.	Was Mr. DeWitt Foster, now Superintendent Resources Canadian National Railways, with office at 2502 Marquette Building, Chicago, a member of the House of Commons representing a Nova Scotia constituency from 1911 to 1915?
2.	Was the said DeWitt Foster read out of his party by the Prime Minister by reason of improper dealings in connection with horses purchased for the Government?
3.	By whom was he appointed to his present position?

",Independent,,Mr. HALBERT:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c2ba6a03-5b42-417d-b4b6-602d6b34ab0d&Language=E&Section=ALL
564270,ca.proc.d.1920-04-14.3.5.4,1920-04-14,3aa96cf7-101d-444b-8b0e-3662b1b1df3f,ca.m.4097,Sir GEORGE FOSTER:,,QUESTIONS.,CANADIAN MOTOR CAR PLANTS.,,"The records of the House show that Mr. DeWitt Foster was a member of Parliament from 1911 to April 24, 1915, and that he resigned on April 24, 1915. The Government has no record as to the matters alleged in the question.

",Conservative (1867-1942),,George Green Foster,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3aa96cf7-101d-444b-8b0e-3662b1b1df3f&Language=E&Section=ALL
564271,ca.proc.d.1920-04-14.4,1920-04-14,,,,topic,QUESTIONS PASSED AS ORDERS FOR RETURNS.,,,,,,,
564272,ca.proc.d.1920-04-14.4.1,1920-04-14,28f27f0b-b175-49c4-9380-a0beed2adae5,ca.m.9008,,,QUESTIONS PASSED AS ORDERS FOR RETURNS.,,,"1. What is the total of Income Tax collected for 1917?
2.	What is the total of Income Tax collected
for 1918?	,
3.	What is the percentage of cost of collection for 1917?
4.	What is the percentage of cost of collection for 1918?
5.	What is the amount of Income Tax collected in each province for 1917 and 1918 respectively?
6.	What is the percentage of cost of collection in each province for 1917 and 1918 respectively?

",Unionist (Liberal),,Mr. REID (Mackenzie) :,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=28f27f0b-b175-49c4-9380-a0beed2adae5&Language=E&Section=ALL
564273,ca.proc.d.1920-04-14.4.2,1920-04-14,441e220e-1526-47d2-9b2f-ab5619ae3aac,ca.m.5796,,,QUESTIONS PASSED AS ORDERS FOR RETURNS.,,,"1.	What are the number of fishermen who were engaged in the mackerel fishery during the last official year of the Fishery Department in the county of Yarmouth, N.S.?
2.	How many fishermen were engaged in the said fishery during the said year in the county of Shelburne, N.S.?
3.	How many fishermen were engaged in the said fishery during the said year in the county of Queen's, N.S.?
4.	How many fishermen were engaged in the said fishery during the said year in the county of Lunenburg, N.S.?
5.	How many fishermen were engaged in the said fishery during the said year in the county of Guysborough, N.S.?
6.	What method of fishing has been adopted and has been used by the men fishing for mackerel in the county of Yarmouth during said year?
7.	What method of fishing has been adopted and has been used by the men fishing for mackerel in the county of Shelburne during said year?
8.	What method of fishing has been adopted and has been used by the men fishing for mackerel in the county of Queen's during said year?
9.	What method of fishing has been adopted and has been used by the men fishing for mackerel in the county of Lunenburg during said year?
10.	What method of fishing has been adopted and has been used by the men fishing for mackerel in the county of Guysborough during said year?
11.	How many licenses were granted for seining to fishermen belonging to the county to Yarmouth in said year?
12.	How many licenses were granted for seining to fishermen belonging to the county of Shelburne in said year?
13.	How many licenses were granted for seining to fishermen belonging to the county of Queen's in said year?
14.	How many licenses were granted for seining to fishermen belonging to the county of Lunenburg in said year? *
15.	How many licenses were granted for seining to fishermen belonging to the county of Guysborough in said year?
16.	How many fishermen belonging to the county of Yarmouth caught mackerel by drifting 'r said year?
17.	How many fishermen belonging to the county of Shelburne caught mackerel by drifting in said year?
18.	How many fishermen belonging to the county of Queen's caught mackerel by drifting in said year?
19.	How many fishermen belonging to the county of Lunenburg caught mackerel by drifting in said year?
/

20.	How many fishermen belonging to the county of Guysborough caught mackerel by drifting in said year?
21.	How many licenses were granted for mackerel traps to the fishermen of the county of Yarmouth in said year?
22.	How many licenses were granted for mackerel traps to the fishermen of the county of 'Shelburne in said year?
23.	How many licenses were granted for mackerel traps to the fishermen of the county of Queen's in said year?
24.	How many licenses were granted for mackerel traps to the fishermen of the county of Lunenburg in said year?
25.	How many licenses were granted for mackerel traps to the fishermen of the county cf Gujsborough in said year.'
26.	How many mackerel nets were used by fishermen belonging to Yarmouth county during said year for the purpose of fishing for mackerel?
27.	How many mackerel nets were used by fishermen belonging to Shelburne county during said year for the purpose of fishing for mackerel?
28.	How many mackerel nets were used by fishermen belonging to Queen's county during said year for the purpose of fishing for mackerel?
29.	How many mackerel nets were used by fishermen belonging to Lunenburg county during said year for the purpose of fishing for mackerel ?
30.	How many mackerel nets were used by fishermen belonging to Guysborough county during said year for the purpose of fishing for mackerel?

",Laurier Liberal,,Mr. DUFF:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=441e220e-1526-47d2-9b2f-ab5619ae3aac&Language=E&Section=ALL
564274,ca.proc.d.1920-04-14.5,1920-04-14,,,,topic,QUEBEC RIOTS OF 1918.,,,,,,,
