basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
2291781,ca.proc.d.1964-06-18.1,1964-06-18,,,,topic,PRIVILEGE,,,,,,,
2291782,ca.proc.d.1964-06-18.1.1,1964-06-18,,,,subtopic,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,,,,,
2291783,ca.proc.d.1964-06-18.1.1.1,1964-06-18,f52b315d-220a-46b9-903a-008063ef0fd1,ca.m.7825,Mr. Terry Nugent (Edmonton-Strathcona):,,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"Mr. Speaker, I rise on a question of privilege affecting all hon. members of the house. It arises out of an editorial in the Ottawa Citizen of yesterday, Wednesday, June 17 headed ""The End of the Affair"" dealing with the report of the standing committee on privileges and elections.
The report of that committee is printed in Votes and Proceedings of Monday, June 15. The essence of that report is contained in paragraph 5 and the following paragraph which say there is no evidence of bribery or attempted bribery, and no question of privilege. As a member of that committee I feel that the deliberate misconstruing of that report by this editorial writer cannot go unchallenged.
The first sentence of the editorial says in part:
When Mr. Gerard Girouard, the Social Credit-turned Conservative M.P., accused the director of the Liberal party of trying to bribe him into joining the government side-
That is a deliberate lie by the editorial writer. There never was any such statement made by the hon. member for Labelle, and in fact throughout the hearings of that committee the hon. member for Labelle himself said there was no attempt to bribe him. The house will remember that when the hon. member for Labelle rose on his question of privilege on April 27, as recorded at page 2583 of Hansard he said:
The benefits: a party in power and a fat electoral fund for the next election.
The only suggestion that there had been a bribe offered was the statement by the hon. member for Winnipeg North Centre (Mr. Knowles) in this house on April 28, when he rose on a question of privilege concerning this matter and said, as recorded at page 2645 of Hansard:
I submit, Mr. Speaker, that the member for Labelle has alleged in this house that he was
offered a bribe, that he was offered certain advantages if he would take a certain position in this House of Commons.
The only suggestion of bribery which was made by anyone was that statement by the hon. member for Winnipeg North Centre. The statement made by the editorial writer is therefore completely and directly contrary to the facts, and since the hon. member for Labelle himself denied there was any attempted bribery it is obvious that the editorial writer is deliberately lying when he makes this accusation against that hon. member.
Further, Mr. Speaker, there appears this sentence in the editorial: ""Thus, Mr. Davey is vindicated"". The house will recall that the hon. member for Labelle rose on a question of privilege because he had been termed by Mr. Davey a ""Liberal reject"". The committee in considering this whole matter spent a considerable length of time examining the question and the evidence as to whether the hon. member for Labelle had in fact tried to join the Liberal party or had in fact been rejected. The report of the committee makes no reference whatsoever to Mr. Davey's charge. Mr. Davey was by no means vindicated by the report of that committee, so this is the second deliberate lie by the writer of the editorial.
That is not the only objectionable part of the editorial, because the writer then goes on to make allegations against an hon. member of this house which can only be called scurrilous. I will read the rest of the editorial so that hon. members may fully understand the slanderous imputation which this editorial writer makes so falsely against a member of this house, the last two paragraphs read as follows:
We are left with Mr. Girouard, and a nasty precedent. Parliamentary privilege is absolute, and no legal action can lie against a member who makes an accusation that would be held defamatory if it were made in another place. But privilege implies responsibility. And the ""honourable members,"" as they love to call themselves-
And I would just point out that ""honourable members"" is put in quotation marks
-must be careful not to defame without justification individuals outside the house who do not share their legal immunity.
If Mr. Girouard can escape this incident without censure, there will be a temptation for unscrupulous members to think that it is worth making any reckless accusation against a political enemy.

Question of Privilege
Even if the charge is eventually disproven, there is always the chance that a bit of mud will stick. Someone in the house who shares Mr. Girouard's immunity ought to express the indignation of those members who are honourable in fact as well as by usage.
In my opinion the use of the words ""honourable members"" in quotation marks followed by ""as they love to call themselves"" is more than a slight against the hon. member for Labelle; it is a sneering imputation that members of this house are not fully entitled to such an appellation. Further, sir, the sentence ""If Mr. Girouard can escape this incident without censure there will be a temptation for unscrupulous members to think that it is worth making any reckless accusation against a political enemy"" contains more than a suggestion that there are unscrupulous members in this house. There is also an implied accusation that the committee on privileges and elections failed to do its duty with regard to this reference. Finally, Mr. Speaker, the phrase ""the indignation of those members who are honourable in fact as well as by usage"" is a clear allegation that not all members of this house are honourable.
Seldom if ever have members of parliament who conscientiously try to do their duty been subjected to such a scurrilous and unfounded attack as this writer makes upon the hon. member for Labelle. I cannot conceive that any member of this house would allow such wholesale attacks on all hon. members as these slanderous inferences constitute. I believe that newspaper editorial writers have a responsibility for at least quoting their facts accurately. They should have at least some regard for fairness. We as members of parliament must protect the position of members of this house as honourable members or fail utterly in our responsibility to those positions.
Therefore I move, seconded by the hon. member for Northwest Territories (Mr. Rheaume):
That this editorial be referred to the committee on privileges and elections so that the editorial writer and/or the editor of the paper responsible for this editorial may be given an opportunity to appear before that committee to explain their conduct and for the committee to report back to this house their recommendations as to what action should be taken in this regard.
I have the newspaper, and I will table it.

",Progressive Conservative,,Terence James (Terry) Nugent,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f52b315d-220a-46b9-903a-008063ef0fd1&Language=E&Section=ALL
2291784,ca.proc.d.1964-06-18.1.1.2,1964-06-18,9a78a2e7-e965-4152-8817-3a12999a689b,ca.m.4546,Mr. Speaker:,Speaker of the Senate,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"Are there other hon. members who would like to give some guidance to the Chair?

",,,Maurice Bourget,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9a78a2e7-e965-4152-8817-3a12999a689b&Language=E&Section=ALL
2291785,ca.proc.d.1964-06-18.1.1.3,1964-06-18,9a216666-6b6a-4761-9a98-afc11747bf5f,ca.m.9053,Mr. Eldon M. Woolliams (Bow River):,,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"Mr. Speaker, I would just like to speak on the

motion for a moment. In reference to the irresponsible editor and the editorial I would just like to read from the sworn testimony on page 51 of the proceedings of the committee on privileges and elections. This is what the hon. member said-

",Progressive Conservative,,Eldon Mattison Woolliams,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9a216666-6b6a-4761-9a98-afc11747bf5f&Language=E&Section=ALL
2291786,ca.proc.d.1964-06-18.1.1.4,1964-06-18,9a78a2e7-e965-4152-8817-3a12999a689b,ca.m.4546,Mr. Speaker:,Speaker of the Senate,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"Order, please. I do not think this is the time for an extended debate. The question is, have other hon. members in this house any advice to tender to the Chair so I may reach a decision as to whether this motion is in order and should be put to the house.

",,,Maurice Bourget,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9a78a2e7-e965-4152-8817-3a12999a689b&Language=E&Section=ALL
2291787,ca.proc.d.1964-06-18.1.1.5,1964-06-18,9a216666-6b6a-4761-9a98-afc11747bf5f,ca.m.9053,Mr. Woolliams:,,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"I am speaking to the motion, Mr. Speaker. Surely it is material to the motion to point out what are the facts. The hon. member said:
I explained the facts in the house. If any of you wish to have further details with regard to the interpretation that may be given to my statement, I will be happy to supply you with them.
And this is what he said:
I am not accusing anyone of anything. I have repeated facts and words in order to clear myself of the accusation made against me.
Those words which he refers to as having been said in the house on April 27, 1964 were ""the benefits of the party in power and a fat electoral fund for the next election"". So I say, Mr. Speaker, that the editorial was most irresponsible, and I therefore rise in support of the motion in question.

",Progressive Conservative,,Eldon Mattison Woolliams,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9a216666-6b6a-4761-9a98-afc11747bf5f&Language=E&Section=ALL
2291788,ca.proc.d.1964-06-18.1.1.6,1964-06-18,6e0e7dad-52e6-426d-b6d7-f3a4924ce2de,ca.m.7504,Mr. D. M. Fisher (Port Arthur):,,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"Mr. Speaker, after the experience we had with this particular case before the committee on privileges and elections I think it would be most regrettable if this motion were accepted by you. I would like to point out that the report has not been concurred in, and we have an undertaking from the chairman of the committee that concurrence will be moved. This will provide an opportunity for debate; it will open up a chance for all hon. members to have their say. I thought it was a pitiful editorial and most unfair, but I do not see how this particular action can really do much about setting it right. If we wanted to, I think any member of the house could take exception on almost any day to some editorial somewhere in connection with our role as members of parliament and how we carry out our duties.
I would like to point out to you, sir, that we will have the chance for a full debate. I know the hon. member for Lapointe (Mr. Gregoire) and others of us who were on the committee certainly intend to take that

opportunity to point out one of the implications from our hearings that was touched on by the editorial writer. I suggest that there would be a duplication in accepting this motion and at the same time having the debate on concurrence. I think everything could be fully aired then.

",New Democratic Party,,Douglas Mason Fisher,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6e0e7dad-52e6-426d-b6d7-f3a4924ce2de&Language=E&Section=ALL
2291789,ca.proc.d.1964-06-18.1.1.7,1964-06-18,acd5380d-f564-427d-821a-4528ecdba8f3,ca.m.9577,Mr. Gilles Gregoire (Lapointe):,,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"As the hon. member for Port Arthur (Mr. Fisher) just said, Mr. Speaker, I think we shall have an opportunity to give our impressions on what went on at the meetings of the committee when we will be asked to approve its report.
However, contrary to what the hon. member for Port Arthur and others before him stated, I do not think the editorial was as irresponsible as all that. Personally, I feel the proceedings of the committee left us quite sceptical about the value of such a committee.
Some hon. members contributed to conceal the truth or to have it concealed, and members of the committee completely washed their hands of the matter submitted to them. However, we shall have the opportunity to discuss this matter further when concurrence in this report will be moved. At that time we shall give our impression, which is far from favourable, about the work done by this committee and the results achieved.
I have not read the editorial in question, but according to what the hon. member who moved the motion said about it, I believe that the editor's remarks are rather justified.

",Ralliement Créditiste,,Gilles Grégoire,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=acd5380d-f564-427d-821a-4528ecdba8f3&Language=E&Section=ALL
2291790,ca.proc.d.1964-06-18.1.1.8,1964-06-18,20afcc72-88d0-433e-8b61-a7bcd98b2ec9,ca.m.3746,Hon. G. J. Mcllraiih (President of the Privy Council):,Minister of National Revenue; President of the Privy Council,PRIVILEGE,MR. NUGENT    MOTION FOR REFERENCE TO COMMITTEE OF NEWSPAPER EDITORIAL,,"Mr. Speaker, when the report was tabled two days ago it became a public document. The editorial quoted by the hon. member for Edmonton-Strathcona was comment on that public document. The main part of the hon. member's argument, I respectfully submit, was irrelevant and ought not to have been received because it was an attempt to review the evidence given in committee. It has been indicated that the committee report will be put before the house by way of a motion for concurrence, and then can be debated. Therefore that part of the hon. member's remarks should not have been received, since they were an attempt to anticipate that debate.
The latter part of his remarks were an expression of his opinion as to the editorial, and the assertion of the view that the editorial was irresponsible. Irresponsibility of
Question of Privilege
editorials is no part of the concern of this house. Surely the argument that in his view an editorial writer wos irresponsible cannot be put forward as the basis for a motion on the ground of breach of privilege of the hon. members of this house. The question of the responsibility or irresponsibility of editorial writings is completely irrelevant to the motion made. The fact that the hon. member does not like the editorial is quite his privilege. Others may like it.
The point here surely must be that the hon. member must make a prima facie case that the privileges of an hon. member have been breached. That case has not been made, and has not been argued by the hon. member beyond the mere assertion that, because of the irresponsibility, that result follows. Unless he can show some improper reflection on the personal character of an hon. member and separate that from mere comment on a public document as a public proceeding in this house, then the case must fail.
For that reason, Mr. Speaker, I respectfully suggest that no question of privilege has been raised that should call for a motion to refer the editorial to the committee.

",Liberal,,George James McIlraith,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=20afcc72-88d0-433e-8b61-a7bcd98b2ec9&Language=E&Section=ALL
