basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3112772,ca.proc.d.1977-07-19.1,1977-07-19,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3112773,ca.proc.d.1977-07-19.1.1,1977-07-19,,,,subtopic,ROUTINE PROCEEDINGS,TORNADO,,,,,,
3112774,ca.proc.d.1977-07-19.1.1.1.1,1977-07-19,a59b2ec7-63a6-4ab2-adc9-53f2dea03531,ca.m.3792,Mr. Jake Epp (Provencher):,,ROUTINE PROCEEDINGS,TORNADO,PROPOSAL THAT AREA OF MANITOBA AFFECTED BE DECLARED DISASTER AREA-MOTION UNDER S O. 43,"Mr. Speaker, I rise on a matter of urgent and pressing necessity under provisions of Standing Order 43. In view of the unfortunate loss of life and devastation of property caused by a tornado which struck southeastern Manitoba, namely, the areas of Rosa and Carlowrie, on July 18, 1977, I move, seconded, by the hon. member for Selkirk (Mr. Whiteway):
That this House urge the Government of Canada to send officials into the affected areas with the view of declaring the affected areas a disaster area, thus making affected persons eligible for disaster payments.

",Progressive Conservative,,Arthur Jacob (Jake) Epp,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a59b2ec7-63a6-4ab2-adc9-53f2dea03531&Language=E&Section=ALL
3112775,ca.proc.d.1977-07-19.1.1.1.2,1977-07-19,1c84ed8e-0b0a-441b-a324-bedff3f898fc,ca.m.1648,Mr. Speaker:,Speaker of the House of Commons,ROUTINE PROCEEDINGS,TORNADO,PROPOSAL THAT AREA OF MANITOBA AFFECTED BE DECLARED DISASTER AREA-MOTION UNDER S O. 43,"Such a motion can be presented for debate only with the unanimous consent of the House. Is there unanimous consent?

",Liberal,,James Alexander Jerome,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1c84ed8e-0b0a-441b-a324-bedff3f898fc&Language=E&Section=ALL
3112776,ca.proc.d.1977-07-19.1.1.1.3,1977-07-19,intervention,,,,ROUTINE PROCEEDINGS,TORNADO,PROPOSAL THAT AREA OF MANITOBA AFFECTED BE DECLARED DISASTER AREA-MOTION UNDER S O. 43,"Agreed.

",,,Some hon. Members:,
3112777,ca.proc.d.1977-07-19.1.1.1.4,1977-07-19,intervention,,,,ROUTINE PROCEEDINGS,TORNADO,PROPOSAL THAT AREA OF MANITOBA AFFECTED BE DECLARED DISASTER AREA-MOTION UNDER S O. 43,"No.

",,,Some hon. Members:,
3112778,ca.proc.d.1977-07-19.1.2,1977-07-19,,,,subtopic,ROUTINE PROCEEDINGS,BILINGUALISM,,,,,,
3112779,ca.proc.d.1977-07-19.1.2.1.1,1977-07-19,ebd92091-9ee2-4ef1-920e-532f3ed627aa,ca.m.7209,Mr. Roch La Salle (Joliette):,,ROUTINE PROCEEDINGS,BILINGUALISM,SUGGESTION BONUS BE GRANTED BILINGUAL EMPLOYEES IN QUEBEC-MOTION UNDER S.O. 43,"Mr. Speaker, pursuant to the terms of Standing Order 43, I request the unanimous consent of the House to present a motion dealing with an important and urgent matter.
Since the Montreal regional council of the Public Service Alliance of Canada has declared its determination to continue boycotting the second language as long as the Treasury Board refuses to respect its promise to pay a bilingualism bonus; since the government has repeatedly stated formally that it considers it fair and equitable to pay that bonus; since an increasing number of federal civil servants in Quebec intend to ask that their jobs now classified as bilingual be reclassified as unilingual because, to quote them almost textually, they are fed up with claiming compensation they are being denied; and since it is imperative that the citizens being served by the civil servants
concerned should have the choice of either official language in this country, I move, seconded by the hon. member for Brome-Missisquoi (Mr. Grafftey):
That the House unanimously recommend that the minister in charge solve immediately the problem of the bonus for bilingualism and that, should the matter not be solved quickly, no disciplinary measures be taken in the meantime against the functionaries concerned.

",Progressive Conservative,,Roch La Salle,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ebd92091-9ee2-4ef1-920e-532f3ed627aa&Language=E&Section=ALL
3112780,ca.proc.d.1977-07-19.1.2.1.2,1977-07-19,1c84ed8e-0b0a-441b-a324-bedff3f898fc,ca.m.1648,Mr. Speaker:,Speaker of the House of Commons,ROUTINE PROCEEDINGS,BILINGUALISM,SUGGESTION BONUS BE GRANTED BILINGUAL EMPLOYEES IN QUEBEC-MOTION UNDER S.O. 43,"Order. Pursuant to the terms of Standing Order 43, such a motion cannot be put without the unanimous consent of the House. Is there unanimous consent?

",Liberal,,James Alexander Jerome,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1c84ed8e-0b0a-441b-a324-bedff3f898fc&Language=E&Section=ALL
3112781,ca.proc.d.1977-07-19.1.2.1.3,1977-07-19,intervention,,,,ROUTINE PROCEEDINGS,BILINGUALISM,SUGGESTION BONUS BE GRANTED BILINGUAL EMPLOYEES IN QUEBEC-MOTION UNDER S.O. 43,"Agreed.

",,,Some hon. Members:,
