basepk;speechtext;speakername;year
4317936;mr speaker pursuant stand order honour tabl offici languag govern respons petit;Dominic LeBlanc;2005
4317937;mr speaker pursuant stand order honour present hous report canadian branch commonwealth parliamentari associ concern commonwealth parliamentari confer held nadi fiji septemb;Sarmite Bulte;2005
4317938;mr speaker pursuant stand order honour present hous offici languag report canadian deleg japan interparliamentari group respect particip second gener assembl interparliamentarian social servic held seoul korea might say confer elect intern vice presid organ;Bryon Wilfert;2005
4317939;mr speaker honour present offici languag 14th report stand committe canadian heritag accord order refer thursday march committe consid bill c ukrainian canadian restitut act agre tuesday report amend;Marlene Catterall;2005
4317940;move leav introduc bill c act provid manag ballast water mr speaker purpos bill put place mandatori ballast water manag control provid real protect aquat invas speci threaten delic ecosystem inland lake waterway conserv govern brian mulroney leader introduc first guidelin liber govern fallen behind fail act year time pass new invas speci like round gobi quagga mussel introduc lake simco watersh threaten environ hope pressur brought bill embarrass govern act introduc mandatori regul environ import sacrif indecis govern afraid offend big ship interest time action protect environ delic ecosystem balanc lake simco entir great lake basin oblig famili commun gener come motion deem adopt bill read first time print;Peter Van Loan;2005
4317941;mr speaker discuss taken place among parti believ would find unanim consent hous proceed report stage third read bill spirit trade bill first govern order morn;Dominic LeBlanc;2005
4317942;unanim consent proceed manner;The Speaker;2005
4317943;agre;Some hon. members;2005
4317944;mr speaker pleas present petit constitu kingston ontario call upon parliament pay attent situat objector american war iraq sought refug recal action give refug objector vietnam war call upon canadian govern parliament demonstr commit intern law treati signatori make provis u war objector sanctuari countri;Marlene Catterall;2005
4317945;madam speaker follow question answer today no;Dominic LeBlanc;2005
4317946;sinc regard restrict weapon registr system canadian firearm registri canadian firearm inform system mani success firearm trace perform b mani success firearm trace link crime scene accus c mani regist owner firearm charg crime commit firearm provid firearm use crime;Garry Breitkreuz;2005
4317947;mr speaker repli follow rcmp nation firearm trace unit process follow number trace request includ trace perform provinci weapon enforc unit manag opp ontario rcmp keep statist outcom trace client wish firearm trace unit respons trace firearm client rcmp non rcmp within unit state possibl trace result provid client client respons pursu investig lay charg applic individu client would search record manag system identifi success investig firearm trace provid firearm trace unit b c nation trace center support unit involv investig trace center track success ongo investig agenc jurisdict indic nation firearm trace unit inform relat question;Roy Cullen;2005
4317948;regard statement made deputi prime minist minist public safeti emerg prepared june sinc decemb individu firearm licenc refus revok program access time day front line polic offic mani firearm licenc refus revok person commit crimin offenc place prohibit order restrain order bail condit commit violent act report polic b mani firearm licenc refus revok inform provid applic licenc applic c program track address danger firearm person firearm licenc refus revok minist know program access front line polic offic e specif type inform system access access polic f mani time per day polic get inform system compar system respons;Garry Breitkreuz;2005
4317949;mr speaker repli follow crimin offenc violent act consid along public safeti factor evalu elig applic firearm licenc identifi sole reason refus revoc firearm licenc ii decemb licenc refus licenc revok factor lead refus revoc firearm licenc includ begin chief firearm offic cfo report canadian firearm inform system cfi factor caus refus applic revoc licenc reason total percentag greater prior date cfo report singl reason per decis b inform provid licenc applic sever factor consid evalu elig applic firearm licenc firearm licenc consid revoc use current inform continu elig check inform provid origin applic refus revoc due provis fals inform c firearm centr cafc track address inform individu licenc refus revok event individu make new applic new firearm licenc previou refus revoc consid applic process individu appli new firearm licenc client match cfi use name date birth along histor data databas exampl photograph refer inform eye colour height polic agenc repres polic offic access canadian firearm registri onlin cfro canadian polic inform centr cpic cpic resourc nation polic servic administ rcmp polic agenc small number investig enforc branch feder provinci depart queri cfro cpic cfro provid total number queri made agenc access e follow list contain type queri may perform cfro descend order frequenc use name address firearm serial number licenc number certif number telephon number owner firearm identif number fin corpor f last quarter averag queri made daili cfro queri gener respons provid use inform use polic assess public offic safeti risk determin whether enforc intervent need report commission firearm tabl hous common statist tabl septemb;Roy Cullen;2005
4317950;regard u booster rocket launch newfoundland labrador may govern notifi rocket launch b govern initi reaction notif launch rocket c request made govern rocket launch request offici request oral written canadian environment assess perform launch rocket e canadian environment assess perform sinc launch rocket f plan environment assess g chemic deposit ocean result launch rocket h clean chemic perform result launch rocket cost govern scientif report effect booster rocket chemic marin life j govern awar u intend launch futur rocket similar area coastlin rocket launch k booster retriev ocean floor l plan retriev booster ocean floor cost;Loyola Hearn;2005
