basepk;speechtext;speakername;year
54872;explain;George Taylor;1903
54873;bill provid contain resolut hous larg major adopt bill found resolut goe prevent import manufactur sale cigarett understand bill may regular would necessari hous would suspend rule may get first read explan gentleman mr taylor requir would glad give;Robert Bickerdike;1903
54874;take except bill present rais point rule understand resolut pass hous short time ago demand govern privat introduc legisl bill understand affect revenu govern deal view govern accept respons bill see pass law gentleman mr bickerdik hand govern let carri mandat hous common contain resolut els govern declar take respons;George Taylor;1903
54875;friend mr taylor error want minim power member hous hous cannot traduc measur would put burden upon peopl hous introduc measur decreas taxat take burden peopl understand case object friend taylor appli would remind friend mr taylor govern unanim vote taken resolut look upon upon govern call upon formul polici;The PRIME MINISTER (Rt. Hon. Sir Wilfrid Laurier).;1903
54876;understand govern servant hous major hous command govern intopduiej legisl govern attempt shirk respons cast upon larg major member hous;George Taylor;1903
54881;answer gentleman say subject engag attent govern mr hear hear;The POSTMASTER GENERAL (Hon. Sir Wm. Mulock).;1903
54883;f x chabot inspector weight measur dismiss posit reason successor appoint name resid salari new offici recommend;Mr. MORIN asked :;1903
54884;superannu request loui joseph bourget resid lauz near quebec salari per annum person depart confid;The MINISTER OF INLAND REVENUE (Hon. Mr. Bernier) :;1903
54886;mr speaker order day sir wilfrid laurisr proceed would like call attent attent hous paragraph appear ottawa citizen read;Jabel Robinson;1903
54890;wish call tlie attent act minist interior motion made igtli march last return report half breed commission import document receiv mani letter regard would like brought possibl;Alphonse Alfred Clément LaRivière;1903
54891;give matter attent day;The POSTMASTER GENERAL (Hon. Sir AVilliam Mulock).;1903
54892;move time ago correspond govern govern british columbia respect disallow certain act know whether brought;Robert Laird Borden;1903
54893;brought place hand minist justic;The PRIME MINISTER (Rt. Hon. Sir Wilfrid Laurier).;1903
54900;financ minist hisi budget speech spoke prosper time enjoy present aud gave credit govern seem toi make statement minist trade commerc made wri face administr canadian affair gentleman financ minist prosper grow time day contrari era greatest depress prevail financ minist mr field take credit govern present prosper day minist trade commerc rt sir richard cartwright tri escap respons bad time exist say fli wheel noth assist countri right sir john macdonald brought polici canadian protect canadian industri said submit countri made slaughter market merchant trader unit state adopt tariff protect manufactur polici approv peopl follow benefici result prosper time day attribut govern sir challeng gentlemen opposit show act legisl administr introduc way the1 caus prosper enjoy prosper due legisl govern fact time good world gentlemen done anyth initi singl measur way contribut tlie welfar prosper peopl tile contrari believ conserv govern power govern could take advantag tlie situat govern would made prosper begin dawn world gentlemen opposit took offic day prosper would beacon prosper nation world connect let call attent moment comparison unit state order show eighteen year nation polici forc entireti emascul destroy gentlemen opposit increas export greater ratio increas export unit state gentlemen ventur go full length pledg retain part protect polici done would sinc forc power hav ing retain part nation polici though destroy part gone prosper refer made export figur show increas export comparison increas export unit state;Edward Hackett;1903
54906;year late govern year present govern;Edward Hackett;1903
54915;mr speaker progress debat import statement made brought situat worthi notic minist financ mr field deliv budget state think reason decid chang tariff present time say chang year year number year said present time gave reason buoyant condit gener busi countri last year cri opposit matter tariff centr upon item woollen specif statement made special complaint deliv opposit confin gener question ifav indic particular line trade commerc suffer present time surtax propos impos german good meet larg extent object woollen trade concern hear specif complaint line manufactur concern fair criticis budget speech statement made opposit contend special line trade requir chang tariff order ensur success prosper take note report annual meet cotton compani held find state busi good declar fair dividend compani declar dividend high per cent would indic caus seriou complaint regard cotton man busi last year know line busi difficulti manufactur abl suppli good suffici quantiti meet demand peopl countri line busi furnish quotat subject withdraw moment larg number manufactur iron line sent quotat standard quotat case sever year hold canadian imposs canadian manufactur last year fill order offer result peopl oblig go buy lot good requir brought countri statement born fact manufactur concern dominion ad plant enabl get order offer manufactur plant increas dominion leader opposit mr borden halifax state posit regard adequ protect deign go detail make specif statement meant adequ protect concern hous left dark get inform inform lia forthcom sever quarter st mari montreal mr tart made statement posit said lie liev speak larg extent peopl said duti rais averag per cent upon dutiabl good come countri made statement applaud oh opposit side hous member leader indic gentlemen express posit upon matter agre st mari montreal tariff upon basi averag duti per cent south leed mr taylor gone say ye per cent necessari upon point posit parti day defin posit state upon liber side hous speech minist financ indic tariff stand day shall tariff futur indic tariff stand day stood last year shall interf event present opposit side hous posit taken leader parti averag rate duti must per cent per cent pleas issu becom defin x concern counti repres concern pleas definit satisfi plain definit pleas south leed travel counti glengarri address meet style indulg last even think liber glengarri concern would fix sure fast mani gener come opposit wish rais tariff wall high good requir countri shall manufactur countri good requir countri manufactur countri would get revenu sourc countri draw money carri public affair public debt reduc paid polici forc manufactur good countri could revenu taxat rate per cent per cent right shall get money carri busi countri look conserv regim eighteen year previou advent administr find certain extent carri polici find abl scrape revenu carri busi countri without increas public debt awar debt increas time polici propos mr schell put forc come power morrow done money obtain increas duti amount per cent st mari mr tart told manufactur number individu;Jacob Thomas Schell;1903
54916;say said sever hundr;Joseph Israël Tarte;1903
