basepk;speechtext;speakername;year
1996186;mr speaker like prime minist whether view continu develop intern concern middl east govern given give consider establish diplomat mission iraq supplement chang made mission middl east countri base suggest made cours last intern affair debat hous would grate prime minist express intent;Paul Joseph James Martin;1959
1996187;mr speaker govern consciou import iraq middl eastern scene keep represent consider close review regard cours must prioriti must establish crucial area countri region import unrepres know refer matter occas recal saskatoon interest represent baghdad thing depart decid light futur circumst prioriti;John George Diefenbaker;1959
1996190;like direct prime minist base press statement attribut mr ralph stapl presid cooper union effect month delay name cooper expert colombo plan hamper co oper develop india prime minist explain delay appoint appoint made sinc accord mr stapl co oper expert avail;Hazen Robert Argue;1959
1996191;matter come depart trade commerc;John George Diefenbaker;1959
1996192;shall take notic order read articl see actual plan order ascertain whether articl accur statement;Gordon Minto Churchill;1959
1996196;mr speaker like direct minist transport minist posit report progress made govern toward purchas develop airport dawson creek;Erhart Regier;1959
1996197;wish thank give notic intent cariboo touch matter know interest answer decemb wrote mayor dawson creek explain basi govern assist toward capit airport field improv possibl extent assist respect dawson creek airport letter point specif inform must receiv citi seek parliamentari appropri date receiv repli;George Harris Hees;1959
1996198;understood negoti way result citi offer airport govern inform right;Erhart Regier;1959
1996199;say said wait inform ask mayor receiv wyill abl proceed inquiri ministri busi hous;George Harris Hees;1959
1996203;mr speaker like direct minist agricultur minist inform hous new legisl concern seed grain like introduc;William Howell Arthur Thomas;1959
1996204;mr speaker cannot say cours introduc intend introduc done order paper clear import matter found thereon;Douglas Scott Harkness;1959
1996205;put order paper see;George James McIlraith;1959
1996209;like direct minist nation revenu hope notif receiv suffici time minist person report parliament c b c give hous indic step c b c taken intend take result protest citi princ rupert regard documentari telecast citi c b c undertook;Frank Howard;1959
1996210;mr speaker send notic morn result telephon c b c ask report write matter report receiv advis c b c exchang correspond matter mayor princ rupert act presid corpor corpor head offic british columbia region offic telecast intend documentari citi princ rupert look incid took place citi contribut factor incid c b c advis plan film addit broader program materi princ rupert come month mr hee;George Clyde Nowlan;1959
1996211;minist indic whether c b c correspond offer apolog citi telecast;Frank Howard;1959
1996212;inform matter given write c b c;George Clyde Nowlan;1959
1996216;may leader opposit;Paul Joseph James Martin;1959
1996217;oh;Some hon. Members:;1959
1996218;use receiv wise direct leader opposit confus morn leader hous leader opposit ask minist public work yesterday whether true evict certain tenant central mortgag hous corpor home sarnia take place minist public work promis answer today posit answer;Paul Joseph James Martin;1959
1996219;ye propos answer evict notic given sarnia certain notic termin tenanc given cours know differ thing central mortgag hous corpor prepar deal individu case merit case difficulti believ arrang made union guarante rent case negoti way continu effort work problem;Howard Charles Green;1959
1996220;may supplementari understand minist say central mortgag hous corpor prepar accept undertak union guarante rent strike;Hazen Robert Argue;1959
1996221;individu case problem connect payment rent practic make arrang union believ done sarnia refer blanket guarante rental;Howard Charles Green;1959
1996222;would arrang appli tenanc case peopl rent;Hazen Robert Argue;1959
1996223;speak rental case arrear payment mortgag;Howard Charles Green;1959
1996227;like minist labour bring hous date polym strike;Joseph Warner Murphy;1959
1996228;mr speaker meet held toronto compani union mr taylor mediat latest report last night indic progress made talk adjourn sarnia continu monday;Michael Starr;1959
1996232;like direct minist trade commerc would minist care comment newspap report effect ford motor compani dearborn michigan prepar bid increas extent ownership ford motor compani;Paul Theodore Hellyer;1959
1996233;comment make mr speaker;Gordon Minto Churchill;1959
1996237;like direct minist agricultur mind tremend help canadian sheep industri result support price wool last year minist prepar say whether polici continu wool clip;Edwin William Brunsden;1959
1996238;repli happi announc wool support year price basi last year price support clip calcul basi cent per pound western rang choic half blood stapl f b toronto support price wool clip inquiri ministri cent per pound averag wholesal price western rang choic half blood stapl eastern domest quarter blood stapl combin prescrib price per cent year averag grade basi f b toronto higher percentag clip prescrib price per cent base price support price clip result payment stabil board cent per pound elig grade wool payment complet amount high prescrib price per cent year averag wool consid necessari justifi design arrest declin provid incent canadian sheep industri;Douglas Scott Harkness;1959
1996242;mr speaker like direct minist nation health welfar view absenc may direct prime minist aris statement made yesterday mr hanson retir presid montreal council social agenc speak unemploy peopl quebec said last night disgrac situat rich countri govern initi discuss provinci govern view tri pursuad accept unemploy assist feder govern;Augustin Brassard;1959
1996243;mr speaker direct appropri govern saw articl would say gentleman would appli advic provinci govern provinc quebec doubt would receiv consider;John George Diefenbaker;1959
1996246;mr speaker like minist financ hope posit tabl return pass order return time ago ask feder payment certain provinc inquiri ministri donald fleme minist financ return depart financ mr speaker return order hous ordinari cours tabl secretari state;John Whitney Pickersgill;1959
1996247;mr speaker delight address secretari state;John Whitney Pickersgill;1959
1996248;possibl;An hon. Member:;1959
1996249;wonder whether secretari state go repli;John Whitney Pickersgill;1959
1996250;mr speaker inquir depart let know;Henri Courtemanche;1959
1996251;mr speaker wonder could prime minist ask return hope posit tabl return newfoundland respect term;John Whitney Pickersgill;1959
1996252;matter fact mr speaker thought done return brought readi brought one;Right Hon.   J.@;1959
1996253;could minist justic hope posit tabl return respons motion pass concern depart;John Whitney Pickersgill;1959
1996254;possibl mr speaker;Edmund Davie Fulton;1959
1996258;mr speaker may direct minist transport regret abl give minist notic requir notic could answer monday contract award construct coastal vessel c n r servic newfoundland;Chesley William Carter;1959
1996259;shall glad check matter mr speaker;George Harris Hees;1959
1996260;supplementari time would minist inform hous firm succeed get contract contract price ship;Chesley William Carter;1959
1996261;order paper;Donald Methuen Fleming;1959
