basepk;speechtext;speakername;year
460994;would minist militia defenc inform hous paper rel take ross rifl factori brought whether statement made govern refer manufactur rifl;George William Kyte;1917
460995;order council provid take ross rifl factori brought morrow;Albert Edward Kemp;1917
460996;govern posit make statement regard manufactur rifl countri earli date;George William Kyte;1917
460997;apprais take inventori ross rifl factori govern use greatest possibl dispatch necessari specif pattern prepar make new rifl;Albert Edward Kemp;1917
460998;factori present close;William Pugsley;1917
460999;certain number men employ take inventori manufactur go present time;Albert Edward Kemp;1917
461002;may leader hous public account committe call;George Perry Graham;1917
461003;inform friend morrow;William Thomas White;1917
461006;would minist militia defenc inform polici govern regard salari insid civil servant enlist rememb civil servant invit offer oversea servic given assur salari would lower receiv servic understand militari pay supplement certain case accord assur civil servant enlist year would get remain servic regular statutori increas wish know whether allow made given militari pay;John Howard Sinclair;1917
461007;friend rais brought attent morn view civil servant get regular statutori increas matter look view ascertain exact posit;Albert Edward Kemp;1917
461008;like regard separ allow case civil servant enlist return laid upon tabl day give name number member hous appoint differ posit militia occupi posit colonel receiv session indemn salari attach militari posit separ allow told case least civil servant enlist separ allow refus would whether case distinct made prejudic member civil servic;William Pugsley;1917
461009;heard discrimin member parliament civil servant respect enlist oversea forc;Albert Edward Kemp;1917
461010;case within person knowledg wife civil servant refus separ allow inform depart militia defenc separ allow grant case civil servant know return laid tabl day separ allow grant wive member parliament receiv militari pay session indemn;William Pugsley;1917
461011;glad friend would give name person mind may look case shall abl answer friend rais see civil servant oversea forc entitl separ allow wife;Albert Edward Kemp;1917
461012;might littl objection give name civil servant complain receiv treatment offici would receiv friend make inquiri depart find statement made correct find correct shall furnish name;William Pugsley;1917
461013;make inquiri assur friend soldier discrimin advanc claim;Albert Edward Kemp;1917
461016;like direct attent minist railway follow despatch stellairt appear halifax herajld1 stellarton april much excit town futur work acadia coal compani mine seem peculiar statement anyth black saleabl fuel compani ton bank car obtain claim ship custom rumor seriou troubl compani manag intercoloni compani line sydney suppli larger share tonnag eastern divis report say canadian pacif pay ton compani greenwood compani guarante car take tonnag canadian govern import coal cost per ton least compani say wage men depend price get c r take third product rumour say scotia price cent excess offer limit quantiti requir compani miner want discrimin compani go price therebi secur go wage advis minist railway offer compani ton coal canadian pacif railway pay compani ton inform minist paid coal purchas unit state deliv halifax posit friend regard matter;Edward Mortimer Macdonald;1917
461017;made contract compani offer price buy compani heard anyth refer shortag car take matter coal ship ear ship;Francis Cochrane;1917
