basepk;speechtext;speakername;year
825288;discuss thfg section day refer made word less year thirteenth day june thousand hundr point revis obsolet may say intend act reproduc exact word revis statut admit mean time adopt phrase year pass act may misconstru may interpret mean intend give addit year holder patent move rescind amend made day strike word less year thirteenth day june thousand hundr;Louis Édouard Fernand Rinfret;1928
825289;minist tell propos struck amend regard nation patent trade mark polici look record find section per cent trade mark own alien point patent deal raw materi natur resourc control canadian commission patent given power requir patent shall stay product shall manufactur time limit year find countri similar legisl forc call nation polici provis made revoc patent case result day patent law revoc believ singl revoc american citizen come goe patent offic file applic section section procur patent goe unit state patent pocket take raw materi manufactur unit state case radio motor car busi law provid work done would creat employ peopl cannot go washington secur patent take profit accru therefrom countri nation polici patent offic polici appli depart unit state govern day brake control patente confid return hous show nineti per cent patent trademark held british subject bill best govern consolid patent act sooner make patent law american pattern better;Thomas Langton Church;1928
825290;mr chairman explain day object bill bring patent act conform decis arriv countri met hagu intern confer committe agreeabl bill think friend agre patent grant see within reason time patente manufactur patent benefit countri;Louis Édouard Fernand Rinfret;1928
825291;would remind minist bill parliament hagu confer appeal canadian interest develop natur resourc see patent law nation polici ensur patent patent act articl manufactur least year give canadian chanc employ present patent law drive peopl across border work raw materi;Thomas Langton Church;1928
825292;bill last committe claus amend line word thirteenth day june thousand hundr stricken word pass act substitut minist move amend rescind word seventh follow line less year thirteenth day june thousand hundr struck;John Frederick Johnston;1928
825294;mr chairman revert claus situat occur move rescind amend agre last friday word less year thirteenth day june thousand hundr stricken;Louis Édouard Fernand Rinfret;1928
825295;pleas read amend;James Dew Chaplin;1928
825296;amend made preced claus;Louis Édouard Fernand Rinfret;1928
825298;sinc bill committe interest parti report might make chang thirti line say licens respect said patent grant section may explain commission patent grant licens order patente intent legisl would carri substitut word grant word order case might aris patente order grant licens done believ section act could proceed revok patent think claus much clearer made read licens respect said patent order section would therefor move mr chairman line strike word grant insert word order;Louis Édouard Fernand Rinfret;1928
825300;mr chairman section line place minist refer follow word unless patente prove patent articl process manufactur carri adequ extent explain adequ extent mean;James Dew Chaplin;1928
825301;similar put day within discret commission friend revert claus subsect c see commission consid petit discret determin whether judgment requir public provid articl manufactur may say friend south wellington mr guthri although pleas last week split infinit word manufactur use throughout bill form verb immateri way;Louis Édouard Fernand Rinfret;1928
825302;mr chairman expect answer minist believ reason canadian patent taken care ought much power given commission patent law frame patent void void void commission discret;James Dew Chaplin;1928
825303;welcom friend opinion prize intent bill alter principl patent law bring legisl conform decis hagu confer respect minor matter indic shall pleas consid friend represent possibl make extens studi whole patent law view gener revis;Louis Édouard Fernand Rinfret;1928
825304;catch full purport amend minist read;James Dew Chaplin;1928
