basepk;speechtext;speakername;year
1709551;increas taken place charg per man royal canadian mount polic polic servic municip provinc saskatchewan sinc januari increas taken place rental servic requir royal canadian mount polic municip;Mr. Wright:;1953
1709552;gener increas taken place januari decemb charg per man per annum increas town eston novemb rate citi north battleford increas effect novemb certain municip requir pay sum cent per mile mile travel municip duti r c polic certain municip provid offic accommod requir pay appropri amount lieu accommod;Mr. Garson:;1953
1709555;contract medic surgic suppli award nova scotia drug surgic instrument compani canadian commerci corpor;Samuel Rosborough Balcom;1953
1709557;select committe design appoint consid mr speaker procedur hous purpos suggest chang may desir assur expediti dispatch public busi power send person paper report time time find recommend hous;Louis Stephen St-Laurent;1953
1709558;mr speaker check see motion follow form motion last session deal appoint particular committe wonder prime minist would tell purpos outlin broad concern expediti dispatch public busi may matter consid committe would come head expediti dispatch public busi;Donald Methuen Fleming;1953
1709559;think word ident word previou motion know last year motion continu work done previou committe report previou committe refer committe set felt time would order languag gener possibl sure committe find someth wish cover refer hesit part hous accept recommend term refer enlarg would undertak bring hous without delay whatsoev;Louis Stephen St-Laurent;1953
1709560;wish thank prime minist take agre inquiri ministri purpos motion provid wide term refer committe;Donald Methuen Fleming;1953
1709561;would hope term refer would suffici enabl committe consid principl bill introduc amend constitut respect quorum hous bill subject matter bill refer committe give gentleman assur desir circumscrib term refer committe manner committe find requir modif term refer order permit make kind recommend feel would proper shall best bring hous earliest possibl moment recommend consid want member committe full opportun consid rule make recommend hope commend major member hous;Louis Stephen St-Laurent;1953
1709566;like direct prime minist view conflict recommend regard south saskatchewan river project prime minist say whether intent govern stand recommend p f r engin promis peopl western l st laurent prime minist govern opportun give proper consider report royal commiss opportun reach decis announc hous;Hazen Robert Argue;1953
1709567;may supplementari intent report print distribut earli date among member hous;Solon Earl Low;1953
1709568;surpris know receiv instruct given make avail member parliament done shall take step see done inform monday morn copi suffici number make avail member parliament;Louis Stephen St-Laurent;1953
1709569;make good count copi;Gordon Graydon;1953
1709570;told gener term go suffici copi avail enabl send govern western provinc done;Louis Stephen St-Laurent;1953
1709573;januari put minist nation revenu report page hansard follow minist nation revenu awar fact canadian broadcast corpor present inform servic announc januari broadcast childbirth action govern propos take minist repli follow awar matter shall refer canadian broadcast corpor give imform week pass wonder could answer translat;Donald Methuen Fleming;1953
1709577;wish put minist public work fournier live lost result collaps part ice bridg cross point quebec campbellton new brunswick would like minist public work tell whether receiv govern provinc quebec new brunswick represent provinc agre particip construct interprovinci bridg cross point campbellton whether feder govern will particip construct interprovinci bridg accord practic adopt countri;Bona Arsenault;1953
1709578;mr speaker matter construct interprovinci bridg cross point campbellton brought time atten tion depart member repres neighbour constitu includ one ask time point member feder govern prepar consid proper suggest provinci govern might submit suggest kind submit provinci author concern like add provinc concern indic decis particip construct interprovinci bridg shall submit propos without delay colleagu cabinet text;Alphonse Fournier;1953
1709582;mr speaker debat go second week time depart nation defenc acquir unenvi reput becom joke laughingstock countri wors present administr depart brought depart armi branch posit becom laughingstock countri suggest regrett affair depart nation defenc largest spend depart govern depart concern nation surviv time war depart concern spend hundr million dollar depart concern life welfar thousand citizen enlist variou branch servic depart must inspir young canadian suffici confid induc larg number choos arm servic lifework inspir larger number submit suffici train enabl defend case attack good moral armi moral depart nation defenc good moral committe defenc expenditur countri depart import becom laughingstock countri time histori depart nation defenc becom administr subject numer joke joke ster cartoonist across countri great nation daili opportun make fun expens depart nation defenc globe mail front page issu januari copi page desk whole page cartoon gather across countri hold depart nation defenc ridicul cartoon instanc repres ordinari soldier big brass armi defend say said work like hors present minist nation defenc mr claxton mr speaker nag man today;Joseph William Noseworthy;1953
1709583;opinion;John Sylvester Aloysius Sinnott;1953
1709584;small wonder depart nation defenc becom object ridicul histori hansard print day letter tabl minist respons depart letter suppos written sign sent citizen told next day minist write letter dictat signatur must ad stage clerk printer becom evid public minist unfamiliar goe depart know tabl document hous common know tabl expect countri confid administr kind goe depart nation defenc play prank minist suggest case worthi best effort r c p worthi duti assign forc depart justic recent week debat said gone week time prime minist mr st laurent minist nation defenc minist justic mr garson solicitor gener mr campney particip along lesser liber light big klieg light liber parti littl candl light exampl hous committe defenc expenditur mackenzi serv blur pictur object govern debat minim import actual report draw attent public minor side issu submit public interest attent focus report revel ineffici part near top depart nation defenc expos report issu concern submit matter grave nation import whether colonel rock hors bang thoroughbr affair silken mane soldier made thought whether minist say rough affair made scrap ladi worn fur coat milkman hors tail rock hors worth;Joseph William Noseworthy;1953
1709585;parti brought;Irvin William Studer;1953
1709586;return govern week month hors made investig way matter import investig investig mr curri stand give certain import fact import explan minist nation defenc prime minist given pertain fact varianc contradictori given mr curri becom import given understand minist mr curri got inform depart nation defenc depart cooper give inform want reason minist want depart nation defenc check report fact given depart minist prime minist got fact depart nation defenc varianc number detail happen instanc mr curri stori hors payrol differ prime minist explan come mr curri could find use purpos serv certain dam built minist nation defenc come explan happen nobodi depart nation defenc bright think explan mr curri interrog explan come mr curri given differ version imparti citizen interest affair reach conclus conclus govern go great length whitewash curri report matter public concern think whether govern depart investig right edit report expos ineffici depart investig right depart nation defenc report condemn depart ineffici revis edit depart made public take nation import minist tri gloss fact without face tell order report want truth admit mr curri could get truth minist get report publish tell mr curri got inform depart depart want check fact gave mr curri whole issu whether govern depart investig requir submiss report investig condemn depart ineffici report made public answer say report mr curri mr curri could submit chose mr curri could take suggest depart nation defenc pleas answer shall know convers took place persuas measur taken induc mr curri compli minist request respect say submit edit opinion chang made report chang word near top read higher up cannot stretch imagin consid factual anyth edit real purpos report submit offic depart nation defenc let forget fact prime minist call preliminari work paper found way hand leader group countri would known mr curri request depart nation defenc submit report edit tabl hous believ depart govern investig accord privileg edit report made independ investig condemn depart believ report produc made public restrict condit could say lose valid independ report independ investig ground think depart accord privileg fact feel point believ rosetown biggar mr coldwel would condon action govern would fulfil duti hous prime minist suggest refus make use inform came hand assum govern right make use stolen inform stolen one question right govern make use stolen inform russian spi case accord right govern prime minist suggest leader offici opposit suggest report taken editor countri;Joseph William Noseworthy;1953
1709587;stole report;An hon. Member:;1953
1709588;might taken leader offici opposit accord privileg peopl accord opposit member parliament issu think might consid prime minist januari speak hous winnipeg north centr mr knowl report hansard page said gentleman inclin set author exampl rectitud rest follow public conduct minut prime minist report page set exampl rest make statement anyon imagin mr speaker would lor anyon public servic last year pecuniari compens get moment question fact prime minist render servic interest public welfar say prime minist broad mind accord gentlemen side hous privileg take unto take member govern committe defenc expenditur;Joseph William Noseworthy;1953
1709589;steal anyth;An hon. Member:;1953
1709590;prime minist unwil conced rosetown biggar use inform purpos public interest impli speech man brought inform rosetown biggar;Joseph William Noseworthy;1953
1709591;;An hon. Member:;1953
1709592;steal inform bring document purpos use parti strife prime minist insinu rosetown biggar made use inform make use purpos parti strife prime minist big assum could peopl side hous principl high;Joseph William Noseworthy;1953
1709593;mr speaker want know word insinu case unparliamentari;Hector Dupuis;1953
1709594;look dictionari;Alfred Johnson Brooks;1953
1709595;let speaker decid word insinu mean lie like know whether present circumst word unparliamentari wait decis mr speaker;Hector Dupuis;1953
1709596;think rule word insinu order think mean lie mani thing may insinu cannot declar unparliamentari present circumst;Elie Beauregard;1953
1709597;could anyon;Alfred Johnson Brooks;1953
1709598;mean prime minist arriv conclus opposit member cannot identifi interest liber parti interest countri liber stoop parti strife attempt expos govern practic consid wrong consid public interest mr speaker group believ exposur govern insist edit curri report best interest expos realiti render countri good public servic document issu aris want support subamend move winnipeg north centr mr hous committe defenc expenditur knowl subamend page hansard januari read part follow give consider desir recommend mr curri ask conduct inquiri expenditur commit cover term resolut curri report done noth alert public fact get valu money depart nation defenc spend public regard administr depart said joke becom cynic becom suspici happen depart opinion public interest interest depart nation defenc requir thoroughgo investig expenditur whole depart way public confid depart restor point public will see youth devot servic countri depart nation defenc today depart discredit eye public thoroughgo investig restor depart confid public minist tell want get truth confid prime minist want get truth oppos subamend prime minist told vote give signal follow vote cannot pretend sit hous believ moment committe defenc expenditur make investig true fact get committe fact govern want reveal noth experi sit committe past sat defenc expenditur committe world war ii realiz get inform govern want get believ keynot committe investig given interview mr mactavish presid nation liber feder report yesterday journal mr mactavish interview first western trip present capac say believ report put proper perspect examin analys defenc expenditur committe common goe say issu forthcom elect report put proper perspect liber major committe minim charg report give report good coat whitewash liber hope countri forget report elect time come exoner govern depart nation defenc charg implicit report maintain mr speaker good name depart nation defenc good name reput arm forc acquir sacrific soldier sailor airmen world war sacrif held ridicul countri liber parti place parti interest nation interest govern today use major hous defeat subamend therebi show countri want thorough investig depart nation defenc furnish countri proof said;Joseph William Noseworthy;1953
1709599;reluct enter debat establish committe investig defenc expenditur examin curri report rumour shall ampl opportun near futur discuss curri report hous understand discuss present time listen debat listen sinc incept curiou feel unreal let see govern propos hous govern propos quot select committe appoint continu examin expenditur public money nation defenc commit expenditur nation defenc sinc march give prioriti examin expenditur commit canadian armi work servic dealt report g curri esquir charter account tabl hous common decemb govern propos posit offici opposit matter known state last year committe tuesday januari report page hansard day calgari east mr hark said idea refer report defenc expenditur committe point view recommend hopeless make sens page think noth valuabl committe defenc expenditur spend time effect investig investig would defenc expenditur committe turn curri report shall investig investig man minist nation defenc govern appoint purpos investig irregular taken place petawawa spent month turn think everyon admit splendid report page quot calgari east program envisag govern carri time spent minut examin examin curri report complet wast time committe concern quot page hansard last year defenc expenditur committe made motion committe investig situat develop petawawa govern would hear stage calgari east neglect event omit meat motion motion state tasteless without spice cannot resist take advantag opportun set record clear tuesday april committe defenc expenditur met present messr adamson applewhait blanchett campney caver churchil croll dickey dinsdal replac nanaimo mr peark meet nanaimo particular time fulton gauthier portneuf georg hark ness henderson jame jone larson greenwood power stick twenti member present member belong offici opposit present time calgari east introduc motion committe think tell member offici opposit vote motion calgari east gave emphat speech behalf let read motion mr speaker notic motion part b c read follow depart nation defenc ask bring committe next meet offici give gener administr set petawawa b wit call committe outlin loss store taken place petawawa manner loss occur committe defenc expenditur c wit call outlin account procedur use petawawa place prevent loss wast govern properti read mr speaker want repeat propos govern hous present time select committe appoint continu examin expenditur public money nation defenc commit expenditur nation defenc sinc march give prioriti examin expenditur commit canadian armi work servic dealt report g curri esquir charter account tabl hous common decemb read section resolut introduc calgari east support member opposit name read spoken hous support point view read mr georg curri complet investig report place committe call question;David Arnold Croll;1953
1709600;mr speaker curri report sellar report thing clear biggest busi oper conduct countri today depart nation defenc conduct sloppi ineffici unbusinesslik line report point littl heed paid account method account account backbon success busi oper speak tuesday night minist made startl admiss admit read auditor report deal condit depart unfamiliar report contain;George Harris Hees;1953
1709601;state speech week;Brooke Claxton;1953
1709602;think make shock mr speaker someon charg busi oper spend taxpay money year spend fifti cent tax dollar collect canadian peopl bother look auditor report condit exist depart startl revel speak hous tuesday night minist said opposit offer construct suggest irregular hous committe defenc expenditur mention mr curri report could prevent say minist paid attent continu report chief auditor depart would necess mr curri make investig condit necessit investig would stamp sever year presid board director busi corpor tri defend kind neglig sharehold would fire next annual meet prime minist mr st laurent cabinet presid board director countri taken posit noth excus regard administr defenc depart mani word condon irregular brought light mr curri say depart care wast taxpay money go wast littl want remonstr;George Harris Hees;1953
1709603;true;An hon. Member:;1953
1709604;govern say lot money came littl short take taxpay last year overtax peopl dollar day excess need meet requir cannot see reason stop show littl minist nation defenc mr claxton other charg defenc depart know oper would like compar statement made minist associ minist speak matter act minist nation defenc report page hansard told armi work servic consist personnel speak hous januari minist nation defenc deal armi work servic said report page hansard armi work servic made servic personnel civilian personnel total differ figur equival armi brigad want know happen armi brigad week time decemb disappear januari minist charg depart lose armi brigad week world expect work keep track smaller item railway side trainload cement exampl uncheck wast taxpay money brought light curri report;George Harris Hees;1953
1709605;wish make correct clear issu;Ralph Osborne Campney;1953
1709606;shall glad correct made;George Harris Hees;1953
1709607;afraid hear;An hon. Member:;1953
1709608;afraid;Sarto Fournier;1953
1709609;want truth record eh;John Horace Dickey;1953
1709610;believ kind ineffici lack knowledg go way wast extravag depart good nation effort back young fight men korea northwestern europ young men give best believ deserv best depart respons whole defenc effort noth sap moral fight men quicker knowledg ineffici high place ineffici case stem govern reserv armi attend petawawa camp summer want say believ personnel activ reserv forc first class feel respons fine young men women arm servic condit brought light mr curri exist respons lie near top defenc depart whole govern must share respons fact condit allow exist sever year despit fact auditor depart report condit sever occas;George Harris Hees;1953
1709611;petawawa;Irvin William Studer;1953
1709612;petawawa train soldier like young men women go train build hous check account system train fight man;George Harris Hees;1953
1709613;dumb;John Sylvester Aloysius Sinnott;1953
1709614;see thing;Irvin William Studer;1953
1709615;train dear friend time see thing train look railway side bag cement account record;George Harris Hees;1953
1709616;order think would make greater progress hen member would address speaker;Elie Beauregard;1953
1709617;ignor proper account method continu warn auditor within depart believ minist nation defenc associ run depart threw door wide open wrongdoer great wonder mr curri said crook walk door walk great credit young men women arm servic pilfer dishonesti develop afternoon entertain present sequel curri report murray report given cariboo mr murray outlin kind irregular took place connect construct alaska highway period last war accord went petawawa child play compar went construct alaska highway cariboo succeed prove kind wast ineffici defenc depart go least year present instanc respons wast mishandl maladministr must place shoulder govern peopl object pay cost defenc feel receiv valu tax dollar;George Harris Hees;1953
1709618;heard;An hon. Member:;1953
1709619;prove pay cost defenc world war date might turn prepar third world war mr curri discov gross wast ineffici small branch defenc depart peopl continu meet huge cost defenc must assur kind wast extravag exist branch depart nation defenc parliament fail give assur much committe defenc expenditur turn public opinion day taxat defenc purpos accept believ oblig parliament arm servic respect commitmentsi alli north atlant treati organ demand action less contain subamend;George Harris Hees;1953
