basepk;speechtext;speakername;year
4391613;mr speaker pursuant stand order honour tabl offici languag govern respons petit;Tom Lukiwski;2008
4391614;move leav introduc bill c act amend food drug act make consequenti amend act motion deem adopt bill read first time print;Tony Clement;2008
4391615;move leav introduc bill c act respect safeti consum product motion deem adopt bill read first time print;Tony Clement;2008
4391616;mr speaker pleas present incom trust broken promis petit behalf larg number constitu mississauga south petition remind prime minist promis tax incom trust broke promis impos punit tax wipe hard earn save canadian senior petition therefor call upon conserv minor govern admit decis tax incom trust base flaw methodolog incorrect assumpt second apolog harm broken promis repeal punit tax incom trust;Paul Szabo;2008
4391617;mr speaker pleas present number petit behalf canadian student famili face crush level debt notwithstand welcom creation grant program govern last budget petition feel govern gone address debt level petition ask govern reduc feder student interest least give nod direct creat ombudsperson help navig mani problem student loan system;Denise Savoie;2008
4391618;mr speaker petit present behalf mani senior face pay mistak made statist made major error calcul consum price index result inflat number underr percentag point petition ask govern take respons error repay canadian shortchang govern program miscalcul;Denise Savoie;2008
4391619;mr speaker petit present today contain signatur numer peopl across petition call govern continu good work fight human traffick petition cogniz fact grow crime want make sure govern member hous continu combat horrend crime;Joy Smith;2008
4391620;mr speaker question allow stand;Tom Lukiwski;2008
4391621;agre;The Speaker;2008
4391622;agre;Some hon. members;2008
4391623;mr speaker rise point order want speak need royal recommend privat member bill march note spend provis privat member bill appear infring financi initi crown invit member make argument whether bill requir royal recommend intend time bill bill act amend incom tax act tax credit loss retir incom bill c act amend old age secur act applic supplement retroact payment amend let begin bill c bill would creat new refund tax credit loss retir incom refund credit direct benefit paid individu whether tax owe paid consolid revenu fund result legisl propos creat refund tax credit requir royal recommend would draw attent hous recent rule wherein speaker hous speaker senat conclud creat increas refund tax credit requir royal recommend june speaker rule propos amend bill c creat refund tax credit could select report stage amend requir royal recommend may speaker senat rule bill order would increas refund tax credit speaker senat state bill propos alter refund tax credit need royal recommend payout made taxpay entitl claim must author author royal recommend payment made consolid revenu fund expenditur public money sinc bill c would creat refund tax credit need accompani royal recommend regard bill c bill propos number chang old age secur program would result increas spend would therefor requir royal recommend claus bill c would appli person ceas spous common law partner spous common law partner death would provid person old age secur pension would payabl person spous common law partner period month extens benefit would new program requir would result addit spend decemb speaker rule case bill c conclud similar extens benefit employ insur program constitut new addit requir spend requir royal recommend claus bill c would elimin requir make applic supplement old age secur benefit formal applic need sinc inform avail revenu agenc insuffici determin elig chang would result benefit old age secur program provid person would elig receiv would new program requir would requir addit spend speaker rule respect provis bill c deal propos retroact payment old age secur program conclud bill c propos alter process compens award old age secur recipi manner retroact handl claus remov requir recipi must make applic receiv payment chang condit compens process creat new addit spend claus bill c would increas guarante incom supplement monthli benefit depart human resourc social develop estim chang could cost year would constitut addit spend new distinct purpos would therefor requir royal recommend claus bill c would provid retroact payment person receiv supplement portion supplement person would entitl act speaker rule retroact payment case bill c respect monthli guarante incom supplement old age secur act conclud retroact limit date upon applic made late applic may elig period date applic would appear modif author increas spend would requir royal recommend depart human resourc social develop estim bill c provis unlimit retroact guarante incom supplement monthli benefit could repres initi lump sum payment beneficiari conclus bill c would result increas spend old age secur program new distinct way outlin bill requir royal recommend;Peter Van Loan;2008
4391624;mr speaker listen comment leader govern hous common make rule seek permiss allow bloc québécoi comment later time interpret stand order would get hous possibl usual understand;Michel Guimond;2008
4391625;thank montmor charlevoix haut côte nord comment know hear argument one made leader govern hous common certain member introduc bill hous would like opportun present argument respons consid matter due cours wait hear argument come montmor charlevoix haut côte nord fine look discuss sure chair render rule thank govern hous leader abl argument enjoy read rule;Peter Milliken;2008
