basepk;speechtext;speakername;year
168032;sorri say answer readi time would therefor stand;Rt.   H@;1905
168035;thirti thoma fraser windmil point light john hamilton hamilton island light barnabi malett lightship vital crdpin lightship michel lightship;Hon. RAYMOND PREFONTAINE (Minister of Marine and Fisheries) :;1905
168037;govern decid distribut among provinc interest amount award receiv known halifax fisheri basi distribut propos made submit decis privi council england suprem court govern take action regard settlement present session parliament settl;Mr. A. MARTIN asked :;1905
168038;answer;Hon. RAYMOND PREFONTAINE (Minister of Marine and Fisheries) :;1905
168039;third section answer;Alexander Martin;1905
168040;ye answer first;Joseph Raymond Fournier Préfontaine;1905
168041;answer first must say question answer third section read submit decis privi council england suprem court answer;Alexander Martin;1905
168042;ye answer first part;Joseph Raymond Fournier Préfontaine;1905
168044;done govern dredg harbour rustico princ edward island sandbank harbour remov step taken remov much spent work last season mean use perform work charg mani vessel lost strand bar season;Mr. A. MARTIN asked :;1905
168045;dredg done accord inform suppli depart marin fisheri vessel report wreck rustico year;Charles Smith Hyman;1905
168047;would like prime minist whether intent give notic resolut connect autonomi bill may expect resolut;William Findlay Maclean;1905
168048;expect second read bill taken time come cannot say resolut introduc introduc ampl time consider second read bill;Wilfrid Laurier;1905
168050;would like call attent minist delay bring return delay seem littl inordin may would like draw attent premier follow return minist railway refer hay transport think time readi would like get possibl refer royal mint cannot complain pass refer public build town popul less return take short time prepar would glad possibl;George Eulas Foster;1905
168051;might explain refer motion return paper connect transport hay mail train imped cape breton abl gather certif brought differ station moncton forward wait complet return assur friend inform brought earliest possibl moment;Henry Robert Emmerson;1905
168052;fair excus unless throw minist say see train kept run;George Eulas Foster;1905
168054;order day call would like minist marin steamer succeed renew commun princ edward island last trip steamer made;Alexander Martin;1905
168055;inform ferri resum understand last trip made fortnight week;Joseph Raymond Fournier Préfontaine;1905
168056;indefinit week v;Alexander Martin;1905
168057;exact date;Joseph Raymond Fournier Préfontaine;1905
168058;commun renew standstil;Alexander Martin;1905
168059;commun renew;Joseph Raymond Fournier Préfontaine;1905
168063;emmerson minist railway canal govern month octob novemb employ civil engin make survey line railway counti joliett reason assum transcontinent railway commission made survey counti direct govern point wish draw attent govern seem transcontinent mr foster construct commiss speak depart govern believ tbe rule question put tbi hous govern minist individu member last form adopt question fact answer inform sought differ depart ottawa inform obtain offici govern remot place seem put tbi form pertin answer principl tbi commiss servant govern tbe practic object know form accord rule question must put put form suggest govern question answer tbe transcontinent railway commiss bodi independ tbi hous;Hon.  H. R.@;1905
168064;answer friend mr monk found motion friend given ask inform regard survey motion reach doubt carri amend tbe inform obtain transcontinent railway commiss govern;Wilfrid Laurier;1905
168065;right friend allow say inform sought tbe inform sought put relat fact motion ask copi report detail account expens name parti employ put refer depart govern think answer tbe form put;Frederick Debartzch Monk;1905
168066;friend want inform make motion inform hand hut shall obtain commiss;Wilfrid Laurier;1905
168068;mr speaker tbe order tbe day call wish tbe prime minist tbe bill provid tbe creation provinc saskatchewan fix perman capit regina state even paper yesterday;John Henderson Lamont;1905
168069;provision subject determin legislatur;Wilfrid Laurier;1905
