basepk;speechtext;speakername;year
3336042;madam speaker rise matter urgent press necess provis stand order poland suppress human right includ imprison member solidar seem intensifi last sunday archbishop jozel glemp leader cathol church poland said continu martial law might lead revolt civil war therefor move second joliett mr la sall recognit fact nation free world present unit front oppos martial law poland hous express disagr ambival attitud polish crisi taken prime minist attitud encourag gener jaruzelski soviet continu repress action discourag polish peopl sinc prime minist justifi oppress ten polish member solidar compar situat use war measur act hous declar word prime minist odiou insensit hous invit prime minist support secretari state extern affair matter urg consid evid obtain minist soviet involv imposit martial law poland;David Kilgour;1982
3336043;provis stand order motion requir unanim consent hous unanim consent motion;Jeanne Sauvé;1982
3336044;agre;Some hon. Members:;1982
3336045;;Some hon. Members:;1982
3336047;madam speaker wherea royal canadian mint refus strike commemor coin honour saskatoon centenni year state polici honour capit citi wherea citi calgari honour occas centenari issuanc silver dollar citi know capit move second portag marquett mr mayer hail saskatoon hous direct royal canadian mint strike commemor coin recogn centenari penultim progress pleasant pretti product citi posit parkland meet prairi home town saskatoon saskatchewan;Ramon John Hnatyshyn;1982
3336048;unanim consent motion;Jeanne Sauvé;1982
3336052;madam speaker wherea depart indian affair northern develop council sponsor film northern game shown museum man ottawa minist respons fit amateur sport refus put money uniqu canadian sport event move second bow river mr taylor govern support northern game intern sport meet circumpolar nation;Dave Nickerson;1982
3336055;januari;Some hon. Members:;1982
3336057;madam speaker rise move motion provis stand order concern forthcom schedul elect el salvador accord resolut adopt inter parliamentari confer last septemb support canadian deleg recommend parliamentari sub committe latin america caribbean adopt decemb view conclus parti deleg return week central america move second winnipeg bird hill mr blaiki hous urg canadian govern withdraw support hold elect climat terror violenc exist el salvador call immedi polit negoti resolv violenc essenti precondit elect;John Edward Broadbent;1982
3336063;madam speaker rise seek attent member hous matter urgent press necess want emphas motion draft repres parti hous view fact januari declar solidar day unit state view fact saturday mass demonstr coast coast canadian show moral support peopl freedom poland move second edmonton north mr paproski hamilton mountain mr dean hous declar saturday januari solidar solidarnosc day;Jesse Philip Flis;1982
3336065;hear hear;Some hon. Members:;1982
3336066;unanim consent motion;Jeanne Sauvé;1982
3336068;move parkdal high park mr fli second yukon mr nielsen hamilton mountain mr dean hous declar saturday januari solidar solidarnosc day hous agre said motion agre carri;Jeanne Sauvé;1982
3336069;madam speaker believ second motion edmonton north mr paproski;Erik Nielsen;1982
3336070;edmonton north hous;Jeanne Sauvé;1982
3336071;madam speaker;Erik Nielsen;1982
3336072;madam speaker would like speak support motion;John Carnell Crosbie;1982
3336073;motion carri;Jeanne Sauvé;1982
3336074;feet madam speaker;John Carnell Crosbie;1982
3336075;feet madam speaker;Harvie Andre;1982
3336076;madam speaker notic prime minist mr trudeau veto motion feet madam speaker;John Carnell Crosbie;1982
3336077;sit;Some hon. Members:;1982
3336078;feet;Harvie Andre;1982
3336079;order pleas noth would pleas allow speak motion feet enough feet yukon mr nielsen recogn point order motion carri therefor cannot allow speaker;Jeanne Sauvé;1982
3336082;madam speaker rise move motion provis stand order view fact canadian wheat board ask price durum wheat crop year per bushel higher ask price canadian red spring wheat except period week view fact final realiz price per bushel durum wheat cent per bushel higher canadian red spring wheat move second assiniboia mr mckenzi januari minist charg canadian wheat board spokesman minist transport tabl hous reason final payment durum wheat cent per bushel si rang mladam speaker unanim consent motion;Douglas Charles Neil;1982
3336086;madam speaker rise provis stand order matter feel receiv support member hous morn word receiv italian secur forc found releas unharm gener jame dozier unit state armi kidnap held terrorist cowardli group polit interventionist therefor move second esquimalt saanich mr munro hous express thank congratul italian secur forc express best wish gener dozier famili suffer cowardli action crimin;Allan Bruce McKinnon;1982
3336091;madam speaker rise move motion provis stand order view promis made govern consult labour manag meaning way bring program deal heavi lay off taken place last year view failur govern live commit legisl prepar ilap brought parliament without meaning input labour manag view claim made labour repres unit steelwork auto worker view local committe ignor money spent ilap program gone help worker laid move second hamilton mountain mr dean oral question feder govern chang unilater decis make process follow begin develop ilap program real co oper labour manag local commun ilap program develop thousand laid worker devast current recess begin get help;David Orlikow;1982
3336097;madam speaker minist financ regard confus exist countri budget may know inco deduct new tax employe benefit amount exampl per year marri employe taxabl incom per year prudenti life benefit worth per year marri employe make deduct compani thousand canadian work know whether deduct anyth much situat thousand employ employe minist tell hous intend allow confus go;Charles Joseph Clark;1982
3336098;speaker knowledg confus;Allan Joseph MacEachen;1982
3336099;oh;Some hon. Members:;1982
3336100;situat laid budget know provis would add gener statement point collect tax appli variou firm cours matter minist nation revenu;Allan Joseph MacEachen;1982
3336102;minist attempt pass buck colleagu minist nation revenu say confus fact touch realiti countri would know compani deal problem caus budget know month budget brought impact provis canadian suffer deduct januari oral question know whether tax let minist might know construct industri work season individu work differ employ particular year union negoti employ associ establish union truste plan fund employe benefit mani employe receiv benefit thank econom polici minist minist tell unemploy canadian construct worker tax employe benefit ad new tax canadian unemploy;Charles Joseph Clark;1982
3336103;cours madam speaker;Allan Joseph MacEachen;1982
3336105;correct correct minist misstat child tax credit;Charles Joseph Clark;1982
3336108;minist know colleagu thunder bay atikokan said yesterday morn quot govern go make major chang budget minist tell govern go make major chang budget major chang announc;Charles Joseph Clark;1982
3336109;speaker suppos might regard major chang leader opposit might regard minor discov chang made decemb regard major describ other minor intent make chang budget;Allan Joseph MacEachen;1982
3336110;say goodby backbench;Harvie Andre;1982
3336111;hous common opportun examin provis budget intent come hous make chang;Allan Joseph MacEachen;1982
3336112;dare;Erik Nielsen;1982
3336113;made normal way cours parliamentari process;Allan Joseph MacEachen;1982
3336115;member take process realiz member view heard represent made consider given view convinc chang made gener answer leader opposit;Allan Joseph MacEachen;1982
3336116;much thunder bay atikokan reliabl word member reliabl word;Charles Joseph Clark;1982
3336118;understand minist imposs given proposit hous common write budget relief better budget minist wrote;Charles Joseph Clark;1982
3336120;minist admit possibl chang say feign innoc hous make minist propos committe hous common chang part budget contempl indic canadian kind chang prepar contempl feet tell whether given reason liber parliament believ chang budget reveal whole hous common public;Charles Joseph Clark;1982
3336121;madam speaker take differ line caucu take hous common leader opposit;Allan Joseph MacEachen;1982
3336122;give rubber man;John Carnell Crosbie;1982
3336123;weak men backbench;Walter David Baker;1982
3336124;assum leader opposit respect parliamentari process;Allan Joseph MacEachen;1982
3336126;state intent filibust tax measur long debat ensur examin normal procedur least examin tax measur suggest preview forecast chang might made measur normal cours view member heard;Allan Joseph MacEachen;1982
3336127;laugh;John Carnell Crosbie;1982
3336128;amend propos time chang made mind talk parliamentari process member suggest;Allan Joseph MacEachen;1982
3336129;incred januari;John Patrick (Pat) Nowlan;1982
3336130;disrespect whole legisl process say irrelev regard relev phase work chang tax;Allan Joseph MacEachen;1982
3336132;get hook;John Patrick (Pat) Nowlan;1982
3336134;madam speaker address minist financ mani labour group includ quebec feder labour b c feder labour quebec teamster nation union provinci govern employe told propos tax employe benefit dental health plan lead substanti labour unrest contract negoti union seek recov cost gener taxpay consum told cost administ part budget revenu gain minist prepar risk billion dollar damag economi order collect nickel dime;Pat Carney;1982
3336136;madam speaker believ risk exist;Allan Joseph MacEachen;1982
3336137;would refer minist financ labour contract negoti union suggest refresh content;Pat Carney;1982
3336139;second address minist financ conserv task forc told john arthur presid canadian pension confer propos tax social benefit would disqualifi mani pension receiv supplementari pension guarante incom supplement refer fact cabinet colleagu administ nation revenu administ budget measur wish introduc advis minist nation health welfar refus calcul benefit pension incom minist determin tax pension health benefit paid former employ concept reject cabinet colleagu;Pat Carney;1982
3336141;madam speaker state particular benefit mind day member opposit refer veteran alleg addit oral question taxat might face cours provis budget would affect current statu veteran provis relev resolut colleagu refer provid prescrib omiss prescrib elimin certain program unless specif benefit mind must say loss answer gener;Allan Joseph MacEachen;1982
3336143;madam speaker supplementari minist financ specif payment health dental plan employ continu pension one name budget paper;Pat Carney;1982
3336144;madam speaker believ equat employe benefit retir benefit seem contradictori;Allan Joseph MacEachen;1982
3336146;madam speaker would like address minist nation revenu minist doubt awar point time tax guidelin print avail employ countri regard tax chang announc minist financ budget legal author employe ministri nation revenu instruct advis employ countri deduct wage employe tax appli may becom taxabl day advanc tax measur pass hous common;Ian Deans;1982
3336147;madam speaker section incom tax act regul expand section duti employ deduct tax behalf employe januari year depart revenu januari send tax tabl employ benefit leader opposit might say tax tabl year includ budget provis novemb confus mind employ tax tabl inform sent employ section incom tax act feet might say surpris rais privileg announc clarifi employe benefit made hous common session would thought import get clarif possibl worker want particular januari oral question ly surpris sens benefici canadian see reduct tax budget peopl newfoundland improv financi situat year result budget reason get press releas possibl;Bill Rompkey;1982
3336149;madam speaker legal employ tax employe level see fit must employ tax legal level establish law;Ian Deans;1982
3336150;madam speaker way mean motion put legal provis novemb budget practic employ withhold tax behalf employe given legal sanction way mean motion legisl hous common time honour practic hous fact hous know includ provinci hous across countri oper way year includ parti opposit govern;Bill Rompkey;1982
