basepk;speechtext;speakername;year
1985285;mr speaker rise privileg seem affect hous hand st john daili news thursday march refer announc made prime minist regard term union st john west mr brown quot follow mr brown quot radio station cjon say member cabinet cannot expect push opinion throat sir seem view;John Whitney Pickersgill;1959
1985286;point order mr speaker;William Joseph Browne;1959
1985287;understood doctrin collect respons;John Whitney Pickersgill;1959
1985288;privileg mr speaker;William Joseph Browne;1959
1985289;order hear time wait hear privileg;Daniel Roland Michener;1959
1985290;view well known doctrin collect respons seem hous entitl know st john west view extraordinari statement whether fact concur decis govern repudi solemn oblig term union;John Whitney Pickersgill;1959
1985291;oh;Some hon. Members:;1959
1985292;want prevent st john west speak rais privileg see privileg;Daniel Roland Michener;1959
1985295;opinion hous special committe repres parti power call wit send document paper appoint purpos examin report upon advis provid induc promot acceler activ field research said mr speaker happi occas speak subject side hous know matter great interest sever year member hous common public gener throughout countri overlook interest scienc research includ research council univers differ engin chemic societi urg past mr speaker committe set given power call wit govern payrol record might state subject discuss differ occas committe set differ occas studi activ atom energi control board nation research council idea member parti addit repres atom energi control board nation research council hear evid parti presid univers head industri head labour organ includ labour economist dr spink dr stratford other made represent massey commiss year ago present minist public work mr green discuss subject ask amend motion hous time concern nation research council act ask motion amend order could send person unclassifi paper record amend defeat hous vote matter fact member conserv parti support minor group c c f social credit feel committe would serv allow call outsid wit think today research import aspect econom life hous propos increas research activ like give hous definit research broad term research someth like term time relev term time may mean fraction second millennium opinion think hous agre term research broad oxford dictionari defin research endeavour discov fact scientif studi subject includ innov develop new better effici way anyth requir human effort countri free world today face problem increas import refer inflat part hope contribut deal product turn relat research good exampl instanc ride high product per person view evid come committe mine forest water intend relat someth consider hous connect develop athabasca tar sand someth announc week first time well known scientist particular depart name dr convey made great contribut committe go matter like say britain emphas previou occas stand committe known parliamentari scientif committe deal question relat research nation go repeat said previou year function committe accomplish record mani magazin contain scientif data emphas success particular committe britain give committe credit bring britain unfortun situat found second world war former speech read part record know advis govern access doubt studi studi variou represent made argu behalf acceler research countri connect meet competit home meet competit illustr acceler research matter fact agricultur field health field import mr speaker product think import would like refer matter dealt govern day ask product per person per year highest level countri think pertin inform hous concern import aspect nation economi intend argu go beat inflat main problem countri free world must increas product submit figur realiz cours industri vari product vari must take consider sarnia area honour repres accord figur tabl govern product short per man per year high next citi beauharnoi show odd lowest lachin product per man per year tabul show averag per capita year suggest mr speaker way overcom inflat curs free world today increas product suggest done overnight go say sincer respons canadian person free world part increas product elimin curs inflat say without hesit put shoulder wheel whether belong union white collar worker matter posit occupi countri earn would put inflat background within week mr speaker go refer advertis appear recent issu saturday even post believ week insert believ metropolitan life insur compani import advertis read go outlin idea contain therein say cure inflat littl inflat bad goe say govern pay current expens current incom call disciplin courag govern articl add subhead help follow word urg support economi govern whether feder state local mean endang nation secur affect vital servic mean help govern limit spend servic necessari cut govern expenditur job everyon tax govern debt reduc reduct import fight inflat paragraph read buy wise get full valu money time inflat import think import part paragraph go read give dollar worth valu dollar earn increas product effect way help defeat inflat presid eisenhow said product effici increas product rise tend fall costli error overpay work along road lie spur inflat like quot articl written mr solomon fabric happen come across day ago titl articl basic fact product chang describ occasion paper print nation bureau econom research inc unit state glad say repres committe fabric think best recogn economist free world say page pamphlet publish product deserv attent receiv measur effici resourc convert commod servic men want higher product mean better level econom wellb greater nation strength higher product major sourc increment incom men bargain quarrel higher lower product affect cost price profit output employ invest play part busi fluctuat inflat rise declin industri way product enter broad econom problem current form new name problem take industri research develop autom tax reform cost price squeez improv factor wage inflat foreign dollar shortag product think hous would agre alli research contend past respons govern take lead acceler research countri order may better equip meet competit addit emphas import part play curb inflationari spiral rememb ask cours speech made year ago whether field research question ask day ask propos increas research activ member parti besid import today time interv wit arriv sputnik scientif ventur import think anyth excel last centuri like refer posit research respect take place northland part lie north mainland arctic region intend refer tar sand subject committe refer dr convey made startl statement tar sand area cover squar mile contain much barrel oil astronom figur half time known resourc remaind free world calcul accord estim barrel per cubic yard figur would great term dollar cent mr speaker use figur dr convey figur beyond comprehens human brain someth proud mani metal submit must find greater use mani metal find research plastic take place lead gold lie underground use want relat mention moment athabasca tar sand underground explos unit state result explos decid richfield oil corpor conjunct interest make similar test alberta expect success claim scientist separ sand oil say tremend benefit countri free world point come mr speaker propos call experi though way associ depart mine technic survey depart nation health welfar atom energi limit alberta research council alberta conserv board ga oil richfield oil corpor unit state atom energi group mention moment technic group includ repres depart mine technic survey believ atom energi board repres hous propos increas research activ huge enterpris surpass anyon imagin potenti may greatest asset free world known accord inform moment countri go reli unit state research method applic know speaker recoveri oil brought explod small atom bomb feet ground case may feet tar sand hope get inform spoke today number bomb would requir claim go success oper submiss countri accept respons foremost member commonwealth establish separ plant purpos work propos done atom energi board unit state recal mr speaker said hous year minist trade commerc could make atom bomb interest use atom energi peac purpos make bomb countri make cobalt bomb use isotop agricultur medic purpos second largest known uranium ore bodi world think south africa recal figur think produc per cent world total project could undertaken countri expens project notic propos press saturday present presid rio tinto call joint feder provinci research program suffici magnitud assur posit nuclear energi field believ feder provinci govern count assist privat industri assum refer uranium industri big industri countri infanc therefor suggest govern sincer new approach canadian approach develop uranium industri foreign countri within british commonwealth nation make suggest develop involv would requir mani million dollar much export plutonium product would mean associ commonwealth best custom would unit kingdom see reason idea cannot explor next year see whether industri develop conjunct privat uranium interest suppli huge financi assist co oper unit kingdom may involv expenditur draw figur hat know expenditur involv unit state develop fission product separ unit industri would involv amount money say sincer morn might say atom era time accept challeng situat world today doubt countri industri idea receiv favour support minist trade commerc review idea hope oper take place athabasca tar field program way know uranium purchas agreement unit state year uncertainti busi field think uncertainti though cannot help see great futur uranium industri develop atom power peac purpos idea develop atom energi peac purpos could small nuclear power project use countri export may abl export fission materi commonwealth countri want say regret think peopl handicap abil obtain valuabl inform unit state legisl enact made year countri result espionag spi trial unit state seen way clear share much inform matter fission great britain particular regret situat great partnership partnership import must allow break secur free world danger mention oil tar sand engag oil ga industri research applic industri countri world today surpass reserv oil ga enviabl posit think member agre day come great deal research petrochem industri high cost economi smaller amount manpow requir petrochem industri develop industri develop infanc oil ga discov part countri part therefor go cost someth transport product oil ga concern import thing govern consider moment set energi board import today histori import industri today earli day agricultur economi later day share economi industri day come think big develop petrochem field said worth repeat enviabl posit huge reserv oil ga reason high product sarnia petrochem area area montreal import must get end product gasolin oil case may want mention time ago member parliament went sarnia visit polym corpor plant chemic plant astonish find new imperi oil petrochem plant cost oper men shift men cover shift day includ mainten men see day new plant number mainten men mention exampl astonish develop research develop mean great deal economi must increas product autom way year view acceler acceler increas product point like mention concern situat industri parent compani unit state great britain tour refer went dow chemic plant cost vice presid took tour plant glad hear tell member hous common present dow chemic plant ph industri realiz though knew larg propos increas research activ train technic staff engin other higher train meant thing meant sarnia research laboratori realiz import bring point sinc discuss research necess acceler research start countri number plant set research divis honour present laboratori open go mention last year research divis open dupont c l shawinigan chemic polym imperi oil dow chemic consolid mine smelt canadian chemic intern nickel other member read statement receiv mail morn imperi oil read hope come hand within day polym corpor former polym report prove anyon interest read success huge crown corpor result research industri excel research team mention ago dow chemic research thought case want suggest mani unit state industri branch plant could establish research divis countri staf canadian worker way dow chemic done wish give reason unit state industri could consid establish research divis countri first place cost salari canadian scientist high salari scientist unit state result cost research lower welcom unit state foreign capit countri aid develop money develop countri resourc submit unit state industri would establish research laboratori countri advoc year speech hous subject would bring better relationship know think much unit state invest agre view say greater particip research program canadian subsidiari unit state compani would make better relationship public relat import aspect associ countri hous propos increas research activ countri differ arisen result quota mani agricultur product lead zinc lead zinc import today year ago demand copper grow plastic replac base metal doubt research develop use product futur reason would permit benefici research work carri seclud spot necessari research laboratori locat back door front door industri fact best work done scientist remot industri type men go punch time clock research divis could establish countri mile parent industri plan would make use engin might bar quota restrict enter unit state could admit feel therefor represent could made view encourag unit state industri set research divis unit state particip econom life stay becom import day order make particip canadian industri must take part fundament approach problem go say mr speaker sinc govern major spender fund field stress laid upon research contract whether industri univers maintain past campu research team want obtain greater amount detail knowledg particular field go particular univers special field situat sorri say fact born year team known organ britain visit univers came conclus countri need advanc particular field believ govern employ univers appli research practic past hope futur field left industri must say mr speaker regret said remark like pay high tribut scientist engin nation research council atom energi field chalk river fortun committe visit chalk river layman must say requir hour intens studi glean faintest idea job interest committe hope cours import peopl countri know govern know much money appropri purpos year go money go requir govern industri acceler promot research countri;Joseph Warner Murphy;1959
1985296;sorri interrupt must advis time expir;Daniel Roland Michener;1959
1985297;mr speaker would easier speak resolut couch specif term resolut read follow opinion hous special committe repres parti power call wit send document paper appoint purpos examin report upon advis provid induc promot acceler activ field research oper word resolut would appear advis provid induc idea increas acceler research concern sure everybodi hous would favour special induc requir bring would receiv hearti support side hous committe need power send document paper achiev object littl beyond comprehens resolut call committe seek way mean increas research facil said one could quarrel object sure part hous support resolut presuppos ought point think debat research facil costli countri like afford provid respect limit popul financi resourc alloc specif activ must bear mind mr speaker nation research council done excel work made contribut world scienc proud think research work done respect arctic develop arctic cloth troop build arctic atom reactor chalk river pioneer ventur line cobalt bomb notabl contribut think stand canadian contribut view limit resourc dispos fisheri research board bodi work make headlin fisheri research board commend work explor new type fish equip find way mean packag process fish order lower handl cost addit connaught laboratori connect take pride contribut made discoveri insulin develop salk vaccin week end told know true news report effect canadian scientist develop process separ strontium calcium opportun verifi report fact contribut believ whole world applaud think futur health children effect atom fall subject occupi mind peopl live civil countri research go variou univers across think mcgill univers dr rutherford carri experi laid foundat nuclear physic top fair amount industri research carri privat enterpris amount research go present time inconsider resolut presuppos amount cours find way mean improv research facil increas number project provid new idea research committe make use contribut cannot see committe harm resolut state purpos committe would promot acceler activ field research mr speaker mani field research presum resolut mean purpos would promot research would prefer resolut pinpoint certain project upon committe might concentr mind research carri tri find solut great nation problem present time sever propos increas research activ nation problem tremend wheat surplu coal surplu nova scotia coal cannot sold competit coal countri provinc along atlant seaboard tremend fish resourc yield profit return produc seem answer problem must lie develop new product sourc could find way use wheat surplu order produc product agricultur problem would solv could find way mean develop new product nova scotia coal problem coal mine nova scotia would solv could develop product plastic fish product fish industri would better committe set mr speaker think specif avenu like see attent direct laid great stress product cure inflat afraid cannot agre increas product whether littl much sometim per cent sometim per cent increas product much effect inflat could increas product tenfold unless benefit product pass along consum cannot see could effect problem inflat would make suggest set committe seek way mean increas research facil develop form induc procedur go cost money might wiser committe confin activ find way mean consolid co ordin research facil believ room thought countri like varieti interest varieti climat condit varieti natur resourc difficult co ordin research project easi unnecessari duplic exist therefor think first duti committe would assess facil seek way mean consolid order avoid overlap committe could assur hous practic spend larg sum money addit facil sure everyon side hous would glad support expenditur hous propos increas research activ;Chesley William Carter;1959
1985298;mr speaker tor lambton west persev gener field mani year wish compliment congratul bring gener subject hous common discuss time time think listen anyon introduc privat motion made better speech receiv less attent hous spoke afternoon subject larger number usual privat convers go background rumbl nobodi seem pay attent speech;Hazen Robert Argue;1959
1985299;dozen member present opposit;John (Jack) Henry Horner;1959
1985300;said reflect part contrari speech deliv think inevit result gener attitud govern toward privat member day privat member resolut seem get posit accept practic privat resolut come hous vote taken motion deviou mean rule use avoid vote privat motion though may innocu though may non controversi anyon read hansard concern everybodi may seem laud death talk along line proceed govern side hous stand adjourn debat seem innov gener method deal motion controversi one;Hazen Robert Argue;1959
1985301;order depart subject matter hous think may time occas could make remark seem ought take purpos time allot debat;Daniel Roland Michener;1959
1985302;mr speaker want make plea motion vote suffici import come vote abl learn afternoon subject controversi one would think one oppos motion discuss kind motion govern allow free vote occas past discuss privat member motion think order mention particular motion got order paper first place cours file motion dozen motion file order paper practic exist long time privat member motion introduc discuss accord time reach offic hand clerk order paper motion taken order reach clerk hand motion other recent time practic kind grab bag go bag motion pull think best method close order motion place order paper think keep best parliamentari procedur;Hazen Robert Argue;1959
1985303;sorri cannot allow follow line time remark deal busi hous order paper busi hous discuss specif motion;Daniel Roland Michener;1959
1985304;mr speaker think proper get record mean motion come hous;Hazen Robert Argue;1959
1985305;time everyth put record relev busi hous matter relev motion lambton west move;Daniel Roland Michener;1959
1985306;mr speaker suggest act leader govern would good permit vote motion matter goe appropri committe discuss good deal research might undertaken whole handl;Hazen Robert Argue;1959
1985307;order speech termin follow relev cours;Daniel Roland Michener;1959
1985308;speaker term motion note time ago go challeng minist trade commerc make posit govern known depart kind carryov time right c howe time charg depart mani question mani gener area research rais introduc motion think would enlighten member could given posit govern mr speaker privat introduc motion get speak subject matter motion would interest hear govern view subject rais particular motion somebodi may say privat motion statement govern field research submit privat motion talk motion particular serv purpos set forth term motion necessari hear posit govern;Hazen Robert Argue;1959
1985309;let hear posit suppos make speech;Alfred Johnson Brooks;1959
1985310;get posit think congratul minist happen chair time great work done regard said support term motion would interest hear minist govern posit would minist prepar cabinet afternoon prepar state posit govern whether favour establish committe purpos examin report upon advis provid induc promot acceler activ field research introduc motion right expect repli govern thing cabinet minist talk need gener research debat like initi conserv parti would seem appropri time hear govern posit see cabinet minist hous bad privat motion seen attend cabinet smaller number mr speaker great mani area research would help nation number mention would suggest field health need expand research field cancer minist nation health welfar state hous day great effort made field govern co oper cancer societi small sum money made avail co ordin substanti research initi govern field propos increas research activ greatest killer told heart diseas field govern take lead lead might add mr speaker co oper govern field health confin border given countri field health substanti amount valuabl work might done committe went beyond unit state congress repres taken great interest establish intern associ develop research field health someth promot opportun great need opportun research gener field mental health mani year peopl mental ill confin mental institut better jail institut place detent littl care treatment given patient attitud toward mental ill chang nation approach mental health progress manner larger larger percentag cure obtain field research necessari field great opportun much mention made need research gener scientif field regard variou problem affect petrochem industri industri grow import industri grow problem research might help research arctic region could increas expand grow bodi disturb evid know littl north field research north matter fact today larg extent depend knowledg northland report made scientist u r happi posit explor land develop research remain frontier evid hand public evid given committe hous present session understand may refer evid specif way clear promin scientist feel crisi research canadian northland concern import motion comprehens deal whole field research gener hous propos increas research activ prime minist past wax eloqu need increas research need scientist like see someth eloqu someth campaign speech field hope minist veteran affair make worthi contribut depart cabinet minist regard among member deskmat keep remind high regard minist held share view;Hazen Robert Argue;1959
1985311;research;Alfred Johnson Brooks;1959
1985312;glad hear go deskmat tell categori result research place cabinet minist understand place minist veteran affair high list think could make interest contribut debat would inform cabinet minist stack like hear minist veteran affair senior cabinet minist attitud govern take toward motion area research addit mention requir immedi attent instanc think committe could marvel work inquir could done bring employ opportun half canadian unemploy today kind emerg proposit committe take consider import effect live canadian unemploy bear taxpay throughout countri find payment must made need made work opportun import restor product lost peopl idl add gross nation product countri someth would worth great deal research part committe motion allow pass inflat go hear someth govern stand inflat budget addit comment heard govern session seen dollar erod per cent last gener obviou must deserv great deal research whole matter posit agricultur industri way allow lag fall behind might allow mr speaker would suggest subject research committe might undertak inquir whether techniqu defici payment correct use greater extent present;Hazen Robert Argue;1959
1985313;admit use certain ingenu suggest variou field research seem take liberti motion;Daniel Roland Michener;1959
1985314;mr speaker constitu saskatchewan differ way parliament oper reduc opposit tell mani respect controversi hous common problem affect agricultur upon heat comment made rule matter research term motion discuss continu;Hazen Robert Argue;1959
1985315;hope;Cecil A. (Tiny) Cathers;1959
1985316;;Hazen Robert Argue;1959
1985317;hope long;Cecil A. (Tiny) Cathers;1959
1985318;brilliant contribut improv think brilliant statement made time record note attend today next item note refer need research whole field labour legisl countri question vex democrat procedur canadian across countri give deep thought hope introduc motion would agre suitabl come within term propos would lead better life countri canadian mani subject could dealt question committe could discuss whole field research countri could co ordin improv standard live retain sovereignti canadian nation awar read speech made member opposit support govern awar need guard canadian sovereignti need go develop research north field nation relat ensur integr canadian nation maintain comprehens sphere committe could valuabl work listen mani occas lambton west speak need scientif research know introduc motion believ agre someth use provid valuabl subject debat hous hope member parliament associ parti justic motion allow come vote pass demonstr countri parliament interest research day use research order promot nation well;Hazen Robert Argue;1959
