basepk;speechtext;speakername;year
1076641;mr speaker rise move resolut gave notic yesterday text resolut appear upon order paper shall propos motion right friend leader opposit mr bennett consent second conveni hous motion speech made last session last parliament member parti hous common unit extend majesti king georg v majesti queen congratul hous common upon celebr majesti silver jubile majesti access throne new parliament sinc come new king day upon throne first session new parliament elect member duti behalf repres sad privileg convey majesti king viii express profound sorrow bereav majesti sustain death belov late sovereign king georg v express majesti person allegi loyalti express heartfelt sympathi majesti queen mari tribut paid late majesti occas complet twenti fifth year reign found silver line cloud world sorrow day may said mortal station low word live mani eulog dead must consol heart queen mari heart king heart could said day said time said better effect earthli life drew close king georg knew belov subject esteem men nation close day seen distant horizon canadian sky silver light sea land sun blaze glori sink rest seem world memori pass sailor king left shore other beyond ken would ventur presenc sorrow wit part world add anyth time express grief shall seek repeat said hous throughout empir less year found new deeper mean event past week shall content express behalf parliament common parliament empir warm appreci tribut paid late sovereign ibi author other foreign countri make special mention refer immedi neighbour mani fine tribut paid memori king georg presid press peopl unit state intern feel found nobler express foreign nation come time friendli touch sincer depth sympathi shown nation british commonwealth sorrow loss may say word person king georg v sympathi majesti queen mari seem greatest signific late majesti life reign imposs believ overestim owe world owe person person exampl endeavour king georg majesti differ type person cours current event britain throughout empir might differ king georg man account king person permeat said left glow death king georg upon word action human simpl natur tast gentl kind disposit like best thing contribut human happi joy home companionship friend quiet countrysid sandringham meant buckingham palac windsor castl privat public life honour stood rectitud profound sens duti reverenc truth justio vest humil possess gift god bestow wise understand heart someth appeal men incid narrat archbishop canterburi congreg even ago grace told convers late king time silver jubile celebr majesti said archbishop cannot understand refer overwhelm outburst public tribut receiv cannot understand ordinari sort fellow someth appeal move word listen last king messag given majesti sandringham christma day refer silver jubile rejoic person link peopl said valu els king georg said fail note rejoic respect throne tihe warm gener prais man may god help place upon man reveal amid trap royalti unspoil pomp pageantri palac court caus king georg belov word excel new governor gener caus live histori king came closer monarch heart subject believ may said better king may paus say king georg wonder life made great real charact majesti first acknowledg much power influenc good due enhanc benefic influenc majesti queen mari life partnership queen meant everyth late king side sick health share forti year joy sorrow marri life quarter centuri great respons throne untir devot duti self sacrif live sought give express love peopl desir serv great sorrow queen may comfort knowledg throughout life reign tender ministr love companionship meant late king comfort thought love peopl king insepar love queen sorrow loss think may say felt majesti queen mari hous person sympathi would imposs express word contribut made period reign king georg person majesti person endeavour appar toward uniti good part great empir reign contribut began majesti earli life sea subsequ visit outli dominion india develop access throne cathol majesti interest close identif vari activ peopl receiv heighten emphasi immedi contact member defenc forc time great war constant factor great confer london contribut found widest intim express address king georg made subject time majesti recoveri sever ill year indic radio broadcast deliv time time christma day last year time heard majesti voic made feel friendli tender natur gain new conscious near relationship deepli cherish common relationship felt drawn member great famili sought share joy sorrow person life pictur concept empir term loyalti home affect famili tie second great contribut contribut alli first mention made toward posit per death oj king georg manenoy monarchi wise conciliatori manner king georg dealt seriou problem confront time access immedi confid minist reign lost minist govern chang found wise counsellor friend steadfast way throughout reign king georg upheld constitut govern confid parliament peopl knew felt would seek see govern carri without fear favour interest class king georg monarchi democraci reconcil becam alli effort preserv event king georg reign polit social unrest long war difficult peac wise popular sovereign throne might jeopardi notwithstand reach constitut parliamentari chang swift unpreced chang organ human societi british monarchi grew public confid intern prestig great contribut made day gener king georg person person endeavour contribut way spirit good mutual help person rank class wider recognit common human lot regard troubl unsettl natur time live continu live chang social order believ imposs overestim valu contribut king georg saw surest method maintain bless peac mean solv econom ill beset hope spirit mutual help would grow spread word exampl power foster develop contribut king georg person person endeavour made world day like speak constitut believ suprem aim life promot friendship among men nation quarter centuri reign given king georg wit war strife unrest world known rmr mackenzi king correspond period time time reason caus stress import human friendship believ friendli relat nation constitut cornerston british foreign polici caus friendship peopl differ countri friendli relat nation majesti sought keep peopl foreign state aim express impress word messag thanksgiv cabl part empir spring king georg refer sympathi shown unknown friend mani countri time ill believ majesti said possibl experi mine may appear except wrhen nation anxieti peopl world shall felt common sourc human sympathi common claim human friendship impress part king last messag dot quot word heard express much feel listen voic christma day let recal word europ mani part world anxieti surround good think famili peopl peac unit desir peac nation friend enemi none friend enemi none word find life purpos late king imag sought impress nation british commonwealth royal effigi stamp upon coinag succeed fulfil great purpos life appar tribut paid memori peopl race clime nation sun friend enemi none throughout time king georg rememb compar epitaph found place upon royal tomb may take leav knew love thank loyal heart hasten declar allegi new king mani reason may confid welcom access edward viii throne ancestor new king come royal famili inherit true great tradit death oj king georg public servic mani recal pass queen year death celebr diamond jubile access throne gener day ihad known sovereign seem moment british throne would rever illustri sovereign thirti year sinc time son grandson queen victoria occupi throne left memori rever british peopl men nation death queen victoria occur dissolut parliament conven remark coincid first day meet new parliament death queen ninth parliament first day eighteenth parliament februari speak speak assembl member hous common right honour sir wilfrid refer new king name declar wise princ would wise king polici made british empir great predecessor would polici reign king edward vii would continu reign queen victoria express feel toward new king think word appropri word similar use sir wilfrid laurier refer edward vii belov princ believ belov greater measur king believ polici made uniti friendship predecessor polici reign king edward viii continu reign king georg v first public utter sovereign edward viii declar privi council determin follow father footstep uphold constitut govern work happi welfar class subject word majesti repeat messag british hous common written hand contain refer manner king georg actuat profound sens duti need assur would king edward determin follow way father set path follow father footstep part british empir king edward visit year known princ wale knowledg empir problem greater king georg time came throne person friendship subject numer stranger govern matter state time taken part repres crown ceremoni occas part world british peopl differ part world come look upon visit foreign countri ambassador larg king edward viii come throne day wide knowledg peopl problem mistak king edward deep interest social problem desir friendship men nation follow career know heart condit struggl poverti advers visit industri area interest hous problem desir rid citi britain slum advocaci form social better social servic speak saw war franc flander know legaci left given passion desir peac interest power manifest direct princ wale ad author prestig throne new king part govern seem call concern time king lia profound sens duti uphold constitut govern time uppermost welfar happi class subject least doubt must forgotten terribl mani year king georg reign king edward come throne may seen critic difficult period histori world constitut govern place great respons upon sovereign place heavier respons upon advis ill advis w ord error judgment part author may time like present precipit appal situat king edward foreseen made plain moment proclaim king given pledg uphold constitut govern work happi welfar class subject death king georg majesti conclud address privi council follow word place relianc upon loyalti affect peopl throughout empir upon wisdom parliament support heavi task pray god guid perform wisdom parliament recogn foundat rest secur crown secur peopl british commonwealth say may constitut secur human societi civil member parliament empir well may join new sovereign pray god guid perform task word mr speaker beg move seconded1 mr bennett humbl address present majesti king follow word king excel majesti graciou sovereign majesti duti loyal subject hous common parliament assembl beg leav express deep sympathi majesti afflict loss sustain death late king majesti belov majesti sorrow share peopl dominion repres king georg v fidel duti public servic constant endeavour advanc well happi class endear canadian subject rememb gratitud unremit effort secur friendship peac among nation w orld common part empir shall deepli cherish memori welcom majesti access throne ancestor desir express loyalti devot firm convict majesti seek promot happi protect liberti peopl member parliament wish assur majesti discharg great respons desir determin uphold support majesti utmost author wisdom would move second mr bennett follow messag condol sent majesti queen mari majesti hous common parliament assembl beg leav tender majesti heartfelt sympathi great sorrow bereav wo share majesti grief loss pass late sovereign king georg v belov subject pray time majesti may comfort sustain remembr love companionship meant late king throughout life reign memori servic share sympathi love surround majesti great sorrow;William Lyon Mackenzie King;1936
1076642;mr speaker observ made right prime minist mr mackenzi king repres heartfelt express opinion hous speak chief great parti leader hous common lengthi observ part unnecessari tradit necessit make least observ behalf sit affili may associ said suppos histori institut manifest popular emot follow death majesti king georg v citi town hamlet remot section prairi men and1 women regard death king georg person sorrow abl read given sovereign touch heart peopl king georg observ said difficult express reason hand difficult understand caus late king might said hereditari presid empir touch peopl succeed throne travel part vast empir circumnavig globe heir appar throne serv navi great distinct acquaint part vast dominion ascend throne ask peopl permit follow father footstep refer great anxieti king edward vii amelior condit peopl time late king ascend throne duti sovereign defin safeguard treasur past prepar path futur glori achiev secur law order develop age treasur safeguard chang condit growth new democraci extens franchis balanc power chang new path made pathway prepar oblig new sovereign death oj king georg v wonder moment could contempl transpir sinc access throne deal complex constitut problem like former sovereign consid although father dealt part later access throne desol war age came upon aftermath long struggl get prosper face necess readjust condit pain effort overcom difficult situat brought king head state inspir leader peopl wise sagaci statesman man broad vision saw beyond narrow confin day look long morrow industri centr great teem popul laid foundat affect regard made possibl develop safeguard secur upon perman basi institut day achiev safeguard treasur past prove inconsist mainten great digniti kingship maintain closest touch peopl freest democraci world men liberti secur freedom upon broader base unit kingdom recent year achiev small measur attribut prescienc wise statesmen must last analysi attribut dispassion attitud sovereign remov polit parti free partisanship contend chief parti state concern happi welfar peopl reward king georg pass beyond throne establish support peopl surviv struggl war internecin strife parti follow upon great conflict surviv day struggl prosper mind peopl emerg endur w hole histori pass reward late king sure preserv treasur past abl hand successor priceless legaci legaci cannot defin word legaci enrich toil vision appreci respons pathway futur must prepar statut westminst secur autonom dominion equal statu motherland equal particular matter affect domest foreign polici owe allegi crown associ commonwealth nation parliament concern may say pathway futur prepar like associ said right prime minist terribl oblig respons use word terribl rest upon parliament senior dominion great oversea empir respons contempl calcul overwhelm sometim might chanc word wrong attitud mind lack appreci understand desir serv immedi purpos polit might involv consider greatest moment part british commonwealth nation affect welfar peac happi whole world predomin aim late king said maintain constitut govern strength power mani time advis slow tell hada closer appreci understand advic given sovereign action taken age histori cannot realiz time acut differ opinion sovereign advis moment sovereign consid discuss matter minist follow constitut cours give effect tho advic receiv wa abl modifi view express abl discuss argument convinc advis cours contempl taken end action taken action minist influenc cannot day apprais attempt histori determin near pictur know deal matter state time time di death king georg v cussion problem affect welfar quarter world popul unanim view constitut sovereign wide experi great knowledg men life contact success ministri abl achiev detach posit sound judgment great wisdom sagac influenc time decis matter gravest import part world think exemplifi format known nation govern historian day told great influenc sound constitut sovereign unmind fact although quarter world popul owe allegi throne wider world reign constant endeavour king georg maintain good relat great britain british empir part world influenc commonwealth nation might agenc peac happi mankind great ideal accomplish imposs human mind human men effort achiev lack side late king must overlook influenc nation charact life constant appear queen public observ time time pleas make christma day broadcast exampl finer exampl poorest humbl countri could famili life king georg v respect convent life religi man truest best sens toler know subject belong mani race profess mani faith kept sabbath holi maintain regard convent made know true home famili keynot great great empir reflect centr oversea dominion lie fact foundat set home peopl work done sunday day rest lack religi observ wherev might whether privat chapel great palac littl church parish sandringham health permit forc exampl upon peopl upon world good live high regard home famili would place greatest possibl influenc exercis late king upon world larg word might say forgiven say prime minist refer statement made archbishop canterburi privileg repres parliament last may cours convers late king use word similar use archbishop canterburi said could understand manifest evid affection regard part peopl ad ordinari man done best shall forget way word spoken done duti done best could anyth finer could anyth better held youth countri vicissitud sorrow death mother sister son ill nigh unto death thing crowd busi life done best thought mind peopl show affect affect shown mortal king record rever respect admir real love affect reward virtu courag digniti toil self sacrific word kipl ask man would prohibit enact use spirit deni kingdom king would follow cours restrict upon food king must subject sacrific shrink subject bear life toil sacrific reach reward spoke beauti word last christma messag christma messag said may regard true sens head great widespread famili share life sustain affect full reward long anxiou labour reign nigh year could anyth finer year toil reward share life sustained1 affect subject might leav someth said man forget great author said sweetest word languag home and1 mother king devot mother everyon awar forget word death oj king georg v use access throne respect wife queen use word said may day ascend throne encourag knowledg dear wife constant helpmat endeavour peopl good pomp and1 pageantri surround throne late king ascend spoke dear wife twenti year constant partner joy sorrow share joy woe great offic end ancient hall westminst heard utter word bless work besid dear wife spoken happen know thing gave late majesti greatest pleasur thought day speech amplifi broad oast carri part kingdom workman speak fellow workman said bill like hear spoke feel spoke wife felt way speak happen know gave majesti greatest joy possibl subject illiter live life rel poverti recogn choke accent sovereign spoke dear wife close memor address said bless work besid dear wife tribut home mother heart go great queen ennobl high posit fill digniti honour pride subject king widow mother bereav husband mourn pass becom subject son sens join right gentleman move refer majesti sens adopt address condol great loss remain word speak young man succeed throne father edward viii stranger visit countri democrat attitud toward life wide knowledg men clear concept oblig respons extraordinarili fine train oblig kingship enabl come throne equip father prime minist said fit travel discharg great oner duti high offic render homag grate heart offer tribut affect came human harden citizen old could look upon smile without emot charm fascin command respect admir laps time growth knowledg wider understand greater wisdom greater sagac succe throne father equip oarri work initi carri georg v subject wish kingli offic owe embodi person attribut would possess head state head speak term british north america act statut westminst excel governor gener person repres king side depress contempl condit world around worri thought grim realiti cannot cast word dealt round sentenc vast grim realiti world condit thank god grate heart given great king pass reward score year ten activ life fill anxieti sacrif toil peopl thank giver good perfect gift great life thank majesti consort queen live given person new king one maintain high tradit great offic carri said mean within power polici point view ideal father pass great reward close hope member hous human be must hope brighter better day hope see provid may direct men wisdom advis sovereign dark possibl prime minist allud may becom actual wisdom fear god love king may serv day gener great depart king serv death oj king georg v;Richard Bedford Bennett;1936
1076643;mr speaker great honour import duti second resolut right prime minist mr mackenzi king express majesti king queen sentiment profound respect sympathi death king georg v call forth heart canadian peopl throughout entir life digniti known kind conscienti perform duti devot interest empir strict adher constitut rule practic sovereign depart merit fidel affect subject time fulfil ideal monarch peac respect liberti individu nation gloriou reign cooper evolv statu coloni nation free loyal king canadian particular reason honour memori accept becom manner sovereign countri progress adolesc nation matur repres hous french popul sure interpret sentiment compatriot say depart king instil heart feel respect loyalti love worthi great king inspir famili british dominion georg v incarn principl uniti durat give member wtorld wiid associ inspir mean accomplish respect task fulfil common destini fact french writer said king repres nation characterist continu unchang etern goeth right say noth great endur histori record reign georg v ensur surviv constitut monarchi world parliament honour day render behalf citizen countri homag gratitud live life man fulfil mission king majesti king viii queen mari whole royal famili stricken canadian extend mr bennett sympathi sincer profound grief feel desir addit assur majesti king loyalti fidel respect person attach british tradit reign illustri predecessor mr j ii blackmor lethbridg mr speaker great delight hear express loyal devot king queen like add express word behalf peopl repres loyal social credit peopl throughout dominion oanada ave rejoic king rejoic british monarchi rejoic good work king georg remind word tennyson great poem death duke avellington wherein speak sober freedom spring loyal passion temper lung sober freedom difficult defin remark characterist race privileg belong sober freedom spring loyal passion constitut monarchi start last centuri becam intensifi greatest struggl liberti man world histori becam manifest great britain reform bill pass time throughout centuri culmin incess tireless struggl common man freedom struggl gain repres institut respons govern freedom vote chose secret ballot univers suffrag struggl peopl temper monarchi great britain year victoria good greatest number battl fought year monarchi britain common man peopl remind littl poem shall modifi believ express thought see bow cord britain monarchi though bend obey though draw follow remark condit believ known world histori condit true commenc littl british peopl began discov death oj king georg v engag desper struggl upward toward freedom leader recogn struggl toward econom liberti equal polit liberti achiev struggl econom freedom believ see british monarchi true finest tradit exemplifi majesti king georg v bend empir lead obey follow find majesti june make statement follow word speak great econom confer word abort result word influenc upon mankind word cannot beyond power man use vast resourc world ensur materi progress civil diminut resourc taken place contrari discoveri invent organ multipli possibl extent abund product creat new problem submit sir word belov monarch mourn corner british empir remotest bound recogn great struggl commenc express sympathi toil million strive upward toward econom freedom rejoic new sovereign edward viii feel justifi place great hope manifest sever occas similar vision time visit mine area north england king saw ofwork miner grim home caus exclaim whait mess make sick caus cannot go blot england later time speak intern congress commerci educ juli said urgent task bring consumpt product proper relationship simpl possibl task mr speaker rejoic word look confid pray member god direct man rule countri direct statesmen call advis variou great dominion british empir way shall work god bring consumpt harmoni product go great struggl econom liberti may lord fulfil king edward case promis made behalf great hymn writer thee thi troubl bless sanctifi thee thi deepest distress;Ernest Lapointe;1936
1076644;mr speaker special occas parti desir join other express respect late king sympathi majesti queen mari memori goe death queen victoria sens profound person loss coupl feel bottom drop everyth older year contemporari late majesti experi emot day point view fanci mani other chang mani year young man england stir well known line ebenez elliott wilt thou save peopl god merci wthen king lord nation throne crown men point view neglect express emphas realiz place king fill life empir king embodi great british tradit come spell westminst abbey know mean figur shadowi legend long line king good bad victori defeat constitut chang incorpor ideal institut land civil distinguish type other tradit built disparag nation cultur though attain perfect proud call british king symbol uniti commonwealth prefer word commonwealth word empir detest older imperi work voluntari associ number self govern dominion great achiev encourag hope wider uniti victoria day poet laureat dream parliament man feder world would crown glori england could give effect lead establish world peac british king constitut monarch repres adapt old form institut new need new function compromis sens death oj king georg v sacrific principl despic thing compromis discoveri work arrang variou point view reconcil advanc made difficult art learn live compromis essenti success democrat govern herein per nap lie peculiar geniu british peopl without violent break past nation life revolution variou countri monarchi given place dictatorship england polit democraci broaden preced preced affirm must broaden believ line best british tradit king symbol inanim symbol flesh blood day empir mourn pass man son husband father burn make plea common man declar man man might plead inherit high offic man man recal court life earlier day think domin strut head modern nation cannot thank certain qualiti exhibit person offici life late king king come throne day strain stress home face uncertain futur like think sympathi express king princ wale time miner strike refer made last speaker character new king advis great britain throughout empir proclam king dead live king littl import unless set determin bring better day ring fals pride place blood civic slander spite ring love truth right ring common love good ring old shape foul diseas ring narrow lust gold ring war old ring year peac;James Shaver Woodsworth;1936
1076645;mr speaker seem would derelict duti women belov constitu north women join voic voic right prime minist mr mackenzi king right leader mr bennett majesti queen set women exampl devot home life devot famili devot busi come day must profit like allow join tribut regret sympathi beauti woman;Martha Louise Black;1936
1076649;hous adjourn right gentleman would indic whether would possibl lay tabl report dominion provinci confer think offici record debat proce monday recal right gentleman ask happier day;Richard Bedford Bennett;1936
1076650;answer;Ernest Lapointe;1936
1076651;answer busi without keep minut dispos unanim could expect view fact provinc polit faith;Richard Bedford Bennett;1936
1076652;recal ask right friend would tabl report dominion provinci confer held day repli report tabl happi say repli shall pleas lay tabl hous report dominion provinci confer think bring satisfact member hous includ right friend wish copi monday shall glad see sent offic;William Lyon Mackenzie King;1936
1076653;appreci motion agre hous adjourn p address mr slaght monday februari;Richard Bedford Bennett;1936
