basepk;speechtext;speakername;year
1950895;leav introduc bill amend incom tax act motion agre bill read first time;Donald Methuen Fleming;1958
1950898;hous go committe next sit consid follow resolut recommend hous excel expedi introduc measur amend emerg gold mine assist act extend applic year provid per cent increas amount assist year;Paul Comtois;1958
1950902;mr speaker like prime minist whether posit make statement new seriou develop last hour around middl east whether view develop govern give strong support unit nation matter extrem urgenc immedi format dispatch lebanon jordan emerg polic forc help preserv order stabil independ territori mr speaker declar purpos unit kingdom unit state forc sent countri govern state unit nation forc abl take peac freedom preserv function;Lester Bowles Pearson;1958
1950903;mr speaker think proper way answer might outlin gener taken place conclud word make particular refer ask leader opposit member awar grave turn event middl east led dispatch unit kingdom airborn forc area protect govern jordan militari coup quot word use today prime minist unit kingdom british hous common notifi earli hour morn unit kingdom govern decis take step cours remain constant continu touch govern regard event occur prime minist unit kingdom told hous common decis air lift forc jordan made respons urgent appeal king hussein address unit state unit kingdom militari assist forestal plot overthrow forc legitim govern jordan conspiraci king said extern origin threaten independ territori integr jordan unit kingdom govern consciou graviti decis take conclud law order collaps throughout middl east appeal jordan king met posit held unit nation could devis altern system secur area sure member hous appreci circumst unit kingdom govern altern act done connect full support unit state govern respect ask gentleman assur secur council inform earliest opportun interim step unit kingdom found oblig take interest middl east stabil unit kingdom troop hous inquiri ministri remain secur council taken measur necessari maintain peac secur area clear therefor respond appeal king unit kingdom act unit state govern day respect lebanon due regard ultim author respons unit nation mr macmillan said make clear arrang made secur council protect law govern jordan extern threat action taken brought end doubtless come secur council today case discuss lebanon canadian repres unit nation instruct consult unit state unit kingdom repres member secur council object devis formula unit nation action achiev stabil middl east object unit state unit kingdom seek uphold notifi action unit kingdom govern taken gave assur support secur council resolut would meet unit nation aspect outset import element unit kingdom decis interven jordan respect urgenc action taken part unit nation send forc area stand taken govern encourag assist council arriv favour decis regard advanc repres unit nation council cours leader opposit know difficulti way simpl would appear face possibl probabl veto secur council matter turn unit nation decis depend whether third major secur support unit nation forc direct action taken unit nation might add secretari state extern affair way washington consult foreign secretari unit kingdom secretari state unit state saturday proceed unit nation meet briefli mr hammarskjold secretari gener view discuss matter need add everyth unit nation done assur earli action unit nation matter end forc unit kingdom accord express unit kingdom withdrawn action taken unit nation;John George Diefenbaker;1958
1950904;might permiss hous allow make brief comment would say group disturb action taken prime minist refer awar grave event occur world today express hope countri atom weapon consid futur world unit nation discuss amongst resolv differ think intervent countri affair countri request instanc establish govern grave step must cours taken seriou consider express hope use prestig good offic unit nation support settlement organ acknowledg unit state unit kingdom action taken said interim temporari action time unit nation may deal situat express hope unit nation action forthcom may unit nation polic forc know method member hous would support mean solv difficult situat prevent bloodsh area;Hazen Robert Argue;1958
1950905;may minist nation defenc whether consider given given make avail unit canadian ship necessari circumst known gentlemen purpos provid safe return canadian troubl area;Paul Joseph James Martin;1958
1950906;request made ship date;George Randolph Pearkes;1958
1950907;whether consider given dispatch ship;Paul Joseph James Martin;1958
1950908;ship royal canadian navi avail time emerg purpos;George Randolph Pearkes;1958
1950909;mr speaker may refer matter discuss prime minist govern inform advanc decis unit kingdom govern send forc jordan;Lionel Chevrier;1958
