basepk;speechtext;speakername;year
2853743;mr speaker honour tabl text correspond depart extern affair mr marc cayer subject expens associ return text department memorandum item expens includ english translat letter french translat memorandum;Mitchell William Sharp;1973
2853745;mr speaker unanim consent move motion stand order decis govern phase veteran land act march deni major veteran qualifi servicemen retir opportun take advantag act lack flexibl qualifi due chang condit move second hamilton mountain mr beatti joint studi appoint look problem matter refer stand committe veteran affair;Jack Marshall;1973
2853746;unanim consent;Lucien Lamoureux;1973
2853747;agre;Some hon. Members:;1973
2853748;;Some hon. Members:;1973
2853749;unanim motion cannot put;Lucien Lamoureux;1973
2853751;mr speaker wish move motion stand order matter urgent busi aris report auditor gener tabl yesterday call manag studi govern organ administr method procedur involv feder expenditur exceed per year therefor move second winnipeg north centr mr knowl hous urg govern take immedi step suppli public account committe parliament expand resourc includ research legal staff necessari conduct thoroughgo depth breadth examin immens complex expenditur enabl effect econom use outlay public interest;Barry Mather;1973
2853752;order pleas shefford might allow chair make comment propos motion surrey white rock seriou doubt whether motion order refer report committe present time state like restat member take grant assum motion propos stand order order speaker oblig put hous determin whether unanim consent motion order put prepar give benefit doubt whether unanim consent;Lucien Lamoureux;1973
2853755;unanim consent motion cannot put may govern administr;Lucien Lamoureux;1973
2853757;consent unanim regret advis richmond motion cannot put hous;Lucien Lamoureux;1973
2853758;mr speaker pursuant stand order solicit unanim consent hous bring motion relat matter specif urgent necess view fact feder provinci confer end deadlock bicker fiscal matter view seriou danger uniti countri fiscal bicker repres move second richmond mr beaudoin hous consid monetari possibl propos social credit parti order arriv solut would releas feder govern deadlock allow provinc administ accord spirit confeder;Gilbert F. Rondeau;1973
2853759;hous heard motion stand order motion requir unanim consent hous unanim consent;Lucien Lamoureux;1973
2853760;ye;Some hon. Members:;1973
2853762;appear unanim among member shefford parti unanim hous motion therefor cannot put;Lucien Lamoureux;1973
2853764;mr speaker rise seek unanim consent hous move motion pursuant stand order allow discuss import matter current feder provinci confer first minist provinc execut power british north america act central govern appropri financi mean help provinc fulfil oblig move second shefford mr rondeau hous studi without delay mean enabl bank make avail provinc financi resourc requir meet constitut oblig;Léonel Beaudoin;1973
2853765;hous heard motion stand order requir unanim consent hous unanim consent;Lucien Lamoureux;1973
2853767;english;Some hon. Members:;1973
2853769;mr speaker rise matter utmost urgenc stand order aris joint communiqu offici depart nation health welfar depart indian affair date affect medic entitl treati indian entitl prescript drug view letter issu may saskatchewan pharmaceut associ advis indian health servic respons provis drug treati indian peopl fall certain group june sinc appear abrog medicin chest claus treati move;Elias (Eli) Nesdoly;1973
2853770;order pleas make speech support motion present stand order appreci point propos motion advantag meadow lake member point case support motion stand order made motion put hous consider chair term stand order;Lucien Lamoureux;1973
2853771;thank mr speaker therefor move second yorkton melvil mr nystrom health pharmaceut servic indian peopl refer studi report stand committe health welfar indian affair;Elias (Eli) Nesdoly;1973
2853772;motion requir unanim consent unanim consent;Lucien Lamoureux;1973
2853777;leav introduc bill c amend holiday act;John Douglas Reynolds;1973
2853778;explain may;Some hon. Members:;1973
