basepk;speechtext;speakername;year
2559089;mr speaker pleas inform member canadian wheat board follow negoti canton succeed conclud sale contract peopl republ china provid export long ton per cent less wheat ship decemb juli pacif coast port contract provis third long term agreement china consist northern wheat limit quantiti garnet winter wheat assum full toler taken sale amount bushel includ contract cover announc total sale third long term agreement amount ton bushel long term agreement provid minimum bushel maximum bushel year period commenc amount year negoti previou contract payment term sale long term agreement per cent cash vessel load balanc per cent month interest defer payment provis made possibl guarante canadian wheat board govern extend canadian wheat board sincer congratul success sale effort;Jean-Luc Pepin;1968
2559090;mr speaker happi hear announc minist industri trade commerc believ return south america welcom think member would join say happi hear new deal made china think emphas understood quot statement minist receiv second ago deal includ contract cover announc involv total sale third long term agreement amount ton bushel spread period year understood minist contract provid maximum sale bushel spread period year correct;Eldon Mattison Woolliams;1968
2559091;mr speaker;Jean-Luc Pepin;1968
2559092;order pleas must make statement period;Lucien Lamoureux;1968
2559093;appreci mr speaker want misquot minist believ said correct thing like say happi deal made govern follow polici establish previou govern lot discuss dot;Eldon Mattison Woolliams;1968
2559094;oh;Some hon. Members:;1968
2559095;lot discuss regard sell grain communist countri sell grain suppli credit communist china surpris find member endeavour shout repli statement natur import western farmer want repeat sale grain communist countri result common wheat sale contract china credit made avail former conserv govern practic adopt liber govern although liber critic time permit deal consumm want congratul govern minist point like mention connect statement made today present time western farmer need cash shortag box car elev point western box car could suppli farmer could deliv cash crop wheat obtain need cash trust minist industri trade commerc wheat board consumm deal discuss minist transport view make box car avail variou elev point saskatchewan alberta cash crop deliv cash put hand farmer assist difficult time result difficult climat condit;Eldon Mattison Woolliams;1968
2559096;manitoba;George Harris Hees;1968
2559097;ye manitoba provinc glad colleagu mention manitoba sure short box car provinc sinc mail come saskatchewan alberta thing like mention present time farmer bushel quota abl deliv quota problem connect box car situat seem aris fall trust brought attent minist transport discuss minist industri trade commerc wheat board railway compani view remedi situat;Eldon Mattison Woolliams;1968
2559098;mr speaker farmer western happi hear news mean continu sale china give farmer hope sale increas hope sale help govern increas effort move toward recognit peopl republ china trade posit made normal look toward expans trade debat novemb countri hope expans trade move toward make relat countri normal peopl expect busi point time situat western seriou regard sale movement grain return yesterday farmer thresh flax cannot get dryer damp flax dri properli spoil short period time area farm rosetown biggar inform given point heavi deliveri point although bushel quota ship damp grain car avail move grain elev fill condit grain cannot move suggest much point quota cannot move product part whole pictur import part effort made solv problem congratul minist govern abl announc sale let think mr speaker solv problem problem;Alfred Pullen Gleave;1968
