basepk;speechtext;speakername;year
1589174;speaker matter privileg public interest wish make statement regard butter issu statement press yesterday summari issu trade sorri interpret place upon report render mislead wish make announc hous made first place announc given press follow ottawa march right jame g gardin announc today anticip would chang sell price govern held butter end march mr gardin announc govern decid chang sell price butter purchas butter govern would protect loss result chang extent stock hand announc go trade understood concern anyth ad though came depart could result misunderstand therefor wish make statement moment benefit member wish state last ten year averag storag butter march round figur pound highest storag date pound storag march amount govern pound end dairi year april last ten year averag storag may round figur pound highest period round figur bought butter last year would carri suffici make distribut possibl basi figur would pound butter addit current product market march may leav usual carryov end year govern dispos half pound last week rememb produc butter govern encourag product butter consum adjust necessari maintain object announc made yesterday thought advis want put explan hansard;James Garfield Gardiner;1950
1589175;mr speaker view minist statement permiss like posit small dairi throughout countri stock butter hand april protect way purchas butter govern reserv;Percy Ellis Wright;1950
1589176;protect fact time date refer announc deliv butter board;James Garfield Gardiner;1950
1589177;must butter carload lot may less carload lot;Percy Ellis Wright;1950
1589178;customari carload lot know whether arrang made matter arrang trade;James Garfield Gardiner;1950
1589179;like aris minist statement price butter sold last week;George Alexander Drew;1950
1589180;sold ordinari dealer across understand princip dealer telephon morn result announc made yesterday understand announc convey said carload govern butter date carload shall obtain mean get settlement quarter butter answer said understood principl involv sale made last week canadian trade;James Garfield Gardiner;1950
1589181;price;George Alexander Drew;1950
1589182;cent;James Garfield Gardiner;1950
1589183;like minist agricultur whether;Arthur Leroy Smith;1950
1589186;know butter sold figur base cent date price montreal may differ price part;James Garfield Gardiner;1950
1589187;concern cent minist make inquiri frank think soap;Arthur Leroy Smith;1950
1589188;butter requir sell soap industri know develop;James Garfield Gardiner;1950
1589191;like address minist trade commerc press dispatch correct state radium needl repres thousand dollar taxpay properti store unprotect shed rear nation research build vault gener custom result radium needl stolen endang live may come contact;Gordon Knapman Fraser;1950
1589192;mr speaker receiv report subject although ask answer tomorrow;Clarence Decatur Howe;1950
1589193;thank;Gordon Knapman Fraser;1950
1589197;like deal ask yesterday queen mr mclure suppli reefer car part effect minist advis instruct demand canadian nation railway provid reefer car shipment potato turnip princ edward island shortag reefer car present time greatest experienc year promis would get report canadian nation railway advis today reefer car hand transit princ edward island traffic total made follow car p e transit cape tormentin moncton truro campbellton monk total offic canadian nation railway report satisfactori posit reefer car consid exce figur danger transport difficulti aris connect movement car therefor friend see shortag car contrari situat good one;Lionel Chevrier;1950
1589199;yesterday st john west mr brown repeat accid took place canadian nation railway train provinc quebec statement lengthi could give put hansard report accid report follow investig investig complet report abl obtain offic canadian nation railway think send;Lionel Chevrier;1950
1589200;understand report place hansard;Gordon Benjamin Isnor;1950
1589201;read hous report concern accid canadian nation railway st cyril quebec februari p februari passeng train scotian montreal halifax collid head passeng train maritim express halifax montreal mile st cyril station mile drummondvil nineti passeng twelv employe injur none formal investig made railway offic regard accid report receiv appear accid extent due accid occur twelv hour train struck truck public cross st cyril damag central traffic control circuit drum mondvil st cyril train run train order section train order given train st hyacinth sever other effect run hour late run drummond vill east st cyril west stop signal st cyril west display stop indic contact train control levi would author proceed st cyril station point termin clearanc would issu train pass signal stop indic fail obtain termin clearanc form pass govern signal east switch st cyril display stop indic ran switch side set enter enter central traffic control territori face;Lionel Chevrier;1950
1589205;may minist nation revenu readi answer ask yesterday regard comput depreci farm properti;Major James William Coldwell;1950
1589206;mr speaker rosetown biggar ask yesterday brought attent ask whether minist would consid delay come effect depreci rate provid order council januari appli year answer would advis delay come effect depreci rate refer farmer fact end year farmer file interim return like taxpay farmer make final return april next succeed year plenti time readjust inconveni farmer may littl inconveni administr concern prepar take extra work;James Joseph McCann;1950
1589207;may say letter account point fifti client made return know chang regul enforc made final return basi old rate made final return inquiri ministri;Ernest George Hansell;1950
1589208;advertis encourag;Stanley Howard Knowles;1950
1589209;new rate much greater advantag farmer care take advantag increas rate depreci assess upon rate use basi file return;James Joseph McCann;1950
1589210;decreas depreci farm machineri;Ernest George Hansell;1950
1589211;march answer pertain subject studi order council correspond farmer made return find chang benefici farmer former provis regard much content point;James Arthur Ross;1950
1589212;may supplementari budget discuss last year govern give farmer undertak chang would made effect respect taxat;John Alpheus Charlton;1950
1589213;gentleman rememb object voic parliament urg new depreci rate affect farmer fishermen diminish balanc scheme old rate obtain farmer order council say matter administr farmer advantag write loss period year matter adjust administr offic;James Joseph McCann;1950
1589214;wrong understand chang order council reduc depreci power equip per cent cours;John Alpheus Charlton;1950
1589215;like made clear correspond peopl automot equip past year allow depreci twenti per cent order council set rate fifteen per cent allow depreci rate twenti per cent;James Arthur Ross;1950
1589216;multipl question refer matter depreci get shall prepar statement matter tomorrow next day hous address mr major speech throne;James Joseph McCann;1950
