basepk;speechtext;speakername;year
3468502;mr speaker last time matter debat went issu whether necessari govern borrow amount equal entir budget includ total amount conting member opposit repres flash red light govern ask budget requir accord supplementari estim b reason concern whether conting amount request necessari side behalf constitu express concern lack prioriti present govern compound concern obviou divis within liber govern cabinet polici concern financi account canadian peopl parliament hand budget brought minist financ mr lalond claim thing hand member cabinet aspir becom leader parti expound differ posit bring credibl govern cabinet polici divis within cabinet direct govern take would like give exampl contradict member cabinet polici expound minist financ budget crucial matter econom develop therefor look minist state econom region develop mr johnston find espous certain thing today posit govern day proce request give hous exampl march minist state econom region develop said last say creat program stay program improv univers buzzword like hear day point social program marri econom requir countri peopl use program help get mainstream econom activ went say think canadian understand govern live within mean way get deficit taxat hand cut program inflat way govern gotten rid deficit histor time intent minist state econom region develop cut deficit quot march govern ask would increas deficit govern request spell requir refer member cabinet show cabinet place fiscal respons maintain govern act individu manag household busi person manag busi spend continu basi sooner go face realiti money go cost money cost inflat goe valu canadian dollar goe caucu member polit parti awar interest rate rise last week year treasuri bill move per cent per cent interest increas base point half per cent present net feder debt matur within half year essenti follow interest rate debt effect last week increas interest rate increas cost carri net debt countri littl increas shatter budget figur minist financ point made member opposit forecast present budget present financ minist date debat borrow law govern need explain differ opinion within cabinet would like quot statement minist indian affair northern develop mr munro made march borrow author act novemb liber parti biennial polici convent bleed heart munro support motion elimin univers said govern wast million dollar send monthli pension chequ wealthi senior citizen babi bonus famili need money fund redirect help needi damag posit espous liber parti univers stay statement like made within cabinet liber govern today minist indian affair northern develop requir clarif govern polici minist state econom region develop minist indian affair northern develop travel throughout countri tell peopl govern today right behoov opposit confirm posit govern earli minist state econom region develop produc book dedic use word minist canadian share belief beauti dot resourc peopl legal polit heritag could countri unequal opportun happi much taxat strong bureaucraci much govern much welfar mani politician statesmen mani inconsist statement minist today wonder financ minist bring budget call project debt countri borrow requir account canadian peopl articl toronto start last year written minist state econom region develop state requir solid fiscal reform revenu expenditur side make system effici equit tax mechan must readjust time must address expenditur side attack ineffici specif superflu program depart depart basi wield big axe program across board may polit appeal impract ineffici go matter need address parliament think would repeat minist look crown corpor allud minist state econom region develop need cut back look post advertis cost post offic rise postal rate advertis cost project fiscal year accord post corpor presid michael warren least doubl fiscal year post offic spent explain postal rate increas implement spring let look transport moment mirabel airport adopt white eleph symbol unnecessari unwant airport cost taxpay total date includ construct cost total oper cost last fiscal year mirabel lost compar profit lester b pearson intern airport think renam mirabel airport pierr elliott trudeau airport ministeri jetstar flight first month per cent transport cabinet minist ride estim cost base transport charg per hour air sent execut california day medic examin let deal petro take moment point coupl matter develop crown corpor petro consid big brother watch consum tri protect enter sign reciproc trade arrang sister case big brother join sister effort protect canadian consum reciproc refineri agreement long term year canadian consum today go buy ga pump forc price ga whim fanci protector petro think time minist energi mine resourc mr chretien;William Henry (Bill) Domm;1984
3468503;regret interrupt allot time expir;Jacques Guilbault;1984
3468504;continu;Donald Frank Mazankowski;1984
3468505;ten minut answer period provid question comment etobicok centr mr wilson debat;Jacques Guilbault;1984
3468506;mr speaker pleas particip debat bill borrow author bill routin piec legisl number time debat govern borrow year tend think becom routin though import piec legisl hous debat today debat whether give govern author borrow money suffici financ deficit deficit year debat implic govern borrow money magnitud want start ask simpl member anybodi hous want go recess like went employ drop per cent industri product drop per cent result thousand busi mani mani farm lost answer march rememb period fact interest rate higher interest rate rocket period per cent per cent reason went unit state high interest rate polici follow go deep recess effect high interest rate meant recess wors unit state unemploy rate unit state went per cent per cent wherea unemploy rate went per cent per cent doubl u happen differ compar unit state nation energi program undermin import industri way foreign invest review agenc administ attitud toward invest domest foreign budget rais tax point time economi fall recess reduc tax caus tremend disrupt economi signific factor deliber econom polici ad natur econom forc lead recess time budgetari deficit high give govern flexibl offset impact higher interest rate unit state follow differ econom cours result helpless watch unit state rate climb higher higher canadian rate follow case push higher unit state today face similar scenario mr speaker govern learn lesson suffer like face recess year earli next year brought polici follow unit state opportun flexibl offset ingredi slower recoveri employ growth slower unit state unemploy rate risen per cent per cent past month unit state gone per cent per cent busi invest flat latest figur gross domest product show turn contrast unit state economi healthi unemploy rate said gone busi invest invest creat tremend number job project increas per cent highest increas real term sinc unit state respons classic want temper healthi economi lean somewhat obviou respons allow interest rate move temper boom let get control borrow author act canadian respons slow recoveri would expect allow interest rate fall slow economi tri encourag busi invest purchas automobil hous lower interest rate interest rate go risen percentag point past week move lockstep unit state economi canadian respons irrat inappropri lead recess need time govern say option unit state rate go follow relationship u economi forc unhook unit state economi gain greater degre independ action distanc unit state interest rate today inappropri follow interest rate polici unit state put avoid fall trap obviou cannot independ unit state per cent trade great amount integr economi cannot becom independ achiev independ flexibl polici respons economi move differ direct independ flexibl describ peopl tail end dog would describ flea end tail dog achiev flexibl independ want draw attent member experi unit kingdom took polici decis reduc public sector borrow requir rel total govern spend signific amount result today borrow requir deficit pound per cent spend compar per cent per cent nation incom compar per cent unit kingdom move unit state economi littl weaker interest rate unit state seen interest phenomenon interest rate becom unhook unit state one like give figur u k govern rate per cent u treasuri rate per cent unit kingdom corpor rate per cent unit state corpor rate per cent bottom line take differ inflat rate account real interest rate unit kingdom per cent per cent unit state differ appropri differ perform economi march borrow author act u k lower deficit done thing taken pressur interest rate given chancellor exchequ flexibl forthcom budget drop tax increas spend depend feel appropri time flexibl independ action time polici began reduc deficit signific way given flexibl follow differ polici approach appropri exampl talk u k contrast germani franc countri live side side fair amount trade demonstr possibl better econom perform german rel french abl keep distanc polici respons countri lesson budget deficit deficit borrow crown corpor countri industri countri itali higher rel unit state per cent higher must take action deficit start take first step today bill c borrow author bill present opportun let summar econom cost higher deficit interest burden canadian pay cost interest per taxpay per year second lost flexibl within budget dollar revenu dollar spent interest dollar expenditur dollar interest much reduc dollar avail program third cost heavi govern borrow order magnitud feder govern borrow today crowd product invest whether busi invest borrow individu canadian buy car home go squeez consid govern borrow today per cent person save individu amount next point forc foreign borrow govern crown corpor u dollar swiss franc german mark amount bond purchas individu institut countri forc provinc corpor move foreign market borrow money cannot find money today largest intern borrow world big leagu mexico brazil argentina next point high interest rate caus concern investor deficit go lead higher interest rate higher inflat debat among economist fact real world investor said act reason real interest rate high unit state countri signific deficit problem final point loss confid investor demonstr weak dollar past week come head go sinc dollar cent lack confid financi manag perform economi today see inevit result excess govern borrow govern mismanag tie figur level canadian dollar foreign market today cost translat lost job clear reason today employ job lower peak middl per cent unit state compar figur job per cent higher pre recess peak dispar becom seriou full time job unit state per cent pre recess peak per cent prerecess peak term full time job contrast necessari tell minist financ mr lalond member parliament polici govern follow wrong wrong wrong place chang polici direct must start action deficit time give flexibl start process abl u k demonstr perform recent year let take advantag strong econom recoveri unit state let move cut deficit carri along momentum deficit unit state pain reduc deficit less action today would give confid canadian foreign investor put money countri give upward lift canadian dollar would give bank opportun reliev pressur interest rate pressur canadian dollar stress happen overnight take time start step today substanti reduct amount borrow requir request bill reason take time confid part investor individu polici statement govern made year heard variou minist financ say go hold govern spend rate growth nation economi let look happen want give exampl year past year conserv govern took place let look time take place gnp went per cent govern march spend went per cent next year per cent increas gnp govern spend went higher per cent per cent per cent per cent per cent one believ govern say show public action word hollow ring let summar messag put member today start today take action demonstr estim saw day spend control legisl call statutori spend per cent discretionari spend spend control year year per cent therefor demonstr disciplin need get deficit control messag canadian reduc govern borrow reduc govern borrow free save canadian use product purpos busi invest purchas car hous creation job reduc interest rate less pressur govern market allow interest rate come import abl increas independ action flexibl govern follow polici appropri canadian economi forc follow unit state economi perform cut borrow member parliament take hard line tell govern must cut borrow good canadian health economi health societi;Michael Holcombe Wilson;1984
3468507;mr speaker interest listen speak would suggest great deal mumbo jumbo type analysi went believ whole problem economi wrap around deficit said reduc deficit think would agre want see deficit reduc specif must answer reduc said could reduc deficit mani way let put specif tabl suggest deficit reduc second realiz economi differ u u k economi resourc base economi look past histori realiz resourc base economi hit harder time recess face world competit resourc difficult time restor employ main area unemploy countri resourc industri industri face stiff interna borrow author act tional competit perforc would suggest govern order make resourc base industri competit world competitor question would like put;John Leslie Evans;1984
3468508;mr speaker perforc would listen speech next time perforc might learn someth let tri recal said speech said agreement need reduc deficit discuss minist reason import reduc deficit think import hous get distract go cut import point absolut import reduc deficit healthier economi deal problem suggest hous problem deficit say think would agre import problem find solut problem help deal problem face ask would cut hous last week would know address would like check hansard see said let address second dealt fact economi differ unit state economi resourc base economi point make fact economi differ taken primari reason posit flexibl independ thing need economi without follow happen unit state deficit spend per cent deficit spend spend dollar revenu dollar interest interest flexibl deal problem resourc industri ask would problem let tell would know say hous industri resourc base must concern loss competit posit main industri happen mine industri year ago took seri step increas taxat mine industri point time competit posit mine industri rel rest world begin suffer govern increas tax load basic industri countri nation energi program began know know step taken govern led weaken energi industri huge proport result loss econom activ industri borrow author act suffer today must look resourc industri cash cow sourc revenu govern basic industri economi essenti competit posit import econom perform;Michael Holcombe Wilson;1984
3468509;mr speaker would like colleagu opposit talk reduc deficit parti want increas militari defenc increas transfer payment provinc propos tax relief busi said answer period mr mcgillivray prepar reduc tax rate high incom group;Pierre Deniger;1984
3468510;mr speaker rais differ element spend think realiz pick differ area within budget area cut made order allow increas spend import area refer look amount money involv would see amount money larg rel spend remark mention discretionari spend spend individu minist govern whole year per cent era program statutori spend per cent think tell increas discretionari spend per cent think would find hold line discretionari spend plenti money exist result abil pay increas spend commit transfer provinc post secondari educ health care militari spend;Michael Holcombe Wilson;1984
3468511;mr speaker wonder former minist could advis happen increas interest rate took place last week etobicok centr mr wilson know year treasuri bill move per cent per cent day last week increas base point net debt stand move affect total cost carri debt;Donald Alex Blenkarn;1984
