basepk;speechtext;speakername;year
2329211;mani truck trailer automobil buse carri borden cape tormentin ferri servic year mani railway freight car carri year mani automobil passeng carri year mani railway passeng figur categori mention question januari septemb amount receiv sale transport ticket year mr jean charl cantin parliamentari secretari minist transport manag canadian nation railway follow possibl determin actual number railway passeng year breakdown inform kept year1962 automobil passeng includ driver railway passengers1953 statist data month septemb avail follow inform relat month januari august number truck trailer automobil buse railway freight car carri number automobil passeng number railway passeng year vehicl passeng total1963 n r languag cours quebec mr marcoux c n r organ english cours french speak employe french cours english speak employe montreal area sinc date cours free charg employe entitl full partial refund exact number employe male femal benefit cours c n r organ english cours french speak employe french cours english speak employe quebec citi area sinc date cours free charg employe entitl full partial refund exact number employe male femal benefit cours;Mr. Macquarrie;1964
2329212;manag canadian nation railway advis follow french cours english speak employe commenc septemb montreal area english cours french speak employe cours organ teach commenc entir tuition cost cours born compani question nineti employe femal benefit cours english french cours organ compani quebec citi area;Jean-Charles Cantin;1964
2329214;mani offici work privi council offic feder provinci relat mani mention offici work full time basi offic;Mr. Graffiey;1964
2329215;offici attach provinci relat secretariat privi council offic mani offici privi council offic concern time time feder provinci meet particular question feder provinci aspect within particular field respons total time spent offici work secretariat would averag third quarter work time time spent offici vari depend circumst;John (Jack) Davis;1964
2329217;mani french canadian occupi key posit r c f mani french canadian r c f personnel base ontario allow send children french languag school subsid depart nation defenc mani french canadian remain integr servic consider given appoint french canadian command offic r c f base quebec french canadian english provinc school english canadian station base quebec proport french canadian r c n;Mr. Gregoire;1964
2329218;part answer part inform avail militari personnel resid n properti ontario wish depend attend french bilingu school given financi assist gener polici depart nation defenc appoint bilingu mr cantin l offic command offic r c f base quebec depart nation defenc maintain school provinc quebec french speak depend depart contribut payment tax local separ school board respect children french speak militari personnel live crown properti request assist contribut equival tax reason child attend french languag bilingu school outsid district;Louis-Joseph-Lucien Cardin;1964
2329220;south govern given consider implement hall commiss report recommend medic educ distinct recommend whole futur qualiti medic care jeopard;Mr. Howe (Hamilton;1964
2329221;report royal commiss health servic studi recommend deal medic educ receiv great deal attent must relat aspect report;Donald Stovel Macdonald;1964
2329223;progress made recent feder provinci meet regard settl conflict claim oil miner right offshor area british columbia immedi cours action propos taken govern determin legal ownership offshor oil miner right offshor area british columbia;Mr. Basford;1964
2329224;meet octob last prime minist provinci premier conflict claim regard jurisdict miner right includ oil miner coast british columbia rais discuss first occas rais subject discuss feder provinci confer expect decis would reach time conclus discuss matter prime minist indic feder govern would touch provinc step might taken move earli definit respect posit feder govern provinci govern feder provinci confer feder govern propos provinc refer taken suprem court jurisdict could settl propos term refer suprem court agre basi provinc possibl arrang enter feder govern provinci govern ensur would interfer resourc develop consider suprem court take place;John Napier Turner;1964
2329226;south govern receiv represent canadian feder blind request royal commiss studi problem blind request nation unemploy insur coverag blind repli;Mr. Howe (Hamilton;1964
2329227;royal commiss request receiv agre unemploy insur coverag;Julia Verlyn (Judy) LaMarsh;1964
2329229;total number employe form depart industri total payrol depart;Mr. Irvine;1964
2329230;total payrol salari employe strength april octob;Charles Mills (Bud) Drury;1964
2329232;percentag rate growth canadian citi popul recent record period question;Mr. Mather;1964
2329233;estim rate growth canadian citi popul shown follow statement purpos comparison popul estim relat standard metropolitan boundari establish censu estim popul major metropolitan area june estim popul metropolitan june june percentagearea2 increasetot popul citi proper censu area censu;Mitchell William Sharp;1964
2329235;total amount dollar depart nation defenc expenditur period;Mr. Mather;1964
2329236;total amount expenditur period includ fiscal year;Paul Theodore Hellyer;1964
2329238;much corn import u much corn import countri year lowest price report countri elev year mention highest price report countri elev year mention;Mr. McCutcheon;1964
