basepk;speechtext;speakername;year
118379;inconsist law;Samuel Hughes;1904
118380;mention alter;Frederick William Borden;1904
118381;minist cadet corp connect high school;Andrew B. Ingram;1904
118382;school;Frederick William Borden;1904
118385;power unless riot take form insurrect militiamen call upon polic duti stand around dock warehous door spat upon seen spat stand passiv special constabl would right arrest assault militiamen dare arrest rioter unless order would like minist take point seriou consider go insist law7 remain would like point consid ihe elector counti honour repres contribut perman forc citi town riot municip district disturb confin citi tell minist militia first minist peopl countri object pay polic forc sent variou larg centr quell disturb unless disturb amount absolut insurrect;Samuel Hughes;1904
118386;;Wilfrid Laurier;1904
118387;law though;Samuel Hughes;1904
118388;;Wilfrid Laurier;1904
118389;take word minist militia lie say bill provid militia shall call perman forc suffici put disturb perman forc understand call suffici quell riot ordinari militia call object contribut dollar servic object;Samuel Hughes;1904
118390;municip pay expens provis volunt forc;Frederick William Borden;1904
118391;money go;Samuel Hughes;1904
118392;govern pay militiamen charg municip;Frederick William Borden;1904
118393;provis author believ collect money;Samuel Hughes;1904
118394;matter jii saji hugh object ordinari militia call quell riot want made clear expens matter born peopl larg peopl ride repres object bear expens satisfi nineti ride object pay;Frederick William Borden;1904
118395;dollar militia sent hither thither beck nod magistr get scare owe disturb among peopl shall opportun take matter congratul minist mani provis bill trust give day offic throughout countri opportun consid measur brought second read;Samuel Hughes;1904
118401;letter mention couch term cite sent depart marin fisheri cir unit author govern member mr clement first class clerk marin fisheri depart act privat secretari minist marin fisheri answer answer answer ember op common name lieuten governor casgrain mr taylor ask w mani member hous common liettaila name posit neant governor provinc dominion sinc august jtir laurier prime min would friend ana sh concern move return;Charles Smith Hyman;1904
118405;extent area coalmeasur own govern dominion mention coal measur locat ___3 known whether coal exist near rout propos line grand trunk pacif railway coal reserv govern interest peopl proport;Mr. JABEL ROBINSON asked :;1904
118406;give gentleman mr jabel robinson gener answer short memorandum prepar director ot geolog survey read area coal bear rock within dominion great great countri world largest portion area northwest territori british columbia region possibl defin boundari differ coal district precis lia due vast extent small number geologist employ upon work short length time region control goverumen coal occur crete _ tertiari rock extend southern manitoba rocki mounts_ region along east sine mountain intern boundari arctic sea geolog basin contain seam ot coal within rocki mountain bhietmlselvef among ith mountain rang pacif coast import coal field exist inner northeastern side vancouv island extens collieri work mani year comox field part island _ numer larg coal seam occur crow nest coal field green hill coal field southwestern part british columbia vicin blairmor prank alberta new coal mine open near main line canadian pacif railway near canmor anthracit coal found nicola valley british columbia yukon territori good qualiti ot coal exist begin mine northern part klondik district lignit bed basin moos river belong provinc ontario valuabl coal basin cape breton counti cumberland pictou control govern nova scotia small quantiti coal js found new brunswick jfine seam coal discov sever larg island mainland dominicn believ great quantiti coal exist coal known exist vicin edmonton land along noirth saskatchewan river town pacif slope port simpson near propos rout grand trunk pacif railway;Clifford Sifton;1904
118411;number bushel grain receiv direct port arthur duluth fort william chicago port port upper lake quebec season navig follow vessel bushel rail bushel;William Paterson;1904
118412;mani bushel grain ship port arthur fort william mr sifton buffalo n season navig;William Humphrey Bennett;1904
118413;number bushel grain ship port arthur fort william buffalo n season navig follow port arthur fort william;William Paterson;1904
118414;mani bushel grain receiv montreal season navig ship direct port shipment without bulk broken arriv montreal;William Humphrey Bennett;1904
118415;number bushel grain receiv montreal season navig ship direct port shipment without bulk broken arriv montreal;William Paterson;1904
118416;mani bushel grain receiv midland depot collingwood meaforh owen sound goderich kingston respect ly season navig;William Humphrey Bennett;1904
118417;number bushel grain r ceiv midland depot harbour collu fe wood meaford owen sound goderich kingston season l navig follow bushel midland depot harbour collingwood meaford owen sound goderich kingston;William Paterson;1904
118420;vo weight mail matter carri e j canadian port britain via sud pe mail boat calendar year end comber pound noth _ weight via american port tot end amount paid unit state sea convey canadian mail sent great britain year end noth carri state answer payment made;William Mulock;1904
118435;;Henry Robert Emmerson;1904
118438;mr speaker order day afe call would like explan govern regard snaal incid newspap pe0 pie attach import notic day open parfia ment day st patrick day canadian flag use put tower parliamen build replac union jaf would like know old flag ta use sinc conf ation laid;Joseph Henri Napoléon Bourassa;1904
118439;sorri say satisfi day fastidi curlosjj friend make inqun tri give explan up01 day;Hon.   H.@;1904
118440;briti empir leagu someth;Joseph Henri Napoléon Bourassa;1904
118441;may explain oy gentleman mr bourassa h hitherto flown parliament buil r known canam merchant marin flag natio1 flag sens nation vjsg understand purpos j union jack mani complaint reacn depart previou occas flag float parliament b ing author flag purpos buy il flag bought tn anc custom portion empir throughout author purpos;James Sutherland;1904
118442;know j ensign merchant marin flag know use c tri;Joseph Henri Napoléon Bourassa;1904
118446;mr speaker object motion go except would hou friend mr wilson strike word report post offic inspector report regard confidenti know anyth particular report confidenti matter preced think would follow old practic obtain former administr;The Hon.  W. S.@;1904
118449;wish say savard appoint order council letter minist date may last report made octob object motion;Charles Smith Hyman;1904
118450;understand customari make public report consent hous agre strike word fue report post offic inspector motion amend agre;Uriah Wilson;1904
118453;translat ask;Louis Philippe Demers;1904
118456;mr speaker ob c tlie motion pass iiit report h e bring paper report made lng rest ffio depart witli respect fie f fimlat car would util lmve motion pass motion drop copi correspond petit laim dqeument the_ posses govern relat dam ge sustain farmer counti f st john ibervil missisquoi flood richelieu river mr speaker submit motion wish make remark interest peopl hree counti st john ibervil dissisquoi known fact lie bank richelieu river fai town st john low year freshet cover wide area oh side flood extend beyond limit st john ibervil read counti missisquoi assum certainti tore land say least ivat year land consid imong fertil provinc ouebec remain submeig foi length time crop grown parish ueorg henryvil instanc whole shad desert fact land remain water season due first place ac tion govern buiiain the1 canal chambl st john took possess old river bed tb richelieu opposit island river point thirti feet aeejn wlilt cast side island rapid govern select tot locat order save dot l build canal length turn mile result water flow remain time land permit cultiv flood interf farm oper help increas fertil soil must say govern sinc honour repres counti st john ibervil caus survey local made report forward suggest work carri farmer claim matter set right compens grant motion agre;Clifford Sifton;1904
118460;document record depart motion drop mr barker mr taylor move return show number name person employ govern surrey purpos eastern divis propos transcontinent railway date employ person salari natur term employ portion survey employ whether person employ govern nation person place resid previou employ;Henry Robert Emmerson;1904
118461;emimerson minist railway arid canal govern person employ eastern divis grand trunk pacif railway cours inform possess depart motion drop;Hon H.   R.@;1904
118467;premier sever provinc appli govern reconsider term reconsider would involv a1 readjust financi arrang dominion provinc matter taken govern speak said mr pugsley opinion matter taken earli date without state direct;Hon.   H.@;1904
118469;field minist financ move hous go committe suppli;The Hon.  W. S.@;1904
118470;auditor gener report brought;Frederick William Borden;1904
118471;colleagu secretari state expect readi monday;William Stevens Fielding;1904
118472;awkward go estim extent without auditor gener report recogn last year friend similar condit affair;Mr.   I@;1904
118473;admit proper friend urg proceed auditor gener report hut object might take contenti item begin civil govern;William Stevens Fielding;1904
118474;object go item civil govern hut must understood accord known rule laid past shall regard preced mi field inasmuch gentleman made histor remark associ friend think right remind;Mr.   I@;1904
118475;think gentleman spoke govern occas;Frederick William Borden;1904
118477;usual ordinari charg connect manag public debt item vari year year case found small increas decreas sever small item increas column need offic assist receiv gener chiefli conting expens instanc express charg increas account increas volum df circul item may paid small increas salari certain offic reduct item commiss payment interest public debt purchas sink fund transfer stock due fact portion fund debt paid year shall much less pay commiss item chang expens connect issu redempt dominion note increas s3 year increas item believ conform wish member side hous object aim cleaner dominion note circul think member agre within last year decid improv respect room improv cancel old note past though cost dollar believ expenditur member side approv;William Stevens Fielding;1904
118478;minist financ object take amount item item charg manag offic assist receiv gener toronto;Mr.   I@;1904
118479;increas dot minist say;Edward Frederick Clarke;1904
