basepk;speechtext;speakername;year
4593160;mr speaker pursuant stand order honour tabl offici languag copi variou report includ maa nulth first nation final agreement implement report annual report yukon land claim self govern agreement westbank first nation govern agreement annual report implement tsawwassen first nation annual implement report;Mark Strahl;2014
4593161;mr speaker pursuant stand order honour tabl offici languag govern respons petit;Tom Lukiwski;2014
4593162;mr speaker honour present offici languag first report stand committe agricultur agri food relat studi european union comprehens econom trade agreement recogn ceta effect canadian agricultur sector pursuant stand order hous common committe request govern tabl comprehens respons report;Bev Shipley;2014
4593163;move leav introduc bill c act amend crimin code physician assist death mr speaker honour opportun present histor piec legisl legisl would amend crimin code allow physician assist individu end life bill would empow individu compet adult make best decis time protect societi vulner individu motion deem adopt bill read first time print;Steven Fletcher;2014
4593164;move leav introduc bill c act establish canadian commiss physician assist death mr speaker given profound impact bill introduc would amend crimin code allow physician assist death felt act establish canadian commiss physician assist death would allow collect data vital statist includ sex educ type ill would fall previou bill would creat commiss could provid suggest recommend govern colleg physician surgeon time goe motion deem adopt bill read first time print;Steven Fletcher;2014
4593165;mr speaker seek unanim consent hous follow motion move stand committe procedur hous affair instruct consid matter accus offici opposit improp use hous common resourc partisan purpos leader opposit order appear wit televis meet committe held may;Blake Richards;2014
4593166;unanim consent hous move motion;Andrew Scheer;2014
4593167;agre;Some hon. members;2014
4593168;mr speaker pursuant stand order move stand committe procedur hous affair instruct consid matter accus offici opposit improp use hous common resourc partisan purpos leader opposit order appear wit televis meet committe held may;Kellie Leitch;2014
4593169;member object motion pleas rise place fewer member risen fewer member risen motion adopt motion agre;Andrew Scheer;2014
4593170;mr speaker petit petition call upon govern recogn anim sentient be feel pain move anim cruelti crime properti section crimin code strengthen languag feder anim cruelti law order close loophol allow abus escap penalti;John Rafferty;2014
4593171;mr speaker honour present petit sign number resid waterloo region petition call minist health hous common pass bill c act respect nation strategi dementia;Harold Albrecht;2014
4593172;mr speaker today rise present petit mani peopl winnipeg north concern health care call upon govern ensur health act improv account health care servic deem deliv concern health care accord import feder govern renegoti new health care pact next decad;Kevin Lamoureux;2014
