basepk;speechtext;speakername;year
4211442;order pleas duti inform hous vacanc occur represent mr georg baker elector district gander grand fall resign effect march mr raymond lavign elector district verdun saint henri saint paul point saint charl resign effect march pursuant subsect b parliament act address monday march warrant chief elector offic issu writ elect fill vacanc;The Speaker;2002
4211443;honour inform hous mr john reynold elector district west vancouv sunshin coast appoint board intern economi place mr randi white elector district langley abbotsford mr dale johnston elector district wetaskiwin appoint place mr gari breitkreuz elector district yorkton melvil hous proceed consider privat member busi list today order paper;The Speaker;2002
4211444;move opinion hous nation holiday remembr day design rememb men women arm forc merchant navi civilian group serv close support arm forc sacrif servic mr speaker thank second winnipeg sponsor motion start particular word put notic motion beforehand chang actual word motion thank folk heritag help along process seek unanim consent chang word motion debat follow amend move opinion hous nation holiday remembr day design rememb men women arm forc merchant navi civilian group serv close support arm forc sacrif servic;Peter Stoffer;2002
4211445;hous heard term amend unanim consent;The Acting Speaker (Mr. Bélair);2002
4211446;agre amend agre;Some hon. members;2002
4211447;mr speaker thank hous generos allow chang word motion purpos motion make remembr day inclus event civilian arm forc personnel coast coast coast day celebr 85th anniversari lost live vimi import young men women lost live go top say peopl left home peopl know whether love one perish wound seriou challeng world war battl vimi could comment mani battl particular saw growth nation matur nation start particular battl member know instant commun today part motion bring peopl kept home fire aliv remembr part remembr day soldier cannot duti servic support famili love one import support commun provinc countri end debat seek unanim consent make motion votabl order allow hous reflect upon sacrific made arm forc personnel merchant marin peopl particip war effort coast coast coast speak one went ship flew oversea peopl stay home rememb ranger newfoundland labrador support war effort coal miner cape breton suppli energi need make machineri farmer saskatchewan prairi provinc suppli food men women work plant women work factori mani women first time work outsid household integr part victori first world war korea second world war imper hous common senat reflect sacrific made mani peopl seriou time face men women serv peacekeep duti countri like afghanistan concern famili home sure parliament hous today arm forc personnel ride serv capac armi navi air forc cadet program administr program support role legion variou associ across million canadian support men women men women homeland work ensur peac secur home particular remembr day motion would reflect upon sacrific made past would continu serv notic appreci sacrific made young men women left think member princess patricia light infantri mani other left go difficult situat preserv peac freedom spread democraci around world think nobler act particular motion term remembr advis hous motion chang remembr day mani school provinci build open ignor assum feder govern could tell provinc act legisl close provinci build school act remembr realiz hous common feder govern jurisdict heritag along staff abl reword motion get point motion hous would encourag provinc act hous common senat would near futur purpos chang thank hous member today variou parti support chang mr speaker person note talk mani time hous parent oldest brother liber canadian militari liber holland fact parliament across way serv defenc committe father liber great time know mom watch dad pass indic time get chanc rise hous thank canadian forefath foremoth sacrific made freedom freedom million european time thank sacrific iron mani year could stand hous common difficult decis made year reflect whether right decis wrong decis hindsight person person belief whether decis send troop right wrong stand exampl decis made send troop order parent could freed decis made move father said militari like imagin kind countri era employ opportun around holland europ slim mani case non exist decis emigr holland move tough decis made benefit famili know speak member parliament born countri rel born countri know sacrific made order come part great nation truli coast coast coast encourag member hous support motion end seek unanim consent make votabl;Peter Stoffer;2002
4211448;mr speaker honour address motion put sackvil musquodoboit valley eastern shore addit commend patriot congratul astut conscienti amend made word motion motion stand inclus sacrif uniform arm forc civilian support die alongsid thank canadian fought die countri year sinc war legendari hero emerg gener brock die battlefield rememb gallantri braveri great canadian follow line written anonym canadian upon complet monument gener honour remind long tradit gallantri loyal heart soldier readi everyon foe thrice number duti must done start fire swept hill loud resound cheer brock inspir voic rang push york volunt fatal bullet pierc manli breast friend help around hero press push said mind ere set sun canadian held rug steep victori canadian legendari braveri battl sinc world war world war ii korean war gulf war peacekeep mission world afghanistan canadian arm forc civilian group support done continu countri proud memori braveri valour heroism serv conflict world make proud canadian walk littl taller think feel love countri swell pictur courag soldier feel pride import reason rememb import reason thank must forget truli given though spoken pageantri glori real stori war war hell one know better sent fight death suffer pain must enter today hope peac name justic braveri honour selfless found time war virtu seem follow canadian soldier wherev gone stori lie deepest heart wit war stori fill glori stori hurt pain loss must forget must forget enorm sacrific made cours militari histori serv day express word gratitud among live remind sacrific veteran day send prayer thank fallen sinc pass day take moment consid courag youth nation lost recommit make peac goal war last resort sinc remembr day observ known armistic day creat celebr armistic end first world war monday novemb eleventh hour eleventh day eleventh month day held monday week fell parliament allan introduc bill hold armistic day fix day novemb bill introduct decid word remembr would use armistic bill pass remembr day know conduct holiday act chapter h revis statut confirm establish remembr day day year great war conclud armistic holiday shall kept observ throughout name remembr day addit inclus holiday act statu remembr day statutori holiday preserv central vital feder legisl labour code interpret act import legisl bill exchang act elect act remembr day present holiday feder public servant pursuant public servic term condit employ made financi administr act regul institut bank observ day legal holiday feder govern institut fall within feder compet remembr day nation holiday mani peopl store open children school mani part answer found constitut act wherein legisl relat legal non work holiday found within exclus jurisdict provinc territori mean definit holiday concern employe within jurisdict feder govern determin provinc labour code legisl deal holiday retail busi educ addit depend whether particular holiday includ applic collect agreement employ employe holiday declar regul feder provinci territori legislatur act within sphere author compet appear difficulti relat non observ remembr day provinci territori level commend colleagu love show countri tabl motion support effort broaden offici scope remembr day applaud endeavour observ throughout youth year gone offer give live defenc liberti preserv peac today kill wound sacrif serv given great countri freedom enjoy thank owe cannot measur year remembr day proud canadian;Sarmite Bulte;2002
4211449;mr speaker behalf canadian allianc congratul sackvil musquodoboit valley eastern shore bring remembr day thank grate give opportun honour rememb men women fought gave live famili live could enjoy peac secur today lucki share remembr day number element ye time honour time hold gave live today go across danger world peac time remembr time teach young sacrific past intent nation holiday time rememb men women uniform gone honour forget someth veteran group brought said need opportun teach young import day histori behind reason want opportun go school teach past experi let forget want want young forget lesson past may repeat futur parti reform parti sinc fought men women uniform govern took upon sinc utter disregard financi polit intervent hamstr militari compromis time world becom danger today complic weapon threat direct indirect countri world seen last year systemat eros militari countri remov fund reduct weaponri rust reduct manpow compromis abil men women ask home mani comment erod militari u ambassador state whistler b c juli point must note mani friend express concern area mani u side border share concern resourc canadian forc resourc cut end cold war need put feder budget balanc reach point without signific increas canadian forc could lose effect u ambassador said found u found among mani men women uniform want support given danger task support let motion remembr day opportun canadian across countri hous back men women uniform civilian employe work hard support exampl union defenc employe hardwork group civilian militari need support superb work home govern cut effect cut bone spite continu work support men women uniform relat civilian aspect militari cannot continu unrecogn disregard men women uniform compromis effect parti put number solut year address issu address lack manpow rust equip lack foresight address famili issu seek erod men women uniform possibl solut defenc depart need white paper work conjunct foreign polici need combin foreign polici defenc white paper would enabl defenc forc know foreign polici would abl fund defenc depart foreign polici dictat cannot disconnect foreign defenc polici long time second must increas manpow seen men women uniform cycl task given result burnt armi peopl armi personnel burnt cycl middl east kosovo bosnia tire exhaust need peopl sharp edg militari third need critic invest rust factor mention critic need weaponri equip vast array area armi air forc navi fourth come sick must taken care reason unfathom soldier uniform get sick treat utter disregard fair must give men women uniform greater regard give give tremend amount must taken care come sick fifth must consid famili soldier issu life scondva publish excel report issu concern militari famili larg disregard famili place much hope report listen gave input report came excel support parti across hous yet implement report implement govern truli want someth construct support militari rememb gone today live oblig toward peopl fight peac mani way confer defenc associ publish excel report proffer mani solut make militari effect cannot condon recent comment govern cabinet minist said aid import defenc suggest diminish defenc complement defenc invest would somehow make countri safer would world danger today last year china superh militari complex invest long rang weaponri aircraft carrier pretend weak smaller countri like thailand singapor larg militari expans long rang weaponri china countri make safe place conflict take place natur world chang conflict nation internecin conflict within nation militari need tool nimbl need abil project militari peopl theatr alli militari personnel need equip job famili sit worri sick worri come aliv husband wive equip need parti plead govern minist defenc give militari personnel respect requir tool job make necessari invest safe danger theatr world behalf canadian allianc thank men women afghanistan today thank peacemak peacekeep work across danger world pursuit peac secur impoverish thank union nation defenc employe civilian popul thank famili sacrific make behalf;Keith Martin;2002
4211450;mr speaker would like begin congratul colleagu sackvil musquodoboit valley eastern shore motion today feel import motion bloc quebecoi studi concept includ motion concept motion bloc like first recogn contribut come defend valu continu hold dear today may mani object cost fact right jurisdict believ word satisfi everyon express thank hous common could adopt motion would serv express thank effort time great tension relat whether war war korean war time dictat emerg europ korea free democrat nation speak say enough valu system risk take parent exampl heard talk period father fusili mont royal part war effort wit rise nazi dictatorship racist nazi nation felt import stand debat time becam appar societi peopl agre go defend call motherland great britain refer english quebec keen caus know quebec favour conscript tens time peopl first blush youth age wit rise regim told go defend europ though vote conscript time quebec enlist defend freedom europ import recogn stress time father fusili mont royal marri mother wait sent oversea hard imagin difficult like difficult today know soldier may sent afghanistan risk live fight valu propos includ whole notion hous common recogn effort rememb motion includ men women motion hous recogn work women rememb time men went europ korea defend fundament valu men accompani women includ nurs import nurs line fire someon take care injur view resolut recogn work women motion today recogn work last recogn work civilian though mother nurs work militari industri war exampl singer compani locat ride oper hour day day week provid necessari suppli support theatr oper europ motion recogn work civilian import women work militari industri support front farmer produc lot sent food item europ support war effort mention motion littl said merchant navi want talk feder govern slow recogn effort canadian merchant navi took govern long time peopl take seriou risk german sophist submarin awar could intercept convoy stop ship necessari suppli europ could turn point war mani merchant marin lost live took part war effort recogn colleagu motion thing import bloc quebecoi quebec jurisdict motion forc quebec declar holiday feder institut cours observ observ mani institut quebec motion leav provinc municip come provinci jurisdict decid whether observ day think would desir everyon observ fact colleagu given thought respect jurisdict insignific wish congratul work done would disappoint end debat colleagu seek unanim consent note motion votabl think reason given would interest hous common hold debat confirm recognit remembr import urg colleagu put motion hope everyon favour seek unanim consent hous make motion votabl reason tell bloc quebecoi support request motion would favour motion made votabl think import societi recogn effort lost live live shatter lost rel friend vital recogn today hope everyon support motion;Claude Bachand;2002
4211451;mr speaker pleas stand place today support motion friend sackvil musquodoboit valley eastern shore enhanc day remembr men women made suprem sacrific first time tri deal matter place mani year ago constitu mine name brian warshick ask make remembr day holiday upset father decor vet watch news see torontonian shop hallow day want make chang came across jurisdict obstacl friend sackvil musquodoboit valley eastern shore encount want brian father know today hous common look legal holiday law thought remembr day real holiday mean peopl stop thing commerc school busi nova scotia school mall court offic close one would dream tri hold public event halifax relat remembr day support noth special devot peopl dartmouth militari honour militari tradit rememb halifax explos hundr convoy left harbour hundr son came men women across countri come part support forc war effort memori fell honour small larg jurisdict across countri anyth hous encourag jurisdict provinc respect memori father son brother sister daughter serv return mr warshick noth folk see news shop mall toronto ask join take day reflect courag valu stand sacrific father father grandfath mani room made behalf countri thank drafter motion support made votabl hous common;Wendy Lill;2002
4211452;mr speaker rise today great pleasur support colleagu sackvil musquodoboit valley eastern shore import initi need take opportun renew pride canadian institut citizenship parliamentari process core pride need point tremend contribut made men women past world conflict defend principl democraci freedom enjoy canadian take grant privileg live democrat countri privileg high price men women paid ultim price lose live mani sustain perman injuri emot physic famili lost member conflict defend principl democrat freedom liberti today pull honour support recogn contribut live age see declin voter particip elect upset see first time voter turnout reduc elect recent year canadian sacr privileg particip elector process elect individu repres view hallow place hous common seen declin level particip type initi would help strengthen recognit across contribut brave men women veteran would help remind canadian import patriot novemb vigil day year elect day particip inform interest citizenri would help would argu need see greater focu across educ young canadian histori import citizenri involv particip would help view unaccept remembr day hodgepodg polici day canadian ought unit thing sacrific made fore parent protect freedom benefit grown sacrific felt canadian provinc need see approach recogn sacrific coast coast would argu need ongo basi make canadian awar histori mani way canadian awar share histori less bind move thing need take account time canadian men women involv conflict foreign land recogn contribut made canadian peacekeep last year respect earn peacekeep around world thing countri help provid greater level stabil secur safeti peopl countri around world great level freedom liberti take grant would argu canadian awar peacekeep regard around world would becom ralli cri uniti perspect casualti divid would abil particip peacekeep distant land therefor canadian vest interest strong unit peopl live around world whether cypru afghanistan mid east gener former yugoslavia peopl distant land depend much strong unit continu vigil ensur 21st centuri move see greater level peac harmoni saw 20th centuri punch weight countri canadian particip militari effort behalf freedom liberti disproportion actual militari resourc popul would hope result strengthen commit remembr day would remind canadian militari fund import know ought partisan issu would remiss mention fact govern seen dramat reduct commit canadian militari term equip qualiti life issu term pay hous recogn strengthen commit remembr day could benefit strengthen commit individu canadian hold feet govern fire demand govern futur govern resourc perspect ensur men women repres valu treasur canadian resourc requir job militari ask increas level pressur current govern futur feder govern assist militari resourc perspect would ensur proud canadian could continu repres canadian valu protect right freedom around world take grant home;Scott Brison;2002
4211453;mr speaker want thank individu spoke today favour motion know great support peopl spoke would remiss includ offici record coupl individu sit hous today colleagu winnipeg centr colleagu allianc parti surrey north father part liber holland father colleagu winnipeg centr lieuten jack martin part liber holland father colleagu surrey north corpor erni cadman apeldoorn liber end marri dutch girl say peopl dutch half much rise hous make motion votabl understand role committe make particular bill motion votabl goe colleagu committe decid case said remind hous committe said origin word motion toss new reword motion gener help heritag committe heritag depart govern help rewrit motion make palat access hous common votabl debat origin motion debat reword motion hous agre debat fact depart minist canadian heritag graciou help rewrit motion thank member spoke behalf brave men women militari past present civilian worker attach militari past present canadian across countri support militari men women effort spread democraci around world peac freedom time seek unanim consent hous make motion votabl item;Peter Stoffer;2002
4211454;unanim consent make motion votabl;The Acting Speaker (Mr. Bélair);2002
4211455;agre;Some hon. members;2002
4211456;;Some hon. members;2002
4211457;time provid consider privat member busi expir motion design votabl item order drop order paper;The Acting Speaker (Mr. Bélair);2002
4211458;move humbl address present majesti queen follow word queen excel majesti graciou sovereign majesti duti loyal subject common parliament assembl majesti express deep heartfelt sorrow demis majesti queen elizabeth queen mother mourn loss majesti kind gracious influenc good mani year love respect admir come sens person bereav say possibl respect duti make majesti sorrow pray god consol may comfort majesti member royal famili bereav majesti may spare continu emin public servic great predecessor said address engross messag sent senat inform honour hous pass said address request honour unit hous therein mr speaker life majesti queen elizabeth queen mother span entir 20th centuri centuri immens upheav great chang entir time queen mother symbol courag stabil digniti constant devot loyal subject live much modern histori key figur grace strength beli diminut figur beacon light hope darkest day second world war although could left england blitz mani urg refus said children leav without leav without king king leav king georg vi daughter elizabeth margaret remain buckingham palac damag sever hit enemi bomb feel look east end eye famou respons queen mother spoke french made radio broadcast occupi franc reason hitler consid danger woman europ numer visit canadian ampl opportun show great affect felt made secret affect upon first visit husband georg vi king short time respons overwhelm genuin warm canadian hundr thousand came cheer royal coupl train travel coast coast say lost heart canadian feel chang passag time canadian turn felt way fortun met last visit countri mark 50th anniversari first histor visit like mani other struck complet eas spoke peopl walk life although royal statur regal bear abil connect anyon indic true style characterist went hand hand genuin love life passion hors race fli fish welcom neighbour live near scottish home sens duti end widow centuri ago queen mother remain activ life chariti one follow better advic gave numer public occas today tumult lose sight ancient virtu servic truth vision epitom advic knew say great ladi could transmit joie de privileg uniqu opportun enjoy compani remind time countri longstand link crown bond friendship built nation commonwealth canadian crown lost part canadian famili mourn canadian sadden loss majesti chang world symbol endur strength stabil servic humankind shall miss;Sheila Copps;2002
