basepk;speechtext;speakername;year
1388782;refer remark made yesterday leader opposit mr bracken regard report debat vote proceed decis introduct bill amend judg act sponsor winnipeg north centr mr knowl noth unusu decis record word report happen author hand rule given chair given summari manner afterward report condens form vote proceed offici report thing done pass hous common hansard offici report speech practic obtain court justic judg render judgment bench write record main point decis must alter instanc vote proceed debat report introduct bill permit involv expenditur money cannot said decis debar member move reduct committe suppli committe consid estim brought govern recommend crown govern case take initi section british north america act part public revenu appropri purpos recommend excel stand order resolut public aid charg upon peopl present day enter upon must adjourn refer committe whole matter whether charg origin amount increas reduct privat introduc money bill skip submiss resolut committe whole bill sponsor govern could introduc without previou resolut mr speaker white decid decis held good sinc amend cannot put dispos public revenu without recommend crown requir british north america act effect passag bill present winnipeg north centr would immedi oblig pay futur legisl would necessari author cite last night appli needless add comparison bill committe suppli irrelev privat member free futur move reduct reject estim brought govern hope understood give decis introduct bill yesterday make statement pursuanc remark made yesterday leader opposit winnipeg north centr hous understand motion chair incid close hous shall proceed busi mr john bracken leader opposit mr speaker may take opportun thank honour usual courteou consider point rais yesterday accept rule interpret say think hous pleas note rule interfer privat move committe suppli reduct item expenditur war crime tribun;James Horace King;1945
1388783;wonder may place record point;Stanley Howard Knowles;1945
1388784;;Some hon. MEMBERS:;1945
1388785;rule page beauchesn;Stanley Howard Knowles;1945
1388787;order gentleman admit speaker given permiss member speak matter motion hous made rule yesterday thought duti give explan hous pursuanc remark made yesterday leader opposit winnipeg north centr hous resum busi;James Horace King;1945
1388788;may;Major James William Coldwell;1945
1388789;honour gave rule without give chanc speak;Stanley Howard Knowles;1945
1388790;object honour decis think decis natur made carri implic may use preced futur discuss permit;Major James William Coldwell;1945
1388791;would remind give decis afternoon gave decis yesterday thought fair hous make statement shall continu busi hous;James Horace King;1945
1388797;like inform hous preliminari proceed taken trial brigad fuhrer major gener kurt meyer command ss panzer divis hitler jngend fight normandi june juli august major gener meyer tri canadian militari court conven pursuant war crime regul prime minist mr mackenzi king inform hous meyer stand trial charg murder forti canadian prison war fight canadian infantri divis engag vicin caen june charg direct troop deni quarter contravent law usag war respons regiment brigad command kill prison headquart respons death prison headquart twenti shot villag authi execut mouen becom division command meyer taken custodi canadian militari author place pend trial charg lieuten colonel r p clark command offic royal winnipeg rifl canadian armi occup forc germani lieuten colonel b j macdonald b e e head war crime unit canadian militari headquart london chief prosecutor trial expect begin allow week prepar defenc colonel peter wright b e detail canadian armi act defenc counsel member militari court major gener h w foster c b e presid member major gener r h keefler c b e e brigadi johnston e h sparl h p bell irv b e brigadi g gibson p bogert b e wait member judg advoc lieuten colonel w b bredin j g canadian occup forc trial held marin barrack aurich north western portion canadian area occup germani question;Douglas Charles Abbott;1945
