basepk;speechtext;speakername;year
2488095;honour inform hous receiv follow commun govern hous ottawa may sir honour inform honour gerald fauteux puisn judg suprem court capac deputi excel governor gener proceed senat chamber monday may 8th purpos give royal assent certain bill prorogu first session twenti seventh parliament honour sir obedi servant g cherrler assist secretari governor gener vacanc;Lucien Lamoureux;1967
2488096;duti inform hous receiv jasper edson mr horner written declar intent resign seat hous common pursuant section hous common act chapter revis statut address warrant chief elector offic issu writ elect new said elector district;Lucien Lamoureux;1967
2488101;mr speaker tabl herewith sixth report stand committe agricultur forestri rural develop receiv letter presid winnipeg grain exchang concern committe report time permit consider letter sure new session new committe give necessari consider;Eugene Whelan;1967
2488104;mr speaker wish tabl copi english copi french administr circular issu decemb februari accord written stand name winnipeg north mr orlikow tabl today;Jean Marchand;1967
2488105;minist leav tabl document;Lucien Lamoureux;1967
2488106;agre;Some hon. Members:;1967
2488109;mr speaker tabl today copi english french report tariff board respect refer relat iron steel product use shipbuild industri tabl transcript evid present board public hear assur member hous govern give detail studi report represent interest parti wish comment report receiv care consider may question;Mitchell William Sharp;1967
2488113;past year mani citizen franc refus entranc immigr purpos result r c p investig mani activ associ communist extremist organ view depart manpow immigr drop investig procedur undesir individu permit enter;Mr. Thompson;1967
2488114;inform depart solicitor gener manpow immigr follow public interest sake privaci individu reason person admit identifi immigr procedur citizen franc british subject countri examin applic canadian visa offic intend ensur peopl prohibit immigr act gain entri;Julia Verlyn (Judy) LaMarsh;1967
2488116;purpos propos centenni medal receiv medal chosen purpos medal award;Mr. Brand;1967
2488117;commemor medal struck mark centenni confered elig restrict person canadian citizen given valuabl servic depart secretari state solicit nomin public offici channel nation voluntari organ aim deem consist purpos medal creat answer;Julia Verlyn (Judy) LaMarsh;1967
2488119;govern commiss design monument former prime minist sculptor sculptor commiss b former prime minist commiss sculptor design accept b reject one reason design reject anticip new design complet anticip monument cast readi erect place posit propos erect monument;Mr. Bell (Carlelon);1967
2488120;messr marcel braitstein raoul hunter elford cox elek imredi b arthur meighen braitstein w l mackenzi king hunter r b bennett cox loui st laurent imredi ye design receiv sculptur r b bennett arthur meighen judg bear suffici resembl subject june monument w l mackenzi king expect readi septemb date set other basi profession advic number possibl site public monument select profession opinion favour choic specif site relat characterist monument sculptor consult final decis taken;Julia Verlyn (Judy) LaMarsh;1967
2488122;sinc design certain institut immigr station minist mani immigr detain design quarter mani detain penitentiari b mani detain provinci jail c mani detain polic station mani detain mental hospit;Mr. Enns;1967
2488123;march b c addit immigr detain immigr detent quarter locat halifax quebec vancouv may;John Carr Munro;1967
2488125;sculptor ask prepar mock up statu former prime minist arthur meighen r b bennett mock up apprais advisori committe person profici sculptur alli art personnel committe said committe submit govern depart opinion mock up natur opinion;Mr. Macquarrie;1967
2488126;marcel braitstein arthur cox r b bennett ursula hane past presid societi sculptor toronto clement pate director studi ecol de beaux art quebec peter thornton architect vancouv yve trudeau past presid societi de advisori panel consid quett worthi recommend accept;Julia Verlyn (Judy) LaMarsh;1967
2488128;govern depart current rate paid labour classif halifax dartmouth area prevail rate area classif saint john shipbuild dri dock co ltd saint john n b canadian vicker shipyard ltd montreal p q davi shipbuild limit lauzon levi p q davi shipbuild limit addit cost attribut late deliveri govern suppli materi new requir work aris examin ship equip question rate classif among depart nation defenc employe mani differ rate appli;Mr. Forresiall;1967
2488129;inform presid treasuri board follow depart except depart nation defenc dockyard certain employe cfb halifax depart transport marin agenc b depart nation defenc h c ii canadian forc base halifax c depart transport dartmouth marin agenc prevail rate labour halifax area see;Julia Verlyn (Judy) LaMarsh;1967
2488131;firm submit tender half life refit h c bonaventur amount success bidder adjust made contract affect total cost refit adjust total dollar content total cost contract date chang total cost expect total invest ship sinc purchas refit complet;Mr. Forresiall;1967
2488132;known work unknown work firm price estim total bid total cost contract date addit work aris n state total invest mainten repair cost includ alter addit sinc purchas h c bonaventur commenc current refit cost ad may question ship allot compon allot current refit bring total cost mainten repair septemb;Charles Mills (Bud) Drury;1967
2488134;mani univers student univers graduat employ depart extern affair mani employ bilingu b mani bilingu;Mr. McKinley;1967
2488135;depart extern affair concern summer employ student graduat student graduat b student graduat none perman employ graduat b graduat b;Donald Stovel Macdonald;1967
2488136;refer paragraph answer minist nation defenc mani refer interest individu compil list interest individu done undistribut copi print cost determin advanc minist reject altern purchas worth copi hansard day;Mr. McCleave;1967
2488137;copi distribut individu written time defenc depart indic interest reorgan servic defenc matter name individu held numer file nation defenc headquart special list compil purpos undistribut copi use fill request continu receiv consid format use prefer refer pamphlet;Paul Theodore Hellyer;1967
2488138;tender call breakwat repair parrsboro nova scotia repair involv g j mcllrailh minist public work tender call may stone place along feet seaward side breakwat;Mr. Coaies;1967
2488139;municip nation capit commiss make grant lieu tax pursuant section nation capit act amount grant municip fiscal year end estim year end march;Mr. Bell (Carleton);1967
2488140;nation capit commiss make grant lieu tax follow municip township west hull township masham township south hull lucern township onslow township templeton township eardley township gatineau township deschen citi ottawa villag deschen citi hull macdonald cartier bridg approach figur shown attach schedul includ grant lieu tax rent properti deem assum lesse part rent paid n c c estim year end march total mr forrestal l may question gatineau park west hull hull lucern ottawa improv charg 53industri subdivis belfast road road road road road nepean gloucest villag hull township west hull total;George James McIlraith;1967
2488141;total cost oper mainten high commiss india year date includ estim addit amount much expend intend expend estim capit expens said year;Mr. Nugent;1967
2488142;concern depart extern affair total cost oper mainten fiscal year date follow estim expect expenditur fiscal year amount expend capit expens fiscal year date follow estim major construct program site acquir canadian govern plan stage phase program high cost involv phase provid consist construct chanceri servant quarter garag park facil landscap phase provid number hous apart canadian staff phase involv construct addit staff quarter delay complet draw phase construct project amount provid capit expenditur estim requir may question;Paul Joseph James Martin;1967
2488143;compani award contract carri pile timber inspect phase fraser river trifurc plan competit tender ask compani chosen answer part basi compani select depart ascertain compani select suffici personnel experienc carri inspect pacif coast fraser river water condit rate follow servic phase fraser river trifurc plan treat pile specifi b untreat pile plan inspect vancouv area c untreat pile bush inspect estim total cost phase inspect servic base upon rate refer part miller inspect servic ltd richmond b c submit letter offer certain rate rate base upon rate miller inspect servic ltd would total estim cost miller inspect servic complet assign depart public work servic satisfactori;Mr. Prillie;1967
2488144;coast eldridg co ltd east fourth ave vancouv b c valu inspect base qualiti work time spent site depart establish rate standard work requir assign given compani qualifi staff facil type inspect requir job rotat compani treat pile per linear foot b untreat pile plant inspect vancouv area per linear foot c untreat pile bush inspect per linear foot estim ye treat pile per linear foot untreat pile plant inspect per linear foot untreat pile bush inspect per linear foot estim ye miller inspect servic complet sever assign depart standard rate ye;George James McIlraith;1967
2488145;total amount commit foi develop grant area develop program atlant provinc date total amount paid feder govern atlant provinc fiscal agreement year end total amount commit year;Mr. Crossman;1967
2488146;inform depart industri financ follow formal commit pay develop grant area develop incent act june date atlant provinc follow newfoundland princ edward island new brunswick nova scotia condit commit pay act pend receipt addit inform applic complet process applic made follow newfoundland princ edward island new brunswick nova scotia payment feder provinci tax share arrang act feder provinci fiscal arrang act atlant provinc follow fiscal year thousand dollar e b total amount commit year cannot estim time volum applic approv throughout level commit depend upon year mr martin essex east may;Julia Verlyn (Judy) LaMarsh;1967
2488147;total amount compens paid land owner properti purchas expropri construct gordon pittock dam reservoir recreat area part upper thame river conserv author woodstock ontario individu amount compens paid land owner date;Mr. Nesbitt;1967
2488148;compens paid provinc ontario inform provinc total amount compens paid date land owner properti requir construct gordon pittock dam project woodstock individu amount compens paid land owner date list hereund owner chester mari stanley gibson thompson goodwin wm gordon griffin w hook j howel jame lockhart jame smith william murray john alexand tabor c h thornton john werkema j c birtch cha dunn grace dunn rose dunn william gardhous wm harwood gordon hewitt teddi c hewitt w ross dot holm cha smith mckay wilfr connor alic maria symon robert van emden peter windgrov dori william boughner stanley brickwood alvin gofton glen julian fennel eleanor final settlement question korevaar marman john neabel grace sitter lloyd mari kristensen margretta porter woodstock go kart club raper waugh citi woodstock lot van den berg de;Jean-Luc Pepin;1967
2488149;total expenditur depart defenc product last fiscal year proport amount expend prairi provinc b british columbia;Mr. Schreyer;1967
2488150;department record prime contract maintain accord mail address contractor great mani instanc address contractor reflect actual work carri deliveri point good order consum depart agenc address reflect subcontract sourc raw materi work involv possibl provid statist inform;Charles Mills (Bud) Drury;1967
2488151;minist indian affair northern develop take appropri action refer pursuant provis section suprem court act suprem court question whether call perpetu leas nation park grant crown b whether govern act minist indian affair northern develop power refus renew said leas accord term;Mr. Woolliams;1967
2488152;answer follow advis respect call renew leas grant minist interior prior enact nation park act minist interior power grant right renew term therefor portion leas ultra vire power author cannot enforc may question b advis respect call renew leas grant minist interior prior enact nation park act govern act minist indian affair northern develop author renew said leas grant leas land effect would renew perpetu;Stanley Haidasz;1967
2488153;total expenditur princ edward island nation park year end march year total number prevail wage rate personnel employ intend enlarg princ edward island nation park locat extent area ad present park intend open addit nation park king counti p e area locat new park princ edward island govern made avail land nation park western princ edward island locat extent park;Mr. Macquarrie;1967
2488154;year end oper mainten capitalmarch feb feb march figur avail total number prevail area consider cannot rate personnel per year defin studi survey season project area complet year year end employe matter addit nation march park discuss prince1956 edward island provinci govern feb consider given time enlarg princ edward island nation park specif date set detail regard area locat propos new nation park cannot releas discuss complet approv feder provinci govern applic see number;Arthur Laing;1967
2488155;discuss consult held public servic commiss staff associ repres employe public servic promulg public servic employ regul may discuss consult held detail natur discuss consult discuss consult held;Mr. Bell (Carleton);1967
2488156;given follow inform public servic commiss januari commiss forward draft public servic employ regul follow staff associ ask comment draft public servic allianc ii profession institut public servic iii canadian union postal worker iv letter carrier union v l associa tion de fonctionnair federaux expr sion franqais b public servic allianc profession institut public servic canadian union postal worker respond commiss invit comment draft regul public servic allianc canadian union postal question;Julia Verlyn (Judy) LaMarsh;1967
2488157;year total amount paid receiv gener behalf bank cover cost cash chequ instrument charter bank;Mr. Caouelle;1967
2488158;provis section bank act bank may make charg cash chequ instrument drawn receiv gener account bank bank cash instrument issu author payment money consolid revenu fund respect chequ instrument drawn favour receiv gener govern depart thereof public offic capac tender deposit credit receiv gener worker comment write bank permit fession institut request meet charg cash bond coupon redeem commiss held februari ing save bond amount paid servic year que applic tion set attach schedul total amount paid charter bank year and1965 cover cost cash bond coupon redeem save bond charter bank canadian imperi bank commerc montreal canadienn national nova scotia provincial du bank dominion bank bank tax cigarett e j benson minist nation wine revenu presid treasuri mr caoueit board total amount collect excis tax year provinc cigarett b wine common debat may question excis tax collect part iv v excis tax act;Mitchell William Sharp;1967
2488160;public servic commiss deleg deputi head author perform power function duti commiss deputi head b respect posit c term condit attach deleg appoint made pursuant deleg person jurisdict deputi head author commiss exercis perform power function duti deputi head author commiss exercis perform deputi head jurisdict b name posit titl person author c appoint made pursuant sub deleg;Mr. Bell (Carlelon);1967
2488161;given follow inform public servic commiss applic may;Julia Verlyn (Judy) LaMarsh;1967
2488162;area paragraph b paragraph b public servic employ regul applic area paragraph public servic employ regul applic;Mr. Bell (Carlelon);1967
2488163;given follow inform public servic commiss paragraph l b applic particular area except public serv unit happen coincid whole popul within specifi area make appoint vacant posit commiss determin languag composit public serv unit vacanc occur composit fall within limit set paragraph l l b appropri paragraph applic appoint;Julia Verlyn (Judy) LaMarsh;1967
2488164;numer score devic use rate candid posit public servic mark allot candid essenti qualif posit b mark system desir qualif possess candid reflect c system appropri mark degre languag profici reflect must appropri mark languag profici equal ten per cent mark may attain essenti qualif circumst may vari upward downward ten per cent numer score devic use attribut mention part determin;Mr. Bell (Carleton);1967
2488165;given follow inform public servic commiss variou mark system use differ competit system mark award candid reflect degre possess qualif assess b number mark reflect degre desir qualif possess candid ad mark allot candid essenti qualif c number mark exceed number equal ten per cent maximum number mark may attain essenti question qualif allot candid accord assess languag profici knowledg english french desir essenti qualif maximum attain mark languag profici knowledg english french desir qualif ten per cent mark attain essenti qualif mark languag profici may vari downward per cent depend upon degre languag profici possess candid select board assess essenti desir qualif manner judg appropri competit;Julia Verlyn (Judy) LaMarsh;1967
2488166;person author pursuant section e public servic employ regul exercis perform power function duti respons staf offic method techniqu use author person exercis perform power function duti pursuant author public servic employ act person author;Mr. Bell (Carleton);1967
2488167;given follow inform public servic commiss director gener offic staf branch public servic commiss assign duti commiss offic includ respons assign respons staf offic public servic employ regul express statutori author requir public servic commiss assign duti offic;Julia Verlyn (Judy) LaMarsh;1967
