basepk;speechtext;speakername;year
3482175;mr speaker minist agricultur mr whelan record state would cap interest rate per cent presum mean elect liber leader prime minist statement interpret mean john turner circumst minist financ mr turner tenur financ minist invent deficit spend sinc becom leadership candid done everyth power elev word contradict statu campaign polici mr turner could roll interest rate roll mani slip tongu countri would serv meantim slogan want suggest minist agricultur number tri harder;Thomas Gordon Towers;1984
3482177;mr speaker peopl provinc quebec connect feder govern rrap program loginov administ provinc quebec mind mani quebec among municip author confus program surpris sinc advertis societ habit du quebec administ loginov give impress program relat exampl taken brochur loginov program say loginov restrict territori specif urban centr consid restrict set cmhc urban rrap program mr speaker loginov rrap program independ feder provinci agreement sign grant govern quebec cannot relat decis offer loginov feder govern decis design certain area urban rrap program would therefor conveyor rhetor quebec govern honest inform fellow quebec;Gaston Gourde;1984
3482179;mr speaker may bring attent hous mr mildr bronfman land order distinguish canadian today montreal first canadian recipi eleanor roosevelt centenni award state israel bond exemplari work lifelong dedic humanitarian cultur philanthrop caus sure member hous join extend best wish mr land canadian jewish commun occas prestigi award;John Allen Fraser;1984
3482180;hear hear;Some Hon. Members:;1984
3482182;mr speaker day list countri particip olymp game lo angel get come ride mani young peopl involv sport would like minist state fit amateur sport mr olivi feder govern make urgent represent effect futur olymp game perman locat could go first olymp game design athen must get polit olymp young peopl may work year accord olymp ideal day compet hostag polit ideolog mr speaker sport remain part key intern understand cannot set ideolog polit barrier year must keep young peopl anxiou compet peer hostag polit leader mr speaker import lead way field prevent countri make olymp game matter prestig expens build facil countri concern young peopl want meet peer year compet accord olymp ideal;André Maltais;1984
3482184;mr speaker cnr embark program oper train without caboos rear plead econom pressur technolog improv contend introduct hot box detector drag equip detector technolog improv negat necess man caboos train mile unusu mile half common travel mile per hour carri danger commod coupl fewer oper inspect mainten forc mean less attent given roll stock fewer peopl inspect stand run train citi town commun jeopardi cnr want remov man rear train key person keep constant watch train motion allow happen mississauga rehears come call member parliament member public pay attent issu let decid technic basi polit issu ought treat;William Alexander (Bill) Blaikie;1984
3482186;mr speaker yesterday common colleagu edmonton west mr lambert congratul edmonton oiler new stanley cup champion oiler brought great credit edmonton west win new york island wish draw attent sir attent hous charlottetown island perform similar feat citi princ edward island atlant provinc win hardi cup canadian intermedi championship beat moos jaw gener game best final know member hous join congratul captain wilfr macdonald coach errol thompson member charlottetown island everyon associ team major nation sport triumph parliament team ride take particular pride victori;Thomas Michael McMillan;1984
3482189;mr speaker canadian senior citizen cannot enjoy golden age unless hous facil suitabl need substanti improv made across senior citizen hous home special care done special hous may answer case senior citizen would happier home share home member famili context applaud measur taken govern ontario recent budget ontario provid tax incent home owner make renov keep elderli rel live home similar tax incent provid elderli home owner renov move special hous senior social concern measur way treat senior citizen cannot cope without help keep elderli canadian home environ recogn senior citizen import element canadian commun encourag canadian famili care ontario govern shown leadership feder govern provinc would wise follow may;Howard Edward Crosby;1984
3482191;mr speaker yesterday member tori parti laugh ask worker safeti work project;James Douglas Manly;1984
3482192;liar;Blaine Allen Thacker;1984
