basepk;speechtext;speakername;year
1763368;mr speaker rise person privileg aris newspap report appear today issu montreal gazett quot said said govern stop consid illegitim child confeder use word contrari believ govern consid provinc quebec gloriou son know concern paper accuraci consider govern support thought would bring matter attent;Roch Pinard;1954
1763371;sinc januari canadian broadcast corpor move employe point ottawa mani total cost offic divis establish montreal toronto establish ottawa offic divis purpos move ottawa;Mr. Thatcher:;1954
1763372;sinc januari employe move ottawa cost remov expens amount addit routin transfer head offic station cbo cbot certain senior offici employe nation offic program engin personnel administr press inform station relat broadcast regul divis locat montreal toronto move ottawa provid closer co ordin gener manag corpor see answer;Mr. McCann:;1954
1763374;mani squar feet floor space canadian broadcast corpor divis subsidiari thereof occupi ottawa space locat total monthli yearli rent space;Mr. Thatcher:;1954
1763375;head offic victoria build holt renfrew build bryson graham build connor street station cbo studio offic chateau laurier hotel yearli rental rate;Mr. McCann:;1954
1763378;order obtain certif natur march sam carr swear oath subscrib declar allegi make form affirm loyalti majesti grant natur revok ground obtain fals represent ground minist depart charg natur time certif grant;Mr. Fulton:;1954
1763379;ye late norman mclarti;Mr. Harris:;1954
1763381;feder govern sign agreement govern nova scotia complet forest inventori nova scotia extent feder govern particip cost b much paid feder govern date anticip inventori complet;Mr. MacEachen:;1954
1763382;term feder provinci forestri agreement date june feder govern undertaken pay durat agreement half cost provinc prepar maintain accord inquiri ministri certain specif inventori forest resourc nova scotia present agreement termin march subject renew term condit determin b payment date expect inventori complet fiscal year;Mr. Lesage:;1954
1763386;minist transport give hous report dominion provinci confer highway transport complet;Howard Charles Green;1954
1763387;feder provinci confer highway transport conven ottawa monday week complet busi morn think safe say confer success view posit feder govern reluct enter field extra provinci highway transport suggest provinc control regul extra provinci undertak manner control intra provinci movement provinc seem will accept suggest draft bill submit confer approv depend upon reaction variou provinci govern draft bill feder govern will give consider enact session parliament legisl would make propos bill valid;Lionel Chevrier;1954
1763388;supplementari may whether necessari amend british north america act order implement agreement;Howard Charles Green;1954
1763389;suggest contain draft bill meet approv favour reaction provinc answer;Lionel Chevrier;1954
1763393;may permit direct minist nation health welfar mr lesag l aris press dispatch morn globe mail caption ottawa said readi match grant civil defenc minist posit tell hous procedur necessari part provinc municip order qualifi grant;Clarence Gillis;1954
