basepk;speechtext;speakername;year
4132069;move bill c act implement agreement among govern govern state european space agenc govern japan govern russian feder govern unit state america concern co oper civil intern space station make relat amend act read second time refer committe;Alfonso Gagliano;1999
4132070;madam speaker today honour speak second read bill c legisl govern particip greatest scienc technolog project histori human intern space station begin remark quot foremost pioneer john h chapman said second centuri confeder fabric canadian societi held strand space railway telegraph held scatter provinc last centuri inspir word pronounc john h chapman late 1950 earli stage space explor vision mr chapman consid father canadian space program chapman went state technolog advanc outcom space spill normal activ world bill c talk space explor benefit canadian human bill c enabl becom full partner greatest endeavour construct oper intern space station formal particip nation without consid partner without nation would lose tremend opportun develop canadian space research scienc without would jeopard hundr thousand job readi creat high tech environ invest intern space scienc technolog project like intern space station posit canadian scientist engin entrepreneur world market allow nation continu contribut scientif discoveri understand entir univers bill c intern space station symbol intern co oper joint effort world lead industri nation includ key partner final form station cover area larg footbal field accommod perman intern crew astronaut includ canadian astronaut dedic advanc area biotechnolog engin earth observ telecommun bill relat implement oblig agreement concern co oper intern space station extend applic canadian crimin code canadian board parti agreement undertaken establish framework mutual intern co oper relat detail design develop oper use inhabit space station peac purpos bill bring canadian law line intern oblig negoti agreement therebi reaffirm strong commit particip histor project histori particip intern space station project date year first astronaut marc garneau travel space presid invit friend alli join unit state build oper use space station within earth orbit peac purpos march accept invit notifi nasa contribut base concept mobil servic system system noth less next gener canadarm would help assembl maintain space station orbit u europ japan formal partnership signatur intern intergovernment agreement space station set broad principl legal basi co oper space station program follow redesign space station partner invit russia join partnership becam truli intern space station april press confer presid clinton prime minist reaffirm particip intern space station program announc would provid special purpos dexter manipul appendag like robot technolog refer robot hand design oper new robot arm delic assembl repair oper follow year negoti parti sign revis intern agreement space station januari bring russia partnership agreement stipul year ratif period januari bill c allow ratifi intern agreement endors commit partnership intern discuss countri mani accomplish space role respect canadarm mention space robot autom technolog becom symbol great success field high tech sourc price canadian moreov global high tech commun robot technolog becom showcas nation capabl earth space success canadarm given credibl ventur full confid world space fare nation undertak next step advanc space robot system outset involv capit expertis space robot maintain posit world leader specif field provid scientif commun privileg access uniqu micrograv environ creat new technolog spinoff entir countri today reap benefit particip project term contract space industri prestig part greatest engin feat histori overal expect return time origin invest along mani high tech posit particip assembl intern space station began fli colour last decemb watch canadarm canadian artifici vision system brought assembl first modul space station american modul uniti russian modul zarya knowhow instrument get incred project start goe without say act play role unifi modul symbol may year watch great pride juli payett becam first canadian board first modul station next year marc garneau particip third mission crew st mission devot instal intern space station solar panel requir space walk co ordin mr garneau among duti mr garneau oper canadarm assembl purpos follow marc garneau chri hadfield second mission canadian watch chri hadfield make histori becom first canadian perform space walk instal new robot arm intern space station arm instal canadian rest world watch pride canadarm new arm space station work concert build largest space structur micrograv laboratori built entir mobil servic system oper instal help robot hand function end arm astronaut abl perform complex orbit task cost rel comfort space station modul put without use canadian robot technolog station could built maintain march year govern provid canadian space agenc stabl ongo fund canadian space program fund demonstr govern strong commit promot advanc scienc technolog drive global knowledg base economi help canadian remain leader field invest space support intern commit environ case montreal protocol agreement sign kyoto creator radarsat remark satellit given nation world leadership manag earth space today radarsat use manag flood manitoba red river flood support disast manag oper kobe japan provid greater understand effect war local popul environ vietnam invest space advanc scienc discoveri experi perform world space scienc commun canadian scientist recogn decis role learn univers effect sun earth exploit uniqu micrograv environ obtain invalu insight cardiovascular system bone brain effect radiat human organ canadian space scienc experi exampl address human disord includ cancer bone diseas osteoporosi ailment affect canadian invest advanc innov spinoff everyday live today seem unawar fact time turn televis listen weather forecast visit doctor turn portabl comput pick car phone lace shock absorb run shoe access product servic space help advanc list product servic long posit contribut qualiti live real invest therefor promot space industri employ thousand canadian regist revenu let point form export largest among space fare nation result industri strategi space robot autom becom strateg nich industri respond innov technolog make mark world exampl newfoundland compani develop sensit skin develop space robot manipul appli technolog prosthet bumper car control deploy air bag thank canadian innov canadian space program lead industri nation turn canadian expertis help make contribut space station project realiti em technolog ottawa contract mitsubishi japan suppli electron japan contribut intern space station addit order could bring total contract commit vibrant space sector commit nation futur scientist engin futur astronaut ratif bill import step long benefici intern engag countri third nation world first non super power satellit orbit year first nation world domest satellit telecommun system link canadian corner vast land creator radarsat remark satellit given world leadership manag earth space home astronaut team expertis space explor recogn throughout world architect world famou canadarm technolog marvel becom worldwid trademark excel high technolog legaci canadian achiev goe legaci canadian feel proud futur mani way space nation railroad next centuri link canadian sea sea unit canadian throughout space usher bill c direct attent remark histori achiev space futur boundless opportun canadian space program activ particip intern space station continu essenti build block highlight futur countri social econom well;John Cannis;1999
4132071;madam speaker pleasur speak bill implement agreement sign last year unit state japan russia countri european union agreement formul particip intern space station space station bold excit project nation around world work spirit co oper rivalri largest scienc technolog project histori human canadian proud role play continu play key role develop final form space station cover area larg footbal field colleagu ask whether american canadian footbal field size know answer know weigh tonn orbit earth averag altitud kilometr visibl night sky orbit earth sure whether canadian abl see new gener space arm hand go see assembl space station construct habit model laboratori accommod perman intern crew astronaut dedic advanc area biotechnolog engin earth observ telecommun pleas say today reform parti support speedi passag bill recogn urgenc get bill pass meet commit made partner project leader reform parti keen follow space technolog express keen interest project know want go mani colleagu kind keen interest area opportun tour houston space scienc centr year ago enjoy experi marvel technolog achiev world year go comment made parliamentari secretari talk nation railway distant rel mine georg stephenson england earli man invent first steam locomot railway open world innov happen result railway see today new forum new forum space technolog excit get bit background want say bill come stage today would much favour pass reform support bill provid listen bit background space station got start januari presid unit state direct develop place orbit man space station time presid ronald reagan invit friend alli particip develop share benefit quebec summit march accept invit confirm interest co oper summit meet washington follow year time variou countri express interest project year sign memorandum understand recogn russia could enhanc capabl space station long list accomplish area human space flight long durat mission decemb russia invit take part project arrang made co oper human space flight activ includ russian u mir shuttl program prepar build space station januari countri got sign civil intern space station agreement establish framework design develop oper util space station today bill c second read seek implement agreement sign last year make possibl speak moment agreement bill implement intern agreement sign unit state japan russia european countri contain articl annex summar task variou countri commit case canadian space agenc provid element mobil servic centr special purpos dexter manipul hand new gener canadarm space station uniqu ground element articl lay object scope agreement intern right oblig ownership element equip manag space station aspect design develop cover right provid qualifi crew transport right access space station provis commun network partner bear cost fulfil respect respons agreement includ share equit basi common system oper cost activ attribut oper space station whole import articl view articl deal exchang data good partner agreement agre transfer technic data good consid necessari fulfil partner respons bill c contain provis claus give govern power forc compani individu third parti direct contractu relationship crown releas inform relat space agenc power necessari event compani work contract govern project get bought compani unwil honour compani contractu oblig would affect abil oper therefor need claus claus provid safeguard ensur document produc commun parti exchang inform scientif data crucial success success develop entir project protect intellectu properti right import ensur intellectu properti right protect agreement contain articl state purpos intellectu properti law activ occur space station flight element shall deem occur territori partner state element registri give protect countri conduct research develop new product legal paramet around product produc space belong normal patent procedur appli mean person entiti file patent owner intellectu properti import point mani partner work space station import protect partner regard research develop bill contain amend crimin code amend ensur crimin act commit space canadian crew fall canadian law canadian would tri law unit state russia exampl bring involv station juli payett becam first canadian board space station end mean marc garneau particip third space mission crew shuttl mission follow chri hadfield instal space station robot manipul system next gener canadarm main element mobil servic system call mss short goe build space station enabl space station partner construct space station new robot place new canadarm hand provid necessari infrastructur work put space station instal mss move around space station repair work contribut vision system oper remot manipul must oper robot arm insid windowless space station small task would suggest ground mss oper complex canadian space agenc saint hubert quebec plan mission monitor condit remot manipul train space station crew use cost design develop oper launch mss orbit year cover period cost per canadian taxpay per year contribut small import feder budget provid canadian space agenc new fund year stabil agenc budget per year start year 03 bring present futur benefit canadian space station involv might bring canadian scientif benefit canadian space station abil monitor earth studi environ includ agricultur crop monitor canadian farmer farm crop left monitor futur import aspect think deliv import benefit abil monitor canadian arctic ice pack aid canadian ship navig arctic water invest go contract canadian firm rest go univers sinc contract let autom robot technolog develop space station estim year lifespan abl expand research micrograv applic human disord osteoporosi cancer continu research protein crystal space big aid medic research technolog result space involv includ first robot refuel station develop firm british columbia partnership shell quebec firm appli space expertis develop digit imag system x ray elimin need photograph film addit compani newfoundland develop sensit skin develop space robot manipul appli artifici limb mani canadian firm enter intern market land contract base expertis gain variou aspect space project firm help partner countri contribut space project exampl em technolog ottawa contract mitsubishi suppli electron japan contribut space station ongo benefit clear involv space produc tremend return would abl develop fund project magnitud co oper peac love partner potenti meaning contribut reward spinoff great suggest import technolog industri revolut innov led discoveri steam locomot railway import young peopl follow achiev space spark interest field scienc technolog need remind futur prosper lie abil encourag pursuit knowledg follow behind note end speech want inform hous reform parti support bill stage want delay speedi passag way;Charlie Penson;1999
4132072;madam speaker turn speak bill c act implement agreement among govern govern state european space agenc govern japan govern russian feder govern unit state america concern co oper civil intern space station make relat amend act end millennium stop think rate progress space research discoveri space phenomen recent year moment man start go space matter decad space station built orbit station permit astronaut go space month time conduct test experi advanc research provid opportun import discoveri rais honest question peopl cost project result remain difficult measur clear effect signific potenti discoveri remain infinit research done orbit station carri specif climat research law graviti appli way work done context earth therefor clear open window opportun incred research addit technolog need build station work go space becom transmitt reusabl purpos would say earth fashion order put perspect progress made possibl use discoveri space let look whole field commun would hard imagin inform could move without satellit great deal money invest technolog launch satellit put servic recov necessari ensur oper determin lifespan new window open intern space station lifespan predict year although accord sourc could longer must rememb mir station expect last year servic ten obviou therefor space station last longer predict year involv govern consider compar countri financi capac main contribut come u play lead role project russia involv rais question futur know hard time russia go initi particip requir greater futur grey area russia role financi difficulti rais question start proud fellow quebec went mission play part refer juli payett want congratul amaz career proud everyth done would wish forget quebec astronaut marc garneau went space canadian astronaut includ help instal orbit station canadarm play key role assembl oper canadian system play pivot role repair mainten orbit station though particip modest scale quebec canadian take pride contribut project further develop technolog one know signific discoveri made station partnership next step adopt earth legisl bill stipul crimin law appli case incid offenc would becom insid orbit station bring legisl appli space issu address bill wish point bill c flow agreement sign sever countri appear schedul bill connect critic make govern though favour bill bit regrett agreement approv parliament sinc support bill therefor cannot say agreement debat place approv hous common sign liber tendenc area sinc govern deplor moreov colleagu beauharnoi salaberri introduc privat bill c purpos ensur treati pass ratifi parliament would like case bill c describ content treati append bill schedul could list signatori state schedul govern govern feder republ germani belgium denmark spain french republ italian republ kingdom kingdom netherland unit kingdom great britain northern ireland sweden switzerland state european space agenc govern japan russian feder unit state america fifteen signatori agreement sign year call term implement within year initi signatur necessari legisl measur pass within year present time countri initi process russia refer question concern rais futur role space station specif agreement russia partnership state russia space space station exampl laboratori time percentag non russian space russian space modul laboratori equip agreement co oper russian partner russia repres potenti caus delay particip relat fund articl agreement read member find append bill defin purpos scope bill set intern right oblig definit given follow mention cooper agenc registr jurisdict control ownership element equip must defin partnership manag detail design project develop station util oper refer rule govern crew transport telecommun relat orbit station project evolut fund project key element cross waiver liabil countri agre sign waiver move section custom convent respons data good exchang condit withdraw agreement decid withdraw section intellectu properti sinc import research concern space notion intellectu properti may debat becom subject litig occas mani applic research done space use addit research earth discoveri made basic research find applic research project carri earth must understood though astronaut period month short time sinc research carri longer term research done test carri develop earth provis crimin justic talk earlier found bill measur crimin justic pertain incid might occur board orbit station straightforward canadian astronaut commit offenc would subject canadian law except case homicid case sponsor astronaut brazilian sponsor unit state american law would appli understand bill section entri forc amend oper effect parti sum agreement sign year draw close adopt near sinc time pass sign agreement could introduc first adopt bill c establish relat measur could pass parliamentarian could comment oblig agre agre challeng oblig say like preced deni hous opportun comment true say respect agreement includ schedul bill bill per se claus agreement contain schedul mention cost involv feder govern orbit station space agenc annual budget fund agenc receiv govern talk forecast could argu spinoff believ could reach includ job yearli basi durat project lot money lot job spinoff great anticip talk signific amount money would help busi quebec achiev degre success quebec aerospac industri space agenc locat saint hubert good thing aerospac industri work done compani sector contract get regard orbit station project allow develop critic mass research peopl work allow compani use product civilian applic member allud numer technolog medic scientif achiev discoveri result initi fund aerospac project whether past one discuss support bill know discuss took place proceed intent delay adopt bill c would good legisl go normal process word refer committe second read member get answer question took part space agenc department train session bill stand committe industri committe abl go matter examin everyth relat timefram budget normal take time need order ensur pass normal bill go regular stage govern want bill pass ought conven hous conclud tell member vote favour bill c second read intend support third read question want go committe includ meet deadlin opportun discuss matter appear committe space agenc department offici bill come third read stage believ committe move accept return hous intent support congratul work project relat develop space station whether quebec canadian american other know day friend famili constitu may benefit discoveri result research project scienc show potenti futur effect undertak must say possibl endless conclus wish indic intent vote favour bill c;Pierre Brien;1999
4132073;colleagu see seek floor floor return debat clock begin break speech mind go statement member;The Speaker;1999
4132074;mr speaker good econom news morn statist report econom activ continu grow august 13th consecut monthli increas sinc octob liber govern return offic job creat opposit parti like hear good econom news must lose sight fact govern among thing mission creat favour condit encourag new invest promot job creation conjunct news along line stabl sustain reviv economi result made public statist confirm fact liber govern good job;Robert Bertrand;1999
4132075;mr speaker rise hous today pay tribut dr robert mundel mapl ridg british columbia ride dewdney alouett graduat mapl ridg high school dr mundel went earn ba univers british columbia ph massachusett institut technolog professor columbia univers new york month royal swedish academi scienc award dr mundel nobel prize econom recognit analysi exchang rate effect monetari polici academi describ work inspir gener research form core teach intern macroeconom hope member hous join citi mapl ridg canadian congratul dr robert mundel extraordinari achiev;Grant McNally;1999
4132076;mr speaker canadian women expect develop breast cancer lifetim today last day hous sit breast cancer awar month excel opportun reflect success work year host third annual run cure success run peopl ran walk volunt rais canadian breast cancer foundat support research educ diagnosi treatment commun wonder organ breast cancer support servic make differ famili live breast cancer breast cancer awar month import opportun celebr survivor rememb one lost strength courag inspir messag clear earli detect vital accompani annual mammographi must remind women love must support difficult day treatment must support research togeth beat diseas;Paddy Torsney;1999
4132077;mr speaker would like take opportun congratul resid citi port colborn ride eri lincoln citi recognit best ontario rais famili municip peopl smallest proport children fall crack accord health academ measur recent articl globe mail confirm port colborn highest proport student meet exceed provinci standard mathemat read write fact grade student provinci standard read port colborn woven ness strong sens belong young old work common goal peopl look neighbour one look find help hand port colborn resid canadian true sens word care share commun;John Maloney;1999
4132078;mr speaker distinct honour speak eve monument mileston apocalypt annal canadian histori year tomorrow canadian soldier left quebec citi fight south african boer war first oversea mission soldier repres provinc time royal canadian dragoon base cfb petawawa great ride renfrew nipiss pembrok repres countri oldest militari unit last week rcd receiv millennium fund restor year old king banner use ralli troop boer war display base petawawa museum cannot begin describ dilig dedic boer war veteran thousand canadian men women repres peacekeep throughout world;Hec Clouthier;1999
