basepk;speechtext;speakername;year
1028856;edmond desmarai richmond employ dominion govern sinc salari receiv posit occupi;Mr. LAFLECHE:;1934
1028857;inquir depart govern ottawa case receiv repli person name edmond desmarai employ depart gentleman could give clearer indic depart person presum employ make inquiri;Charles Hazlitt Cahan;1934
1028859;govern intend earli date make perman appoint vacant posit collector custom excis port name applic examin held said posit date b c act examin candid examin;Mr. ROBERGE:;1934
1028860;think ask cover statut countri deal civil servic commiss appoint made therebi drop;Richard Bedford Bennett;1934
1028862;total amount expend dominion govern seed grain advanc western year much said amount remain unpaid possibl govern accept less full amount princip interest due said seed grain advanc govern insist upon payment said seed grain advanc;Mr. GOULET:;1934
1028866;spoke open debat express hope bill would thrown realm controversi partisan polit ask construct suggest refer bill suggest would improv make possibl effect aim set titl bill like take opportun tc sincer appreci conscienti construct suggest made member side hous suggest mani instanc believ least benefit measur left doubt great difficulti confront bill first year experi would perfect suggest might made felt member side would agre fact obstacl variou kind stood way suffici reason honest attempt made solv difficulti overcom obstacl order primari produc might reap greater return effort think agre matter point may differ debat great wastag present system market primari product effort made avoid wastag would say outset misinterpret occur connect bill lead belief establish trade wipe interf opposit whole spirit led introduct bill mean destruct destruct mean wastag wherea thing endeavour overcom wastag agre exist given good deal thought problem mention solut fit appreci great difficulti let consid shall attempt answer case point made disagre think save time hous travers ground cover give interpret bill time without deal object taken refer gener way variou type object taken differ member state bill follow pattern british common market act weir meljort market act would support think understand british market act appreci difficulti confront endeavour solv would say act adapt great extent meet problem first place territori involv small comparison distanc limit differ agricultur divers problem differ problem solv assist primari industri countri chiefli import primari industri concern problem export regul flow product domest market parliament confront provinci right problem arisen reason british north america act chief principl british market act price fix countri great bodi opinion price fix includ member spoke favour british act british legisl provis restrict product maintain restrict product refer particular bill therefor say reason british market act appli meet differ condit differ problem aris condit adapt great extent solv problem confront consid problem endeavour studi produc bill pass enabl set machineri think meet peculiar need overcom special difficulti contend market primari product certain principl found necessari adopt appear british act taken advantag certain extent tri found success first difficulti confront attack problem limit jurisdict feder govern result provinci right laid british north america act think member studi bill desir see best agre noth conflict way british north america act whole bill base spirit cooper fill need believ great major canadian peopl feel irrespect provinc live creat econom system market product primari produc connect flexibl forc upon bill introduc believ sound first principl enunci hope last spoke put power regul market product primari produc hand primari produc give evid anxiou power handl regul market product shown extent prepar organ connect may use cooper organ establish channel trade believ countri great bodi opinion favour cooper market other favour market hd becom known privat enterpris regard remind statement made note anglican divin toronto church use attend univers discuss church bazaar colleagu minist financ mr rhode say must care anglican divin said refer churoh bazaar believ men congreg anxiou taken name lord way think mani farmer produc countri anxiou market product receiv greatest return work done connect market believ healthi competit essenti must monopoli basi bill repres bodi produc submit scheme thought interest way one market primari product member suggest stated1 bill poll produc repres seventi per cent product vote favour particular scheme author would given twenti per cent forc would support bill due differ problem market primari product possibl insert provis market act weir meljort exampl let take simplest primari product appl problem market appl nova scotia differ ontario british columbia nova scotia crop year eighti per cent appl export major problem export ontario thirti per cent appl export problem chiefli domest british columbia forti per cent appl export problem therefor divid domest export market instanc could give larg number show consid fix limit scheme shall brought effect lest definit make inadapt differ condit regard differ product differ part countri left open order bodi produc may meet provinci govern submit scheme provinci govern think scheme allow form local board power given bill differ power necessari use board agent dominion market act basi bill put power hand produc indic organ wish conflict provinci right reason believ sound polici leav provis flexibl member suggest possibl local board take extrem case state might consist number chines laundrymen know whether anyth legisl set railway commiss prevent chines laundrymen british subject appoint ration expect would appoint board claus clear refer mani member opposit think read quot section subsect scheme approv shall state g number person shall compris local board basi select group produc scheme must state natur board handl scheme propos know branch industri feel board consist produc other decid produc represent represent trade interest market product consum repres primari object bill give power produc extent recommend set manner board appoint second principl bill power shall taken investig spread use term gener popular definit mind product consum cost get product produc consum spread therefor power taken ensur necessaiy shall unfair profit taken unfair manipul process take place increas cost time product leav produc time reach consum meet situat small group produc wish organ product best qualiti product uniform suppli assur protect effici market product think object principl first give hand produc power handl product second assur protect produc consum shall artifici manipul peopl made contribut toward product toward ration honest market product third place taken power act limit necessari import export think take object instanc would like cite hous connect individu associ member hous shall shall glad show descript instanc shipment cattl old countri within last month damag effect reput cattl unbeliev shipment made feel would interest produc prohibit export would benefit live stock produc wish avail market cattl unit kingdom take best advantag market send best qualiti product common market act weir meljort certain amend prepar submit connect bill;Robert Weir;1934
1028867;oh;Some hon. MEMBERS:;1934
1028868;chang principl bill way clarifi certain point refer yale mr stirl believ new westminst mr reid understand matter taken care bill stand think would difficulti prove anyon advis clarif made amend readi brought bill committe dealt gener way critic level bill object produc lose control control taken hand put hand whoever may appoint board second object type board may set think mention might consist fifteen old decrepit politician could help struck thought speak mind definit pictur man thought capabl chairman board power set feel opportun direct slight believ qualifi may use illustr use littl pick scratch mortar stand build hope fall destroy take construct step erect build said purpos bill construct destruct sure member agre peopl type look posit board dealt critic repeat variou member opposit like minut remain dispos deal specif critic rais right leader opposit mr mackenzi king fifteen differ place speech refer principl bill restrict product place emphat chief principl bill would instant suggest right gentleman mind understand fundament principl maintain bill restrict product mention purpos regul product go market right gentleman state produc licens spoke favour orderli market amend put record favour orderli market could product countri know quantiti product place market given time way inform obtain produc submit expect produc acreag seed number head live stock work done variou branch agricultur industri approach scheme wish set undertak licens produc product reason imposs govern orderli market unless knowledg volum product come forward suggest connect like say pass branch industri approach ask allow stand feet branch organ wish money consolid revenu fund branch industri organ feel necessari order tide organ orderli market insert provis bill branch may look meantim reason provis bill number member object mani branch industri upset posit organ number peopl involv area cover particular branch branch greatest need assist feel condit may aris futur arisen past make desir extend suffici assist power taken bill market particular product order make market profit otherwis would conduct loss chief reason power taken bill may seem excess though consid power excess appli recogn sound principl success enterpris countri least govern member parliament irrespect parti use resourc countri market act mr weir meljort necessari assist primari produc connect would say person attempt mean machineri set bill revolution entir market system dominion month month year would great deal harm good feel necessari power use sane man would use heart heart agre use irrespect opposit rais argument use right leader opposit bill took right parliament much compuls amend state oppos compulsori legisl think melvil mr motherwel answer argument better way could answer way must impress right gentleman melvil cite compuls necessari enforc polici regard bovin tuberculosi test cattl think civil war nova scotia polici enforc complaint wherev appli believ construct polici connect live stock industri believ melvil state proceed without order council prevent cattl ship countri member side hous spoken length cite legisl compulsori natur introduc right gentleman power cannot feel object critic rais standpoint merit effect right gentleman refer magna charta said bill affect right receiv peopl provis magna charta sure hous wonder right gentleman made statement could transport attitud mind exhibit toward bill runnymed fine may day whether would side baron side king baron spread author deleg place deleg connect might right gentleman session parliament sinc confeder parliament deleg author bodi outsid parliament conclus mr speaker submit bill long way perfect;Robert Weir;1934
1028869;hear hear;Some hon. MEMBERS:;1934
1028870;appreci fact gentlemen applaud remark highest compliment could paid intellig exhibit across way bill perfect experi overcom obstacl indic chang made bill close remark speaker appeal construct suggest bill committe thought follow suggest member differ parti might refer bill agricultur committe subcommitte committe time chief essenc right leader opposit put record oppos state offici opposit fight bill last ditch feel regret would littl gain wast time committe bill fought hous claus claus phrase phrase;Robert Weir;1934
