basepk;speechtext;speakername;year
3486738;mr speaker rise point order hand clerk copi note seem indic paper amount rule honour respect admiss stage certain amend dealt committe;John Allen Fraser;1984
3486739;anticip say preliminari express chair basi hope hous could proceed today chair would prepar hear argument regard matter render final decis note relat amend relat part;Gildas L. Molgat;1984
3486740;take honour speak hous respect note time honour would respons respons forthcom procedur;John Allen Fraser;1984
3486741;normal procedur indic intent chair tri give intent hear argument argument concern make final decis procedur chair follow face situat member awar larg number report stage motion notic paper relat bill c act establish canadian secur intellig servic enact act respect enforc relat certain secur relat offenc amend certain act consequ thereof relat thereto opportun examin number motion prepar make preliminari statement time first motion inclus inclus inclus inclus inclus inclus inclus inclus inclus stand name burnabi mr robinson seek delet separ claus bill schedul cumul effect affirm vote motion would kill bill opinion chair must dispos therefor motion group debat vote motion dispos remain motion delet claus schedul bill second motion no propos add new featur bill mean substant amend interpret claus order refer member beauchesn fifth edit citat read substant amend may introduc way modif interpret claus bill journal may p third motion inclus debat affirm vote motion dispos motion no neg vote motion necessit separ vote motion no fourth motion stand name vancouv south fraser seek chang purpos principl bill agre second read bring servic control rcmp sinc bill propos creat independ servic rcmp control amend would irregular motion order contrari principl bill refer beauchesn fifth edit citat follow amend equival neg bill would revers principl bill agre second read stage admiss fifth motion no group debat affirm vote motion obviat need vote motion neg vote motion necessit vote motion sixth motion no attempt introduc new concept principl bill secur intellig servic parliamentari oversight committe concept bill introduc read second time committe mention motion rule order new idea contempl bill agre second read beyond scope bill must rule motion order seventh motion no stand name vancouv south consequenti motion sinc motion order must find motion order regret rule motion ground motion combin distinct separ idea first part consequenti motion part provid mechan report unlaw activ employe servic attorney gener provinc part c must rule order sinc part motion part would order must rule order circumst chair must guid principl part motion faulti entir motion order may refer beauchesn fifth edit citat effect dot u15 eighth motion no group debat vote separ ninth motion no debat vote chair rule remain motion possibl;Gildas L. Molgat;1984
3486742;mr speaker respect statement made say outset without consult colleagu initi reaction rule restrict think cast seriou question abil chamber oper free democrat way narrow interpret want give notic would like opportun make full present mr speaker understand may would say question depth proposit put preliminari statement follow procedur set statement debat bill affect civil liberti canadian bill would seriou consequ would restrict abil present reason amend make preliminari statement concern parti feel respect legisl respect abil free unfett debat matter seriou consequ canadian;Ramon John Hnatyshyn;1984
3486743;mr speaker want say preliminari rule fact cover substanti portion bill appreci sir rule difficult digest moment must cross referenc studi abl make kind reason respons mind appreci would difficult proceed kind reason intellig debat sir exampl rule motion cover mani claus bill make difficult find one could make intellig propos would move second burnabi mr robinson hous adjourn;Ian Deans;1984
3486744;concern regard made preliminari statement matter order recogn point order cannot accept motion adjourn point order apportun move motion recogn point order therefor cannot accept motion adjourn point order;Gildas L. Molgat;1984
3486745;mr speaker fellow parliamentari hous leader chanc express immedi reaction statement admiss amend reaction side hous differ colleagu understood stand order hous appli time must appli way principl shall appli subject bill hous notic colleagu parliamentari hous leader progress conserv parti upset subject nation secur involv impos certain restrict freedom would otherwis restrict irrelev object legal ground stand order bodi parliamentari jurisprud parliamentari principl must appli whatev subject legisl hous circumst immedi reaction posit find chair appli rule relev basic principl parliamentari procedur point find whether content amend correspond principl mention reason doubt result thorough studi made chair help hous offici heard parliamentari hous leader new democrat parti say found difficult digest preliminari rule chair set number item june matter volum matter number opposit propos amend rule order reason basi principl chair mention fact amend rule order would difficult digest chair appli principl parliamentari procedur opposit new democrat parti decid propos seri amend meant dilatori think amend chair regroup item think excel idea good thing parliament sinc propos elimin claus bill requir amend vote childish ridicul contradict philosophi parliament evid systemat obstruct new democrat parti report stage bill c think public intellig think member notic given amend bill c clear new democrat parti prefer obstruct make tangibl improv bill wit parliamentari hous leader new democrat parti tri take advantag first opportun come unlaw irregular stand order prevent parliament sit stroke geniu new democrat parti third parti want prevent parliament sit seem basi intellig behaviour institut like allow debat gag parliament let bell ring prevent tri improv bill given thorough consider long time member senat shall elabor sinc hous awar consider time effort spent member side hous member govern side member offici opposit tri improv bill see obstructionist approach taken new democrat parti time read amend propos view parliamentari hous leader parti said intend prevent hous sit move hous adjourn must say ridicul insult intellig hous furthermor particular time parliament insult canadian peopl hope reconsid friend smile think heard nonsens friend burnabi mr robinson said stand committe would laugh friend parliamentari system mr speaker suggest chair firm applic secur intellig servic parliamentari principl let influenc dilatori tactic third parti look bone pick elect suggest chair appli rule deem appropri hous accord parliamentari procedur mr speaker awar stand order hous give chair full discret stage chair oblig call first time rais point rais matter predecessor stand order deal report stage give chair full discret determin order amend regroup amend admiss spirit generos presum chair allow member concern express view limit reason period time whereupon assum chair make final rule wish sinc issu straightforward matter volum surpris one whether chair rule fifti amend order know easi overload notic paper give notic vast number amend admiss hope chair hand final rule today item amend proceed possibl debat bill conclud mr speaker want make clear govern concern want hous reason period time consider report stage third read bill provid opposit new democrat parti abus right debat impress number natur propos amend chair group purpos debat dilatori tactic involv consid intent parliamentari hous leader new democrat parti propos adjourn hous prevent hous sit must assum intent prevent parliament sit prevent intellig consider bill indulg kind obstructionist tactic prevent consider bill support support major hous;Yvon Pinard;1984
3486746;mr speaker sure appropri time today detail discuss rule preliminari rule understand note nod mr speaker must say sir committe alleg made opposit parti govern media observ progress june secur intellig servic conserv parti use kind delay tactic committe;John Allen Fraser;1984
3486747;say;Yvon Pinard;1984
3486748;hous leader govern call across say believ import place record take hous leader indic say say behalf govern;John Allen Fraser;1984
3486749;right;Yvon Pinard;1984
3486750;committe mr speaker number amend brought parti relat submiss made committe number wit appear front committe time amend made rule order consid go pre argu case want draw attent hous instanc motion motion name deal briefli amend motion paragraph main bill paragraph main bill public listen understand concern power secur servic use intrus surveil wire tap search survey canadian commit crime particular claus engag much time respect remark wit came front claus know hous leader govern opportun studi discuss took place committe amend import cannot put stage wonder committe could go want stretch patienc;John Allen Fraser;1984
3486751;chair hesit interrupt chair suggest motion delet claus schedul could group first item debat would give vancouv south opportun examin said make detail argument hope would suit conveni member;Gildas L. Molgat;1984
3486752;mr speaker want correct misunderstand accept cours could move precis moment attempt seek short adjourn noth delay bill fact effort expedit proper consider bill want go group given suggest differ amend could group dispos time instanc hope parti would delet possibl forc argument individu case would suffici justifi consider delet particular claus without affect remain claus reason rais requir time look whether interrelationship claus kind time debat start point presum would start amend claus propos delet claus;Ian Deans;1984
3486753;made suggest;Yvon Pinard;1984
3486754;presum would start claus put consider report stage appreci abl understand cross refer interrel claus determin full forc effect preliminari rule would imposs know tabl offic abl within ten minut receiv variou claus propos amend ask hous sit clock order sit consid effect propos otherwis seek submiss day hope morn preliminari rule time consid preliminari rule given import legisl profound effect live canadian futur given reach implic much hour alloc member concern purpos review preliminari rule order determin debat might start today proceed stand accept govern hous leader propos left littl altern stall bill order gain time make sure argument put real sensibl intellig ask govern hous leader consid would make sens scheme thing hour minut read consid bill propos amend preliminari rule come make brief submiss decid debat bill reason begin afternoon;Ian Deans;1984
3486755;mr speaker want put mind thought cover morn point number deal motion stand name vancouv south fraser say seek chang purpos principl bill retain within rcmp rememb debat vote second read rule might order fact matter close second read principl discuss vote hous amend stage therefor would seem proper stage parliament place thing debat;Blaine Allen Thacker;1984
3486756;chair cours guid procedur consider point chair face fact hous move name report stage delet singl claus schedul appear reason chair commenc group motion bear mind claus consid claus claus committe report stage might start point debat chair cours servant hous chair would dispos call motion name burnabi mr robinson delet claus inclus schedul basi debat could commenc basi appear reason way proceed view chair wish member comment;Gildas L. Molgat;1984
3486757;mr speaker preliminari rule hand colleagu enter chamber want make full complet represent respect preliminari statement made prejudg matter see happen would prefer move would normal way preliminari statement made honour say seem discuss claus tradit hous committe concept mean wide rang full debat respect principl total bill met approv think make progress debat;Ramon John Hnatyshyn;1984
3486758;chair make observ respons motion propos chair would permit group claus bill would permit broad gener debat claus aspect;Gildas L. Molgat;1984
3486759;cours mr speaker know limit intervent ten minut per amend propos report stage make final determin group motion debat would find posit ten minut speech let ndp defend tactic seem order matter dealt fair equit basi prejudg anyth deal ten minut speech deal claus claus chanc make represent chair day time make decis see;Ramon John Hnatyshyn;1984
