basepk;speechtext;speakername;year
1781020;mr speaker would like tabl copi english french protocol north atlant treati access feder republ germani sign pari copi english french agreement relat germani conclud pari;Lester Bowles Pearson;1955
1781021;mr speaker protocol feel import wonder would possibl print appendix today hansard;Alistair McLeod Stewart;1955
1781022;unanim consent;Louis-René Beaudoin;1955
1781023;agre protocol refer see appendix page;Some hon. Members:;1955
1781026;leav introduc bill provid equal pay equal work women motion agre bill read first time;Ellen Louks Fairclough;1955
1781029;leav introduc bill respect construct oper mainten intern river improv;Clarence Decatur Howe;1955
1781030;explain;Stanley Howard Knowles;1955
1781031;bill provid licenc govern requir anyon shall construct oper maintain improv river flow place place outsid definit word improv includ dam obstruct canal reservoir work purpos alter natur flow interfer alter affect actual potenti use intern river outsid provis act appli govern govern provinc privat individu bill provid intern river improv hereaft construct declar work gener advantag motion agre bill read first time;Clarence Decatur Howe;1955
1781033;leav introduc bill regul export power fluid import ga;Clarence Decatur Howe;1955
1781035;bill revis consolid present electr fluid export act retain licens control export electr power export pipe line petroleum natur ga fluid extend control import ga strict licens provis maintain subject suitabl amend limit revoc licenc case license refus neglect compli term condit licenc bill retain present export duti export power remov author impos similar export duti petroleum ga motion agre bill read first time inquiri ministri incom tax exempt;Clarence Decatur Howe;1955
1781038;mr speaker desir prime minist given follow regard widespread public interest negoti dominion govern provinc quebec matter tax exempt fact refer made speech throne prime minist prepar make statement subject;James MacKerras Macdonnell;1955
1781039;thank send notic regret say prepar make statement subject matter refer;Louis Stephen St-Laurent;1955
1781042;mr speaker like direct minist trade commerc make statement respect rate grain go port vancouv;John Lorne MacDougall;1955
1781043;prefer take notic make statement next sit;Clarence Decatur Howe;1955
1781046;like direct minist transport explan minist report spite tragic accid moos jaw last year near tragedi occur place ident circumst may step taken deal matter;Major James William Coldwell;1955
1781047;mr speaker investig alleg near mid air collis r c f harvard c north star vicin moos jaw januari refer wish thank given notic complet depart transport repres r c f c present includ pilot aircraft involv investig show newspap radio report exagger mislead r c f harvard captain experienc fli instructor fli hour credit navig train flight pupil pilot c north star experienc captain schedul flight winnipeg calgari weather clear bright moonlight good visibl cours north star degre harvard degre aircraft instrument show aircraft fli level north star feet harvard feet sea level speed north star harvard time sight c north star behind overtak harvard harvard left feet lower altitud cours cross angl degre height separ feet condit conform author pre flight plan aircraft air regul govern civil militari aircraft navig light aircraft flash first pilot sight aircraft c pilot overtak posit harvard captain sight light aircraft approach right rear time pilot precautionari measur alter cours aircraft resum origin cours faster aircraft pass c pilot time found necessari carri violent manoeuvr fact turn involv bank degre known disturb none passeng passeng sight aircraft window becam alarm may explain fact difficult judg distanc angl rel altitud night daylight instanc occurr near catastroph much public concern would indic fact pilot act conform air regul design occurr fact prove practic instanc harvard cross airway along c aircraft fli exist regul requir height separ interv feet circumst c aircraft alter cours right avoid pass harvard compli air regul cours essenti air regul maintain date adequ keep pace rapid progress aviat end respons depart govern civil agenc concern continu util inform obtain incid determin improv air regul may requir interest safeti;George Carlyle Marler;1955
1781048;may supplementari feet distanc laid intern regul regul;Major James William Coldwell;1955
1781049;regul;George Carlyle Marler;1955
1781050;minist consid feet weather good;Major James William Coldwell;1955
1781051;consid feet adequ regard condit visibl refer instanc;George Carlyle Marler;1955
1781052;condit condit;Major James William Coldwell;1955
1781056;like direct minist trade commerc minist advis hous whether govern plan canadian industri similar announc unit state govern washington yesterday order help privat industri develop oper experiment atom power plant;George Harris Hees;1955
1781057;mr speaker atom energi limit carri plan similar announc unit state moment privat industri invit submit propos joint project type mention articl expect propos submit earli februari receiv hope joint inquiri ministri oper carri chalk river establish select privat firm;Clarence Decatur Howe;1955
1781061;wish address minist trade commerc posit say whether farmer rowley district wheat board chequ accord press dispatch stolen en rout destin new chequ issu near futur;Victor Quelch;1955
1781062;repli date januari canadian wheat board issu press releas announc certain chequ due produc rowley receiv paye disappear chequ investig royal canadian mount polic statement goe say sever chequ cash would suggest forgeri taken place circumst practic paye sign affidavit chequ receiv wheat board undertak necessari step toward replac chequ possibl;Clarence Decatur Howe;1955
1781066;mr speaker may direct minist transport minist give assur end lay off canadian nation railway say laid recent month reinstat;Stanley Howard Knowles;1955
1781067;afraid shall accept notic attempt repli later date;George Carlyle Marler;1955
1781070;like direct minist trade commerc posit hous inquiri ministri say anyth regard visit minist govern washington whether unit state govern given indic intend discontinu appar polici appli quota embargo canadian agricultur product;John George Diefenbaker;1955
1781071;debat address repli speech throne complet hope make statement canadian trade polici think contain inform friend seek visit unit state concern number matter would difficult answer think inform forthcom next week;Clarence Decatur Howe;1955
1781075;like direct minist financ notic sent snagboat samson gut fire new westminst harbour cover fire loss replac act;Frederick George Hahn;1955
1781076;understand depart public work own snagboat refer depart choos repair boat replac understand consent treasuri board fund use act mention;Walter Edward Harris;1955
1781080;like direct minist agricultur minist plan make chang regul permit import new zealand chees surplu chees dairi product;Harry Oliver White;1955
1781081;mr speaker prohibit import chees duti chees anyon ship chees duti verbal arrang made new zealand time difficulti export british market new zealand ask ship chees market circumst request made chang new zealand press reliev verbal arrang seem good ground insist continu shipment chees made ordinari cours busi way anyth export suggest mistak say allow import normal law land allow function matter;Clarence Decatur Howe;1955
1781082;order misunderstand want understood agre depart trade commerc;James Garfield Gardiner;1955
1781083;record;Stanley Howard Knowles;1955
1781084;made verbal agreement;Hazen Robert Argue;1955
1781085;glad know;William Earl Rowe;1955
1781086;necessari special permit bring chees inasmuch chees commod price support;Lewis Elston Cardiff;1955
1781087;war year permit requir import chees reason state friend moment chees price support awar;Clarence Decatur Howe;1955
1781088;may direct minist agricultur given view assur gave moment agre minist trade commerc may minist agricultur abandon doctrin cabinet respons whether minist make statement member cabinet agre;James MacKerras Macdonnell;1955
1781089;draw atteav tion fact ask right minist know might mind thought necessari say translat;James Garfield Gardiner;1955
1781092;mr speaker like address minist veteran affair given miss henderson superintend nurs veteran hospit queen mari road montreal reappoint depart capac salari;J.-Wilfrid Dufresne;1955
1781093;mr speaker miss henderson refer ceas employ depart veteran affair present time superintend nurs rideau health occup centr receiv salari set posit civil servic commiss;Hugues Lapointe;1955
1781094;pay much racial discrimin text;J.-Wilfrid Dufresne;1955
1781098;like direct prime minist aris attempt resign dr l b thomson director p f r chang preced heretofor exist civil servant allow offer tent resign take place event uncertain polit event turn favour applic;John George Diefenbaker;1955
1781099;view mani qualif like read hansard make answer;Louis Stephen St-Laurent;1955
1781100;blame;William Earl Rowe;1955
1781104;mr speaker deepli regret absenc leader opposit mr drew find respons today speak behalf majesti loyal opposit feel speak behalf congratul verdun mr leduc triniti mr carrick first speech hous address mr row good speech know credit constitu cautiou care speech complimentari govern support wish mani year good health happi use career canadian hous common time honour custom speech throne prepar advis crown particular written conspicu mani respect conspicu contain fact peac new year greet though condit throughout countri good gener glitter chiefli speech throne concern thing propos member opposit differ occas darker spot nation economi seem submerg long list local commun project felt accomplish ago told mr speaker prime minist mr st laurent attend commonwealth confer toward end month member opposit sure glad find last govern show concern least commonwealth confer accept invit prime minist send junior cabinet minist go remind year propos commonwealth confer princ albert mr diefenbak support motion believ occas move similar motion year sinc time member opposit press govern confer member cabinet throw gibe across floor though danger countri know minist agricultur mr gardin recal witti gibe use throw though noth happen market occas said market better would stronger posit british market histori differ occas warn govern market slip warn danger mr speaker unit kingdom negoti contract foreign produc heed taken hous address mr row warn said histori repeat hous see parti sit right lose british market occas lost glad prime minist last said take hold boy;William Earl Rowe;1955
1781105;hope better;Gordon Knapman Fraser;1955
