basepk;speechtext;speakername;year
3125972;mr speaker rise provis stand order move motion urgent press necess given public interest protect privaci individu canadian particular public interest protect confidenti medic file canadian move second provench mr epp feder govern initi appropri action consult provinc remov oblig physician write specif diagnos medic bill submit insur plan pay insur bill method inform individu canadian would remain within confin physician offic lead greater protect privaci;Paul Yewchuk;1977
3125973;order pleas present motion time pursuant stand order done unanim consent hous unanim consent;James Alexander Jerome;1977
3125974;;Some hon. Members:;1977
3125976;mr speaker rise provis stand order solicitor gener said hous june materi burn rcmp montreal june valu night chief superintend guy marcoux head crimin investig branch rcmp montreal state materi sure contain evid illeg activ member forc refer rcmp view contradict move second winnipeg north centr mr knowl hous instruct solicitor gener tabl list document burn rcmp montreal june;John Edward Broadbent;1977
3125977;present motion discuss time pursuant stand order would requir unanim consent unanim consent;James Alexander Jerome;1977
3125980;mr speaker light publish report vice presid cuba indic addit expert sent angola consid eyewit report canadian repatri unhappi countri repress current regim wors anyth experienc portugues rule move second wellington grey dufferin waterloo mr beatti hous call upon secretari state extern affair protest govern cuba secur council unit nation extens cuban occup angola;Howard Earl Johnston;1977
3125981;order pleas accord stand order present motion debat time would requir unanim consent hous unanim consent;James Alexander Jerome;1977
3125984;mr speaker basi simpl justic hope hous agre motion like present term stand order move second humber st georg st barb mr marshal hous urg minist veteran affair introduc necessari amend pension act compens prison war provid appli fewer canadian veteran live prison war world war prison war world war ii oral question;Stanley Howard Knowles;1977
3125985;present motion pursuant govern kept strict record individu call stand order made time depart telephon request person informaunanim consent hous unanim consent tion confidenti tax return individu;James Alexander Jerome;1977
3125987;request;Some hon. Members:;1977
3125990;mr speaker minist nation revenu canadian shock today discov person confidenti tax inform given telephon individu unauthor call region tax offic identifi charter account give tax offici individu name birthday minist given strict instruct staff inform person confidenti tax file individu given telephon unauthor peopl without strict author individu concern;Henry Perrin Beatty;1977
3125991;mention yesterday mr speaker given addit instruct region offic director thereof provid secur depart done part speak assur case;Joseph-Phillippe Guay;1977
3125992;supplementari mr speaker mr speaker accord charter account firm practic go sometim minist tell hous awar practic unawar fact pose seriou threat person privaci;Henry Perrin Beatty;1977
3125993;mr speaker accept statement made first place whether awar fact account firm get inform agre statement;Joseph-Phillippe Guay;1977
