basepk;speechtext;speakername;year
512782;sir charl fitzpatrick ask read hous statement regard critic made hous memoran dum follow;Right Hon.   S@;1918
512788;receiv;Samuel Hughes;1918
512789;receiv secretari state for_ coloni middl januari last suggest british govern secretari state coloni would desir weekli resum summari war situat issu author war cabinet might publish receiv time secret report cours could made public inform set forth those_ weekli report commun member administr case prime minist receiv repli intim matter would taken consider end march inform despatch public would sent weekli earli futur despatch began come end march littl receiv publish intend sent code mark offici news public understood dominion empir made suggest week news summari valuabl might reason set forth part matter publish press countri saturday last offici news despatch receiv ordinari cours excel governor gener sign despatch sign secretari state coloni hand press publish usual w ay yesterday despatch correct respect receiv manner sourc sign way given press commun british govern januari last ask despatch might sent author war cabinet know cours whether particular despatch sent author war cabinet content accept statement lord bead behalf doubtless inform subject desir make clear hous countri despatch receiv ordinari cours arrang allud purport sign secretari state coloni receiv excel governor gener despatch correct receiv man ner sourc sign way purpos make statement assur parliament countri mistak misapprehens regard offici news despatch occur ottawa occur;Robert Laird Borden;1918
512793;follow person employ war trade board messr trower wilki forrest russel murphi duti perform salari paid recommend employ civil servic commiss provis order council author employ date name person employ;Mr. PEOULX:;1918
512794;mr w k trower gener secretari per month mr j h wilki assist secretari per month mr forrest charg statist inform depart per month mr e russel expert metal per month mr w p murphi charg file depart per month men select board compet duti perform board satisfi credenti perform duti assign effici manner mr w k trower februari r j h wilki march mr mr forrest march mr russel mr w p murphi februari;Sir GEOEGE FOSTER:;1918
512796;govern inform spring men hire go victoria british columbia wrork lumbermen carpent painter etc rate per diem travel expens prepaid lodg provid govern made awar fact said workmen mechan reach victoria travel expens deduct wage paid per day pay lodg intent govern pay men travel expens enabl return home;Mr. BOURASSA:;1918
512797;inform concern intim day ago would give particular would look matter receiv particular stand answer first answer second third question answer;Thomas Wilson Crothers;1918
512799;mr ant gobeil lawyer deputi minist public work depart registrar justic depart oper militari servic law put applic reliev function ask send resign way requir resign number women girl number men employ march last name new registrar name assist registrar offic chateau prontenac leas leas fix term number ladi employe pay list 20th instant number men employe said pay list 20th instant preced week duti mr alleyn tasch au k c said offic;Mr. MICHAUD:;1918
512800;reliev order council april men women alleyn taschereau k first assist j f belang leas june dot duti registrar deputi registrar record index notifi men affect act give effect conclus arriv tribun medic board charg duti obtain equal applic principl govern disposit claim exempt caus appeal enter appear tribun come conclus valid doubt whether conclus favour advers exempt grant obtain inform assist tribun perform function despatch;Hon. Mr. DOHERTY:;1918
512802;mani appoint made print bureau sinc present date mani english mani french;Mr. BALL:;1918
512803;uiiiucr employe per list number employe may increas number appoint sinc death sinc resign sinc dismiss sinc;Martin Burrell;1918
512805;mani case exempt militari servic act appeal french english central appeal judg provinc mani appeal provinc quebec dispos recent order council refus exempt men mani appeal exempt provinc quebec dispos central appeal judg other call order council month april mani appeal quebec militari servic act pend;Mr. CURRIE:;1918
512806;may 10th appeal central appeal judg provinc quebec receiv may 13th appeal exempt provinc quebec dispos central appeal judg call order council record kept month;Hon. Mr. DOHERTY:;1918
512808;fact repres nation war museum establish london taken possess war trophi captur enemi canadian armi retain interest specimen said war museum done consent govern govern contempl make represent imperi author object return;Mr. McGIBBON (Muskoka):;1918
512809;trophi captur forc british dominion assembled1 control imperi author regist kept captur specifi case name claimant thereto mani trophi captur effect put servic final dispos trophi remain close war decid understood nation war museum intend form canadian section museum certain canadian trophi request purpos canadian armi repres committe nation war museum consider number interest trophi havi sent other sent interest;Hon. Mr. BUBRELL:;1918
512811;depart govern registr board respons street address said board telephon number name offici said board amount respect salari duti superintend appoint registr man woman power nova scotia new brunswick princ island recommend name address remuner receiv duti registrar appoint differ constitu nova scotia new brunswick princ island name address appoint recommend remuner receiv appoint enumer differ poll section remuner said1 enumer receiv;Mr. DUFF:;1918
512812;registr board subcommitte war committe cabinet regal build connor street ottawa queen member board g robertson chairman e mcg quirk vice chairman mr plumptr g murray philemon cousineau k c f b mccurdi e l newcomb mcgregor secretari henri c de wolf secretari receiv compens amount per month effect registr person year age select board princ edward island j trainor charlottetown p e nova scotia georg e corbitt annapoli royal n new brunswick charl comben woodstock n b per die time given work recommend suitabl person act registrar elector district supervis detail organ necessari success carri registr nova scotia annapol digbi w e digbi n antigon ish guysboro chisholm antigonish n cape breton north victoria malcolm mcleod bad deck n ca pe bre;Mr. McCURDY:;1918
512814;call union station palai quebec citi own canadian pacif railway govern canadian pacif railway govern made arrang compani regard reni accommod govern railway train said union station agreement take place much paid compani per year sinc agreement enter;Mr. PARENT:;1918
512815;new union station build erect own canadian pacif railway part land compris termin yard own govern part canadian pacif railway arrang govern canadian pacif railway made regard rent accommod govern railway train said station termin agreement date januari paid compani account amount held pend adjust contra account;John Dowsley Reid;1918
512818;would point imposs answer kind consid thousand organ thousand employe kind govern unless made explicit may say govern inform;Martin Burrell;1918
512820;ten year contract suprem court report print law book co ltd expir june tender call connect print said report old contract continu law book co ltd carswel co ltd write depart justic june offer pay per volum privileg print report current ten year period commenc june would per volum net depart year carswel co offer award contract suppli free use govern copi report contract arrang report print law book co ltd depart receiv monetari consider said compani privileg enjoy much noth paid law book co offer carswel co accept fact carswel co capabl compli condit impos depart connect print report minist justic expir contract law book co due termin june promis invit tender carswel co ltd law book co ltd make new contract cours taken;*Mr. McKENZIE:;1918
