basepk;speechtext;speakername;year
3426667;madam speaker yesterday behalf minist suppli servic nation defenc messr blai lamontagn announc contract award refit nipigon canadian forc destroy contract work commenc june mention announc canadian govern accord articl globe mail premier nova scotia mr buchanan declar tender halifax industri lower davi shipbuild limit circumst would unfair award contract davi madam speaker premier nova scotia said fals accord figur publish yesterday tender halifax industri davi tender differ per cent would therefor mr buchanan retract said want lose credibl would conserv colleagu call fellow conserv order;Gaston Gourde;1983
3426670;madam speaker would like pursu issu concern war veteran constitu regard war veteran allow war veteran allow incom test allow permit marri veteran earn singl veteran incom employ deduct allow deduct allow famili incom pension famili allow old age secur et cetera exce marri veteran singl veteran deduct war veteran allow incom interest properti stock deposit et cetera exce feel injustic done war veteran cannot work part time due poor health lack job famili incom deduct war veteran allow extra work veteran make circumst cannot find employ feel compens made war veteran cannot work disabl pension pension old age secur deduct war veteran allow urg minist veteran affair campbel take necessari step correct injustic;Melbourne Alexander Gass;1983
3426673;madam speaker employ centr newfoundland st john west harbour grace clarenvil urea formaldehyd foam insul produc read high employe work offic suffer health problem eye nose irrit headach fatigu throat dryness problem believ relat presenc uffi women pregnant advis doctor work build long rang effect uffi known believ liber feder govern must act protect health worker remov uffi work locat transfer employe work locat remind govern employ immigr union public servic allianc unabl seek protect employe labour code minist labour mr caccia must stop hesit must introduc legisl hous bring public servic protect strengthen labour code june;Rodney Edward Murphy;1983
3426676;madam speaker rise imagin pride new mother yesterday presid treasuri board mr gray brought regulatori agenda regulatori agenda singl import recommend task forc regulatori reform provid notic regulatori initi ten regulatori depart regulatori agenc publish year may novemb give compact access form privat sector busi labour consum environmentalist pend govern initi outlin problem possibl action govern might take import name address phone number respons contact govern agenda earli warn system provid public gazett agenda key better consult lead cost effect regul respond real need privat sector util privat sector knowledg know person said regulatori agenda signific develop govern track sinc gestat period worth;James Scott (Jim) Peterson;1983
3426677;hear hear;Some Hon. Members:;1983
3426679;madam speaker acknowledg oil reserv contain athabasca tar sand exceed middl east submit hous acceler program oil sand develop essenti goal self suffici oil tri offset risk insecur foreign oil suppli lessen drain currenc result foreign oil purchas seriou consider encourag develop oil sand syncrud cold lake known exist produc royalti reduct tax consider help enorm downsid risk crude price plung requir special attent answer foster job creat energi secur invest would maximum minimum return invest enough return upsid encourag real effici would guarante crude price pay invest syncrud produc per cent domest oil syncrud payment govern pgrt royalti estim;Jack Wendele Shields;1983
3426680;order;Jeanne Sauvé;1983
3426683;madam speaker want think minist transport mr pepin prompt attent written would like draw attent answer offic provid ask number signatur minist receiv support chang crow rate answer given offic ask number signatur minist receiv support retent crow rate answer given offic person support crow rate chang madam speaker peopl support crow rate retent minist drop notion opposit crow chang posit held new democrat parti nation farmer union number crow retent signatur receiv time membership nation farmer union minist realiz mani group negoti repres held view farmer prairi commun admit strategi corpor consult negoti place present unten posit minist must enter discuss railway upgrad includ crow retent seriou altern present bill split bill c upgrad railway proceed minist continu along present cours foster western alien western separat civil disobedi;Stanley J. Hovdebo;1983
3426686;madam speaker last weekend want take year old son alex see movi return jedi line up prove imposs disappoint decid go see terri fox stori troubl get theatr empti surpris madam speaker impress movi sever critic june movi canadian shot locat vancouv newfoundland brave young canadian terri fox stir emot unbeliev way run rais million fight cancer film portray perfect hero come across human way time moodi unreason self centr end total pictur emerg tenaci proud determin young man knew die would go without fight make statement urg canadian see film low canadian film canadian mean second rate first class movi help keep aliv messag terri marathon hope urg colleagu go see film disappoint;David P. Smith;1983
3426689;madam speaker blood donat refer gift life everyon donat blood contribut real way toward save sustain life fellow human hous know sean sullivan former parliament suffer leukemia blood transfus use part treatment diseas take opportun madam speaker urg member staff visitor member media make special effort attend hous common blood donor clinic held thursday friday week appeal peopl given blood take occas donat blood first time;Douglas Grinslade Lewis;1983
