basepk;speechtext;speakername;year
1277550;third report stand committe stand order present hous juli concur;William Henry Golding;1942
1277555;first report special committe honour decor present hous juli concur motion agre;Cyrus Macmillan;1942
1277561;wish direct attent minist nation defenc represent made indic resid west coast british columbia disturb length time took militari command send plane estevan point time recent shell local enemi raider could minist make statement would allay exist doubt fear adequaci defenc meet situat mention;Angus MacInnis;1942
1277562;friend gave notic would kind absenc colleagu minist nation defenc air mr power inquiri made regard messag sent night satisfi sent gasolin would care give hous detail took place advis inform secret would use enemi say messag sent receiv matter consid spot fli condit unsuit air base nearest estevan point time attack aircraft dawn next morn search ocean area west coast vancouv island without detect enemi ship bomber dispatch air base distant point refer crash take offic advis doubt could arriv time locat raider;James Layton Ralston;1942
1277565;connect may make inquiri minist commun promin gentleman courtney believ vancouv island regard arm ranger volunt establish set believ home defenc invas may minist arrang made issu arm natur say rifl like ranger;Richard Burpee Hanson;1942
1277566;arrang made issu arm great quantiti possibl may say special arrang made day regard special arm connect;James Layton Ralston;1942
1277570;june ask minist munit suppli attitud govern intend take regard remov discrimin farmer regard use truck transport purpos day minist financ state report hansard page matter look discrimin practic remov remov state affair prevail caus great deal troubl among farmer countri;John George Diefenbaker;1942
1277571;dissatisfact;Richard Burpee Hanson;1942
1277572;dissatisfact minist posit say whether remov discrimin consid whether order made made remov sourc annoy difficulti;John George Diefenbaker;1942
1277573;speaker gentleman discuss matter hous made inquiri inform order issu author certain region offici make provis certain case order outstand time gentleman remark brought attent proper offic told provis made attend particular case rule chang goe certain discretionari power vest region offic;James Lorimer Ilsley;1942
1277574;good;Richard Burpee Hanson;1942
1277575;may permit order know farmer may appli instanc provinc offici capit provinc permiss use truck particular sunday transport purpos imposs situat minist bring attent author difficulti experienc farmer failur govern remov regul;John George Diefenbaker;1942
1277579;mr speaker quebec west south mr parent yesterday order day call complain failur govern make avail french languag way mean resolut word hansard page judg import budget know item fought amend possibl without knowledg budget item form believ situat remedi without delay part prepar support budget read time must count budget whole come committe way mean reserv right discuss item abl read languag find way mean resolut print french languag privat bill june june part budget speech hansard find print french june june vote proceed true print conveni member separ print english made avail tuesday week inform yesterday would avail french day;James Lorimer Ilsley;1942
1277587;mr chairman sinc bill wish make remark connect bill gener might done mr speaker left chair choos bill way distinct other evid submit volumin attract attent receiv print evid case consign wastepap basket assumpt read read particular case other take page cover evid taken troubl read bit evid case find noth could taken reason grant divorc know ground upon divorc grant provinc parliament proof adulteri;Ernest George Hansell;1942
1277588;ground;An hon. MEMBER:;1942
1277589;inform regard stand correct understand matter tri bit student subject success cours matter opinion claim surviv nation race depend upon moral charact peopl downfal nation caus ventur say loos charact loos live disregard divin prerog god creator father alarm extent divorc becom subject meagr concern peopl countri bow river mr johnston interject hous common agre notic read bill mr chairman though read book matter routin eighti divorc bill pass afternoon regard matter routin matter cours read name call section presto man woman separ wife husband case may good regard thing believ say british law base upon law given greatest law giver law given mose product human think opinion rate ancient jewish race race use almighti god might deal world give law mose basi upon creator mankind establish constitut govern human race claim law mose respect matter divorc shall say reflect mind creator cours shall open respect divorc bill interpret law mose regard matter divorc seriou penalti impos adulteri death stone cours recommend friend interject would lot dead men done basi crime human race say alarm loos way entir subject handl shall come moment chosen case seem outstand lack evid adulteri commit woman cours seen man man among time seen ladi friend ladi happen drive man home sever time husband town brought evid sort evid pretti scanti bill base upon base upon read passag show point;Ernest George Hansell;1942
1277590;give saturday night sunday morn episod;Hughes Cleaver;1942
1277591;know friend talk;Ernest George Hansell;1942
1277592;ask give evid divorc applic found;Hughes Cleaver;1942
1277593;read;Ernest George Hansell;1942
1277594;leav import part;Hughes Cleaver;1942
