basepk;speechtext;speakername;year
4184760;mr speaker discuss parti hous believ would find unanim consent bill consid stage today second read committe whole report stage third read;Derek Lee;2001
4184761;unanim consent proceed fashion;The Speaker;2001
4184762;agre;Some hon. members;2001
4184763;move bill act amend blue water bridg author act read second time unanim consent refer committe whole;Anne McLellan;2001
4184764;mr speaker outset would like consent share time sarnia lambton;Brent St. Denis;2001
4184765;agre split time sarnia lambton;The Speaker;2001
4184767;mr speaker pleas speak second read propos legisl act amend blue water bridg author act propos legisl amend blue water bridg act updat abil blue water bridg author borrow fund member may know blue water bridg connect point edward near sarnia ontario port huron michigan join ontario michigan highway interst u side blue water bridg second largest u gateway term export second busiest cross truck averag vehicl per day cross blue water bridg busi day mani vehicl includ truck may cross intern bridg blue water bridg fastest grow cross traffic increas per year bridg long distanc cross told truck per month provinc quebec cross bridg head unit state cross import mani provinc ontario year bridg open traffic intern task forc studi blue water bridg cross conclud exist bridg oper excess design capac second bridg built juli second blue water bridg span open traffic new bridg open origin year old bridg close need rehabilit blue water bridg author own oper canadian half bridg sinc earli author creat feder govern act respect intern bridg st clair river known blue water bridg act proclaim may blue water bridg author public bodi independ crown oper arm length agent employe crown crown liabl debt receiv feder fund governor council appoint director author report mechan transport indic purpos amend blue water bridg act updat abil blue water bridg author borrow fund current act limit author borrow fund bond interest rate equal restrict keep current practic intern bridg establish maximum borrow limit amend propos maximum borrow limit would adequ handl long term debt total multiyear capit plan total addit blue water bridg author look way improv oper make cross effici safe possibl capit plan identifi major modif termin layout improv flow traffic address safeti concern identifi independ consult without passag legisl author unabl borrow necessari fund make improv propos legisl stipul borrow transact subject approv minist financ minist transport bill reinforc feder govern liabl borrow author author profit revenu come bridg toll rental incom thing like duti free shop broker establish cross propos legisl amend blue water bridg author act import econom viabil competit u trade grow averag annual pace cannot ignor crucial econom role intern border cross play facilit movement trade hope member join give expediti consider import initi blue water bridg author need legisl order continu oper maintain import transport link make capit improv cost effect manner possibl;Brent St. Denis;2001
4184768;mr speaker pleas speak bill urg speedi passag bill essenc privat bill affect oper case power board director consist peopl overs manag canadian half intern cross known blue water bridg locat ride sarnia lambton year studi canadian govern american interest agreement reach construct bridg st clair river narrowest junctur base lake huron villag point edward year origin structur serv cross point unit state ontario michigan commun sarnia port huron year first bridg serv interest busi famili tourism provid fast effici place exit enter parliament enact legisl known blue water bridg act creat board director peopl certain power author oblig oper facil reason twofold automobil post war year result greater volum traffic busi commerci tourism person use second oper bridg need self sustain fulfil expect local region nation interest passag blue water bridg author act control oper vest author subject certain provis term report transport legisl serv author legisl provid build custom immigr agricultur free charg part act continu continu case period volum traffic grew lane bridg locat minut detroit u becam greater trade partner method move good shift toward truck seri highway blossom ontario interst counterpart built u someth startl happen ontario highway built mid seventi connect blue water bridg highway kilometr american side interst highway connect bridg detroit chicago trade countri blossom traffic volum skyrocket truck wheeler today blue water bridg second busiest land commerci cross u border blue water bridg author respond local nation need conduct feasibl studi concert american counterpart oper michigan depart transport embark bridg twin project juli second parallel blue water bridg new open new structur abut run structur bridg offer lane facilit cross good peopl open new span commit blue water bridg author origin span close deck refurbish commit sinc volum truck traffic continu grow neighbourhood per annum open casino abut canadian plaza bridg bridg favour posit canadian dollar à u resid result explos traffic vehicl cross month revenu bridg author increas despit talk slowdown economi mean number thing reflect bill bridg author studi commiss identifi capit project disentangl truck traffic regular motor vehicl traffic must safeti reason facilit time deliveri good make major chang plaza base bridg without passag legisl bill blue water bridg author unabl borrow necessari fund make improv handl long term debt load multi year capit plan act work year era increas trade tourism new legisl allow blue water bridg author continu meet nation region local interest sign symptom success close would like thank bridg author chair mr doug keddi mayor villag point edward dick kirkland recent year work ensur success facil anticip would like thank member hous support adopt bill;Roger Gallaway;2001
4184769;mr speaker pleas rise today address second read bill seek amend blue water bridg author act although canadian heard blue water bridg parallel span connect port huron michigan sarnia ontario felt effect presenc second busiest commerci vehicl corridor unit state blue water bridg integr part canadian economi provid access u market mexico modern act would give blue water bridg author mean capabl conduct busi affair manner similar privat corpor result chang author abl borrow money invest infrastructur improv need basi limit act ensur borrow activ overseen minist financ minist transport reserv place control approv borrow hand member hous hope arrang may encourag dialogu minist infrastructur invest rest transport system pleas see minist transport hous today week canadian heard minist defend inact highway reiter could spend money road sinc provinci respons case feder govern collect tax belong parti respons road provinc seem simpl govern take respons road stop take money minist financ around tri defend paltri govern intend distribut provinc road improv next year remind wonder thing remain ye fuel tax buy given state highway unconscion financ minist would defend spend fuel tax revenu project road blue water bridg author proven past year reinvest revenu oper mean afford maintain infrastructur impecc standard imagin moment american tourist head vacat american side journey interst highway receiv fund tune fuel tax collect state american tourist get blue water bridg maintain revenu gener enjoy pleasant cross american tourist arriv continu trip highway receiv fund less total fuel tax revenu pathet condit highway american check map make sure make wrong turn head mexico mention mexico bring compel reason renew invest highway infrastructur trade corridor govern gone great length ensur free trade mexico spent time consid get access grow mexican economi involv ensur enough bridg unit state import export need confid canadian govern commit ensur transport infrastructur exist trade relat develop need invest develop maintain trade corridor south nation highway east west sustain access infrastructur blue water bridg conclus pleas confirm canadian allianc support speedi passag today stage amend blue water bridg author act bill hope proviso may encourag improv nation transport network;Jay Hill;2001
4184770;mr speaker pleas say word bill get record controversi piec legisl mundan matter fact want say behalf parti support bill bill updat borrow rule appli blue water bridg author current complex rule borrow money replac requir minist financ minist transport approv author borrow cap place borrow author govern respons repay author debt reason anyon would support bill bridg oper blue water bridg author includ canadian u repres author oper arm length govern receiv appropri agent crown govern assum respons debt incur author said moment ago reason support approv appropri outlin bill canadian law govern author abil borrow money set complex antiqu set rule restrict maximum rate interest paid maximum length time matur bond issu author name maximum rate paid bond redeem author borrow author sought bill current outstand debt govern say adequ handl plan year capit spend say bill support;Norman E. Doyle;2001
4184771;hous readi;The Speaker;2001
4184772;;Some hon. members;2001
4184773;motion pleasur hous adopt motion;The Speaker;2001
4184774;agre motion agre bill read second time consid committe report concur read third time pass;Some hon. members;2001
4184776;motion amend stand notic paper report stage bill act respect marin liabil valid certain law regul motion no group debat vote follow affirm vote motion obviat necess put motion hand neg vote motion necessit put motion;The Speaker;2001
4184777;move motion bill claus amend replac line page follow governor council shall make regul januari requir insur evid financi secur maintain cover liabil part;Jay Hill;2001
4184778;move motion bill claus amend replac line page follow governor council may make regul requir insur financi secur maintain cover liabil passeng part regul made subsect vessel oper insur financi secur cover liabil passeng must post fact appropri locat passeng potenti passeng made awar absenc insur;Joe Comartin;2001
