basepk;speechtext;speakername;year
2481808;mr speaker like tabl english french copi addit recommend royal commiss govern organ adopt govern;Edgar John Benson;1967
2481809;minist leav tabl document;Lucien Lamoureux;1967
2481810;agre dot p;Some hon. Members:;1967
2481813;public account volum ii iii fiscal year end report auditor gener thereon tabl januari februari report financi statement council fiscal year end report auditor gener thereon tabl august refer stand committe public account;George James McIlraith;1967
2481817;mr speaker debat supplementari estim south centr mr churchil rais contract govern leeward island air transport antigua promis tabl document would glad;John Whitney Pickersgill;1967
2481818;minist leav tabl document;Lucien Lamoureux;1967
2481819;agre;Some hon. Members:;1967
2481822;leav introduc bill amend broadcast act cigarett advertis;Barry Mather;1967
2481823;explain;Some hon. Members:;1967
2481824;mr speaker purpos bill extend present power board broadcast governor regul prohibit certain liquor food drug advertis futur power govern cigarett advertis motion agre bill read first time;Barry Mather;1967
2481828;mani shift per day air mainten overhaul base dorval oper mainten overhaul base constitut dorval handl work air requir present time air plan expand mainten overhaul base facil dorval next year cost plan expans base facil dorval question air give consider shift part work done dorval mainten overhaul base winnipeg;Mr. Orlikow;1967
2481829;manag air advis follow expans expect extent cost forecast time;James Allen (Jim) Byrne;1967
2481831;mani loan central mortgag hous corpor approv sinc incept lebel sur quevillon chapleau counti mani loan requir servic mr real caron senneterr quebec mani loan requir servic mr joseph morin;Mr. Caouette;1967
2481832;central mortgag hous corpor approv loan unit amount lebel sur quevillon decemb loan cancel leav activ loan unit amount none activ loan requir servic mr joseph morin;John Robert (Jack) Nicholson;1967
2481834;total number passeng vehicl carri c n r carrier port aux basqu newfoundland year year inclus total number trailer truck commerci vehicl carri c n r carrier port aux basqu newfoundland year year inclus total number carri carrier port aux basqu newfoundland year respect part total number passeng carri year coastal ferri william carson b ferri period;Mr. Tucker;1967
2481835;manag canadian nation railway advis follow passeng vehicl mr orlikow trailer truck commerci vehicl carrier auto 3passeng william carson other1960 h c loan applic quebec;James Allen (Jim) Byrne;1967
2481837;mani request loan made central mortgag hous corpor year quebec b ontario mani loan approv central mortgag hous corpor quebec b ontario;Mr. Caouette;1967
2481838;b applic direct c h c loan new hous section nation hous act dwell unit period quebec forego data avail term dwell unit relat formal applic applic fee receiv direct c h c loan section nation hous act data relat discuss negoti preced loan approv direct c h c loan section act avail common debat b question;John Robert (Jack) Nicholson;1967
2481842;govern reduc payment nation capit fund fiscal year;Mr. Bell (Carleton);1967
2481843;mr speaker differ sum paid nation capit fund sum paid account reduct amount requir railway reloc project construct ottawa river parkway advanc toward complet march;John B. Stewart;1967
2481845;mani direct grant made arda co oper enterpris grant made provinc basic purpos toward grant contribut employ erad poverti land develop etc;Mr. Horner (Acadia);1967
2481846;none feder arda program provid grant natur possibl provinci program applic applic;Maurice Sauvé;1967
2481848;last year mani ship use welland canal mani ship load grain use canal;Mr. Korchinski;1967
2481849;st lawrenc seaway author advis follow;James Allen (Jim) Byrne;1967
2481851;mental health divis depart nation health welfar reposit lower posit department structur mean chief mental health divis longer report deputi minist indic declin incid import mental diseas;Mr. Brand;1967
2481852;see answer;Allan Joseph MacEachen;1967
2481854;total cost arda project amount percentag constitut feder share cost inquiri ministri mauric sauv minist forestri rural develop total approv cost feder share amount per cent;Mr. Schreyer;1967
2481856;bilingu civil servant work depart manpow immigr offic claim bilingu job applic form speak french read mani civil servant hire depart work offic includ speak write french contact public perform confidenti work reason civil servant hire depart work offic commun local public english reason;Mr. Allard;1967
2481857;ye ye;John Carr Munro;1967
2481859;mr speaker notic motion no notic motion appear today order paper allow stand;Albert Béchard;1967
2481862;mr speaker hous allow prefac like offer sincer congratul new minist justic highest admir new minist without portfolio appli other enter sacr precinct privi council;John George Diefenbaker;1967
2481863;hear hear;Some hon. Members:;1967
2481864;direct minist justic matter endeavour get inform new minist taken offic would give earli consider conven nation constitut confer;John George Diefenbaker;1967
2481865;oh;Some hon. Members:;1967
2481866;day past given allegi hope give consider abl use power advocaci support confer respons offic;John George Diefenbaker;1967
2481867;mr speaker want thank right leader opposit occas given thank member hous side friendli way congratul appoint want thank leader opposit start ask difficult;Hon.   P.-E. Trudeau@Minister of Justice;1967
2481869;cours give consider matter right leader opposit rais would give consider matter right leader opposit might rais issu must say cabinet chang mind;Pierre Elliott Trudeau;1967
2481871;day;Howard Russell MacEwan;1967
2481872;hour;Gordon Minto Churchill;1967
2481873;ten clock opinion express time past feel good polici govern overanxi conven constitut confer simpl reason minist feel measur consensu exist countri would permit;Pierre Elliott Trudeau;1967
2481874;chang mind;Michael Starr;1967
2481876;shown would say optimist futur countri member side hous think day measur consensu permit look variou form constitut chang;Pierre Elliott Trudeau;1967
2481877;supplementari mr speaker ask minist justic supplementari like join gener congratul hous express pleasur parti minist appoint heard radio morn parti heart order tri establish consensu across think necessari order deal constitut issu rais right leader opposit minist direct attent suggest made number occas variou member hous committe parliament establish look matter;Francis Andrew Brewin;1967
2481878;mr speaker feel histori past year indic opposit cours one follow feel progress toward establish consensu happen result sensibl politician provinc central govern look difficulti establish agreement exampl amend procedur discuss across countri arriv concret conclus countri readi feel avoid confront permit respons politician arriv conclus side hous reach time side;Pierre Elliott Trudeau;1967
2481881;mr speaker wish address right prime minist regard unfortun mine disast natal british columbia share sentiment sympathi express yesterday famili victim want prime minist whether govern inquiri ministri prepar announc someth concret press report indic govern british columbia make cash contribut fund provid widow depend victim canadian govern prepar make contribut fund first step help affect mine disast;Thomas Clement (Tommy) Douglas;1967
2481882;speaker indic yesterday matter consider posit make announc regard help victim terribl disast except say decis made contribut tax deduct hope abl make statement;Lester Bowles Pearson;1967
2481883;supplementari mr speaker prime minist give earli consider fund collect feder govern make substanti contribut first step would prevent govern thing might necessari;Thomas Clement (Tommy) Douglas;1967
2481884;said consider;Lester Bowles Pearson;1967
2481887;mr speaker minist agricultur result new dairi polici govern minist receiv represent variou agricultur organ c f u quebec view resum discuss farmer depart agricultur regard new dairi polici;David Réal Caouette;1967
2481888;mr speaker recal commun shall take notic;John James Greene;1967
2481889;supplementari mr speaker would minist will resum dialogu farmer connect dairi polici true minist meet inquiri ministri farmer friday april day tomorrow matter;David Réal Caouette;1967
2481890;mr speaker shall see farmer thursday friday shall happi meet member c f u wish see new dairi polici;John James Greene;1967
2481893;mr speaker direct right prime minist view fact r c p commission georg mcclellan resign posit accept post ombudsman alberta first offic establish would prime minist whether govern intend introduc legisl centenni year would establish ombudsman parliamentari commission feder level;Robert Norman Thompson;1967
2481894;would friend allow answer make statement day time give consider complic matter come final conclus hope abl make report day;Lester Bowles Pearson;1967
2481895;mr speaker wish direct solicitor gener whether confirm fact commission mcclellan leav r c p becom ombudsman provinc alberta;Marcel Joseph Aimé Lambert;1967
2481896;mr speaker point normal cours event commission reach retir age august year although oblig discuss futur plan discuss length cours announc futur retir forc come commission employ time;Lawrence T. Pennell;1967
2481897;supplementari mr speaker like minist whether practic let offici reach retir age go adopt mr caouettej practic minist nation defenc;Gordon Minto Churchill;1967
2481898;order pleas;Lucien Lamoureux;1967
2481901;mr speaker like address prime minist view success committe establish govern ontario outlin reform need ontario corpor law provid better protect public provinc govern intend initi similar studi feder level view provid better protect public part countri;George Harris Hees;1967
2481902;done mr speaker result decis hold meet consid matter believ next monday;Lester Bowles Pearson;1967
2481905;like direct act minist industri view fact canadian automobil output decreas per cent first quarter year compar period last year minist consult offici colleagu order determin extent decreas caus unit state auto pact g j mcllraiih minist public work without admit premis base like take notic;Wallace Bickford (Wally) Nesbitt;1967
2481908;concern western provinc saskatchewan manitoba prefac state today saskatchewan farmer sell oat farm cent cent bushel barley feed wheat per bushel ampl suppli first grain provinc manitoba seriou shortag feed grain feed cattl wheat board cours allow transport oat barley provinc view seriou situat result shortag grain manitoba minist commun wheat board ascertain whether temporari moratorium might appli would permit shipment made meet seriou demand manitoba feeder;John George Diefenbaker;1967
2481909;would glad discuss import matter wheat board endeavour give report hous tomorrow;Robert Henry Winters;1967
2481912;may direct minist agricultur minist recent request remov embargo shipment manit seed wheat unit state action contempl take regard matter;George Robson Muir;1967
2481913;mr speaker recent request though prior recess commun regard investig indic side stori view held differ group farmer consid side stori chang govern polici made date;John James Greene;1967
2481916;mr speaker minist trade commerc tough damp grain farm would minist inquir canadian wheat board whether posit allot car remov grain increas quota;Reynold Rapp;1967
