basepk;speechtext;speakername;year
3293891;madam speaker rise today matter urgent press necess provis stand order consid play greater role present u space shuttl program term hardwar experiment devic scientif personnel consid strongest impetu toward increas u presenc space escal strateg arm race includ plan deploy high energi killer laser move second nipeg bird hill mr blaiki canadian govern urg u senat reagan administr press arm limit talk soviet space program domin militari plan threaten plung u strateg space war soviet union;Simon Leendert de Jong;1981
3293892;unanim consent motion;Jeanne Sauvé;1981
3293893;agre;Some hon. Members:;1981
3293894;;Some hon. Members:;1981
3293896;madam speaker rise matter urgent press necess stand order light tragic brutal massacr salvadoran april right wing forc light support unit nation resolut decemb last condemn el salvador human right record request unit nation commiss human right examin situat el salvador move second st john east mr mcgrath hous convey el salvadoran repres ottawa deep shock outrag senseless kill april urg unit nation human right commiss commenc investig human right violat el salvador forthwith tragedi sort may deter intern pressur;Flora Isabel MacDonald;1981
3293901;nisku alberta businessmen associ complet alarm studi assess impact nation energi program compani area studi conclud small part alberta job lost januari nation energi program project worth contract busi lost year provis stand order second athabasca mr shield move minist energi mine resourc explain canadian compani philosophi must suffer tragedi attack western oil industri;Stanley Kenneth Schellenberger;1981
3293906;madam speaker rise provis stand order matter urgent press necess minist indian affair northern develop state govern anticip yukon may given provinci statu need revenu non renew resourc provinc instal need infrastructur vital accumul capit move second yukon mr nielsen govern establish yukon capit trust fund direct royalti current oil natur ga miner product yukon furthermor fund use capit work infrastructur construct yukon pend provinci statu fund administ nation yukon territori govern;William J. Yurko;1981
3293911;madam speaker rise provis stand order matter urgent press necess move second northumberland miramichi mr dionn hous recogn dare search rescu effort crew greenwood nova scotia base aurora aircraft advers fli condit foot ceil half mile visibl initi hour search monday play key role save live peopl raft adrift north atlant;Stanley Hudecki;1981
3293916;madam speaker rise today matter urgent press necess provis stand order consid decemb gener assembl unit nation vote favour econom sanction racist regim south africa consid worldwid campaign invest south africa carri church non government organ trade union humanitarian group move second regina east mr de jong hous condemn bach corpor hold free seminar across includ ottawa afternoon encourag invest south african gold stock hous urg canadian individu compani compli unit nation resolut call disinvest south africa;Terence James (Terry) Sargeant;1981
3293921;madam speaker rise provis stand order wherea big stone indian band northeast alberta near complet protest march econom equal young old band member demonstr desper need econom assist walk kilometr gain attent govern wherea band receiv indic prime minist mr trudeau minist employ immigr mr axworthi minist indian affair northern develop mr munro minist region econom expans mr de bane govern intend address seriou poverti unemploy plagu peopl despit fact govern western develop fund suppos place need nativ peopl west top prioriti list move second wetaskiwin mr schellenberg hous condemn govern lack respons compass case demand govern act meet band comprehens plan may develop assist band member begin arduou task rais standard live attain econom independ;Jack Wendele Shields;1981
3293926;madam speaker rise provis stand order unanim consent hous move motion deal urgent matter press necess approv colleagu humanitarian ground view critic condit prevail lebanon moment april sinc evid civilian target militari oper countri move second label mr dupra hous ask secretari state extern affair send syrian counterpart note ask syrian govern order deterr forc post lebanon stop oper lebanes civilian nation evid respect life basic freedom principl;Mr. Pierre  Gimai@;1981
3293927;hous heard motion provis stand order motion requir unanim consent hous consent;Jeanne Sauvé;1981
3293931;madam speaker rise provis stand order wherea trade deficit manufactur food beverag increas minist agricultur mr whelan admit food product import countri manufactur food semi process meat fish product could process wherea food process industri largest employ ten provinc move second elgin mr wise hous censur govern lack support encourag canadian food processor canadian agricultur hous direct govern devis put effect canadian food polici design increas canadian self suffici product process food;Vincent Martin Dantzer;1981
3293936;madam speaker page seventh annual report metric commiss pictur new fighter aircraft cf attach caption describ specif aircraft metric mcdonnel dougla oral question depart nation defenc inform cf built imperi specif move second elgin mr wise hous censur execut director metric commiss allow publish erron inform design suggest aerospac industri north america metric realiti imperi;William Henry (Bill) Domm;1981
3293937;hear hear;Some hon. Members:;1981
