basepk;speechtext;speakername;year
4321360;order pleas gatineau present move motion announc today order paper order drop bottom order preced order paper;The Speaker;2005
4321361;sit suspend noon sit hous suspend hous resum p;The Speaker;2005
4321362;move bill c act amend transport act railway safeti act enact via rail act make consequenti amend act read second time refer committe;Raymond Chan;2005
4321363;mr speaker pleas today lead debat second read bill c make signific number amend transport regul polici countri today would like concentr air transport provis support propos amend transport act air transport essenti tool connect canadian world air industri contribut growth prosper enjoy canadian provid econom engin support aspect econom develop sector societi essenti compon success trade agenda hous awar feder govern role air polici chang sinc domest air industri deregul object deregul allow market forc govern dictat suppli price air servic domest market time govern implement maintain strict control ensur appropri oversight consum protect speech throne govern commit provid busi smart govern mean provid date legisl framework consist transpar predict regulatori system accomplish public polici object elimin unintend impact spirit commit smart govern object propos air transport amend threefold technic housekeep improv clariti effici consum protect gener propos amend includ provis would clarifi intent legisl facilit regulatori function canadian transport agenc respond chang air transport marketplac ensur consist applic agenc regulatori power speak propos measur would protect canadian consum air acquir canadian airlin serv close domest schedul air servic market govern took number measur time protect consum potenti abus foster competit air industri market open new entrant although temporari measur effect transit period air industri last year necessari current realiti domest air market propos amend would return agenc tradit well establish regulatori complaint base function structur place today air remain largest domin air carrier market boast sever nation region charter airlin westjet canjet air air north air transat provid increas competit consum choic area countri coast coast beyond propos amend aim continu allow market forc work airlin new expand make decis base privat sector commerci realiti free unnecessari imped legisl intend stay cours deregul mean let air industri thrive merit busi choic make hous may recal offic air travel complaint commission creat review complaint attempt resolv matter act facilit arrang formal mediat complaint commission serv use function address complaint potenti consum abus domin air determin whether complaint handl agenc matter relat exclus jurisdict past year chang market dynam eros air market domin low cost carrier result reduct number complaint target toward air today complaint distribut across air carrier relat regulatori matter fall ongo jurisdict agenc propos amend would elimin posit offic commission would make perman transpar complaint resolut function agenc integr function regular oper agenc want stress complaint resolut function agenc abil respond complaint remain intact note recent implement air traffic complaint program agenc demonstr continu respond travel complaint inform manner consist ongo mandat fact propos amend legisl would ensur agenc continu flexibl address consum complaint exist inform process place formal quasi judici process employ agenc amend would allow strateg effici use resourc consist complaint address mode transport put air oper level play field compet transport mode consum protect major object govern follow air acquisit canadian remain today consum told area airlin advertis remain signific room improv consum want clear transpar advertis mislead want abl compar differ airlin advertis price know front much pay air servic price advertis prepar air carrier newspap internet site contain complet clear price inform price advertis fraction total cost travel lead sticker shock consum find final price typic advertis air fare exclud air navig servic cost busi cost airlin provis air servic feel includ advertis price therefor advertis air fare must includ surcharg tax fee airlin collect individu passeng behalf other consum alert exist addit airlin surcharg fee charg small print travel cannot determin total price ticket final purchas countri unit state unit kingdom australia institut similar regim ensur consum suffici price inform provinc quebec ontario requir transpar advertis air travel travel agent regul oper consum believ want similar level transpar advertis airlin throughout countri propos amend provid air oper clear direct line consum expect give agenc author regul enforc mandatori standard transpar advertis media ensur standard appli across countri throughout industri domest foreign carrier agent flight oper within origin provid consum abil determin compar final price air travel make travel plan allow consum differenti cost charg airlin level govern airport author servic provid addit consum entitl know term condit air servic book flight term condit contain valuabl inform travel air carrier polici regard matter carriag person disabl passeng would compens denial board overbook flight air carrier passeng flight cancel delay condit consum could expect refund credit flight consum cancel book propos amend would take current consum protect provis step requir commerci air oper domest foreign carrier oper servic display term carriag busi offic internet site sell servic propos amend would ensur consum made travel arrang would inform right oblig air carrier flight offer conclus propos amend continu govern move liber open air transport system balanc need updat statutori regulatori instrument protect respond chang air industri marketplac respons ensur consum protect manner consist deregul market believ chang transport act warrant give canadian transport agenc abil continu serv travel public ensur continu viabl competit air industri year come propos amend regul industri ensur open fair possibl competitor consum debat bill today time may short term hous want say parti activ issu term stand committe transport look receiv suggest possibl amend could improv legisl shipper receiv brought attent concern term bill c behalf minist depart want say recommend want chang made attempt dialogu want develop best possibl transport system good canadian;Charles Hubbard;2005
4321364;mr speaker relat pacif gateway strategi import countri import provinc british columbia introduc invest buttress transport arteri money improv secur transport arteri tie import trade initi initi enabl get inform privat sector big challeng link market opportun privat sector small medium size busi small intellig capabl find opportun exist trade excel initi involv embassi high commiss live websit embassi high commiss abl extract countri situat inform import term ascertain job market opportun inform would post live websit would enabl privat sector access inform real time given fact trade initi import invest pacif gateway strategi would like colleagu expand initi govern put forth import year elector cycl build countri next year invest short timelin invest next year enabl countri evolv capit market opportun;Keith Martin;2005
4321365;speaker member know made major initi bill c expand pacif gateway number initi govern work trade nation succeed trade nation success method transport get good servic countri other would like commend british columbia member work bill c pacif gateway provinc british columbia western provinc central heartland look initi similar program least talk term east atlant gateway big gateway go central provinc midwest unit state transport need get servic place place talk factor import term canadian economi talk opportun canadian busi opportun make sure get market import opportun see must protect variou canadian depart assur term foreign affair intern trade relationship govern want encourag develop opportun area around world whether asia europ import south america govern variou depart work toward initi;Charles Hubbard;2005
4321366;mr speaker appreci comment parliamentari secretari minist transport fortun new committe know interest committe would like parliamentari secretari specif question liber air transport polici want talk airport rent liber polici tragic airlin air passeng pearson intern airport expens airport world land plane cost land pearson travel stand committe transport numer wit appear toronto montreal singl wit talk desper need rent reduct toronto major hub countri littl relief cost air travel money govern said made chang smaller increas futur equal rent reduct peopl pearson across beg relief airport rent would like comment govern fail air industri fail deliv need rent relief pearson point want frcc deal complet hopper car interest side hous twofold fight farmer fight hard job cpr worker moos jaw saskatchewan maintain car opposit awar deal went open tender process know mainten cost car frcc talk save produc entir idea begin pitch would save produc money discuss wonder parliamentari secretari could deal point;Dave Batters;2005
4321367;mr speaker sure time permit give full answer complex question pose attempt deal pearson airport would go year variou airport countri receiv corpor control airport given period time year group took airport facil began oper non profit corpor turn turn valuabl real estat turn facil paid peopl countri long period time rent develop sign agreement made leas determin good faith govern sign leas major airport across nation pearson intern airport began extens period redo remak buildup fact pearson develop corpor set program borrow improv airport facil term rent agre upon reduc rent pearson contend problem tri meet rental oblig look annual report pearson airport toronto transport group find rent paid small portion overal busi alloc fact pay year interest money borrow govern know toronto member tri address problem financi problem pearson airport creat want help group great airport problem greater rent charg past year respons second farmer took freight car alloc long period time work take car belief work farmer farmer best interest farmer given car agre agreement best interest agricultur commun support take car negoti past year;Charles Hubbard;2005
4321368;mr speaker would like start speech send special messag someon special spoke hous last week made statement thought would final time would address hous turn surpris govern brought useless bill order paper talk bring forward number time know common sens prevail final day govern find bill c pleas hear parliamentari secretari minist say would concentr air transport part would like speak bill could brought heard mention question parliamentari secretari receiv parti caus rais bill c pacif gateway bill prime exampl bill come along sever bill hous govern introduc long time ago indic govern would support bill reason chose bring forward liber campaign british columbia say offer bill conserv parti caus defeat noth kind liber ampl time bring find discuss bill c let talk genesi bill new minist transport came parliament thing said committe vice chair committe would reintroduc bill c bill c predecessor bill c say would take intent bill c redesign tri respond need come problem bill c dumber thing heard say measur respect minist temper word bring bill c forward reintroduc go foolish move bill c bad liber major govern could get liber vote earth would govern want bring minor let talk thing wrong bill parliamentari secretari address air industri although would remiss put word end speech old arch concern via rail would like talk airport rent parliamentari secretari minist said govern want help air industri recogn import air transport funni word come parti done everyth destroy air industri countri member stand committe transport studi ottawa across countri listen wit aspect sector air transport industri made seri recommend way interim report first recommend govern reduc airport rent least govern respond said taken care would bring reduct rent paid nation airport term leas colleagu said question comment parliamentari secretari spoke rent reduct reduct amount govern increas futur said retir practis g garden golf grandson grandson year old happen grow get air transport industri becom ceo airport author may someth thank govern bring futur reduct provid air transport sector surviv liber polici need rent reduct toronto airport spoken would like address coupl comment minist made past regard mani peopl cri loud clear reduct rent toronto airport particular highest land fee world minist respons twofold said like fee like land toronto airport could land montreal interest thing minist montreal say garner vote except hope peopl montreal good sens recogn lunch term airport rent toronto affect second thing said rent big deal budget toronto airport debt load therefor rent debt let talk debt let talk airport debt spent ton money termin build airport author took deplor toronto sever airport around countri financ build new termin overdu cost govern taxpay dime reason need govern day govern past ignor infrastructur need airport system airport use lose govern year govern put money oper cost loss sudden say fair valu cost run run free receiv fair valu parliamentari secretari word spent toronto airport build infrastructur govern neglect fact case toronto wors liber govern cancel sign pearson contract would built new termin cost taxpay whatsoev establish legisl contract holder would allow sue govern decre much would get damag way settlement listen liber rhetor green new thought govern say true shock go give airport much money new transport critic parliament stand committe transport decid would hit book studi could come argument get much money done bad thing liber said studi discov bad deal fact good deal good deal found memo depart ask earth manag get great contract depart could believ got good contract depart behalf govern cancel pearson languish sinc part settlement forc make end buy termin privat sector oper lot debt come gener govern govern thing done minist predecessor david collenett exampl stupid thing done name help airport mr collenett said lot problem govern soak rent knew problem sudden downturn traffic govern would cut rent defer would pay govern would allow pay littl good put money asid save day govern said paid govern want someth short term cancel payment deferr someth go help least member opposit crow good thing need brought acap recommend flow money receiv airport heard lot peopl say airport rent elimin support reduc enough money come acap airport capit assist program smaller airport feeder nation airport put acap increas stabil guarante continu increas govern said fund lot nonsens acap increas sinc start cost everyth go increas mean less money avail variou project thing ask govern simplifi applic process talk oper smaller airport told cost much appli acap fund grand scheme thing know former prime minist jean chrétien said hous dollar liber parti thing done taxpay money tremend amount money littl airport small budget lot money appli fund may get long drawn process unnecessari unaccept govern say add cost applic cost project appli whole thing put money second guarante get fund govern could lot area ask rent paid airport less passeng base gener enough money run airport start pay rent govern respons believ airport less passeng pay rent would satisfi govern real properti polici state public asset leas privat commerci entiti govern receiv fair return talk fair return vancouv airport undertaken tremend termin expans built second runway continu expand oper tremend known world author oper airport cost govern ga cost taxpay dime govern continu use cash cow skim money recommend govern elimin air transport secur fee pay servic consolid revenu fund govern say enhanc air travel secur system benefit air travel circumst charg fair reason air secur secur passeng enhanc secur came direct result protect public larg act terror overwhelm damag death toll case aircraft passeng board catastroph though event damag largest loss life build therefor gener safeti public secur gener public pay secur fee load sector govern seem think much money air transport sector appli charg want time thing ask custom servic provid airport demonstr regular transport intern servic govern respons charg fee servic govern polici date continu true inconsist statement charg sector charg peopl benefit cross border case peopl cross border pay custom servic border liber could charg fee everybodi come across believ therefor polici inconsist want get favourit topic via rail goe right first day parliament thing found via measur respect via servic provid quebec windsor corridor necessari servic extens commut rail type servic provid railroad passeng commut rail includ quebec windsor corridor interc transport commut rail travel high densiti corridor think justifi move peopl keep highway provid better access travel restrict area vancouv run via rail good commut servic toronto montreal via rail provid interc connect corridor remot commun appropri govern take role ensur remot commun captur way differ type transport servic provid ensur servic maintain third thing rail tourism rail tourism tourist get tourism experi passeng rail outsid item mention thing regular passeng rail exampl via rail run edmonton vancouv aircraft fli edmonton vancouv greyhound bu goe edmonton vancouv subsid via rail though subsid via rail expens method travel take time go via rail go aircraft peopl ride transport pay take get reason train rail experi word rail tourism ask taxpay subsid tourism experi privat sector compani british columbia alberta provid well bought servic via rail travel southern rout jasper via rail use carri passeng year lose money privat sector compani took invest million million dollar advertis award world prestigi award intern tourism associ best rail experi world carri passeng via rail want go compet govern look support via rail unaccept via rail pay fifth trackag fee cn cp compani like rocki mountain pay govern negoti forc freight rail fifth get day taxpay subsidi think govern unfair via rail via rail allow oper within corridor good job get lot kudo think wrong subsid govern oper compet privat sector would like go mani sector talk lot via rail end say first disappoint govern chose bring inappropri bill mani thing need brought would help pass done liber opportun gave opportun extend parliament get thing necessari turn make bunch fals campaign statement get thing would like say last time rise hous parliament govern life end tonight everyon go campaign trail return other side return think return know return last time mr speaker hous member hous parti thank experi enjoy bill know good work done good work done committe talk today would better govern would listen follow report committe like transport committe come bill like;Jim Gouk;2005
4321369;mr speaker wish congratul time hous last time speak get answer tri lot scoot get fact parti forc christma winter elect thing govern propos done schedul follow everyon agre year elect coupl month mention acap great program depart airport program runway apron project dawson citi airport old crow airport farthest northwest first nation commun countri benefit program tremend program ride along infrastructur fund amount yukon strateg infrastructur rebuilt part alaska highway put bridg alaska highway whitehors waterfront mani yukon municip receiv project thank mention could outlin util program ride happi program hope govern continu program;Larry Bagnell;2005
