basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3977245,ca.proc.d.1994-10-26.1126.0,1994-10-26,80c817d1-aef2-4352-a497-c58cd1ee932e,2313,"Mr. Janko Peric (Cambridge, Lib.)",,Statements By Members,Registered Retirement Savings Plans,,"Mr. Speaker, I have received numerous letters from constituents concerned about the upcoming budget and whether they can expect to be taxed on their RRSPs.
These constituents believe that an understanding between government and Canadians has existed since the 1950s when RRSPs were first introduced. At that time the government rewarded Canadians who took responsibility for their own retirement by offering both an initial tax deduction as well as tax free accumulation.
Since then thousands of Canadians have assumed responsibility for their own retirement by taking advantage of RRSPs. They have done so in part because of strains on the Canada pension plan and old age security and their need for greater income security during retirement.
My constituents and I feel that any move on the part of the minister to change the ground rules by taxing RRSPs would be unfair and unwelcome. It is our sincere hope that the minister will listen to these concerns and not tax RRSPs.",Liberal,Cambridge,Janko Peric,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80c817d1-aef2-4352-a497-c58cd1ee932e&Language=E&Section=ALL
3977246,ca.proc.d.1994-10-26.1126.1,1994-10-26,dc4c3696-05d1-49b1-919c-e93029b5aba3,6303,"Mr. Osvaldo Nunez (Bourassa, BQ)",,Statements By Members,Immigration,,"Mr. Speaker, for several months now, the written press has reported numerous delays in the processing of immigrant files. Ever since the previous government decided to concentrate its operations in Vegreville, Alberta, there has been one problem after another.
All members of this House have been receiving legitimate complaints from their constituents with respect to Vegreville, but the minister does not seem particularly concerned about this administrative catastrophe. Furthermore, services are offered almost exclusively in English. Immigrants and visitors who have all the documents required by the act thus find themselves in an illegal situation.
When will the minister stop insisting that he wants to see his immigration policy rigorously applied, when his department is clearly no longer able to keep up with the routine requests of the immigrants it is there to serve?",Bloc Québécois,Bourassa,Osvaldo Nunez,
3977247,ca.proc.d.1994-10-26.1126.2,1994-10-26,8277dd28-4578-4414-baed-a196ad6c537d,6668,"Mr. Ray Speaker (Lethbridge, Ref.)",,Statements By Members,Gun Control,,"Mr. Speaker, I have received a petition signed by over 2,000 residents of southern Alberta.
I would like to associate myself with the prayer in the petition which reads:

Whereas there is no proven connection between gun control legislation and a decrease in the occurrence of criminal activity;
And whereas all handguns in Canada are required by law to be registered;
And whereas crimes involving the use of firearms already carry severe penalties under the Criminal Code;
And whereas criminals by definition feel no compulsion to abide by the law;
We the undersigned feel that implementing more restrictive firearms controls which will affect only law abiding citizens is an unjustifiable action and the proper course of action for responsible governments to follow is more effective prosecution and tougher sentencing of criminals.

I will be forwarding the petition to the Minister of Justice.",Reform,Lethbridge,Ray Speaker,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8277dd28-4578-4414-baed-a196ad6c537d&Language=E&Section=ALL
3977248,ca.proc.d.1994-10-26.1126.3,1994-10-26,,,,,Statements By Members,Gun Control,,"My colleagues, I have no problem with this kind of a statement in the House whatsoever. It is just that we do have a place for petitions themselves and you might want to consider that at a later time. I just make that comment in passing.",,,The Speaker,
3977249,ca.proc.d.1994-10-26.1126.4,1994-10-26,8c0d3b34-62cb-4bae-acdf-7ce3a7a6733b,5621,"Mrs. Anna Terrana (Vancouver East, Lib.)",,Statements By Members,Cycling For A Miracle,,"Mr. Speaker, I have the great honour and privilege to recognize the accomplishments of Suzanne MacLean of Vancouver. Suzanne demonstrated profound courage, remarkable strength and depth of humanity in her recent cross-Canada bicycle journey ""Cycling for a Miracle"".
Travelling across this vast country is always challenging, but to do so in renal failure and on peritoneal dialysis is truly unbelievable and a miracle in itself.
Suzanne set out to promote organ donation awareness and to raise money for transplant research. However, she has also instilled in us a strong sense of hope and confidence in being able to overcome traditional physical obstacles and in meeting our expectations and aspirations. She has generated tremendous public support for organ donations. The impact has already been felt; Canadians have signed their organ cards and are discussing the idea of donating.
I am proud to have had the opportunity to lend my support to Suzanne and to this worthy endeavour. Please join me in congratulating and thanking Suzanne MacLean.",Liberal,Vancouver East,Anna Terrana,
3977250,ca.proc.d.1994-10-26.1126.5,1994-10-26,0d931d45-6a50-4119-9243-ce2961f43841,2502,"Mr. Andy Mitchell (Parry Sound-Muskoka, Lib.)",,Statements By Members,Small Business Week,,"Mr. Speaker, October 23 to 29 is Small Business Week in Ontario. The week is sponsored by the Federal Business Development Bank in partnership with many local private and public sector organizations that promote entrepreneurship.
It is no surprise to anyone in this House that small business is critical to the Canadian economy. Eight of ten new jobs in Canada come from the small business sector. It employs 4.2 million Canadians and accounts for 37 per cent of the country's employment.
This week throughout Ontario the FBDB will be giving a series of seminars and luncheons which will promote small business, educate participants and pay tribute to the men and women who make this province successful.
We owe a debt to the small business men and women of this country who daily risk everything they have and in doing so create jobs and economic growth for Canada.",Liberal,Parry Sound--Muskoka,Andy Mitchell,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d931d45-6a50-4119-9243-ce2961f43841&Language=E&Section=ALL
3977251,ca.proc.d.1994-10-26.1126.6,1994-10-26,8cdcd95a-e9ce-4147-bf2e-080734fc298b,5178,"Mr. Jean-Paul Marchand (Québec-Est, BQ)",,Statements By Members,Contracting Out,,"Mr. Speaker, the government is challenging the opposition to indicate where public spending could be cut. I would like to add a suggestion to the long list the Bloc Quebecois has already submitted over the past year. Yesterday, speaking before a committee, the president of the Professional Institute of the Public Service of Canada denounced the federal government's negligence in the management of contracting out. He presented some pretty ludicrous examples to us, including the one about public servants who retire on a Friday with generous severance benefits, and are hired as consultants the following Monday.
In order to remedy this situation, the Bloc Quebecois suggests that the government have a code governing contracting out, which would ensure transparency in the awarding of contracts and would introduce the right for public servants to denounce abuses. This is another suggestion to add to the list.
Will the federal government finally decide to straighten up its expenditures?",Bloc Québécois,Québec-Est,Jean-Paul Marchand,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8cdcd95a-e9ce-4147-bf2e-080734fc298b&Language=E&Section=ALL
3977252,ca.proc.d.1994-10-26.1126.7,1994-10-26,9b308a60-fe0f-49bd-9e0c-32461a51ce44,204,"Mr. Bob Mills (Red Deer, Ref.)",,Statements By Members,Israel And Jordan Peace Plan,,"Mr. Speaker, I would like to congratulate the people and governments of Israel and Jordan for today's signing of the comprehensive peace deal.
For 47 years Israel and Jordan were divided by war but, to quote King Hussein, ""today the two countries will close a dark chapter and open a new book of light"". Since the Middle East process began several years ago, there have been many tough moments on all sides. I often wondered whether the obstacles to peace could ever be removed. Thanks to the commitment, dedication and courage of King Hussein, Prime Minister Rabin and many others, today's peace has been achieved.
Now is the time for new friends to come together to learn about each other and forge new bonds. For the children of Israel and Jordan a new and bright future is emerging, a future where they will not fight each other but will work to build prosperity for the Middle East.
On behalf of the Reform Party and all Canadians, I send best wishes, hearty congratulations and the promise of future friendship for all the people of that region.",Reform,Red Deer,Bob Mills,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9b308a60-fe0f-49bd-9e0c-32461a51ce44&Language=E&Section=ALL
3977253,ca.proc.d.1994-10-26.1126.8,1994-10-26,835d5b44-2322-450f-af2b-8270b62d6b7d,4646,"Mr. Gary Pillitteri (Niagara Falls, Lib.)",,Statements By Members,Shirley Carr,,"Mr. Speaker, on October 31, the first woman in the world to head a national labour body and a long term resident of Niagara Falls will be honoured at Rideau Hall. Shirley Carr will be presented with the Governor General's award in commemoration of the Person's case.
Shirley Carr has been a leading advocate of women's rights in the workplace and a role model for women in the labour movement. As the first woman president of the Canadian Labour Congress, she championed legislation to address women's equality and concerns about health and safety in the workplace.
The awards commemorate the lengthy legal and political battle for women's constitutional right to be recognized as persons.
On behalf of my constituents of Niagara Falls, I would like to congratulate Ms. Carr on her numerous achievements and for having been chosen as this year's recipient of the Governor General's award.",Liberal,Niagara Falls,Gary Pillitteri,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=835d5b44-2322-450f-af2b-8270b62d6b7d&Language=E&Section=ALL
3977254,ca.proc.d.1994-10-26.1126.9,1994-10-26,c1052d23-446d-4842-ba2d-d67393896c5a,7097,"Mrs. Jean Payne (St. John's West, Lib.)",,Statements By Members,Juanita Lester,,"Mr. Speaker, it seems that we have a number of firsts by women today.
I want to congratulate Juanita Lester a constituent of St. John's West who is today being inducted into the Atlantic Agricultural Hall of Fame. She is the first woman from Newfoundland to be granted this honour.
Having been involved in the family farm business for over 40 years and being an active participant in a wide range of farm related activities, Juanita Lester has had a career featuring many achievements.
Dedicated involvement with the Provincial Farm Women's Network, the Avalon Farm Women's Association and the Newfoundland and Labrador Farm Women's Network are only a few of her accomplishments.
Ms. Lester has served on the executive of the Provincial Farm Women's Association and is past president of the Newfoundland and Labrador Federation of Agriculture. She is presently serving on the Women's Institute, the food and livestock and agricultural training committees.
Congratulations Juanita. I am very pleased Juanita has been given this special honour.",Liberal,St. John's West,Jean Payne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c1052d23-446d-4842-ba2d-d67393896c5a&Language=E&Section=ALL
