basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4104807,ca.proc.d.1998-11-27.838.0,1998-11-27,e5e2ecd0-2711-447f-8950-6e1bfaa3b859,4882,"Hon. Arthur C. Eggleton (for the Minister of Foreign Affairs, Lib.)",,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,"
moved the second reading of, and concurrence in, amendment made by the Senate to Bill C-52, an act to implement the comprehensive nuclear test ban treaty.
",Liberal,York Centre,Art Eggleton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e5e2ecd0-2711-447f-8950-6e1bfaa3b859&Language=E&Section=ALL
4104808,ca.proc.d.1998-11-27.838.1,1998-11-27,40b0a17a-6185-46ce-8483-99a84aee4a46,4528,"Mr. Julian Reed (Parliamentary Secretary to Minister of Foreign Affairs, Lib.)",,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,"Mr. Speaker, I am happy to see that Bill C-52 has now passed through the other place, unanimously, with an amendment.
The Senate amendment is a modification of the amendment of this House which inserted article 27.1(2), which reads:
The Minister of Foreign Affairs shall cause a copy of the report to be laid before the House of Commons on any of the first fifteen days on which that House is sitting after the minister receives the report.
The Senate has amended the text of this amendment as follows:
The Minister of Foreign Affairs shall cause a copy of the report to be laid before each House of Parliament on any of the first fifteen days on which that House is sitting after the minister receives the report.
We fully support the Senate amendment. We consider it important that pursuant to Canadian parliamentary tradition the annual report of the CTBT national authority should be presented to both houses of parliament.
Let me remind the House that for the past 50 years Canadians have worked hard to ensure the non-proliferation of nuclear weapons through the construction of an effective international non-proliferation and nuclear disarmament regime.
The passage of Bill C-52 will allow Canada to implement one of the cornerstones of such a regime. I am proud to be associated with the legislation before us today. I urge all of my colleagues to support this amendment and ensure its rapid adoption by this parliament.",Liberal,Halton,Julian Reed,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=40b0a17a-6185-46ce-8483-99a84aee4a46&Language=E&Section=ALL
4104809,ca.proc.d.1998-11-27.838.2,1998-11-27,6acdee2c-675f-4664-bfb5-ebd49028a8ba,3094,"Mr. Gurmant Grewal (Surrey Central, Ref.)",,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,"Mr. Speaker, on behalf of the great people of Surrey Central and all Canadians, and as the deputy critic for foreign affairs for the official opposition I am delighted to speak to the Senate amendment of Bill C-52.
The Senate has passed Bill C-52, an act to implement the comprehensive nuclear test-ban treaty, with the following amendment to clause 27.1. The senators want us to replace lines 6 to 10 with the following:
(2) The Minister of Foreign Affairs shall cause a copy of the report to be laid before each House of Parliament on any of the first fifteen days on which that House is sitting after the Minister receives the report.
The House will actually be voting on the following motion:
That the amendment made by the Senate to Bill C-52, an act to implement the Comprehensive Nuclear Test Ban Treaty, be now read a second time and concurred in.
We, the official opposition, offer our general support to the amendment. The chief critic for foreign affairs, my hon. colleague from Red Deer, addressed this bill at length when we were debating it in the House. Liberal members and in fact the whole House can learn a great deal from the hon. member's vast experience in foreign affairs.
I was also privileged to attend the numerous meetings of the foreign affairs and international trade committee where we discussed at great length the nuclear issue.
This seems like a reasonable amendment on a very critical issue. It is a step in the right direction and a step forward. But we remind the Government of Canada that it, along with its NATO allies, must remain on guard against rogue states and the terrorists that may threaten Canadians and the people on this planet with weapons of mass destruction.
The official opposition agrees with the amendment and hopes that as a result of this bill Canadians will become more interested in international affairs and the security of our great nation.",Reform,Surrey Central,Gurmant Grewal,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6acdee2c-675f-4664-bfb5-ebd49028a8ba&Language=E&Section=ALL
4104810,ca.proc.d.1998-11-27.838.3,1998-11-27,d7ee00c8-04df-4418-965b-962c7d488878,128,"Mrs. Monique Guay (Laurentides, BQ)",,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,"Mr. Speaker, I am very pleased today to rise in the House to indicate my support and that of my Bloc Quebecois colleagues for Bill C-52, specifically the Senate amendment moving that lines 6 to 10, paragraph 27.1, on page 13 of the bill be replaced by the following:
Tabling of report
The Minister of Foreign Affairs shall cause a copy of the report to be laid before each House of Parliament on any of the first fifteen days on which that House is sitting after the Minister receives the report.
I am particularly proud that this amendment was the result of a Bloc Quebecois initiative. The Bloc Quebecois has always taken a keen interest in transparency and correspondingly in increasing the involvement of members of this House in the implementation of a treaty such as the one before us today, the Comprehensive Nuclear Test-Ban Treaty.
Furthermore, the Australian parliament has already approved a provision very similar to that in the Comprehensive Nuclear Test-Ban Treaty Implementation Act. Thus, the report the person designated as the national authority has prepared and submitted to the minister will be tabled in that parliament.
Although this is another step in the direction of more democratic practices in our parliament, it would be a very good idea in future for this practice to become more widespread here in the House in Ottawa. Parliament should approve treaties before the government signs and ratifies them.
My colleague for Beauharnois—Salaberry, who is also the foreign affairs critic, has called upon the minister to submit this matter to the foreign affairs committee, in order to bring our treaty process in line with that of other Commonwealth countries, where a far more democratic process is in place.
The minister said he was open to examining this matter and the Bloc Quebecois will keep after him until he responds.
Now, returning to the contents of the bill, the Bloc Quebecois supports it for the values of peace and international security which it puts forward. It is an essential tool for attaining complete nuclear disarmament. For us in the Bloc Quebecois and for all parties here in this House it is important to promote, without a moment's hesitation, any legislative measure focused on those values of peace and security.
By implementing the comprehensive nuclear test-ban treaty, Canada will now be able to contribute to the ultimate objective of the total eradication of nuclear arms. In this way we shall be helping to solve a problem caused by using energy contrary to the interests of humanity itself, abusing of a resource the peaceful applications of which have contributed, and will continue to contribute, to the greater well-being of humankind.
The enactment relates to the implementation of Canada's obligations under the Comprehensive Nuclear Test-Ban Treaty. The parties signing the treaty undertake not to carry out any nuclear weapon test explosion or any other nuclear explosion, to prohibit and prevent any such nuclear explosion at any place under their jurisdiction or control and to refrain from causing, encouraging or participating in the carrying out of any nuclear weapon test explosion or any other nuclear explosion.
Another important feature is the international monitoring system put in place under the treaty. The purpose of this system is to detect, locate and classify nuclear explosions. In addition, on-site inspections may be carried out under the treaty to clarify the situation following a nuclear incident.
Already the treaty has reaped positive results. A number of nuclear nations like France and the United Kingdom have made it clear that, in signing the Comprehensive Nuclear Test-Ban Treaty, they agreed to discontinue nuclear testing. Other nuclear weapons states, such as China, the United States and Russia, have suggested that they too would discontinue nuclear testing.
That said, we cannot claim victory yet. The nuclear threat still hangs over us. We need only look at India and Pakistan, which recently conducted nuclear tests, and at some other nations with nuclear capabilities, including Israel and South Korea, two countries whose intentions are still cause for concern. These nations have yet to confirm their willingness to stop conducting nuclear tests and to sign the Comprehensive Nuclear Test-Ban Treaty.
The Bloc Quebecois, the other political parties represented in this House, as well as the people of Quebec and Canada agree that it is essential that we rid the world once and for all of all nuclear weapons and nuclear tests. It is a matter of getting our priorities in order.
As the critic for international co-operation, I see shocking statistics on human misery every day. More than 1.3 billion people are living in abject poverty, living on less than a dollar a day. Every day, 34,000 children die from malnutrition and disease. Every year, 17 million people die of infectious and parasitic diseases.
The priorities of the world and of our governments must focus on basic human needs.
Everybody on this planet has the right to proper food, shelter, care and education. Yet, since 1945, it is estimated that the world has spent a whopping $8 trillion on nuclear weapons.
Members should try to imagine what could have been done with all that money in poor countries. Even now, the gap between the rich and the poor is constantly growing wider. The time has come to put a stop to this waste and to invest where it really matters.
As a medium size military power with no nuclear weapons, how can Canada help further and promote in a tangible way the comprehensive nuclear test-ban treaty? Canada, through its Department of Foreign Affairs, has displayed great leadership in its crusade to ban land mines. The Bloc Quebecois wants to acknowledge the work done by the minister on this issue.
Even if Canada does not have nuclear weapons, and even if it is officially opposed to the proliferation of nuclear weapons, can it claim that it has done nothing wrong?
We can think of China, to which Canada sold Candu nuclear reactors. There is also the fact that our country allows nuclear bombers to enter its airspace and use its low level flight ranges for pilot training.
Canada is on the right track, and we are very aware of the fact, but we are also aware of the fact that it could do even more. We in the Bloc Quebecois want Canada to go even further. Does this government have the real political will to be innovative in nuclear disarmament?
This challenge concerns the international community as a whole, and Canada has a duty to take concrete action and especially not to accept the status quo. On the contrary, it must be proactive and thus help the heads of nuclear countries translate the will of the people into decisive action.
At the dawn of the 21st century, the middle powers must make these heads of state take this opportunity in the name of humanity and the planet.
The Bloc Quebecois is acutely aware of the challenge nuclear disarmament represents. We will continue in our desire to build an international community where nuclear weapons exist only in history books, so that future generations may realize the dangers of nuclear arms.
I can tell you that a sovereign Quebec will not hesitate as a new country to sign the comprehensive nuclear-test ban treaty and to ensure its implementation both nationally and internationally.
With the approach of the new millennium, it is time to put an end to the scourge of nuclear weapons. This is our duty to future generations. Let us do so, to give all children on the planet the opportunity to enjoy life without the threat of nuclear arms.",Bloc Québécois,Laurentides,Monique Guay,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d7ee00c8-04df-4418-965b-962c7d488878&Language=E&Section=ALL
4104811,ca.proc.d.1998-11-27.838.4,1998-11-27,88727e5c-0c54-4057-b73e-065a027bd1b8,2698,"Mr. David Price (Compton—Stanstead, PC)",,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,"Mr. Speaker, this treaty has been an arms control and disarmament objective of successive Canadian governments since the 1960s. The Right Hon. Joe Clark made this issue a high priority when he was foreign minister.
The comprehensive nuclear test ban treaty was open for signature at a special session of the United Nations general assembly in New York on September 24, 1996 and has now been signed by over 150 countries.
Canada played an important role in the treaty's negotiation, in particular in relation to the verification regime. Approximately 15 Canadian monitoring stations will be part of the international monitoring system as well as one radionuclide laboratory.
Canada has also worked with other countries such as Australia to find a way to open the treaty for signature and ratification. Twenty-one countries have now ratified the treaty, including two nuclear weapons states, the United Kingdom and France, and eight of the thirty-nine non-nuclear states designated under the treaty as having nuclear energy or research programs.
They therefore, along with the nuclear weapons states, must also ratify the treaty before it can come into force. Canada, one of the world leaders in nuclear technology for solely peaceful purposes, is a designated state. It is therefore most appropriate and important that Canada be one of the first group countries to ratify the treaty.
I do not underestimate the importance and complexity of this seemingly straightforward legislation. Bill C-52 criminalizes the carrying out of or aiding and abetting in the carrying out of nuclear explosions. It establishes a national authority to serve as a focal point for a liaison between Canada and the CTBTO in Vienna, with other states party to the treaty, and obligates Canadian industry to report large scale chemical explosions which might be confused with nuclear tests. Once passed, this legislation will allow Canada to ratify the treaty.
I want to take a minute to talk about Canada's record. This government made a very weak statement about France's testing in the Pacific. It was clearly a race to a large nuclear capacity for France before ratification. It is also disgraceful that Canada has not pursued more vigorously its assistance to Russia and the former Soviet Union states in demobilizing their nuclear capability.
The Conservative government started with a small fund in the early 1990s to help scholars so that they might remain within Russia and the Soviet Union and not sell their knowledge and dangerous expertise to other countries.
Equally disturbing is this government's lack of response to the troubled Arctic waters. Time and time again, both in Russia and elsewhere, concerns have been raised in relation to the nuclear waste that is embedded on the floor of the Arctic Ocean and, in the words of many, contaminating our waters around the world. This government has paid only lip service to this problem. If this government wishes to be consistent with this new treaty it must again raise these issues as we did in the early 1990s.
In the wake of the 1974 nuclear explosion test by India, using Canadian technology transferred in good faith solely for peaceful purposes, we learned a hard lesson. Under the leadership of my party Canada went on to become one of the first nuclear exporters to require International Atomic Energy Agency full scope safeguards on all our exports of nuclear material to non-nuclear weapons states. We also put in place arrangements to ensure that any transfers for peaceful purposes to a nuclear weapons state would not be diverted for military purposes. These are longstanding Canadian policies which were groundbreaking in their time.
Regrettably, however, against that backdrop of exceedingly high standards and practices must be set the seemingly casual way this government went about signing a nuclear co-operation agreement with China, a nuclear weapons state which still does not require full scope safeguards for its nuclear exports and whose record of proliferation of significant transfers has been dangerous. I want to know how this government can square the ease with which we entered into nuclear co-operation with a communist country with brutal non-proliferation credentials with a very high priority which this government purports to give to preventing the spread of nuclear weapons.
If Canada is to continue to play a leadership role in preventing the spread of nuclear weapons and promoting their successive reduction, we must attend to all aspects of our nuclear policy with equal vigour and credibility. But the government never learns. Why? For money. From the events of last year's APEC summit we know the government cares more about money than human rights. We also know the government cares more about money than it does about world security. We should not so easily forget the lessons of India in the 1970s and the question being raised about our nuclear installations and uses in Canada.
The standing committee on foreign affairs and international trade in the other place has just finished a review of Canada's non-proliferation arms control and disarmament policy. The minister asked that we have full House support for the committee report. My party will be forthright. Nuclear weapons are not land mines. My party supported the minister's efforts in the land mine treaty and congratulate him on his success. We are in favour of stopping proliferation. We are in favour of arms control. The world has been, is currently and will be a dangerous place. Ridding our security system and calling for the U.S. to rid itself of its weapons in Europe is gutting our security system and will make the globe more dangerous, not safer.
This minister talks about 50 years ago. Maybe he should talk about 50 years from now.
Nuclear weapons have been the steadfast cornerstone of western security policy since the creation of NATO in 1949. Unless this minister can outline in the House with detail all the security risks the globe will encounter in the next 50 years my party cannot support the idea of unilateral nuclear disarmament.
While it is certainly an idealistic view, it is not based on reality. The reality is the Russian parliament will not implement START II any time soon. To delude ourselves that it will is very dangerous. The reality is the Chinese are developing more nuclear weapons, not fewer. To delude ourselves that they are not is also very dangerous.
My party is in favour of making the world safer, not making it more dangerous.",Progressive Conservative,Compton--Stanstead,David Price,
4104812,ca.proc.d.1998-11-27.838.5,1998-11-27,,,,,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,Is the House ready for the question?,,,The Deputy Speaker,
4104813,ca.proc.d.1998-11-27.838.6,1998-11-27,,,,intervention,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,Question.,,,Some hon. members,
4104814,ca.proc.d.1998-11-27.838.7,1998-11-27,,,,,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,Is it the pleasure of the House to adopt the motion?,,,The Deputy Speaker,
4104815,ca.proc.d.1998-11-27.838.8,1998-11-27,,,,intervention,Government Orders,Comprehensive Nuclear Test-Ban Treaty Implementation Act,,"Agreed.
(Motion agreed to, amendment read the second time and concurred in)",,,Some hon. members,
4104816,ca.proc.d.1998-11-27.838.9,1998-11-27,,,,stagedirection,,,,"The House proceeded to consideration of Bill S-16, an act to implement an agreement between Canada and the Socialist Republic of Vietnam, an agreement between Canada and the Republic of Croatia and a convention between Canada and the Republic of Chile, for the avoidance of double taxation and the prevention of fiscal evasion with respect to taxes on income, as reported (without amendment) from the committee.",,,,
