basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
477041,ca.proc.d.1917-07-12.1,1917-07-12,,,,topic,APPOINTMENT OF AN OFFICIAL.,,,,,,,
477042,ca.proc.d.1917-07-12.1.1,1917-07-12,5e8a24b4-f155-4f3d-aacc-e6da13c93756,ca.m.4254,Sir ROBERT BORDEN moved:,Prime Minister; Secretary of State for External Affairs; President of the Privy Council,APPOINTMENT OF AN OFFICIAL.,,,"That the recommendation of His Honour the 'Speaker laid upon the table of the House on the 29th ultimo., respecting the appointment of Joseph Luager Parr as clerk in the Library of Parliament be concurred in.

",Conservative (1867-1942),,Robert Laird Borden,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5e8a24b4-f155-4f3d-aacc-e6da13c93756&Language=E&Section=ALL
477043,ca.proc.d.1917-07-12.1.2.1,1917-07-12,,,,stagedirection,,,,"Motion agreed to.
QUESTIONS.	,
(Questions answered orally are indicated by an asterisk.)",,,,
477044,ca.proc.d.1917-07-12.2,1917-07-12,,,,topic,"ALDERSHOT, N.S., CAMP GROUNDS.",,,,,,,
477045,ca.proc.d.1917-07-12.2.1,1917-07-12,56fdc84e-aaff-46fe-bf93-d6f1014c6188,ca.m.519,,,"ALDERSHOT, N.S., CAMP GROUNDS.",,,"1.	Is it the intention of the Government or any department thereof to construct any building or buildings on the Aldershot Camp Grounds in Kings County, N.S., this year?
2.	If so, will the Government invite public tenders for their construction?

",Liberal,,Mr. A. K. MACLEAN:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=56fdc84e-aaff-46fe-bf93-d6f1014c6188&Language=E&Section=ALL
477046,ca.proc.d.1917-07-12.2.2,1917-07-12,dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e,ca.m.6832,,Minister of Militia and Defence,"ALDERSHOT, N.S., CAMP GROUNDS.",,,"1.	No, not as far as the Department of Militia and Defence is concerned.
2.	Answered by No. 1.

",Conservative (1867-1942),,Sir EDWARD KEMP:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e&Language=E&Section=ALL
477047,ca.proc.d.1917-07-12.3,1917-07-12,,,,topic,REQUEST FOR SOLDIER'S DISCHARGE.,,,,,,,
477048,ca.proc.d.1917-07-12.3.1.1,1917-07-12,,,,stagedirection,,,,On the Orders of the Day:,,,,
477049,ca.proc.d.1917-07-12.3.2,1917-07-12,8844037f-c912-404d-a505-6bf56321dd9a,ca.m.1140,Hon. CHARLES MARCIL (Bonaventure):,,REQUEST FOR SOLDIER'S DISCHARGE.,,,"I call the attention of the Minister of
Militia to the following communication which I have received from the Rev. G. S. K. Anderson, Evangelist, of Escuminac county, Bonaventure:
Escuminac, P.Q., July 9, 1917.
Hon. Charles Marcil,
Quebec, P.Q.
Dear Sir:-
I write at the request of Mrs. Nelson Court of Escuminac, P.Q. She is anxious to secure the discharge of her son from the fighting forces of France. She has already given two of her sons to the country. George was killed in France on June 3, 1916, and John fiieci pneumonia on February 5, 1917, in a military hospital at North Battleford, Sask. She wants this son home to look after John's homestead. His full name and address is as follows:	No. 4188300, Private Harry Ivan
Court, R.C.R. Battery, ""C"" Company, No. 10 Platoon, France, C.E.F. Do what you can for her or direct her to the proper authorities.
Respectfully yours,
G. S. K. Anderson.
In view of the fact that this lady has already given two of her sons to the country, I would ask the Minister of Militia to consider her request for the discharge of her other son.	,

",Liberal,,Charles Marcil,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8844037f-c912-404d-a505-6bf56321dd9a&Language=E&Section=ALL
477050,ca.proc.d.1917-07-12.3.3,1917-07-12,dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e,ca.m.6832,Sir EDWARD KEMP:,Minister of Militia and Defence,REQUEST FOR SOLDIER'S DISCHARGE.,,,"If the hon. member would forward communications such as this direct to the department they would receive every consideration. The department receives hundreds of such letters every week.
I. can assure my hon. friend that I will give this matter my attention.

",Conservative (1867-1942),,Albert Edward Kemp,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e&Language=E&Section=ALL
477051,ca.proc.d.1917-07-12.4,1917-07-12,,,,topic,"MILITARY SERVICE ACT, 1917.",,,,,,,
477052,ca.proc.d.1917-07-12.4.1,1917-07-12,,,,subtopic,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,,,,,
477053,ca.proc.d.1917-07-12.4.1.1.1,1917-07-12,,,,stagedirection,,,,"House in committee on Bill No. 75, respecting Military Service-Sir Robert Borden (resumed from Wednesday, July 11).
Mr. Rainville in the Chair.",,,,
477054,ca.proc.d.1917-07-12.4.1.2,1917-07-12,d02a7b53-dad0-4944-82b0-aed9054a7bc2,ca.m.4870,Mr. MEIGHEN:,Solicitor General of Canada,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"When the committee
reported last night we had just passed section 4; section 5 had already been passed. Subclause 3 of section 6 was allowed to stand pending further suggestion as to how the board of selection might be made up. The suggestion was made by the hon. member for Carleton (Mr. Carvell) that the local or provincial boards might have sole control for their own provinces; that instead of establishing one board we should establish nine-or really eleven', to take care of the Yukon and North West Territories. We hardly think that could work out. It is suggested, subject to any further suggestions which may be made, that this board of selection consist of say four members from' the province of Ontario, four
32S6

members from the province of Quebec, and two members from each of the other provinces. In the carrying out of the work outlined, the recommendations of the members from the provinces would be taken as to each province, but the report of the board would be the report of the whole board, which would make it much more simple than if we were to have the reports of nine boards. The boards could consist of members or senators, or those who are neither members nor senators. That is the suggestion of the Government in the matter, but if there is anything that will improve on it we will be glad to hear it.

",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
477055,ca.proc.d.1917-07-12.4.1.3,1917-07-12,e2f3ce71-bd81-4d34-8a08-56a140552231,ca.m.3549,Sir WILFRID LAURIER:,Leader of the Official Opposition,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"Does my hon. friend stand by the present disposition of the Bill to have one of the members of the board appointed by the Senate and the House of Commons?

",Liberal,,Wilfrid Laurier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2f3ce71-bd81-4d34-8a08-56a140552231&Language=E&Section=ALL
477056,ca.proc.d.1917-07-12.4.1.4,1917-07-12,d02a7b53-dad0-4944-82b0-aed9054a7bc2,ca.m.4870,Mr. MEIGHEN:,Solicitor General of Canada,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"To have them appointed by ,a joint resolution of the Senate and House of Commons, but of course to be appointed in such a way that one from each province, except Ontario and Quebbc, will be selected by the Opposition in the Senate and in the House. In Ontario and in Quebec the Opposition will select two in each, the same principle applying to the Government side in the Senate"" and in the House.

",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
477057,ca.proc.d.1917-07-12.4.1.5,1917-07-12,e2f3ce71-bd81-4d34-8a08-56a140552231,ca.m.3549,Sir WILFRID LAURIER:,Leader of the Official Opposition,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"As my hon. friend is aware, I voted against this Bill, and am not much in sympathy with it. If I wanted to carry out my own views, I , think I would favour the recommendation of the Government, because, as I understand it, it is an impediment in the way of the Bill. If you have a selective board appointed by the two Houses of Parliament, it can only act when Parliament is in session, and should there be a vacancy in the board it could not be filled until the ensuing session. I do not object to that at all.

",Liberal,,Wilfrid Laurier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2f3ce71-bd81-4d34-8a08-56a140552231&Language=E&Section=ALL
477058,ca.proc.d.1917-07-12.4.1.6,1917-07-12,d02a7b53-dad0-4944-82b0-aed9054a7bc2,ca.m.4870,Mr. MEIGHEN:,Solicitor General of Canada,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"That can be easily
cured by the resolution.

",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
477059,ca.proc.d.1917-07-12.4.1.7,1917-07-12,e2f3ce71-bd81-4d34-8a08-56a140552231,ca.m.3549,Sir WILFRID LAURIER:,Leader of the Official Opposition,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"What resolution could you frame that would cure it?

",Liberal,,Wilfrid Laurier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2f3ce71-bd81-4d34-8a08-56a140552231&Language=E&Section=ALL
477060,ca.proc.d.1917-07-12.4.1.8,1917-07-12,d02a7b53-dad0-4944-82b0-aed9054a7bc2,ca.m.4870,Mr. MEIGHEN:,Solicitor General of Canada,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"There would have to be a resolution empowering them to sit and act when Parliament is not in session.

",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
477061,ca.proc.d.1917-07-12.4.1.9,1917-07-12,e2f3ce71-bd81-4d34-8a08-56a140552231,ca.m.3549,Sir WILFRID LAURIER:,Leader of the Official Opposition,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"But you appoint two men by resolution of the two Houses of Parliament. Suppose the two men died, or are prevented from acting, how are they to be replaced by another 
resolution of Parliament if Parliament is not in session. So far as I am concerned, I do not object to this impediment in the way of the Bill. I would suggest you might have^ one of the members of the tribunal appointed by the judicial authority, in fact I see no reason at all why the two members should not be so appointed. The chief justice, or the two senior justices could perform the duty. Yesterday I heard the compliment which was paid the judiciary by the Solicitor General, and the compliment he paid the late Government in respect to its appointments, and I feel that the chief justice in each province could perform that duty as well as anybody.

",Liberal,,Wilfrid Laurier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2f3ce71-bd81-4d34-8a08-56a140552231&Language=E&Section=ALL
477062,ca.proc.d.1917-07-12.4.1.10,1917-07-12,d02a7b53-dad0-4944-82b0-aed9054a7bc2,ca.m.4870,Mr. MEIGHEN:,Solicitor General of Canada,"MILITARY SERVICE ACT, 1917.",CONSIDERATION OF THE BILL IN COMMITTEE OF THE WHOLE HOUSE.,,"There are objections to that, and they have been given some consideration in the course of the preparation of the Bill. I think the better course for the present would be to let clause 3 still stand, and possibly the Prime Minister might consult with the leader of the Opposition on the subject.

",Conservative (1867-1942),,Arthur Meighen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d02a7b53-dad0-4944-82b0-aed9054a7bc2&Language=E&Section=ALL
