basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
358356,ca.proc.d.1912-03-06.1,1912-03-06,,,,topic,QUESTIONS.,,,,,,,
358357,ca.proc.d.1912-03-06.1.1.1,1912-03-06,,,,stagedirection,,,,(Questions answered orally are indicated by an asterisk.),,,,
358358,ca.proc.d.1912-03-06.1.2,1912-03-06,,,,subtopic,QUESTIONS.,ASSISTANT ELECTRICIAN CUILLERIER.,,,,,,
358359,ca.proc.d.1912-03-06.1.2.1,1912-03-06,4b02e0c1-1981-4162-963c-ca1a572cb6f1,ca.m.1674,,,QUESTIONS.,ASSISTANT ELECTRICIAN CUILLERIER.,,"1.	Have any charges or complaints been made to the Department of Railways and Canals against assistant electrician Cuillerier P
2.	If so, has any report as to such complaints or charges been made to the department by the chief electrician on the Sou-langes Canal P
3.	If such charges or reports have been made, does the government intend to make an inquiry as to the truth of the same?
4.	If such inquiry should be made by whom will it be considered, and when anil where will it be held?
142*

",Liberal,,Mr. BOYER:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4b02e0c1-1981-4162-963c-ca1a572cb6f1&Language=E&Section=ALL
358360,ca.proc.d.1912-03-06.1.2.2,1912-03-06,bd9df755-dfce-42dc-9ebb-55306d610edc,ca.m.3200,,Minister of Railways and Canals,QUESTIONS.,ASSISTANT ELECTRICIAN CUILLERIER.,,"1.	No.
2.	Answered by Number One.
3.	Answered by Number One.
4.	As no charges have been made, it has not been necessary to decide when and where and by whom an inquiry will be held.

",Conservative (1867-1942),,Mr. COCHRANE:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=bd9df755-dfce-42dc-9ebb-55306d610edc&Language=E&Section=ALL
358361,ca.proc.d.1912-03-06.1.3,1912-03-06,,,,subtopic,QUESTIONS.,NAVAL DEFENCE OF PACIFIC COAST.,,,,,,
358362,ca.proc.d.1912-03-06.1.3.1.1,1912-03-06,,,,stagedirection,,,,"* Mr. MACDONALD:	-
1.	Is the government aware as to whether or not a resolution in the following terms has been adopted by the legislature of British Columbia:
Whereas the government of Canada has decided that any scheme of naval defence to be effective, must be by co-operation with the mother country and the other parts of the Empire; therefore, he it resolved, that the Dominion government be urged that, in view of the great importance for the immediate and adequate protection of the Pacific coast of Canada, the question of naval defence be considered at the earliest possible date?
2.	Has the attention of the government been called to any_such resolution?
3.	If so, has the government been informed as to whether or not such a resolution was adopted on the motion of the Premier of British Columbia, Mr. McBride?
4.	Has a copy of such resolution been received by this government from the government of British Columbia?
5.	If so, does the government propose to move along the lines suggested in said resolution? If so, when? If not, why not?",,,,
358363,ca.proc.d.1912-03-06.1.3.2,1912-03-06,15b270da-620f-48bb-be53-9255fee3838d,ca.m.5907,,Minister of Marine and Fisheries; Minister of the Naval Service,QUESTIONS.,NAVAL DEFENCE OF PACIFIC COAST.,,"1.	Yes.
2.	Yes.
3.	The government has no information as to the mover of this resolution.
4.	Yes.
5.	When the government has formulated its naval policy, it will lay it before parliament.

",Conservative (1867-1942),,Mr. HAZEN:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=15b270da-620f-48bb-be53-9255fee3838d&Language=E&Section=ALL
358364,ca.proc.d.1912-03-06.1.4,1912-03-06,,,,subtopic,QUESTIONS.,DISMISSALS.,,,,,,
358365,ca.proc.d.1912-03-06.1.4.1,1912-03-06,733cae8a-7e57-46c6-ab2e-478ac991835f,ca.m.4942,,,QUESTIONS.,DISMISSALS.,,"1.	Has M. J. Lepage, Esq., preventive officer in His Majesty's Customs at Rimouski, been dismissed? If so, at whose request, and for what cause?
2.	Is the Minister of Customs aware that this officer is said to have denied under oath having taken any part in elections?
3.	Has he been denied the right of an official investigation? If so, why?

",Liberal,,Mr. LEMIEUX:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=733cae8a-7e57-46c6-ab2e-478ac991835f&Language=E&Section=ALL
358366,ca.proc.d.1912-03-06.1.4.2,1912-03-06,0e4f9dca-5c4f-43d7-af07-16546fe9215d,ca.m.2882,,Minister of Customs,QUESTIONS.,DISMISSALS.,,"1.	M. J. Lepage, collector of customs, Rimouski, has been dismissed for active political partisanship, on the statement of the member for parliament for Rimouski.
2.	No.
3.	The usual course has been followed in this case, the charge having been made
I by a member of parliament.

",Conservative (1867-1942),,Mr. REID (Grenville) :,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0e4f9dca-5c4f-43d7-af07-16546fe9215d&Language=E&Section=ALL
358367,ca.proc.d.1912-03-06.1.4.3,1912-03-06,80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4,ca.m.9843,,,QUESTIONS.,DISMISSALS.,,,Liberal,,Mr. CARVELL:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4&Language=E&Section=ALL
