basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3323592,ca.proc.d.1981-11-12.1,1981-11-12,,,,topic,GOVERNMENT ORDERS,,,,,,,
3323593,ca.proc.d.1981-11-12.1.1,1981-11-12,,,,subtopic,GOVERNMENT ORDERS,THE BUDGET,,,,,,
3323594,ca.proc.d.1981-11-12.1.1.1.1,1981-11-12,29120c21-7fca-48fe-bd93-53ba86e83429,ca.m.5071,Hon. Allan J. MacEachen (Deputy Prime Minister and Minister of Finance) moved:,Deputy Prime Minister; Minister of Finance,GOVERNMENT ORDERS,THE BUDGET,FINANCIAL STATEMENT OF THE MINISTER OF FINANCE,"That this House approves in general the budgetary policy of the government.
He said: Madam Speaker, each year budget speeches have become longer and more complex. I intend to reverse this trend. Tonight I wish to speak urgently and directly to Parliament and, through Parliament, to all Canadians. I shall be tabling a comprehensive set of budget documents which expand in substantial detail on all that I shall say this evening.
Over the past two months, energy agreements have been concluded with the three western producing provinces. Last week agreement was reached on the Constitution. Two enormously divisive issues have been resolved and Canadians have shown once again how they can work together. Output and employment grew more over the past year than I expected at the time of my last budget. But major challenges still remain on the economic front.
We are confronted by severe inflation and extremely high interest rates. Inflation and interest rates at their present levels are bringing economic growth to a standstill and creating grave inequities among Canadians. The impact of high interest rates on home owners, small businesses and farmers is visible and damaging. But high interest rates flow from high inflation and there can be no deep and lasting relief until inflation can be reduced. We cannot hope to insulate ourselves from interest rate policies in other countries unless our inflation rate is lower than theirs.
I have attended international meetings throughout the past year and have been struck by the growing conviction around the world that growth cannot be sustained if inflation is not sharply diminished. My concern over unemployment has been heightened by the events of recent months. But we will generate less employment, less growth and more unemployment if we attempt to live with inflation than if we resolve once and for all to see it steadily reduced.
This budget has three themes: restraint, equity and economic renewal.
The first is the need for restraint on the part of the government and restraint on the part of all Canadians. For our part, I believe we must reduce our deficit and our borrowing requirements substantially-even more than I proposed a year ago. This will take pressures off credit markets, ease interest rates and provide room for needy borrowers. The control of the money supply by the Bank of Canada is an essential element in our strategy to fight inflation, but it has to be supported by greater fiscal restraint.
While the increase in our energy revenues will make an important contribution to this objective, I have had to seek additional revenues from the personal and corporate tax, although there is tax relief or no tax increase in this budget for the vast majority of Canadians. Most fundamentally, we are committed to restraining the growth of our spending over the next few years to less than the growth of the economy as a whole while still exercising our responsibilities for leadership and for caring.
But we also call upon all Canadians to accept the challenge of restraint, so that inflation is reduced, interest rates are brought down and growth resumed as soon as possible. I recognize that prices are now slowing down in many markets, and that incomes have not exploded as they did in 1974 and 1975. Canadians give evidence of recognizing that increases in energy prices and other real cost increases must be absorbed and cannot be automatically offset. But successive reductions in money income demands will be required year by year if declining inflation is to be achieved.
It is dramatically clear from everyday experience that excessive income demands on the part of those employed push up costs, reduce our competitiveness, and thereby deny employment to others. Our economic projections also illustrate the fact that higher money incomes for those with jobs add little or nothing to their real incomes in the short run and that the cumulative effect of excessive demands does damage to everyone's longer-run prospects for a higher standard of living.
I believe Canadians understand this. The problem is to provide assurance that some will not gain unfairly by refusing to constrain their demands while others who do act in the collective interest fall behind. This is clearly the responsibility of government.
Thus the second theme of this budget is equity. I dedicate myself and this government in this and succeeding years to maintaining a fundamental sense of fairness in our society. As evidence of that dedication, I am proposing a major overhaul of the personal tax system. I am also announcing a package of

November 12, 1981
The Budget-Mr. MacEachen
relief measures for home owners, small businesses and farmers most threatened by high interest rates.
[ Translation]
If the first two themes of this budget are restraint and equity, the third theme must be renewal. The whole purpose of my fiscal strategy is to lay the basis for sustained growth in the future by clearing away the obstacles of high inflation and unprecedented interest rates.
This decade offers exceptional opportunities for strengthening and diversifying growth in every region of Canada. Expanded world markets, massive resource projects and a new industrial revolution: these are the vast development opportunities before us.
The policies and programs of the national government are major instruments for managing and exploiting these development opportunities and ensuring that the benefits are shared fairly. Harnessing the resources of the economy is a national enterprise which includes but extends beyond the interests of particular regions or sectors.

I will be tabling this evening a major policy document on economic development for Canada in the 1980s. The government intends to consult with the provinces, business and labour concerning the five priority areas of economic development policy set out in the document-industrial development, resource development, transportation, export promotion and human resources. In this decade of development we must work together to renew the foundation for the fair sharing of wealth and opportunity that binds us together as Canadians.
You may recall, Madam Speaker, that last year in my budget I announced a generous and new measure to stimulate development in slow growth regions of the country. I am, of course, referring to the 50 per cent investment tax credit for those companies wishing to invest in specially designated areas, the poorest areas of Canada.
I want to report a bit of news I received just a few minutes ago from my colleague, the hon. Minister of Regional Economic Expansion (Mr. De Bane), who informed me that because of this 50 per cent tax credit, Brunswick Mining and Smelting has decided to construct the most modern zinc smelter in the world on the north shore of New Brunswick. This project will involve a total investment of over $300 million, will create 1,500 person-years of work during the construction period, and 400 permanent jobs. It is the single most important investment ever on New Brunswick's north shore, an area that has long suffered the consequences of economic disparity. That is what this government means when it talks about economic development.

",Liberal,,Allan Joseph MacEachen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=29120c21-7fca-48fe-bd93-53ba86e83429&Language=E&Section=ALL
3323595,ca.proc.d.1981-11-12.1.1.1.2,1981-11-12,intervention,,,,GOVERNMENT ORDERS,THE BUDGET,FINANCIAL STATEMENT OF THE MINISTER OF FINANCE,"Hear, hear!

",,,Some hon. Members:,
3323596,ca.proc.d.1981-11-12.1.2,1981-11-12,,,,subtopic,GOVERNMENT ORDERS,EQUITY AND INCENTIVES IN THE TAX SYSTEM,,,,,,
3323597,ca.proc.d.1981-11-12.1.2.1,1981-11-12,29120c21-7fca-48fe-bd93-53ba86e83429,ca.m.5071,Mr. MacEachen:,Deputy Prime Minister; Minister of Finance,GOVERNMENT ORDERS,EQUITY AND INCENTIVES IN THE TAX SYSTEM,,"Madam Speaker, I turn now to my tax proposals.
Many Canadians find our tax system unfair, and I agree with them. They realize that taxes are necessary to pay for important government services, but they feel that rates of tax are too high. They sense that others, the well-advised or the wealthy, very often pay less than their fair share.
A study of selective tax preferences available to individual taxpayers, which I am tabling tonight, shows that the revenues lost through selective write-offs, exemptions and deferrals are massive. Over $47 billion of personal income escaped tax in 1979. If these preferences were reduced or eliminated, rates of tax could be halved without reducing federal revenues. Some higher-income individuals are able to reduce their tax rate to well below that paid by lower-income Canadians. Some can escape paying taxes entirely. This is unacceptable.

A cutback of tax preferences will permit a lowering of tax rates. Madam Speaker, the simple truth is that if only half of income is taxed the rates have to be twice as high to yield the same revenue. Lower tax rates will improve the incentives to work, save and invest. These incentives will be direct, easy to understand and available to all. Lower tax rates will also reduce the tendency for taxpayers to devote wasteful effort and money in finding artful ways of avoiding tax. For these reasons I propose to end a number of special tax preferences, to restrict others, and to lower tax rates.
Specifically, I am eliminating tax deferrals through incomeaveraging annuities and the capital gains reserves and also repealing general averaging. In their place I am introducing a new forward-averaging provision. I am ensuring that a number of employee fringe benefits such as low-interest loans and employer-provided automobiles are properly taxable. I am reducing the tax deferral for investment income that accrues but is not received for an extended period. In addition, I am ending the deduction for carrying charges in excess of the related investment income. The details of these and other changes, which mainly affect high-income individuals, are given in the budget documents.
The revenue gained by these measures allows me to reduce tax rates over a broad range of taxable incomes for 5.8 million Canadians. Tax rates will be reduced for all taxable incomes over $11,120. At the top income levels, the marginal rate of federal tax will be reduced to 34 per cent. This means, Madam Speaker, that the maximum tax on each additional dollar of income will be about 50 cents on average depending on the province, compared with about 64 cents at present. This will also effectively limit the top tax rate on capital gains to 25 per cent.
I am also proposing tax reductions which will benefit lower-income Canadians. I am doing this by modifying the federal tax credit. This special credit is currently^ 9 per cent of tax with a minimum cut of $200 and a maximum of $500. This credit will now be set at $200 for all individuals, but married
November 12, 1981

taxpayers will be able to claim an additional $200 for their dependent spouse. This means that for more than 620,000 lower-income families, the entitlement to the federal tax credit will be doubled to $400.
1 am extending for another year the special tax remission to employees working in the north and isolated posts.

",Liberal,,Allan Joseph MacEachen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=29120c21-7fca-48fe-bd93-53ba86e83429&Language=E&Section=ALL
3323598,ca.proc.d.1981-11-12.1.2.2,1981-11-12,intervention,,,,GOVERNMENT ORDERS,EQUITY AND INCENTIVES IN THE TAX SYSTEM,,"Hear, hear!

",,,Some hon. Members:,
3323599,ca.proc.d.1981-11-12.1.2.3,1981-11-12,29120c21-7fca-48fe-bd93-53ba86e83429,ca.m.5071,Mr. MacEachen:,Deputy Prime Minister; Minister of Finance,GOVERNMENT ORDERS,EQUITY AND INCENTIVES IN THE TAX SYSTEM,,"Indexation of the personal income tax system will be retained. As a result the personal exemptions for a family of four will rise from $7,230 to $8,110 next year. The child tax credit will be increased from $261 to $293 per child. In total, indexing will benefit all individuals and provide a tax reduction worth over $3 billion next year.

As a result of indexing and the measures I have announced, a typical family of four will be able to earn about $15,000 in 1982 without paying any federal tax. The net effect of the restrictions on tax preferences and lower tax rates will be to increase tax revenues. But this revenue increase will come from those most able to pay. It will be concentrated among those who took advantage of the provisions now terminated. The majority of other taxpayers will see their taxes reduced, many significantly.

The corporate sector must also contribute to the reduction of the federal deficit in the fight against inflation. Lower inflation and lower interest rates will produce a more favourable economic climate for business in Canada. The major changes affecting corporations are a reduction of the depreciation write-offs in the year the property is acquired and a two-year extension of the surtax on large corporations. However, the surtax will be halved to 2.5 per cent in 1983. Even with these changes the Canadian tax system will provide significant incentives for investment and will continue to compare favourably with those in other industrialized countries.
In addition to these changes, I am proposing a number of measures to address the particular problems of small business. As part of this package I am exempting them from the corporate surtax. 1 am also increasing the limit for the low tax rate for small business corporations to $200,000 per year, and I am making the special benefits for small manufacturing corporations more readily available.
It is also my intention to move the federal manufacturers' sales tax to the wholesale level and to reduce the general sales tax rate accordingly.
I would also like to announce reductions in unemployment insurance premium rates. The rate for employees will be reduced from $1.80 per $100 of insurable earnings to $1.65. The employer rate will be reduced to $2.31.
In summary, the changes I am introducing tonight will bring about a major improvement in our tax system. They will raise needed revenue to reduce the federal deficit, ensure that the burden is shared equitably by all Canadians and minimize the
The Budget-Mr. MacEachen
detrimental impact of high tax rates on the efficient operation of our economy. I believe that these are goals that all Canadians can support.

",Liberal,,Allan Joseph MacEachen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=29120c21-7fca-48fe-bd93-53ba86e83429&Language=E&Section=ALL
3323600,ca.proc.d.1981-11-12.1.3,1981-11-12,,,,subtopic,GOVERNMENT ORDERS,RELIEF FOR THOSE MOST AFFECTED BY INTEREST RATES,,,,,,
3323601,ca.proc.d.1981-11-12.1.3.1.1,1981-11-12,,,,stagedirection,,,,"Beyond the restoration of equity and incentive to the tax system, Madam Speaker, and the tax reductions which flow to millions of Canadians from the changes I am proposing, I would like to direct further relief to those most affected by high interest rates.
Abnormally high interest rates have had particularly adverse impact on any small businesses. I am thus extending the small business bond for one more year for firms in financial difficulty. The benefits of the measure will be extended to farmers, fishermen, and other unincorporated businesses as well.",,,,
