basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
1861861,ca.proc.d.1956-07-02.1,1956-07-02,,,,topic,DOMINION DAY,,,,,,,
1861862,ca.proc.d.1956-07-02.1.1.1,1956-07-02,,,,stagedirection,,,,"89th anniversary of confederation
Right Hon. C. D. Howe {Acting Prime Minister): Mr. Speaker, today Canadians are celebrating the 89th anniversary of the birthday of Canadian confederation. I should like to suggest that we follow precedents established in recent years when the house happened to be in session on this day and stand and sing together ""O Canada"" and ""God Save the Queen"".
Whereupon the members of the house rose and sang
O Canada and
God Save the Queen HOUSE OF COMMONS",,,,
1861863,ca.proc.d.1956-07-02.2,1956-07-02,,,,topic,MR. SPEAKER  STATEMENT IN TENDERING RESIGNATION,,,,,,,
1861864,ca.proc.d.1956-07-02.2.1,1956-07-02,ed24e5ee-f2d9-4323-a652-85ff86e54e54,ca.m.5158,Mr. Speaker:,Speaker of the House of Commons,MR. SPEAKER  STATEMENT IN TENDERING RESIGNATION,,,"I should like to make a statement to the house. On Friday last the Leader of the Opposition rose on a question of privilege in connection with the publication in a newspaper of two paragraphs extracted from a private letter that I wrote to a free lance writer who occasionally contributes an article to the Montreal newspaper La Patrie. Notwithstanding the fact, a well-known fact, easy to verify by those who do not know that Mr. Cinq-Mars, the author of the article in question, is only a free lance writer, the Ottawa Journal in an editorial which appeared in Saturday's edition said I wrote to the ""editor"" of the newspaper La Patrie.
On Friday last the Leader of the Opposition contended that if the expression ""my accusers falsified the facts for their own political ends"" was used in the house it would be the duty of the Speaker to call for a retraction immediately. In its Saturday editorial the Ottawa Journal supported the contention of the Leader of the Opposition in this regard. My view, well-supported, I think, that the expression would be unparliamentary only if it read ""my accusers deliberately falsified the facts"", was completely disregarded. I had referred
to a recent case at page 5382 of Hansard of June 26, 1956. The hon. member for Kootenay East said this:
The leader of the C.C.F. party, answering an interjection by myself, at the time he was attempting to distort the facts as he has in the past, saying that we were responsible for the breaking of the rules-
The hon. member for The Battlefords (Mr. Campbell) rose on a point of order and asked that the expression be withdrawn. I ruled that the hon. member should indicate that:
. . . he had no intention whatever of accusing the hon. member for Rosetown-Biggar of deliberately distorting the facts in this house.
On June 4 last while the hon. member for Acadia (Mr. Quelch) was speaking, the hon. member for Eglinton (Mr. Fleming) rose on a question of privilege and said, as reported at page 4651 of Hansard:
The hon. member for Acadia, Mr. Speaker, has just made two remarks which are a grave offence against privilege and a falsification of the fact.
And he was not asked to withdraw.
On May 30, 1956, the hon. member for Selkirk (Mr. Bryce) as reported at page 4462 of Hansard said the Minister of Citizenship and Immigration (Mr. Pickersgill) had deliberately deceived him. I asked the hon. member for Selkirk:
* . . because he knows it is against the rules to say that an hon. member of this house has deliberately deceived another hon. member, to take the corrective steps.
On February 16, 1956, as reported at page 1268 of Hansard, while the hon. member for Regina City (Mr. Ellis) was speaking the hon. member for Rosthern (Mr. Tucker) rose on a question of privilege and said:
Mr. Speaker, I rise on a question of privilege. I suppose nobody should pay any attention to the ravings of the hon. gentleman opposite, but after all, when he deliberately misrepresents what I said,
I suggest that I should draw that fact to the attention of the house.
I ruled that the hon. member for Rosthern:
. . . should not indicate that the hon. member for Regina City is deliberately misrepresenting what he said.
And Mr. Speaker Macdonald made rulings also to the same effect. Some of his rulings appear in Hansard, volume I, 1952-53, at pages 271, 759 and 760. Therefore I maintain that the expression I used, namely ""my accusers falsified the facts"", is not an unparliamentary expression. It contains no charge of dishonesty or of insincerity. During the
5554	HOUSE OF
Mr. Speaker-Tendered Resignation debate on the unanimous report of the committee on procedure adopted at the last session, several hon. members expressed the view that as long as there were no accusations of insincerity or dishonesty, strong language should go unchecked. During this session I have taken into account the remarks that were then made.
At page 5990 of Hansard, volume VI, 1955, the hon. member for Prince Albert (Mr. Diefenbaker) had this to say on the subject:
We do not want to turn parliament into an afternoon society meeting. If we have strong opinions we want to express them. We do not want to engage in personalities as such, but if we allow our rules or Speakers' decisions to place members of parliament in the position where if they use a strong expression they have to withdraw it parliament will become nothing but a mere debating society.
After all, strong men have strong opinions. I think our trend in the last 15 or 20 years has been to reduce the standard of debate in parliament Jsy the insistence on the letter of decorum. We do not carry our ill feelings outside of the House of Commons, and the things that we say, as long as they do not impute personal wrongdoing or lack of integrity, should be permitted in the House of Commons.
Notwithstanding what has happened during the pipe-line debate and the motion of censure that followed, no hon. member had ever suggested that I should resign. I may say, however, that I intended to resign more than once during that period for the purpose of regaining my full freedom of speech both in and outside this house. I had received communications and I had an exchange of views with some of the 35 members who had voted in favour of the motion of censure on Friday, June 8 last. It appeared to me that time might bring about a situation by virtue of which it might be possible for me to carry on at least until the prorogation of this session. When paragraphs of a private letter of mine were published in a newspaper I knew I had to take immediately the course I had in mind to follow.
In public life all men have had the experience of being quoted when they spoke off the record, or of being misquoted. I realize, however, that if the accident happens to one who is occupying my position, the house to which I am responsible-and I am responsible to the house alone-may ask for an account of the incident. That was done last Friday. It appeared to me that the hon. members of the opposition exaggerated the importance of the incident and since they were accusing me of improper conduct and of having used unparliamentary language I felt that the traditional parliamentary recourse in such cases should be taken, a recourse which I think is a protection for the house and for
IMr. Speaker.]

the Chair, namely that a motion dealing with the accusations should be placed on the order paper, debated and decided. It was said in the press that my language at that point was confusing. Here is what I said, as reported at page 5514 of Hansard of June 29, 1956:
I want to tell hon. members that ever since I was appointed on November 12, 1953 my resignation has always been at the disposal of the house. If one wishes to move a motion, after 48 hours' notice, stating the reasons why and concluding that the Speaker be removed I will resign immediately.
Later, in my office, I inserted the references to the citations of Beauchesne's third edition, citations 127, 225 and 46. For the insertion of these references it has been said by the parliamentary correspondent of the Montreal Gazette, in an article appearing on the editorial page for Monday, July 2, 1956:
He is open to attack for tampering with Hansard.
All Speakers have inserted the references to the authorities interspersed with their remarks, whether in Hansard or in the Journals because, indeed, it is their duty to do so. Standing order 12 states:
In explaining a point of order or practice, he shall state the standing order or authority applicable to the case.
When I said ""If one wishes to move a motion"" some understood that as soon as the notice of motion appeared on the order paper I would resign. Once a motion is moved it is in the possession of the house and must be disposed of. Citation 322 of Beauchesne's third edition says:
Every matter is determined in the House of Commons upon a question put by the Speaker on a proposition submitted by a member and resolved either in the affirmative or negative as the case may be. A motion is a proposal made by one member, in accordance with certain well established rules, that the house do something or order something to be done, or express an opinion with regard to some matter or thing. The proposal is not a motion until it has been actually moved.
Now, I thought that I was entitled to have the house judge my actions. I have been in public life since 1945. My strongest critics have said that until the pipe-line debate I had acquired a good reputation as Speaker of this house. I have a family, friends and a constituency. For their sakes, as well as for my political future, I thought that I was entitled to get the judgment of the house on the incident referred to last Friday. Otherwise, notwithstanding the fact that I had admittedly a good record until the pipe-line debate and that the motion of censure arising out of the pipe-line debate was defeated by the house by a vote of 109 against 35, would it not appear, if I were to resign now without a judgment of the house, that because a newspaperman published extracts of a

private letter of mine, I have done worse than anything I might have been accused of before?
Now, last Friday the Leader of the Opposition, speaking about the above-mentioned paragraphs that were published, concluded by asking the Acting Prime Minister to dissolve the house. I do not wish my actions to be part of the many considerations which must be weighed before such a grave decision is taken. Furthermore, I am anxious to regain my full freedom of speech. I realize that the Prime Minister is away. Were I to resign today the house would have to adjourn immediately. The Senate being adjourned for three weeks, it would have to be called back in session and the presence of His Excellency the Governor General or his deputy would be required for the approval of the new Speaker.
I place now my resignation before the house to take effect at the pleasure of the house. I would wish that it be accepted as soon as possible.
This is my farewell speech. I shall always remember with pleasure my term of office as Speaker. I have enjoyed every moment of it, even the most difficult parts, because I know that deep down in their hearts members understood certainly much more perhaps than they were indicating.
In private I had conversations and exchanges of views and I know that, notwithstanding what has happened, I retain in this house the friendship of many more members than one would like perhaps to believe. I must have enjoyed every moment of it. I have never been avoidably absent since I became Speaker. I have been in this house every sitting day since November 12, 1953.
Now, I have no animosity whatever against anyone. Throughout my term of office, I assure you, I have never acted, nor have I ever been motivated, by any other interests but the best interests of the house itself. Never was I motivated by any partisan feelings; and my conscience is perfectly clear. Had it not been as clear as it is, I do not think I could have gone through all the difficulties that came my way in the past month.
Now, I thank you very much for the privilege and the honour that you have given me of serving you as Speaker of the house and I want to assure you that as long as I live I shall never forget this honour that you have given me and this kind gesture on your part. Unintentionally I might have done something wrong or I might have done something offensive to hon. members. I want to ask them-and I do say this is the last favour, if I may be deserving of a last favour-that, if I have done something offensive or anything wrong to any hon. member, an act of oblivion
Trade-British Caribbean Area will be passed. Gentlemen, thank you very much.

",Liberal,,Louis-René Beaudoin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ed24e5ee-f2d9-4323-a652-85ff86e54e54&Language=E&Section=ALL
1861865,ca.proc.d.1956-07-02.2.2,1956-07-02,1716566b-edef-40b2-9552-49510618c3bb,ca.m.9539,Righi Hon. C. D. Howe (Acting Prime Minister):,Minister of Defence Production; Minister of Trade and Commerce,MR. SPEAKER  STATEMENT IN TENDERING RESIGNATION,,,"Mr. Speaker, I am sure we are all moved by your remarks. I appreciate your forbearance in not pressing the matter you have raised in the absence of the Prime Minister. As we all know, the Prime Minister is in London attending to Her Majesty's business, and I think it is a courtesy observed by all commonwealth parliaments not to raise difficulties affecting the office of the Prime Minister in his absence.
I sincerely hope that hon. members will be prepared to consider your statement and not raise the matter of the office of Speaker until the Prime Minister is in his seat, which I hope will be next Monday. I telephoned him this morning, and I find he hopes to be able to leave London next Friday evening at the conclusion of the final session of the imperial conference. When he arrives here on Monday he, as leader of the House of Commons, will deal with the matter that the Speaker has raised at this time.

",Liberal,,Clarence Decatur Howe,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1716566b-edef-40b2-9552-49510618c3bb&Language=E&Section=ALL
1861866,ca.proc.d.1956-07-02.2.3,1956-07-02,ea0e0f89-5c1d-4149-b665-08e87af67aa2,ca.m.5378,Mr. J. H. Ferguson (Simcoe North):,,MR. SPEAKER  STATEMENT IN TENDERING RESIGNATION,,,"I believe that the Liberal government has crucified one of the finest men that was ever here. One of the finest young men who ever walked into the House of Commons has been put on the cross and crucified by this government.

",Progressive Conservative,,Julian Harcourt Ferguson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ea0e0f89-5c1d-4149-b665-08e87af67aa2&Language=E&Section=ALL
1861867,ca.proc.d.1956-07-02.2.4,1956-07-02,54fab234-c4ce-4c68-9f8a-710b182cb06f,ca.m.7837,Mr. Gauthier (Portneuf):,,MR. SPEAKER  STATEMENT IN TENDERING RESIGNATION,,,"You will pay for that.

",Liberal,,Pierre Gauthier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=54fab234-c4ce-4c68-9f8a-710b182cb06f&Language=E&Section=ALL
1861868,ca.proc.d.1956-07-02.2.5,1956-07-02,ea0e0f89-5c1d-4149-b665-08e87af67aa2,ca.m.5378,Mr. Ferguson:,,MR. SPEAKER  STATEMENT IN TENDERING RESIGNATION,,,"I will not pay for it; you
cannot make me pay for it.

",Progressive Conservative,,Julian Harcourt Ferguson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ea0e0f89-5c1d-4149-b665-08e87af67aa2&Language=E&Section=ALL
1861869,ca.proc.d.1956-07-02.3,1956-07-02,,,,topic,BRITISH CARIBBEAN AREA,,,,,,,
1861870,ca.proc.d.1956-07-02.3.1,1956-07-02,,,,subtopic,BRITISH CARIBBEAN AREA,LESSENING OF RESTRICTIONS,,,,,,
