basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4485216,ca.proc.d.2011-06-07.2372.0,2011-06-07,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,,Board of Internal Economy,,"I have the honour to inform the House that the following members have been appointed as members of the Board of Internal Economy for the purposes and under the provisions of the Parliament of Canada Act, subsection 50(2).
They are: the Hon. Peter Van Loan and the Hon. Gordon O'Connor, members of the Queen's Privy Council; the Hon. Rob Merrifield, representative of the government caucus; Mr. Thomas Mulcair and Ms. Chris Charlton, representatives of the New Democratic caucus; and Ms. Judy Foote, representative of the Liberal caucus.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4485217,ca.proc.d.2011-06-07.2372.1,2011-06-07,3a48d31a-42fc-4320-a84f-da61c251bccd,412,"Mr. Blaine Calkins (Wetaskiwin, CPC)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1), I have the honour to present to the House, in both official languages, the reports of the Canadian delegation of the Canadian Group of the Inter-Parliamentary Union concerning its participation at: the meeting of the Steering Committee of the Twelve Plus Group, London, United Kingdom, September 25, 2009; the Annual Parliamentary Hearing at the United Nations, New York, New York, United States of America, November 19-20, 2009; the meeting of the Steering Committee of the Twelve Plus Group, London, United Kingdom, March 1, 2010; the meeting of the Steering Committee of the Twelve Plus Group, Paris, France, September 3, 2010; the Annual Parliamentary Hearing at the United Nations, New York, New York, United States of America, December 2-3, 2010; the Parliamentary meeting on the occasion of the 55th session of the United Nations Commission on the Status of Women: the Role of Parliaments in Promoting Access and Participation of Women and Girls to Education, Training, Science and Technology, New York, New York, United States of America, February 23, 2011; and the meeting of the Steering Committee of the Twelve Plus Group in Paris, France, March 14, 2011.",Conservative,Wetaskiwin,Blaine Calkins,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3a48d31a-42fc-4320-a84f-da61c251bccd&Language=E&Section=ALL
4485218,ca.proc.d.2011-06-07.2372.2,2011-06-07,4ac38ab4-c480-4dde-8f12-a80ff2b4f215,185,"Mr. Pat Martin (Winnipeg Centre, NDP)",,Routine Proceedings,Petitions,Asbestos,"Mr. Speaker, I have the honour to present a petition that has been signed by literally thousands of Canadians from all over Canada drawing the attention of the House of Commons that asbestos is the greatest industrial killer the world has ever known. 
In fact, more Canadians die from asbestos than from all other industrial causes combined. Yet, the petitioners point out that Canada remains one of the largest producers and exporters of asbestos in the world, spending millions and millions of dollars subsidizing the asbestos industry, and blocking international efforts to curb its use.
Therefore, the petitioners call upon the Government of Canada to ban asbestos in all of its forms, institute a just transition program for any worker who may be affected by such a ban, end all government subsidies to asbestos both in Canada and abroad, and stop blocking international health and safety conventions designed to protect workers from asbestos, such as the Rotterdam Convention.",New Democratic Party,Winnipeg Centre,Pat Martin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4ac38ab4-c480-4dde-8f12-a80ff2b4f215&Language=E&Section=ALL
4485219,ca.proc.d.2011-06-07.2372.3,2011-06-07,07cf5767-802c-406c-92a7-7dc92af79b40,4264,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",,Routine Proceedings,Petitions,Visitor Visas,"Mr. Speaker, it is with pleasure that I present a petition from a number of constituents and others expressing a great deal of concern regarding those individuals who are unable to have their families come to Canada in order to visit. At times this can be very challenging, whether for funerals or celebrations such as weddings, where visiting visas are being denied.
 The petitioners are calling upon the government to take more action, so that we can enable some of these family members, who are of good character and in good health, to visit Canada.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=07cf5767-802c-406c-92a7-7dc92af79b40&Language=E&Section=ALL
4485220,ca.proc.d.2011-06-07.2372.4,2011-06-07,fe517b95-bc62-4fe8-96aa-998994aefd48,173,"Mr. Tom Lukiwski (Parliamentary Secretary to the Leader of the Government in the House of Commons, CPC)",,Routine Proceedings,Questions on the Order Paper,,"Mr. Speaker, I ask that all questions be allowed to stand.",Conservative,Regina--Lumsden--Lake Centre,Tom Lukiwski,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fe517b95-bc62-4fe8-96aa-998994aefd48&Language=E&Section=ALL
4485221,ca.proc.d.2011-06-07.2372.5,2011-06-07,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Routine Proceedings,Questions on the Order Paper,,Is that agreed? ,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4485222,ca.proc.d.2011-06-07.2372.6,2011-06-07,,,,intervention,Routine Proceedings,Questions on the Order Paper,, Agreed. ,,,Some hon. members,
4485223,ca.proc.d.2011-06-07.2372.7,2011-06-07,,,,stagedirection,Government Orders,The Budget,Financial Statement of the Minister of Finance,The House resumed from June 6 consideration of the motion that this House approves in general the budgetary policy of the government. ,,,,
4485224,ca.proc.d.2011-06-07.2372.8,2011-06-07,878c4a88-aa8e-4e9a-961f-3829672d4dc0,165,"Hon. Jack Layton (Leader of the Opposition, NDP)",,Government Orders,The Budget,Financial Statement of the Minister of Finance,"Mr. Speaker, with this budget, the government missed a golden opportunity to reach out and work with others, and to show the majority of Canadians that Ottawa can work for them.
I congratulate the Prime Minister on the new mandate he received from Canadians, but I will continue to remind him that his majority in the House does not represent the majority of the public. Sixty per cent of voters chose another party in the May 2 election. They rejected this budget which is, essentially, identical to the one tabled just before the election.
I expect the Prime Minister, of course, to make choices that honour his values and his voters. That is what I would do as prime minister myself. But a prime minister also needs to govern on behalf of all Canadians. 
The message we heard from voters this election is that they want us to work together to get results that can bring people together across partisan and regional lines. This budget could have moved in that direction by responding to concrete proposals made by other parties, including our party, proposals to help middle-class families, not just the well-connected insiders who all too often get their way here on Parliament Hill, proposals that millions of Canadians voted for in the election, such as hiring more family doctors and nurses; making life more affordable; securing pensions and retirement security for seniors; and lifting all seniors out of poverty. We could have seen proposals to spark full-time job creation.
Millions of Canadians voted for change, but I see very few signs that this government is listening.
I am pleased to see that this budget contains the long-awaited compensation for Quebec's sales tax harmonization. My caucus made this demand several times during the last Parliament. We are pleased to see that the government has made the right decision.
I welcome the return of the eco-energy home retrofit program. We saw how much this program stimulated job creation, reduced greenhouse gas emissions and helped families save on their energy bills.
It is a program and an approach to economic and energy policy that I have been urging the Prime Minister to adopt since our very first meeting.
I also want to salute the government for its adoption of a non-partisan initiative emerging from this country's building trades called helmets to hardhats. I would like to thank all of the members of Parliament who participated in the informal discussions that we had prior to the last budget that generated the consensus that will allow returning veterans and retiring service personnel to connect with jobs and employment opportunities in the construction field as this program unfolds.
Where is the effort to reach out to the five million Canadians who do not have a family doctor? We have suggested working with the provinces and territories to tackle this critical issue to provide more training spaces or adopt the CMA's ideas in this regard which suggests that we can repatriate doctors who have gone to work abroad and bring them back here. However, this budget will not get more doctors into practice. Therefore, it will cause millions of Canadian families with sick loved ones to experience inevitable anxiety due to the fact they do not have family medicine readily available. It will result in more people going to emergency departments rather than nipping in the bud an illness or a disease within the family. Therefore, at the end of the day it will cost Canadians more money. It is an issue that should have been tackled and we propose must be tackled.
We are also not positioning Ottawa as a leader with concrete proposals and ideas while heading into the health accord renegotiations. Although we should have heard a vision for the future of our health care system in both the Throne Speech and the budget, one was not forthcoming.
We need to reach out to families who need help with their budgets. During the election we talked to countless people who have great difficulty making ends meet at the end of the month. In fact, many of our members of Parliament met with people who were overcome with emotion as they described their situation. As we spoke with them regarding which party to vote for, their main concern was how they would cover their bills at the end of the month. Would they choose to pay the costs of their housing, put food on the table, or afford the medication that their doctor told them they needed?
These are the intense personal stories that people are hoping we will take account of, listen to, and motivate us in our work here. Household debt is at an all-time high. We should regard this as a critical issue. People are working hard. They are working harder than ever. How many members in this chamber have met people who are working two or three jobs just to try to make ends meet at the end of every month?
We suggested some concrete measures to help address these issues. For example, taking the federal tax off the skyrocketing heating bills that people are confronted with. We suggested capping those credit card interest rates which are really tough on families.The budget was a golden opportunity to address these issues. However, we did not see anything about that at all.
Regarding our plea for action for the quarter of a million seniors who are living in poverty, the government responded with less than half measures, less than half of the investment needed to pull those seniors out of poverty using the guaranteed income supplement. Accordingly, will the government lift half of all seniors out of poverty or will they lift all seniors halfway out of poverty? It turns out it is neither.
I believe that there is not a Canadian who would disagree with that objective. In fact, in a country as rich as Canada, every Canadian, irrespective of political orientation, background, income or anything else, would agree that no senior should have to live in poverty.
Solving the problem is affordable. It would cost us less to lift every senior out of poverty than the government spent in the last 12 months on new tax breaks for the six chartered banks. I would bet that if we could have a private discussion with the bank CEOs, they would probably say, although I do not know if they would do it publicly but I bet some of them would, that it is actually more important to lift seniors out of poverty than it is to give us another tax break.
Let us look at that issue from the raw standpoint of the economic impact. If we were to give seniors a little more money to spend, what would they do with it? They would spend it within walking distance. Wherever they happen to live, they would spend it at local stores and businesses which would prime the economic pump as well as resulting, hopefully, in a drop in the number of seniors who have to go to food banks. 
Is it not a measure of failure when seniors have to go to food banks? I cannot think of very many measures of a failed economic policy that would stand out more dramatically than that, except perhaps when children are going with their parents to food banks, which is an equally dramatic indication of the growing inequality in our society that is certainly not being addressed in the budget at all.
This budget does not meet the needs of most Canadians on issues surrounding health care, retirement pensions and the financial burden on families. 
It is time to make sure that the 1.4 million people who are unemployed return to work in jobs that will meet their families' needs.
Yesterday, the Minister of Finance said encouraging things about job creation. He said that employment and growth are key to balancing the budget. Unfortunately, he also ignored our practical solutions for stimulating the creation of good-quality jobs, which include reducing taxes for our economy's real job creators, small businesses; instituting job creation tax credits as a reward for each new job created; and investing in infrastructure that will attract good jobs to our communities.
I spoke to municipal leaders at their annual convention this weekend in Halifax. They are ready to partner with Ottawa to renew this country's infrastructure. They are ready to build those modern roads and bridges, transit systems, affordable housing and water systems that we need if our cities are to be successful into the future. They are ready to modernize Canada's housing stock and transit systems so we can become world leaders instead of falling further and further behind as other countries make investments in these areas, which will position those countries, cities and communities much better for the economic competition that lies before us.
Instead, what we see here is an entrenchment and a withdrawal. The government continues to ignore the calls from the municipalities. It ignores their call to work together to create those jobs in design and construction, and to make our cities more competitive economic engines in the global workplace and marketplace.
This budget talks about jobs but offers essentially the same old failed plan. It contains billions in corporate tax giveaways to Canada's most profitable corporations. Billions are squandered when Canada's corporate rates are already competitive. It contains billions for banks, big oil and other companies that do not need our help, billions that too often just pad the CEO bonuses or the corporate cash reserves.
This is not an economic policy that will generate the jobs that we need. The rate of unemployment in this country is far too high. International observers have suggested that Canada risks being in a situation where we could have structural unemployment, in other words a basic level of unemployment, which is dramatically higher than it should be and could act as a real block to Canadian economic success.
What is worse, in many cases these tax reductions given to companies, which have no conditions attached to them, the companies turn around, take the money and run. Oftentimes the companies will shut down the very factory that was making money in the first place and will move the jobs somewhere else where they will pay half the wage or less, where there are no protections for workers who might want to organize to have health and safety on the job, where the workers cannot speak out for fair wages to feed their families.
With this policy and this budget, we are helping those companies to do exactly that, throw Canadian workers out of work and allow workers elsewhere in the world to be exploited.
How can we identify with a policy like that and say that somehow it is good for the country? The truth is that it is not. I will give concrete examples. Electrolux in Quebec is a case in point. Quite often these companies will leave their head office here so that they can continue to take advantage of the Canadian tax cuts but meanwhile they are shipping the jobs elsewhere. Canadian workers are out of work, which means they are not paying taxes anymore. In fact, those workers must collect employment insurance, if they are able to qualify.
We notice that the government's approach to that, which was picked up from the previous administration, is to make it more difficult for people to qualify. There is a heck of a way to save money. People who need help from government because they have been thrown out of work are unable to get access to the help their family needs. They then end up on welfare and, in many provinces, they must get rid of most of their assets before they can even qualify for welfare.
In other words, what we have here is a system where a tax cut given to a corporation here can ultimately result in a Canadian worker being thrown out of work and ending up on welfare. How the heck can anyone say that policy makes any sense whatsoever for the working families of this country? The truth is that it does not and it needs to change.
Another example is John Deere in Welland, a long-standing Canadian firm that generated lots of work over many years. It took the corporate tax cut and shut down its factory. We have Vale that went on the attack against workers' pensions.
What are we doing here? Are we trying to help in the race to the bottom so that workers in any country have less access to a secure retirement? That makes no sense whatsoever. The list includes Merck and Xstrata. I could spend the entire day reading off a list of companies that have taken the money and run. A small business will not do that.
Small businesses, which cannot transfer their jobs to China or elsewhere, will use the tax cuts to create jobs in companies here in Canada. That is why we must support our small businesses now. It is their turn.
We have to wonder whether this government has not lost confidence in its employment strategy. We have to wonder whether it is continuing to provide tax breaks for big corporations just to please its privileged friends. If this government really wanted to stimulate growth, it would not make large cuts to balance the budget. Yet that is what is found in this budget—$17 billion in cuts over the next five years. We are talking about $17 billion. In what areas will these cuts be made? Health care? Education? Help for seniors? We do not know. There is a certain lack of transparency in this regard. The government hopes that we will not see the effects of its cuts. Will cuts be made to regional development programs? We know who will have to pay the price of these federal cuts. It is families.
I want to say that the official opposition will press the government to balance the budget through growth rather than cuts. Our diverse and talented team will be monitoring this government's actions. We will show in detail the human costs associated with each cut that the government plans to make.
The real test of the government will be its ability to deliver on its own priorities while respecting the majority of Canadians who voted for something else. That takes wisdom and statecraft. On balance, the budget fails that test because it fails the sweeping majority. It helps out the corporations and insiders, to be sure. I do not want to suggest that the budget is not helpful to anybody. However, it leaves millions of families at the back of the line. Too many of them are without family doctors. Many are concerned about their jobs and retirement. Many are struggling to make ends meet and are worried about the spending cuts that are to come and what the impact might be on their families. We all remember Walkerton and we do not want to see the absence of government involvement in protecting Canadians resulting in tragedy.
I choose to remain optimistic about what the House can accomplish. It is not a government known for compromise, and old habits can die hard, but we have seen some glimmers in some areas, as I mentioned: the HST compensation for Quebec, the return of the eco-energy home retrofits and the helmets to hard hats for veterans. Therefore, in good faith, I will reach across the aisle and say to the government that it just needs to try harder.
Canadians of all political stripes have sent us here to work together. They will not let the government forget it. The official opposition will not let the government forget it. This budget, unfortunately, does not come close to delivering enough for Canadian families. However, we are still eager to work with the government to get the job done.
Therefore, I move:
 That the motion be amended by deleting all the words after the word “that” and substituting the following: 
 That the House not approve in general the budgetary policy of the government unless the government brings in additional measures to correct the government's poor record of fiscal management, to address adequately the current jobs crisis in the economy, to address the shortage of family doctors and other health professionals, to deal with the need to provide Canadians with a comfortable retirement and a secure vehicle for their retirement savings, to lift every Canadian senior out of poverty, to make life more affordable for low and middle income Canadians and to address the government's failure to substitute a more targeted approach to job creation for its ill-conceived, across-the-board, corporate income tax cuts. 
",New Democratic Party,Toronto--Danforth,Jack Layton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=878c4a88-aa8e-4e9a-961f-3829672d4dc0&Language=E&Section=ALL
4485225,ca.proc.d.2011-06-07.2372.9,2011-06-07,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,The Budget,Financial Statement of the Minister of Finance,The amendment appears to be in order.,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
