basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
2011167,ca.proc.d.1959-07-08.1,1959-07-08,,,,topic,THE ROYAL ASSENT,,,,,,,
2011168,ca.proc.d.1959-07-08.1.1,1959-07-08,d3117809-e7d1-45d2-9762-d1a2621aa271,ca.m.3975,Mr. Speaker:,Speaker of the House of Commons,THE ROYAL ASSENT,,,"I have the honour to inform the house that I have received the following communication:
Ottawa, July 7, 1959
Sir,
I have the honour to inform you that the Honourable Patrick Kerwin, Chief Justice of Canada, acting as Deputy of His Excellency the Governor General, will proceed to the Senate chamber on Wednesday, the 8th July, at 5.45 pan., for the purpose of giving the royal assent to certain bills.
X have the honour to be, sir.
Your obedient servant,
Lionel Massey
Secretary to the Governor General

",Progressive Conservative,,Daniel Roland Michener,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d3117809-e7d1-45d2-9762-d1a2621aa271&Language=E&Section=ALL
2011169,ca.proc.d.1959-07-08.2,1959-07-08,,,,topic,EXTERNAL AFFAIRS,,,,,,,
2011170,ca.proc.d.1959-07-08.2.1,1959-07-08,,,,subtopic,EXTERNAL AFFAIRS,UNITED STATES,,,,,,
2011171,ca.proc.d.1959-07-08.2.1.1.1,1959-07-08,6dec82d6-fab3-438b-b40f-c7720a93d8c1,ca.m.5451,Hon. Howard C. Green (Secretary of State for External Affairs):,Secretary of State for External Affairs; Minister of Public Works; Leader of the Government in the House of Commons; Progressive Conservative Party House Leader,EXTERNAL AFFAIRS,UNITED STATES,ANNOUNCEMENT OF VISIT OF SECRETARY OF STATE,"Mr. Speaker, I take pleasure in announcing to the house that the secretary of state for the United States, Mr. Herter, has made arrangements to stop over in Ottawa en route to the resumed foreign ministers' conference in Geneva. Mr. Herter will arrive on the morning of Saturday, July 11, and will leave for Geneva later the same day.
The occasion will offer the right hon. Prime Minister and myself a welcome opportunity to get better acquainted with our distinguished visitor and to exchange views informally with him on some of the problems in east-west relations which are of common concern at the present juncture.

",Progressive Conservative,,Howard Charles Green,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6dec82d6-fab3-438b-b40f-c7720a93d8c1&Language=E&Section=ALL
2011172,ca.proc.d.1959-07-08.2.1.1.2,1959-07-08,51c861ef-0f17-4a79-8d9b-0854fb3ef33f,ca.m.6889,Hon. L. B. Pearson (Leader of ihe Opposition):,Leader of the Official Opposition,EXTERNAL AFFAIRS,UNITED STATES,ANNOUNCEMENT OF VISIT OF SECRETARY OF STATE,"The house will welcome the announcement the Secretary of State for External Affairs has just made, particularly in the light of press reports which appeared last evening and this morning to the effect that the secretary of state is coming here for a round of talks during which the Canadian government would make known its own views on the foreign ministers' conference which is to resume next Monday in Geneva.
I think the house would be glad to hear from the minister, when the estimates of his department are considered tomorrow, what the Canadian views are on this very important conference, and perhaps if those views have behind them the backing of all parties in the house and of all members in the house it may be that they will be even more impressive in the talks on Saturday than they might otherwise be.

",Liberal,,Lester Bowles Pearson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=51c861ef-0f17-4a79-8d9b-0854fb3ef33f&Language=E&Section=ALL
2011173,ca.proc.d.1959-07-08.2.1.1.3,1959-07-08,b815a117-7953-4900-b152-afc56dfc44a1,ca.m.5560,Mr. H. W. Herridge (Kootenay West):,,EXTERNAL AFFAIRS,UNITED STATES,ANNOUNCEMENT OF VISIT OF SECRETARY OF STATE,"The
members of this group were very pleased to hear the minister's announcement, and trust that the Prime Minister and the Secretary of State for External Affairs will seize with both hands this opportunity to restore the waning prestige of Canada in international affairs.

",Co-operative Commonwealth Federation (C.C.F.),,Herbert Wilfred Herridge,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b815a117-7953-4900-b152-afc56dfc44a1&Language=E&Section=ALL
2011174,ca.proc.d.1959-07-08.2.1.1.4,1959-07-08,intervention,,,,EXTERNAL AFFAIRS,UNITED STATES,ANNOUNCEMENT OF VISIT OF SECRETARY OF STATE,"Oh.

",,,Some hon. Members:,
2011175,ca.proc.d.1959-07-08.3,1959-07-08,,,,topic,STARRED QUESTIONS,,,,,,,
2011176,ca.proc.d.1959-07-08.3.1,1959-07-08,,,,subtopic,STARRED QUESTIONS,C.B.C.-T.V. SATELLITE EXPENDITURES,,,,,,
