basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
2526169,ca.proc.d.1968-01-24.1,1968-01-24,,,,topic,PRIVILEGE,,,,,,,
2526170,ca.proc.d.1968-01-24.1.1,1968-01-24,,,,subtopic,PRIVILEGE,MR. HAIDASZ-ALLEGED INACCURACY OF STATEMENT IN DEBATE,,,,,,
2526171,ca.proc.d.1968-01-24.1.1.1,1968-01-24,1f6ad92a-d937-48f3-9640-2bd76aa82544,ca.m.7417,Mr. Stanley Haidasz (Parliamentary Secretary to Minister of Indian Affairs and Northern Development):,Parliamentary Secretary to the Minister of Indian Affairs and Northern Development,PRIVILEGE,MR. HAIDASZ-ALLEGED INACCURACY OF STATEMENT IN DEBATE,,"Mr. Speaker, yesterday the hon. member for Peace River (Mr. Baldwin) referred to me as having proposed a resolution at the western Liberal conference in Winnipeg on a certain issue. As I was not present in Winnipeg at that time, he referred to me in error.

",Liberal,,Stanley Haidasz,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1f6ad92a-d937-48f3-9640-2bd76aa82544&Language=E&Section=ALL
2526172,ca.proc.d.1968-01-24.2,1968-01-24,,,,topic,PENITENTIARIES,,,,,,,
2526173,ca.proc.d.1968-01-24.2.1,1968-01-24,,,,subtopic,PENITENTIARIES,ESTABLISHMENT OF JOINT COMMITTEE,,,,,,
2526174,ca.proc.d.1968-01-24.2.1.1.1,1968-01-24,,,,stagedirection,,,,"On the order: Government notices of motion:
January 22, 1963-The Solicitor General-That a joint committee of the Senate and House of Commons be appointed to consider the state of penitentiaries under the control of the government of Canada and the plans of the government in relation thereto with powers to report from time to time its observations and opinions thereon; send for persons, papers and records; adjourn from place to place; sit during sittings of the house; and print from day to day such papers and evidence as may be ordered by the committee, and that standing order 66 be suspended in relation thereto;
That 15 members of the House of Commons, to be designated at a later date, act on behalf of the house as members of the said committee; and
That a message be sent to the Senate requesting that house to unite with this house for the above purpose, and to select, if the Senate deem advisable, some of their members to act on the proposed joint committee.",,,,
2526175,ca.proc.d.1968-01-24.2.1.2,1968-01-24,3e0d75d7-a08d-413b-9413-e6054d79e797,ca.m.4170,Mr. Speaker:,Speaker of the House of Commons,PENITENTIARIES,ESTABLISHMENT OF JOINT COMMITTEE,,"Pursuant to section 2 of standing order 21 this government notice of motion stands transferred to and ordered for consideration under government orders at the next sitting of the house.

",Liberal,,Lucien Lamoureux,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3e0d75d7-a08d-413b-9413-e6054d79e797&Language=E&Section=ALL
2526176,ca.proc.d.1968-01-24.3,1968-01-24,,,,topic,QUESTIONS,,,,,,,
2526177,ca.proc.d.1968-01-24.3.1.1,1968-01-24,,,,stagedirection,,,,(Questions answered orally are indicated by an asterisk.),,,,
2526178,ca.proc.d.1968-01-24.3.2,1968-01-24,,,,subtopic,QUESTIONS,MANITOBA-UNIDENTIFIED FLYING OBJECTS,,,,,,
