basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
191654,ca.proc.d.1905-06-09.1,1905-06-09,,,,topic,NEW MEMBER.,,,,,,,
191655,ca.proc.d.1905-06-09.1.1.1,1905-06-09,,,,stagedirection,,,,"Mr. SPEAKER informed the House that he had received from the Clerk of the Crown in Chancery a certificate of the election of Mr. Louis Auguste Carrier for the electoral district of L6vis, in the province of Quebec.",,,,
191656,ca.proc.d.1905-06-09.2,1905-06-09,,,,topic,REPORT PRESENTED.,,,,,,,
191657,ca.proc.d.1905-06-09.2.1.1,1905-06-09,,,,stagedirection,,,,"Report of dividends remaining unpaid, unclaimed balances, unpaid drafts and bills of exchange in chartered hanks of the Dominion of Canada for five years and upwards, prior to December 31, 1904.-Hon. W. S. Fielding.",,,,
191658,ca.proc.d.1905-06-09.3,1905-06-09,,,,topic,FIRST READING.,,,,,,,
191659,ca.proc.d.1905-06-09.3.1.1,1905-06-09,,,,stagedirection,,,,Bill (No. 173) respecting the St. Maurice Valley Railway Company.-Mr. Bureau.,,,,
191660,ca.proc.d.1905-06-09.4,1905-06-09,,,,topic,PERSONAL EXPLANATION.,,,,,,,
191661,ca.proc.d.1905-06-09.4.1.1,1905-06-09,,,,stagedirection,,,,"On the Orders of the Day being called,",,,,
191662,ca.proc.d.1905-06-09.4.2,1905-06-09,2a8c7330-53c3-44dc-9f77-c16aa6af7898,ca.m.2417,Mr. HENRI BOURASSA (Labelie).,,PERSONAL EXPLANATION.,,,"Mr. Speaker, before the Orders of the Day are called, I wish to give a word of personal Mr. R. L. BORDEN.
explanation. I notice by reading the report of yesterday's debates that in replying to a question that was put to me by the hon. the leader of the opposition (Mr. R. L. Borden), I gave a reply which certainly entitled the hon. gentleman to say later on in the debate, while I was absent, that I had stated something that led to an absurd conclusion. 1 see by reading the report that in fact I had not properly understood the question of the hon. gentleman. He asked me :
Suppose there was no majority of either Protestants or Roman Catholics in the district ; suppose there was one-third Protestant, one-third Roman Catholic and one-third Jews and Mormons ; does he not think that the word ' majority ' in section 11 would enable the majority of these people to establish a school ?

",Liberal,,Joseph Henri Napoléon Bourassa,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2a8c7330-53c3-44dc-9f77-c16aa6af7898&Language=E&Section=ALL
191663,ca.proc.d.1905-06-09.4.3,1905-06-09,2a8c7330-53c3-44dc-9f77-c16aa6af7898,ca.m.2417,Mr. BOURASSA.,,PERSONAL EXPLANATION.,,,"No, I do not think so.
I had evidently misunderstood the question of the hon. gentleman. I was dealing at that time with the distinction that was established with regard to denominational schools, and meant to say that there was no other denominational school referred to in section 11 of the Act of 1S75 but Protestant schools and Catholic schools, and I understood the hon. gentleman's question to mean that in case a majority would be composed partly of Protestants aud partly of Mormons, they could establish any other denominational schools. Naturally the context to my remarks later on proved that I acknowledged the right of any majority to have a public school, hut, as far as denominational schools are concerned, it would be either a Protestant or a Catholic school. Of course, I could have corrected this iu the report of the debate so as to make my thought clear, but I considered it would be at injustice to the hon. gentleman (Mr. R. L. Borden) on account of the further remarks he made later on, so I prefer making this explanation and leaving the text as it is, I hope this will he satisfactory to him.

",Liberal,,Joseph Henri Napoléon Bourassa,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2a8c7330-53c3-44dc-9f77-c16aa6af7898&Language=E&Section=ALL
