basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
1977920,ca.proc.d.1959-02-24.1,1959-02-24,,,,topic,WATER RESOURCES,,,,,,,
1977921,ca.proc.d.1959-02-24.1.1,1959-02-24,,,,subtopic,WATER RESOURCES,CHICAGO DIVERSION-TABLING OF EXCHANGE OF AIDE MEMOIRES,,,,,,
1977922,ca.proc.d.1959-02-24.1.1.1,1959-02-24,1fb0cee5-846d-4b1f-91d8-4e04271a7ef4,ca.m.5356,Hon. Sidney E. Smith (Secretary of State for External Affairs):,Secretary of State for External Affairs,WATER RESOURCES,CHICAGO DIVERSION-TABLING OF EXCHANGE OF AIDE MEMOIRES,,"Mr. Speaker, on several occasions I have told the house that the government was giving careful consideration to the implications of Bill H.R.l and other draft legislation being considered at the present time by the United States congress for the purpose of diverting 1,000 cubic feet of water per second from lake Michigan into the Illinois river at Chicago.
As I informed the hoiise on February 17, in answer to a question, the government had decided to express to the government of the United States a protest against such proposals for additional diversion of water, which would have a serious effect on the great lakes and the St. Lawrence river. Last Friday afternoon I handed to the minister of the United States embassy an aide memoire containing the objection of the Canadian government to those legislative proposals.
By leave of the house, Mr. Speaker, I ask that the text of the Canadian aide memoire and the text of the United States aide memoire referred to therein be printed as an appendix to the House of Commons debates of today.

",Progressive Conservative,,Sidney Earle Smith,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1fb0cee5-846d-4b1f-91d8-4e04271a7ef4&Language=E&Section=ALL
1977923,ca.proc.d.1959-02-24.1.1.2,1959-02-24,d3117809-e7d1-45d2-9762-d1a2621aa271,ca.m.3975,Mr. Speaker:,Speaker of the House of Commons,WATER RESOURCES,CHICAGO DIVERSION-TABLING OF EXCHANGE OF AIDE MEMOIRES,,"Has the minister consent that these two documents be printed as an appendix to today's Hansard?

",Progressive Conservative,,Daniel Roland Michener,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d3117809-e7d1-45d2-9762-d1a2621aa271&Language=E&Section=ALL
1977924,ca.proc.d.1959-02-24.1.1.3,1959-02-24,intervention,,,,WATER RESOURCES,CHICAGO DIVERSION-TABLING OF EXCHANGE OF AIDE MEMOIRES,,"Agreed.
[For text of documents referred to above see appendix to today's proceedings].

",,,Some hon. Members:,
1977925,ca.proc.d.1959-02-24.2,1959-02-24,,,,topic,COMMONWEALTH RELATIONS,,,,,,,
1977926,ca.proc.d.1959-02-24.2.1,1959-02-24,,,,subtopic,COMMONWEALTH RELATIONS,INQUIRY AS TO DISCUSSIONS RESPECTING ASSOCIATION OF CYPRUS,,,,,,
1977927,ca.proc.d.1959-02-24.2.1.1.1,1959-02-24,,,,stagedirection,,,,On the orders of the day:,,,,
1977928,ca.proc.d.1959-02-24.2.1.2,1959-02-24,51c861ef-0f17-4a79-8d9b-0854fb3ef33f,ca.m.6889,Hon. L. B. Pearson (Leader of fhe Opposition):,Leader of the Official Opposition,COMMONWEALTH RELATIONS,INQUIRY AS TO DISCUSSIONS RESPECTING ASSOCIATION OF CYPRUS,,"Mr. Speaker, I should like to ask the Prime Minister whether, in connection with the recent and very welcome agreement that has been reached in London concerning Cyprus, there have been any discussions between the United Kingdom and the Canadian governments with respect to
the possible association of the new republic of Cyprus with the commonwealth of nations?

",Liberal,,Lester Bowles Pearson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=51c861ef-0f17-4a79-8d9b-0854fb3ef33f&Language=E&Section=ALL
1977929,ca.proc.d.1959-02-24.2.1.3,1959-02-24,84909dc1-9a60-44b3-a939-2393ab563089,ca.m.3212,Right Hon. J. G. Diefenbaker (Prime Minister):,Prime Minister,COMMONWEALTH RELATIONS,INQUIRY AS TO DISCUSSIONS RESPECTING ASSOCIATION OF CYPRUS,,"Mr. Speaker, I join with the Leader of the Opposition in his words of approbation of the successful conclusion of the discussions with regard to Cyprus. He has raised the matter as to whether or not Cyprus might become a member of the commonwealth. Hon. members will have noticed that this matter was referred to in the United Kingdom House of Commons, and that the Prime Minister of the United Kingdom stated that the matter of Cyprus remaining in some form of association with the commonwealth had been raised. He said that if in due course Cyprus declares that it desires to remain associated with the commonwealth, it will be for the existing members of the commonwealth to consult together as to how that desire might be most appropriately satisfied.
Until more is known about the wishes of the people of Cyprus, other than the expression of appreciation at the conclusion of the talks and the settlement of the difficulties that have torn that tormented area for the last couple of years, any further comment at this time would be speculative and therefore might be unhelpful. No consultation has occurred as yet.

",Progressive Conservative,,John George Diefenbaker,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=84909dc1-9a60-44b3-a939-2393ab563089&Language=E&Section=ALL
1977930,ca.proc.d.1959-02-24.3,1959-02-24,,,,topic,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,,,,,
1977931,ca.proc.d.1959-02-24.3.1.1,1959-02-24,,,,stagedirection,,,,On the orders of the day:,,,,
1977932,ca.proc.d.1959-02-24.3.2,1959-02-24,0daa460f-b2c1-447e-abbe-c4bd1f237b32,ca.m.6630,Mr. Hazen Argue (Assiniboia):,,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"Mr. Speaker, I should like to direct a question to the Prime Minister. In view of his statement last night, can the Prime Minister say whether the proposed meeting between himself and two of the members of his cabinet with officials of A. V. Roe has now been held or will be held later this day? Can the Prime Minister say whether the company has brought forward an alternative proposal to provide work for the employees to whom the Prime Minister referred?

",Co-operative Commonwealth Federation (C.C.F.),,Hazen Robert Argue,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0daa460f-b2c1-447e-abbe-c4bd1f237b32&Language=E&Section=ALL
1977933,ca.proc.d.1959-02-24.3.3,1959-02-24,84909dc1-9a60-44b3-a939-2393ab563089,ca.m.3212,Right Hon. J. G. Diefenbaker (Prime Minister):,Prime Minister,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"Hon. members know, of course, that this morning representatives of Avro, the president, Mr. Crawford Gordon, and one of the vice-presidents, Mr. Fred Smye, met with various ministers and myself. The

Inquiries of the Ministry ministers who met together with those representatives of the company were the Minister of National Defence (Mr. Pearkes), the Minister of Defence Production (Mr. O'Hurley), the Minister of Transport (Mr. Hees) and the Minister of Finance (Mr. Fleming). A general outline of the question of any alternatives the company representatives might be able to place before the cabinet for consideration was as far as we went at the time. The two representatives of the company left my office in order to go into fuller details with the other ministers already alluded to.
I think I can go no further than to say that the discussions have been exploratory. The company has been asked to submit its alternatives. Discussions will continue later today. Further than that I cannot go at this time.

",Progressive Conservative,,John George Diefenbaker,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=84909dc1-9a60-44b3-a939-2393ab563089&Language=E&Section=ALL
1977934,ca.proc.d.1959-02-24.3.4,1959-02-24,0daa460f-b2c1-447e-abbe-c4bd1f237b32,ca.m.6630,Mr. Argue:,,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"I thank the Prime Minister for his statement, and I have a supplementary question. Is the Prime Minister in a position to give the house any information whether the employees involved are being brought back for any temporary cleaning up work, or any other kind of employment that is of a short term nature, in addition to the discussion of employment on a longer basis?

",Co-operative Commonwealth Federation (C.C.F.),,Hazen Robert Argue,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0daa460f-b2c1-447e-abbe-c4bd1f237b32&Language=E&Section=ALL
1977935,ca.proc.d.1959-02-24.3.5,1959-02-24,84909dc1-9a60-44b3-a939-2393ab563089,ca.m.3212,Mr. Diefenbaker:,Prime Minister,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"I understand that there are 2,000 so engaged at the present time. I might add to what I have already said that representatives of the international union of machinists will meet with me tomorrow morning-I am not sure what other ministers will be present-with a view to bringing their representations to the attention of the government.

",Progressive Conservative,,John George Diefenbaker,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=84909dc1-9a60-44b3-a939-2393ab563089&Language=E&Section=ALL
1977936,ca.proc.d.1959-02-24.3.6,1959-02-24,51c861ef-0f17-4a79-8d9b-0854fb3ef33f,ca.m.6889,Hon. L. B. Pearson (Leader of the Opposition):,Leader of the Official Opposition,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"I have a supplementary question, Mr. Speaker. Does the Prime Minister not feel that it would have been better if these discussions with the officers of the company had taken place before the statement of last Friday?

",Liberal,,Lester Bowles Pearson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=51c861ef-0f17-4a79-8d9b-0854fb3ef33f&Language=E&Section=ALL
1977937,ca.proc.d.1959-02-24.3.7,1959-02-24,52856d3c-42ed-4a84-9d56-17dfff0a98d5,ca.m.5949,Mr. Benidickson:,,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"A month ago.

",Liberal Labour,,William Moore Benidickson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=52856d3c-42ed-4a84-9d56-17dfff0a98d5&Language=E&Section=ALL
1977938,ca.proc.d.1959-02-24.3.8,1959-02-24,84909dc1-9a60-44b3-a939-2393ab563089,ca.m.3212,Mr. Diefenbaker:,Prime Minister,A. V. ROE COMPANY INQUIRY AS TO MEETING BETWEEN CABINET AND COMPANY OFFICIALS,,,"Mr. Speaker, I thought we covered that situation last evening.

",Progressive Conservative,,John George Diefenbaker,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=84909dc1-9a60-44b3-a939-2393ab563089&Language=E&Section=ALL
1977939,ca.proc.d.1959-02-24.4,1959-02-24,,,,topic,INQUIRY AS TO GOVERNMENT ACTION TO RELIEVE UNEMPLOYMENT SITUATION,,,,,,,
1977940,ca.proc.d.1959-02-24.4.1.1,1959-02-24,,,,stagedirection,,,,On the orders of the day:,,,,
