basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3353194,ca.proc.d.1982-04-21.1,1982-04-21,,,,topic,OFFICIAL REPORT,,,,,,,
3353195,ca.proc.d.1982-04-21.1.1,1982-04-21,,,,subtopic,OFFICIAL REPORT,FIRST SESSION-THIRTY-SECOND PARLIAMENT,,,,,,
3353196,ca.proc.d.1982-04-21.1.1.1.1,1982-04-21,,,,stagedirection,,,,31 Elizabeth II,,,,
3353197,ca.proc.d.1982-04-21.1.2,1982-04-21,,,,subtopic,OFFICIAL REPORT,"VOLUME XV, 1982 COMPRISING THE PERIOD FROM THE TWENTY-FIRST DAY OF APRIL, 1982 TO THE TWENTIETH DAY OF MAY, 1982 INDEX ISSUED IN A SEPARATE VOLUME",,,,,,
3353198,ca.proc.d.1982-04-21.1.2.1.1,1982-04-21,,,,stagedirection,,,,"Published under authority of the Speaker of the House of Commons by the Queen's Printer for Canada
Available from Canadian Government Publishing Centre, Supply and Services Canada, Hull, Quebec, Canada K1A 0S9.",,,,
3353199,ca.proc.d.1982-04-21.1.2.1.2,1982-04-21,,,,stagedirection,,,,"Wednesday, April 21, 1982",,,,
3353200,ca.proc.d.1982-04-21.2,1982-04-21,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3353201,ca.proc.d.1982-04-21.2.1,1982-04-21,,,,subtopic,ROUTINE PROCEEDINGS,THE ECONOMY,,,,,,
3353202,ca.proc.d.1982-04-21.2.1.1.1.1,1982-04-21,b7f39a72-55df-48bd-acff-73eeb8fe2318,ca.m.327,Mr. Stan Darling (Parry Sound-Muskoka):,,ROUTINE PROCEEDINGS,THE ECONOMY,CONFIDENCE-MOTION UNDER S.O. 43,"Madam Speaker, there is not a Canadian today who is not being affected by the serious economic recession in the country. The escalating collapse of our business base, the alarming rise in unemployment, a crippling increase in the cost of consumer goods and services, harshly punitive interest rates, and the indifferent attitude of this government toward its wasteful spending habits have all contributed to the tragic mess we are in today. I move, seconded by the hon. member for Halifax West (Mr. Crosby):
That the government use its power, not simply as a means to rule and control arrogantly, but to govern in such a manner that it addresses the real and immediate needs of the people by developing programs with a sense of purpose and direction which will instil confidence in the public and in all sectors of the economy.

",Progressive Conservative,,Stan Darling,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b7f39a72-55df-48bd-acff-73eeb8fe2318&Language=E&Section=ALL
3353203,ca.proc.d.1982-04-21.2.1.1.1.2,1982-04-21,2b7e4f6a-94db-4cf6-b09b-91946d9d0511,ca.m.8958,Madam Speaker:,Speaker of the House of Commons,ROUTINE PROCEEDINGS,THE ECONOMY,CONFIDENCE-MOTION UNDER S.O. 43,"Is there unanimous consent for this motion?

",Liberal,,Jeanne Sauvé,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2b7e4f6a-94db-4cf6-b09b-91946d9d0511&Language=E&Section=ALL
3353204,ca.proc.d.1982-04-21.2.1.1.1.3,1982-04-21,intervention,,,,ROUTINE PROCEEDINGS,THE ECONOMY,CONFIDENCE-MOTION UNDER S.O. 43,"Agreed.

",,,Some hon. Members:,
3353205,ca.proc.d.1982-04-21.2.1.1.1.4,1982-04-21,intervention,,,,ROUTINE PROCEEDINGS,THE ECONOMY,CONFIDENCE-MOTION UNDER S.O. 43,"No.

",,,Some hon. Members:,
3353206,ca.proc.d.1982-04-21.2.2,1982-04-21,,,,subtopic,ROUTINE PROCEEDINGS,GOVERNMENT ADVERTISING,,,,,,
