basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4551297,ca.proc.d.2013-01-30.14987.0,2013-01-30,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,,,,"It being Wednesday, we will now have the singing of the national anthem led by the hon. member for Saint Boniface.
[Members sang the national anthem]",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4551298,ca.proc.d.2013-01-30.14987.1,2013-01-30,76139309-b711-421b-9378-f612f15fc80d,136,"Mr. Russ Hiebert (South Surrey—White Rock—Cloverdale, CPC)",,Statements by Members,Burma,,"Mr. Speaker, despite committing to a ceasefire last week, the Burmese military continues to shell Kachin state using heavy artillery and mortars, causing thousands to flee for their lives.
Last Thursday, the state capital, Laiza, was hit by mortars, killing three and injuring four more. The mayor reports that this city of 15,000 is largely deserted as people have fled into the countryside or into refugee camps. One camp, in a school on the edge of town, is now home for 7,500 people.
Some relief groups estimate as many as 100,000 people have been displaced within Kachin state. Without access to crops, clean water and proper sanitation, disease will be next.
This is a disaster in the making.
I call on the Burmese military to live up to its commitments and immediately cease offensive military operations in Kachin state and hopefully, as peace talks begin, bargain with the Kachin people in good faith.",Conservative,South Surrey--White Rock--Cloverdale,Russ Hiebert,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=76139309-b711-421b-9378-f612f15fc80d&Language=E&Section=ALL
4551299,ca.proc.d.2013-01-30.14987.2,2013-01-30,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,9187,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",,Statements by Members,The Environment,,"Mr. Speaker, on January 21, in his inaugural address, United States President Barack Obama said the following:
 We will respond to the threat of climate change, knowing that the failure to do so would betray our children and [our grandchildren]. Some may still deny the overwhelming judgment of science, but none can avoid the devastating impact of raging fires, and crippling drought, and more powerful storms. 
In the same vein, the head of the International Monetary Fund, Christine Lagarde, spoke in Davos and identified the threat of climate change as a more significant economic threat than global economic instability. Finding a future path forward, President Obama called for U.S. leadership saying:
 We cannot cede to other nations the technology that will power new jobs and new industries—we must claim its promise. 
So too must Canada. With a potential $60 billion in the clean tech sector, we should be seizing the leadership and addressing the climate crisis.",Green,Saanich--Gulf Islands,Elizabeth May,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=eaa6694f-1e20-4aae-ad3b-e694b0e12c59&Language=E&Section=ALL
4551300,ca.proc.d.2013-01-30.14987.3,2013-01-30,6f07c370-1b80-4b71-a801-e5e8e70cf1d4,593,"Mr. Glenn Thibeault (Sudbury, NDP)",,Statements by Members,BlackBerry,,"Mr. Speaker, over 60 million people worldwide, politicians and professors, students and stockbrokers, two times the population of Canada, are all communicating with the BlackBerry. We are all proud of the contribution Canadian creativity has made to this global industry.
Research In Motion is, of course, a pioneer and after 14 years of revolutionizing the industry with its iconic BlackBerry, we congratulate it today on the launch of the BlackBerry 10.
Before a parliamentary committee, BlackBerry explained just how helpful government investments have been to the company. We are concerned about the impact budget cuts will have on innovation. We congratulate BlackBerry for its talent and perseverance.
The New Democrats know that Canadian ingenuity can still excel on the world stage. In fact, across Parliament Hill today we can see older devices being dropped in the snow, all in the hope of an upgrade to this cool new BlackBerry device.",New Democratic Party,Sudbury,Glenn Thibeault,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6f07c370-1b80-4b71-a801-e5e8e70cf1d4&Language=E&Section=ALL
4551301,ca.proc.d.2013-01-30.14987.4,2013-01-30,33e7f16a-a1a5-405b-9c5e-8e6c095078ed,291,"Mr. Merv Tweed (Brandon—Souris, CPC)",,Statements by Members,Manitoba Ag Days,,"Mr. Speaker, each in year in January, Brandon hosts Manitoba Ag Days. This year January 15 to 17 marked the 36th annual event. The three-day event is a free exposition of agricultural production expertise, technology and equipment that attracts exhibitors and visitors from across Canada and the United States. This year over 37,000 people attended. Among those visitors was the Minister of Agriculture and Agri-Food.
The minister and I had the chance to tour the 540,000 square foot Keystone Centre as every inch was packed with over 260 exhibits. After attending Ag Days, I joined the minister for a round table discussion with local ag producers and ag industry experts to discuss the challenges and successes currently affecting the ag sector.
I want to congratulate the organizers of Ag Days for another very successful event and I want to commend the minister and our government for their strong commitment to agriculture and rural Canadians. It is no surprise agriculture is at the heart of the Brandon—Souris economy.",Conservative,Brandon--Souris,Merv Tweed,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=33e7f16a-a1a5-405b-9c5e-8e6c095078ed&Language=E&Section=ALL
4551302,ca.proc.d.2013-01-30.14987.5,2013-01-30,8c3e4bb0-ac84-4071-bc91-3b47268a13eb,260,"Hon. Judy Sgro (York West, Lib.)",,Statements by Members,Old Age Security,,"Mr. Speaker, on this day in 1966, retiring Canadians qualified for monthly income support through the old age security program, created by Liberal Prime Minister Lester B. Pearson.
Liberals knew then, as we know now, that seniors helped to build our country and deserved dignity in their golden years. Sadly, Conservatives in 1966, just like the Conservatives today, opposed the notion that hard-working Canadians deserved income support from the federal government at the age of 65.
Canada is blessed with prosperity and prosperity must be shared. Therefore, why does the Prime Minister think lower income Canadians must work harder and wait longer to retire?
I have spoken to many seniors who have worked a lifetime, paid their taxes, raised their children and now they struggle just to buy groceries.
This is not the Canada for which we have all worked. I can only hope the government will restore the pension benefits it is taking from our low-income seniors. Prosperity must be shared by all or it is just opulence for a few.",Liberal,York West,Judy Sgro,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8c3e4bb0-ac84-4071-bc91-3b47268a13eb&Language=E&Section=ALL
4551303,ca.proc.d.2013-01-30.14987.6,2013-01-30,f6937160-f4b0-4abd-b74a-a24349b6c2b0,290,"Mr. Brad Trost (Saskatoon—Humboldt, CPC)",,Statements by Members,Les Pavelick,,"Mr. Speaker, a piece of Saskatchewania passed away last week. Les Pavelick, better known as “Metro”, died of a heart attack a week ago yesterday. 
Les was a Saskatchewan original whose comedy works represented a slice of rural western Canadian culture that is slowly vanishing. The one-time radio ad salesman is better known for his creation of Metro, an accented, slightly exaggerated character who represented the homespun humour of the Prairies. As Metro, his comedy included music, most notably his 1975 recording 11 Days from Christmas, which included songs like Walkin' in my Winter Underwear and Chesnik Roasting on an Open Fire.
His humour was not just for himself; he entertained Canadian troops on overseas UN tours and working various fundraisers he helped to raise over a million dollars for charities and service groups in Saskatchewan. As his friend Sheila Pelltier said, “It's going to be a few hard days, but we know he's telling jokes up there. [He's]...still bringing joy and happiness to people through their memories”. We laughed with Les because we saw ourselves in him, our province, our friends and our family. 
He is missed and lovingly remembered by his wife Barbara.",Conservative,Saskatoon--Humboldt,Bradley Trost,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f6937160-f4b0-4abd-b74a-a24349b6c2b0&Language=E&Section=ALL
4551304,ca.proc.d.2013-01-30.14987.7,2013-01-30,d00c3703-619a-496a-8369-0e113da41c9f,405,"Mr. Dennis Bevington (Western Arctic, NDP)",,Statements by Members,NWT Day,,"Mr. Speaker, I am pleased to rise on NWT Day to celebrate the progressive people and government of the Northwest Territories. They know the key to prosperity is sustainability, protecting our fragile environment while carefully pursuing economic development. 
As part of this process the NWT government has put in place a number of unique, exciting and purposeful strategies. The biomass strategy leads the country in converting public and commercial buildings from expensive and polluting fuel oil to clean renewable energy. Canada's first solar energy strategy will reduce the diesel fuel used for electrical generation in our communities.
The waters of the Northwest Territories remaining clean, abundant and productive for all time is the vision of the widely praised NWT water stewardship strategy. This strategy respects aboriginal rights and treaties and protects the values of all northerners when making decisions about NWT waters.
Tonight the NWT is hosting a gala at the Château Laurier. I hope all members will join us and learn more about the Northwest Territories.",New Democratic Party,Western Arctic,Dennis Bevington,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d00c3703-619a-496a-8369-0e113da41c9f&Language=E&Section=ALL
4551305,ca.proc.d.2013-01-30.14987.8,2013-01-30,bb27e38b-4887-48e1-b182-ba18b39d411b,46,"Mr. Gordon Brown (Leeds—Grenville, CPC)",,Statements by Members,Palliative Care Telethon,," Mr. Speaker, this past weekend I had the pleasure to act for the last two hours with Jenn Ferguson, from JRfm in Brockville, on the annual Palliative Care Telethon that supports the work of the palliative care services department of the Brockville General Hospital. I am pleased to announce that this year's telethon raised over $203,000, which is $15,000 more than the previous record.
A number of people work hard each year to ensure that this telethon is a success. The community thanks Carol Davis, Joan Addison, Karen Mahon, Patsy Gills, Jean Grey, Ada Hodge, Kim Hodge-Vivian, and James McKenzie, along with Bruce Wylie, from the local radio station JRfm, who has acted as host for the telethon for many years.
I would also like to thank those who provided goods and services, and all of those in the community who supported the telethon. Without their efforts this telethon would not be the tremendous success that it is. I am very thankful that the community stepped up in such a wonderful way.",Conservative,Leeds--Grenville,Gord Brown,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=bb27e38b-4887-48e1-b182-ba18b39d411b&Language=E&Section=ALL
4551306,ca.proc.d.2013-01-30.14987.9,2013-01-30,2b5e6bf0-39d0-4d35-bcaa-dacd1834246d,396,"Mr. Harold Albrecht (Kitchener—Conestoga, CPC)",,Statements by Members,BlackBerry,," Mr. Speaker, I stand today to congratulate Research In Motion, now BlackBerry, as well as the residents of Kitchener—Conestoga and all across Waterloo region, on the successful launch of the BlackBerry 10 platform.
At the forefront of Canadian innovation, BlackBerry employs some of the best and brightest in the industry. The success of this company has helped to build the reputation of Waterloo region as the leader in the technology sector, calling itself home to almost 1,000 high-technology businesses. BlackBerry has proven that we can build an iconic global brand right here in Canada. 
Today marks the beginning of a new era for consumers, with a tradition of innovation. BlackBerry is reinventing the smartphone experience with BlackBerry 10 and changing the way we use mobile devices. The redesigned, re-engineered and reinvented BlackBerry platform will take us to true mobile computing over the next decade.
Congratulations, again, to all those who brought BlackBerry 10 to fruition. Their success is testament to the talent found right here in Canada. I thank them for their excellent work.",Conservative,Kitchener--Conestoga,Harold Albrecht,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2b5e6bf0-39d0-4d35-bcaa-dacd1834246d&Language=E&Section=ALL
