basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
1689979,ca.proc.d.1952-05-29.1,1952-05-29,,,,topic,"RAILWAYS, CANALS AND TELEGRAPH LINES",,,,,,,
1689980,ca.proc.d.1952-05-29.1.1.1,1952-05-29,,,,stagedirection,,,,"Seventh report of standing committee on railways, canals and telegraph lines.-Mr. McCulloch.",,,,
1689981,ca.proc.d.1952-05-29.2,1952-05-29,,,,topic,HOUSING,,,,,,,
1689982,ca.proc.d.1952-05-29.2.1,1952-05-29,,,,subtopic,HOUSING,REFERENCE OF ESTIMATES TO STANDING COMMITTEE ON BANKING AND COMMERCE,,,,,,
1689983,ca.proc.d.1952-05-29.2.1.1,1952-05-29,4cd65efc-8d41-4369-bfc6-0f5452b5f5fd,ca.m.690,Hon. Robert H. Winters (Minister of Resources and Development):,Minister of Resources and Development,HOUSING,REFERENCE OF ESTIMATES TO STANDING COMMITTEE ON BANKING AND COMMERCE,,"Mr. Speaker, by leave of the house I move:
That votes Nos. 420, 421 and 557 of the main estimates 1952-53, be withdrawn from the committee of supply and referred to the standing committee on banking and commerce, saving always the powers of the committee of supply in relation to the voting of public moneys.
At the present time this committee is dealing with housing, and these are the three items in the estimates that cover housing.

",Liberal,,Robert Henry Winters,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4cd65efc-8d41-4369-bfc6-0f5452b5f5fd&Language=E&Section=ALL
1689984,ca.proc.d.1952-05-29.2.1.2.1,1952-05-29,,,,stagedirection,,,,Motion agreed to.,,,,
1689985,ca.proc.d.1952-05-29.3,1952-05-29,,,,topic,THE ROYAL ASSENT,,,,,,,
1689986,ca.proc.d.1952-05-29.3.1,1952-05-29,51aecc79-f963-4188-b12c-e006383aa2c9,ca.m.1117,Mr. Speaker:,Speaker of the Senate,THE ROYAL ASSENT,,,"I have the honour to inform the house that I have received the following communication:
Ottawa, 26th May, 1952
Sir:
I have the honour to inform you that the Right Honourable Thibaudeau Rinfret, Chief Justice of Canada, acting as Deputy of His Excellency the Governor General, will proceed to the Senate chamber on Thursday, the 29th May, at 6 p.m., for the purpose of giving the royal assent to certain bills.
I have the honour to be, sir.
Your obedient servant,
J. F. Delaute
Secretary to the Governor General (Administrative)

",Liberal,,Elie Beauregard,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=51aecc79-f963-4188-b12c-e006383aa2c9&Language=E&Section=ALL
1689987,ca.proc.d.1952-05-29.4,1952-05-29,,,,topic,AVIATION GASOLINE,,,,,,,
1689988,ca.proc.d.1952-05-29.4.1,1952-05-29,,,,subtopic,AVIATION GASOLINE,"ANNOUNCEMENT OF LIFTING OF RESTRICTIONS ON JUNE 3, 1952",,,,,,
