basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3278946,ca.proc.d.1981-02-16.1,1981-02-16,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3278947,ca.proc.d.1981-02-16.1.1,1981-02-16,,,,subtopic,ROUTINE PROCEEDINGS,LITHUANIAN INDEPENDENCE DAY,,,,,,
3278948,ca.proc.d.1981-02-16.1.1.1.1,1981-02-16,71c118d7-3cce-4efc-865f-821d79ecc257,ca.m.1576,Mr. John McDermid (Brampton-Georgetown):,,ROUTINE PROCEEDINGS,LITHUANIAN INDEPENDENCE DAY,SIXTY-SECOND ANNIVERSARY-MOTION UNDER S O. 43,"Madam Speaker, I rise on a matter of urgent and pressing necessity under the provisions of Standing Order 43. Lithuania became an independent democratic nation on February 16, 1918. It lost that status in 1940 when the country was occupied by the U.S.S.R. Today Lithuanians who live in the free world celebrate their independence day. Therefore, 1 move, seconded by the hon. member for Edmonton South (Mr. Roche):
That this House recognize the sixty-second anniversary of the declaration of the independence of Lithuania, and join with those Lithuanians who seek an end to Soviet aggression and a return of Lithuania to a free and democratic society.

",Progressive Conservative,,John Horton McDermid,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=71c118d7-3cce-4efc-865f-821d79ecc257&Language=E&Section=ALL
3278949,ca.proc.d.1981-02-16.1.1.1.2,1981-02-16,2b7e4f6a-94db-4cf6-b09b-91946d9d0511,ca.m.8958,Madam Speaker:,Speaker of the House of Commons,ROUTINE PROCEEDINGS,LITHUANIAN INDEPENDENCE DAY,SIXTY-SECOND ANNIVERSARY-MOTION UNDER S O. 43,"Is there unanimous consent for this motion?

",Liberal,,Jeanne Sauvé,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2b7e4f6a-94db-4cf6-b09b-91946d9d0511&Language=E&Section=ALL
3278950,ca.proc.d.1981-02-16.1.1.1.3,1981-02-16,intervention,,,,ROUTINE PROCEEDINGS,LITHUANIAN INDEPENDENCE DAY,SIXTY-SECOND ANNIVERSARY-MOTION UNDER S O. 43,"Agreed.

",,,Some hon. Members:,
3278951,ca.proc.d.1981-02-16.1.1.1.4,1981-02-16,intervention,,,,ROUTINE PROCEEDINGS,LITHUANIAN INDEPENDENCE DAY,SIXTY-SECOND ANNIVERSARY-MOTION UNDER S O. 43,"No.

",,,Some hon. Members:,
3278952,ca.proc.d.1981-02-16.1.2,1981-02-16,,,,subtopic,ROUTINE PROCEEDINGS,STATUS OF WOMEN,,,,,,
3278953,ca.proc.d.1981-02-16.1.2.1.1,1981-02-16,535e8dc2-65a3-4110-b1c5-a1438572c2ff,ca.m.2901,Miss Pat Carney (Vancouver Centre):,,ROUTINE PROCEEDINGS,STATUS OF WOMEN,CONGRATULATIONS TO ORGANIZERS OF INDEPENDENT CONFERENCE-MOTION UNDER S O. 43,"Madam Speaker, I rise under the provisions of Standing Order 43, to seek the unanimous consent of the House on a matter of urgent and pressing necessity. Whereas 1,200 women met this weekend on Parliament Hill to discuss the proposed charter of rights and to ensure that equality for women is enshrined in the constitution, and since these women represented all the provinces and regions of Canada, I move, seconded by the hon. member for Waterloo (Mr. McLean):
That this House congratulate the organizers of the Conference on Women and the Constitution who mobilized, in less than two weeks, this forceful and effective demonstration of women's determination to achieve full equality in our Canadian society.

",Progressive Conservative,,Pat Carney,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=535e8dc2-65a3-4110-b1c5-a1438572c2ff&Language=E&Section=ALL
3278954,ca.proc.d.1981-02-16.1.2.1.2,1981-02-16,2b7e4f6a-94db-4cf6-b09b-91946d9d0511,ca.m.8958,Madam Speaker:,Speaker of the House of Commons,ROUTINE PROCEEDINGS,STATUS OF WOMEN,CONGRATULATIONS TO ORGANIZERS OF INDEPENDENT CONFERENCE-MOTION UNDER S O. 43,"Is there unanimous consent for this motion?

",Liberal,,Jeanne Sauvé,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2b7e4f6a-94db-4cf6-b09b-91946d9d0511&Language=E&Section=ALL
3278955,ca.proc.d.1981-02-16.1.2.1.3,1981-02-16,intervention,,,,ROUTINE PROCEEDINGS,STATUS OF WOMEN,CONGRATULATIONS TO ORGANIZERS OF INDEPENDENT CONFERENCE-MOTION UNDER S O. 43,"Agreed.

",,,Some hon. Members:,
3278956,ca.proc.d.1981-02-16.1.2.1.4,1981-02-16,intervention,,,,ROUTINE PROCEEDINGS,STATUS OF WOMEN,CONGRATULATIONS TO ORGANIZERS OF INDEPENDENT CONFERENCE-MOTION UNDER S O. 43,"No.

",,,Some hon. Members:,
3278957,ca.proc.d.1981-02-16.1.3,1981-02-16,,,,subtopic,ROUTINE PROCEEDINGS,PROFESSIONAL STAFF FOR INUVIK GENERAL HOSPITAL-MOTION UNDER S.O. 43,,,,,,
