basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
1318489,ca.proc.d.1943-07-07.1,1943-07-07,,,,topic,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,,,,,
1318490,ca.proc.d.1943-07-07.1.1,1943-07-07,86a624bc-69e6-4134-9a05-ba60c0113aab,ca.m.6500,Mr. LIGUORI LACOMBE (Laval-Two Mountains):,,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"Mr. Speaker, I rise to a question of privilege. On June 28, 1943, the Prime Minister made the following statement in the house as reported at page 4072 of English Hansard:
The statement to which I refer is as follows:
""We have here in the cabinet three new millionaires who have made their money since the war's outbreak. We shall denounce them at the proper time and place. Fortunes are being built up.""
The proper time and place to make a statement of that kind is in this House of Commons with the hon. member simultaneously undertaking to prove the charge or, if he is unable to do so, to resign his seat in this house. I submit, Mr. Speaker, that the hon. member should be obliged either to withdraw the statement completely or else to convert it into a specific charge to be investigated in the usual manner, and the consequences of the investigation also to be followed up in the usual manner.
On my question of privilege I do say that those words which he then used about me bear a charge based upon an incorrect translar tion of the French debates of June 25 last. Because the Prime Minister did not verify the translation of the speech I gave in French I was subjected to serious wrong in respect of my privileges and prerogatives as a member of parliament. I was unfairly attacked by a certain portion of the press, and the incorrect translation of my speech, as quoted by the Prime Minister, was broadcast to all the country. This is the reason why, for the sake of truth, justice and honour, I ask the Prime Minister to withdraw the words which, on June 28 last, he unfairly said about me, on the basis of a highly incorrect translation.

",Independent Liberal,,Liguori Lacombe,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=86a624bc-69e6-4134-9a05-ba60c0113aab&Language=E&Section=ALL
1318491,ca.proc.d.1943-07-07.1.2,1943-07-07,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,ca.m.7719,Right Hon. W. L. MACKENZIE KING (Prime Minister):,Prime Minister; Secretary of State for External Affairs; President of the Privy Council,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"Mr. Speaker, I thought that matter had been cleared up some days ago.

",Liberal,,William Lyon Mackenzie King,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b11f5b30-7d32-44e6-b23c-a24561c1eaf5&Language=E&Section=ALL
1318492,ca.proc.d.1943-07-07.1.3,1943-07-07,86a624bc-69e6-4134-9a05-ba60c0113aab,ca.m.6500,Mr. LACOMBE:,,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"It has never been.

",Independent Liberal,,Liguori Lacombe,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=86a624bc-69e6-4134-9a05-ba60c0113aab&Language=E&Section=ALL
1318493,ca.proc.d.1943-07-07.1.4,1943-07-07,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,ca.m.7719,Mr. MACKENZIE KING:,Prime Minister; Secretary of State for External Affairs; President of the Privy Council,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"I made it perfectly clear to the house and to the country that I did not regard as correct the translation which my hon. friend claims is not correct. I said so, and I gave the original French words my hon. friend used. I certainly thought the whole matter had been cleared up, and His Honour the Speaker indicated to the house that he was of the same opinion.

Empire Parliamentary Association
Mr. LACOM.BE: It was not the same day; it was on Wednesday last.

",Liberal,,William Lyon Mackenzie King,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b11f5b30-7d32-44e6-b23c-a24561c1eaf5&Language=E&Section=ALL
1318494,ca.proc.d.1943-07-07.1.5,1943-07-07,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,ca.m.7719,Mr. MACKENZIE KING:,Prime Minister; Secretary of State for External Affairs; President of the Privy Council,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"The same correction applies of course to both days, if that is any satisfaction to my hon.. friend.

",Liberal,,William Lyon Mackenzie King,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b11f5b30-7d32-44e6-b23c-a24561c1eaf5&Language=E&Section=ALL
1318495,ca.proc.d.1943-07-07.1.6,1943-07-07,86a624bc-69e6-4134-9a05-ba60c0113aab,ca.m.6500,Mr. LACOMBE:,,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"I want a decision from the Chair. A few minutes' ago I did not ask the Prime Minister to withdraw the translation, but to withdraw the words which he said about me concerning this false translation.

",Independent Liberal,,Liguori Lacombe,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=86a624bc-69e6-4134-9a05-ba60c0113aab&Language=E&Section=ALL
1318496,ca.proc.d.1943-07-07.1.7,1943-07-07,fd945515-43b5-4eed-9b1c-8c100beef111,ca.m.4728,Mr. SPEAKER:,Speaker of the Senate,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"The hon. member brought this matter before the house on Wednesday last, as he has said, and I then indicated to him that the motion before the Chair dealt only with the French text, and not at all with the English translation. I would also point out to the hon. member that a question of privilege should be raised immediately or as soon thereafter as it is possible, by the hon. member who is claiming the privilege. This matter has now been before the house on two occasions, and the hon. member under the rules has no right to exercise a claim for privilege in respect of a matter which was already before the house a week ago.
In respect of the question the hon. member now raises, may I point out that the matter brought before the house was on the French text, not on the translation, I think therefore the incident must be considered as closed.

",Liberal,,Thomas Vien,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fd945515-43b5-4eed-9b1c-8c100beef111&Language=E&Section=ALL
1318497,ca.proc.d.1943-07-07.1.8,1943-07-07,86a624bc-69e6-4134-9a05-ba60c0113aab,ca.m.6500,Mr. LACOMBE:,,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"I regret to have to appeal from your decision.
(And less than five members having risen):

",Independent Liberal,,Liguori Lacombe,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=86a624bc-69e6-4134-9a05-ba60c0113aab&Language=E&Section=ALL
1318498,ca.proc.d.1943-07-07.1.9,1943-07-07,fd945515-43b5-4eed-9b1c-8c100beef111,ca.m.4728,Mr. SPEAKER:,Speaker of the Senate,PRIVILEGE-MR. LACOMBE REFERENCE TO REMARKS OF PRIME MINISTER ON JUNE 28,,,"Presenting reports hv
standing and select committees.

",Liberal,,Thomas Vien,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fd945515-43b5-4eed-9b1c-8c100beef111&Language=E&Section=ALL
