basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
964995,ca.proc.d.1932-05-06.1,1932-05-06,,,,topic,CANADA SHIPPING ACT,,,,,,,
964996,ca.proc.d.1932-05-06.1.1.1,1932-05-06,,,,stagedirection,,,,"Hon. ALFRED DURANLEAU (Minister of Marine) moved for leave to introduce Bill No. 74, to amend the Canada Shipping Act.",,,,
964997,ca.proc.d.1932-05-06.1.2,1932-05-06,intervention,,,,CANADA SHIPPING ACT,,,"Explain.

",,,Some hon. MEMBERS:,
964998,ca.proc.d.1932-05-06.1.3,1932-05-06,e1a66355-fddc-434f-95ce-b490706aad20,ca.m.1870,Mr. DURANLEAU:,Minister of Fisheries; Minister of Marine,CANADA SHIPPING ACT,,,"Mr. Speaker, the object of this proposed legislation is to bring the Canadian law with regard to coastal shipping on the great lakes on a par with the American law. Under the American law it is illegal to carry grain in a British ship, say, from Chicago to Port Colborne, unload it and carry it to another American port in a British ship. Under the Canadian law as it now stands such a procedure is possible in connection with Canadian grain. It actually happens that a very considerable amount of Canadian grain is carried in American ships, from Fort William and Port Arthur to Buffalo unloaded there into other American ships of canal size and shipped to Montreal, Sorel and Quebec for export.
The proposed bill will also contain a provision that in the case of a British shipping corporation, seventy-five per cent of the stock must be owned by British subjects in order to entitle such a corporation to engage in the coastal trade. Some fear has been expressed that this legislation will increase the rates from the great lakes to Montreal, but I desire to say that the shipping companies have given assurance that no increase will be made. I can assure the house that this government
will apply section 938 of the Canada Shipping Act, which gives the power to suspend the coasting laws, should the rates be raised unduly.

",Conservative (1867-1942),,Alfred Duranleau,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e1a66355-fddc-434f-95ce-b490706aad20&Language=E&Section=ALL
964999,ca.proc.d.1932-05-06.1.4,1932-05-06,9fe39079-b761-44a0-b593-a189fdacac26,ca.m.7295,Mr. GARDINER:,,CANADA SHIPPING ACT,,,"What does the minister mean by raised unduly?

",United Farmers of Alberta,,Robert Gardiner,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9fe39079-b761-44a0-b593-a189fdacac26&Language=E&Section=ALL
965000,ca.proc.d.1932-05-06.1.5,1932-05-06,e1a66355-fddc-434f-95ce-b490706aad20,ca.m.1870,Mr. DURANLEAU:,Minister of Fisheries; Minister of Marine,CANADA SHIPPING ACT,,,"If, because of this
legislation, the rates are made too high, we will remedy them.

",Conservative (1867-1942),,Alfred Duranleau,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e1a66355-fddc-434f-95ce-b490706aad20&Language=E&Section=ALL
965001,ca.proc.d.1932-05-06.1.6,1932-05-06,b1d5c682-1934-44e3-8c98-235be860bb63,ca.m.3501,Mr. BROWN:,,CANADA SHIPPING ACT,,,"Is any assurance being given to the farmers that they will receive the benefit of the competition which might be properly expected?

",Liberal Progressive,,John Livingstone Brown,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b1d5c682-1934-44e3-8c98-235be860bb63&Language=E&Section=ALL
965002,ca.proc.d.1932-05-06.1.7,1932-05-06,e1a66355-fddc-434f-95ce-b490706aad20,ca.m.1870,Mr. DURANLEAU:,Minister of Fisheries; Minister of Marine,CANADA SHIPPING ACT,,,"At the present time there are 575,000 tons of Canadian shipping, and we believe that will provide sufficient competition to protect all shippers.

",Conservative (1867-1942),,Alfred Duranleau,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e1a66355-fddc-434f-95ce-b490706aad20&Language=E&Section=ALL
965003,ca.proc.d.1932-05-06.1.8,1932-05-06,b1d5c682-1934-44e3-8c98-235be860bb63,ca.m.3501,Mr. BROWN:,,CANADA SHIPPING ACT,,,"Will the assurance be any better than that given by the manufacturers that prices would not be raised?

",Liberal Progressive,,John Livingstone Brown,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b1d5c682-1934-44e3-8c98-235be860bb63&Language=E&Section=ALL
965004,ca.proc.d.1932-05-06.1.9,1932-05-06,e1a66355-fddc-434f-95ce-b490706aad20,ca.m.1870,Mr. DURANLEAU:,Minister of Fisheries; Minister of Marine,CANADA SHIPPING ACT,,,"The government intends to protect the shippers should there be any undue elevation of rates.
Motion agreed to and bill read the first time.

",Conservative (1867-1942),,Alfred Duranleau,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e1a66355-fddc-434f-95ce-b490706aad20&Language=E&Section=ALL
